entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendPaid,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,AdditionsToInvestments,IncreaseDecreaseOfRevaluationsAndDevaluationsOfInvestmentsThroughNetExchangeDifferences,ProfitLossRelatedToInvestments,NameAndSurnameOfMemberOfSupervisoryBoard
26585848,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2NlL2FlLzI0LzQ1Y2QtNDFiNS04ZjMyLTJhMDUxYWIwYzE0Nw.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2EwLzVhLzdjL2RlMzktNDQwYi1iYmMxLWFkZmMxY2RkZjc5Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn Ã,2100.0,35.0,Langelinie AllÃ©,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,-1315.0,11.0,Regnskabsklasse B,135696.0,2018-05-14,2002-05-01,2018-05-14,23946.0,Statsautoriseret revisor,-300000.0,7408896.0,8126391.0,20222670.0,26585848.0,20222670.0,mne16537,6569.0,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Danske Bank,BECH-BRUUN,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,61454.0,8870.0,40000.0,KÃ¸benhavn,1000000.0,2016-01-01,2016-12-31,473153.0,607534.0,653549.0,KÃ¸benhavn,2017-12-31,2017-01-01,true,2018-05-14,KÃ¸benhavn,73672.0,134381.0,Formand,6335224.0,urn:ofk:oid:25484266,indberetninger-20180424,2.5118406,26585848.0,AWNvClgGx8uVRSOdgmwz,2018-05-17T16:59:38.180Z,2018-05-17T16:58:57.747Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-88-QM,2018-05-17T16:58:58.025Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2016-01-01,2016-12-31,c177,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2NlL2FlLzI0LzQ1Y2QtNDFiNS04ZjMyLTJhMDUxYWIwYzE0Nw.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2EwLzVhLzdjL2RlMzktNDQwYi1iYmMxLWFkZmMxY2RkZjc5Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn Ã,2100.0,35.0,Langelinie AllÃ©,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2018-05-14,2002-05-01,2018-05-14,,Statsautoriseret revisor,-300000.0,,,20222670.0,26585848.0,20222670.0,mne16537,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Danske Bank,BECH-BRUUN,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,300000.0,,,KÃ¸benhavn,2017-12-31,2017-01-01,true,2018-05-14,KÃ¸benhavn,,,Formand,,urn:ofk:oid:25484266,indberetninger-20180424,2.5118406,26585848.0,AWNvClgGx8uVRSOdgmwz,2018-05-17T16:59:38.180Z,2018-05-17T16:58:57.747Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-88-QM,2018-05-17T16:58:58.025Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2016-01-01,2016-12-31,c185,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2NlL2FlLzI0LzQ1Y2QtNDFiNS04ZjMyLTJhMDUxYWIwYzE0Nw.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2EwLzVhLzdjL2RlMzktNDQwYi1iYmMxLWFkZmMxY2RkZjc5Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn Ã,2100.0,35.0,Langelinie AllÃ©,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2018-05-14,2002-05-01,2018-05-14,,Statsautoriseret revisor,-300000.0,,,20222670.0,26585848.0,20222670.0,mne16537,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Danske Bank,BECH-BRUUN,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,223.0,,,KÃ¸benhavn,2017-12-31,2017-01-01,true,2018-05-14,KÃ¸benhavn,,,Formand,,urn:ofk:oid:25484266,indberetninger-20180424,2.5118406,26585848.0,AWNvClgGx8uVRSOdgmwz,2018-05-17T16:59:38.180Z,2018-05-17T16:58:57.747Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-88-QM,2018-05-17T16:58:58.025Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2NlL2FlLzI0LzQ1Y2QtNDFiNS04ZjMyLTJhMDUxYWIwYzE0Nw.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2EwLzVhLzdjL2RlMzktNDQwYi1iYmMxLWFkZmMxY2RkZjc5Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn Ã,2100.0,35.0,Langelinie AllÃ©,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2018-05-14,2002-05-01,2018-05-14,,Statsautoriseret revisor,-300000.0,,,20222670.0,26585848.0,20222670.0,mne16537,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Danske Bank,BECH-BRUUN,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,172930.0,,,KÃ¸benhavn,2017-12-31,2017-01-01,true,2018-05-14,KÃ¸benhavn,,,Formand,,urn:ofk:oid:25484266,indberetninger-20180424,2.5118406,26585848.0,AWNvClgGx8uVRSOdgmwz,2018-05-17T16:59:38.180Z,2018-05-17T16:58:57.747Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-88-QM,2018-05-17T16:58:58.025Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2NlL2FlLzI0LzQ1Y2QtNDFiNS04ZjMyLTJhMDUxYWIwYzE0Nw.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2EwLzVhLzdjL2RlMzktNDQwYi1iYmMxLWFkZmMxY2RkZjc5Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn Ã,2100.0,35.0,Langelinie AllÃ©,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2018-05-14,2002-05-01,2018-05-14,,Statsautoriseret revisor,-300000.0,,,20222670.0,26585848.0,20222670.0,mne16537,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Danske Bank,BECH-BRUUN,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,,,,KÃ¸benhavn,2017-12-31,2017-01-01,true,2018-05-14,KÃ¸benhavn,,,Formand,,urn:ofk:oid:25484266,indberetninger-20180424,2.5118406,26585848.0,AWNvClgGx8uVRSOdgmwz,2018-05-17T16:59:38.180Z,2018-05-17T16:58:57.747Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-88-QM,2018-05-17T16:58:58.025Z,3140947.0,940542.0,500000.0,33118.0,0.0,1951526.0,0.0,8982.0,3140947.0,1189421.0,499003.0,80847.0,507985.0,418156.0,831305.0,8982.0,300000.0,41932.0,1109594.0,1189421.0,78116.0,1692420.0,135696.0,144304.0,1659302.0,,,,,,,,,,,,
26585848,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2NlL2FlLzI0LzQ1Y2QtNDFiNS04ZjMyLTJhMDUxYWIwYzE0Nw.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2EwLzVhLzdjL2RlMzktNDQwYi1iYmMxLWFkZmMxY2RkZjc5Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn Ã,2100.0,35.0,Langelinie AllÃ©,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2018-05-14,2002-05-01,2018-05-14,,Statsautoriseret revisor,-300000.0,,,20222670.0,26585848.0,20222670.0,mne16537,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Danske Bank,BECH-BRUUN,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,,,,KÃ¸benhavn,2017-12-31,2017-01-01,true,2018-05-14,KÃ¸benhavn,,,Formand,,urn:ofk:oid:25484266,indberetninger-20180424,2.5118406,26585848.0,AWNvClgGx8uVRSOdgmwz,2018-05-17T16:59:38.180Z,2018-05-17T16:58:57.747Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-88-QM,2018-05-17T16:58:58.025Z,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2017-01-01,2017-01-01,c235,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2NlL2FlLzI0LzQ1Y2QtNDFiNS04ZjMyLTJhMDUxYWIwYzE0Nw.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2EwLzVhLzdjL2RlMzktNDQwYi1iYmMxLWFkZmMxY2RkZjc5Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn Ã,2100.0,35.0,Langelinie AllÃ©,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2018-05-14,2002-05-01,2018-05-14,,Statsautoriseret revisor,-300000.0,,,20222670.0,26585848.0,20222670.0,mne16537,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Danske Bank,BECH-BRUUN,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,,,,KÃ¸benhavn,2017-12-31,2017-01-01,true,2018-05-14,KÃ¸benhavn,,,Formand,,urn:ofk:oid:25484266,indberetninger-20180424,2.5118406,26585848.0,AWNvClgGx8uVRSOdgmwz,2018-05-17T16:59:38.180Z,2018-05-17T16:58:57.747Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-88-QM,2018-05-17T16:58:58.025Z,,,,,,41932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2NlL2FlLzI0LzQ1Y2QtNDFiNS04ZjMyLTJhMDUxYWIwYzE0Nw.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2EwLzVhLzdjL2RlMzktNDQwYi1iYmMxLWFkZmMxY2RkZjc5Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn Ã,2100.0,35.0,Langelinie AllÃ©,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2018-05-14,2002-05-01,2018-05-14,,Statsautoriseret revisor,-300000.0,,,20222670.0,26585848.0,20222670.0,mne16537,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Danske Bank,BECH-BRUUN,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,,,,KÃ¸benhavn,2017-12-31,2017-01-01,true,2018-05-14,KÃ¸benhavn,,,Formand,,urn:ofk:oid:25484266,indberetninger-20180424,2.5118406,26585848.0,AWNvClgGx8uVRSOdgmwz,2018-05-17T16:59:38.180Z,2018-05-17T16:58:57.747Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-88-QM,2018-05-17T16:58:58.025Z,,,,,,1109593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2017-01-01,2017-01-01,c257,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2NlL2FlLzI0LzQ1Y2QtNDFiNS04ZjMyLTJhMDUxYWIwYzE0Nw.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2EwLzVhLzdjL2RlMzktNDQwYi1iYmMxLWFkZmMxY2RkZjc5Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn Ã,2100.0,35.0,Langelinie AllÃ©,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2018-05-14,2002-05-01,2018-05-14,,Statsautoriseret revisor,-300000.0,,,20222670.0,26585848.0,20222670.0,mne16537,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Danske Bank,BECH-BRUUN,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,,,,KÃ¸benhavn,2017-12-31,2017-01-01,true,2018-05-14,KÃ¸benhavn,,,Formand,,urn:ofk:oid:25484266,indberetninger-20180424,2.5118406,26585848.0,AWNvClgGx8uVRSOdgmwz,2018-05-17T16:59:38.180Z,2018-05-17T16:58:57.747Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-88-QM,2018-05-17T16:58:58.025Z,,,,,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2017-01-01,2017-01-01,c456,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2NlL2FlLzI0LzQ1Y2QtNDFiNS04ZjMyLTJhMDUxYWIwYzE0Nw.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2EwLzVhLzdjL2RlMzktNDQwYi1iYmMxLWFkZmMxY2RkZjc5Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn Ã,2100.0,35.0,Langelinie AllÃ©,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2018-05-14,2002-05-01,2018-05-14,,Statsautoriseret revisor,-300000.0,,,20222670.0,26585848.0,20222670.0,mne16537,,Ãrsrapport,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Danske Bank,BECH-BRUUN,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,,,,KÃ¸benhavn,2017-12-31,2017-01-01,true,2018-05-14,KÃ¸benhavn,,,Formand,,urn:ofk:oid:25484266,indberetninger-20180424,2.5118406,26585848.0,AWNvClgGx8uVRSOdgmwz,2018-05-17T16:59:38.180Z,2018-05-17T16:58:57.747Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-88-QM,2018-05-17T16:58:58.025Z,,,,,,,,,,,,,,,,,,,,,,,,,,276130.0,276130.0,,,,,,,,,,
