entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,NumberOfEmployees,OtherLongtermReceivables,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,AdditionsToInvestments,DisposalsOfInvestments,IncreaseDecreaseOfInvestmentsThroughNetExchangeDifferences,IncreaseDecreaseOfRevaluationsAndDevaluationsOfInvestmentsThroughNetExchangeDifferences,ProfitLossRelatedToInvestments,RevaluationsOfInvestmentsOfTheYear,NameAndSurnameOfMemberOfSupervisoryBoard
26585848,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzA1L2Y5LzExLzM3YzYtNGY5MC05NWM5LTA0YzU5OTZhYjMzZg.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzIyL2FmL2VhL2FhNTgtNGFjMS04ZGE4LWNhYmE1ZDZiYjM2Zg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,5875.0,Regnskabsklasse B,15217.0,2017-03-20,2002-05-01,2017-03-20,-41700.0,23946.0,Statsautoriseret revisor,-8642507.0,8820456.0,20222670.0,26585848.0,20222670.0,-15223.0,Ãrsrapport,3188.0,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,-50569.0,12739.0,47381.0,0.0,KÃ¸benhavn,500000.0,2015-01-01,2015-12-31,62104.0,83196.0,136249.0,KÃ¸benhavn,2016-12-31,2016-01-01,true,2017-03-20,KÃ¸benhavn,88831.0,-21092.0,Formand,8053676.0,urn:ofk:oid:23708463,indberetninger-20180424,2.5124266,26585848,,2018-03-27T12:15:02.503Z,2017-04-07T16:08:44.434Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-00-CA,2017-04-07T16:08:44.582Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2015-01-01,2015-12-31,c177,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzA1L2Y5LzExLzM3YzYtNGY5MC05NWM5LTA0YzU5OTZhYjMzZg.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzIyL2FmL2VhL2FhNTgtNGFjMS04ZGE4LWNhYmE1ZDZiYjM2Zg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2017-03-20,2002-05-01,2017-03-20,,23946.0,Statsautoriseret revisor,,,20222670.0,26585848.0,20222670.0,,Ãrsrapport,,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2015-01-01,2015-12-31,0.0,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,2017-03-20,KÃ¸benhavn,,,Formand,,urn:ofk:oid:23708463,indberetninger-20180424,2.5124266,26585848,,2018-03-27T12:15:02.503Z,2017-04-07T16:08:44.434Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-00-CA,2017-04-07T16:08:44.582Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2015-01-01,2015-12-31,c185,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzA1L2Y5LzExLzM3YzYtNGY5MC05NWM5LTA0YzU5OTZhYjMzZg.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzIyL2FmL2VhL2FhNTgtNGFjMS04ZGE4LWNhYmE1ZDZiYjM2Zg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2017-03-20,2002-05-01,2017-03-20,,23946.0,Statsautoriseret revisor,,,20222670.0,26585848.0,20222670.0,,Ãrsrapport,,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2015-01-01,2015-12-31,-15223.0,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,2017-03-20,KÃ¸benhavn,,,Formand,,urn:ofk:oid:23708463,indberetninger-20180424,2.5124266,26585848,,2018-03-27T12:15:02.503Z,2017-04-07T16:08:44.434Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-00-CA,2017-04-07T16:08:44.582Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzA1L2Y5LzExLzM3YzYtNGY5MC05NWM5LTA0YzU5OTZhYjMzZg.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzIyL2FmL2VhL2FhNTgtNGFjMS04ZGE4LWNhYmE1ZDZiYjM2Zg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2017-03-20,2002-05-01,2017-03-20,,23946.0,Statsautoriseret revisor,,,20222670.0,26585848.0,20222670.0,,Ãrsrapport,,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2015-01-01,2015-12-31,77327.0,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,2017-03-20,KÃ¸benhavn,,,Formand,,urn:ofk:oid:23708463,indberetninger-20180424,2.5124266,26585848,,2018-03-27T12:15:02.503Z,2017-04-07T16:08:44.434Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-00-CA,2017-04-07T16:08:44.582Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzA1L2Y5LzExLzM3YzYtNGY5MC05NWM5LTA0YzU5OTZhYjMzZg.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzIyL2FmL2VhL2FhNTgtNGFjMS04ZGE4LWNhYmE1ZDZiYjM2Zg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2017-03-20,2002-05-01,2017-03-20,,23946.0,Statsautoriseret revisor,,,20222670.0,26585848.0,20222670.0,,Ãrsrapport,,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,2017-03-20,KÃ¸benhavn,,,Formand,,urn:ofk:oid:23708463,indberetninger-20180424,2.5124266,26585848,,2018-03-27T12:15:02.503Z,2017-04-07T16:08:44.434Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-00-CA,2017-04-07T16:08:44.582Z,2611577.0,254589.0,500000.0,31803.0,1478372.0,32928.0,2611577.0,1133205.0,587385.0,170485.0,620313.0,12.0,416900.0,805629.0,32928.0,0.0,41709.0,936663.0,1133205.0,257359.0,1736675.0,15217.0,55000.0,1704872.0,,,,,,,,,,,,,
26585848,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzA1L2Y5LzExLzM3YzYtNGY5MC05NWM5LTA0YzU5OTZhYjMzZg.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzIyL2FmL2VhL2FhNTgtNGFjMS04ZGE4LWNhYmE1ZDZiYjM2Zg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2017-03-20,2002-05-01,2017-03-20,,23946.0,Statsautoriseret revisor,,,20222670.0,26585848.0,20222670.0,,Ãrsrapport,,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,2017-03-20,KÃ¸benhavn,,,Formand,,urn:ofk:oid:23708463,indberetninger-20180424,2.5124266,26585848,,2018-03-27T12:15:02.503Z,2017-04-07T16:08:44.434Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-00-CA,2017-04-07T16:08:44.582Z,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2016-01-01,2016-01-01,c235,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzA1L2Y5LzExLzM3YzYtNGY5MC05NWM5LTA0YzU5OTZhYjMzZg.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzIyL2FmL2VhL2FhNTgtNGFjMS04ZGE4LWNhYmE1ZDZiYjM2Zg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2017-03-20,2002-05-01,2017-03-20,,23946.0,Statsautoriseret revisor,,,20222670.0,26585848.0,20222670.0,,Ãrsrapport,,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,2017-03-20,KÃ¸benhavn,,,Formand,,urn:ofk:oid:23708463,indberetninger-20180424,2.5124266,26585848,,2018-03-27T12:15:02.503Z,2017-04-07T16:08:44.434Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-00-CA,2017-04-07T16:08:44.582Z,,,,,41709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzA1L2Y5LzExLzM3YzYtNGY5MC05NWM5LTA0YzU5OTZhYjMzZg.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzIyL2FmL2VhL2FhNTgtNGFjMS04ZGE4LWNhYmE1ZDZiYjM2Zg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2017-03-20,2002-05-01,2017-03-20,,23946.0,Statsautoriseret revisor,,,20222670.0,26585848.0,20222670.0,,Ãrsrapport,,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,2017-03-20,KÃ¸benhavn,,,Formand,,urn:ofk:oid:23708463,indberetninger-20180424,2.5124266,26585848,,2018-03-27T12:15:02.503Z,2017-04-07T16:08:44.434Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-00-CA,2017-04-07T16:08:44.582Z,,,,,936664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2016-01-01,2016-01-01,c257,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzA1L2Y5LzExLzM3YzYtNGY5MC05NWM5LTA0YzU5OTZhYjMzZg.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzIyL2FmL2VhL2FhNTgtNGFjMS04ZGE4LWNhYmE1ZDZiYjM2Zg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2017-03-20,2002-05-01,2017-03-20,,23946.0,Statsautoriseret revisor,,,20222670.0,26585848.0,20222670.0,,Ãrsrapport,,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,2017-03-20,KÃ¸benhavn,,,Formand,,urn:ofk:oid:23708463,indberetninger-20180424,2.5124266,26585848,,2018-03-27T12:15:02.503Z,2017-04-07T16:08:44.434Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-00-CA,2017-04-07T16:08:44.582Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26585848,2016-01-01,2016-01-01,c462,,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzA1L2Y5LzExLzM3YzYtNGY5MC05NWM5LTA0YzU5OTZhYjMzZg.pdf,http://regnskaber.virk.dk/84858562/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzIyL2FmL2VhL2FhNTgtNGFjMS04ZGE4LWNhYmE1ZDZiYjM2Zg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1304 KÃ¸benhavn K,"Adelgade 15, 3.",DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,,2017-03-20,2002-05-01,2017-03-20,,23946.0,Statsautoriseret revisor,,,20222670.0,26585848.0,20222670.0,,Ãrsrapport,,Peter Rasborg,Frederik Lacoppidan,Frederik Lacoppidan,Directure A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,2017-03-20,KÃ¸benhavn,,,Formand,,urn:ofk:oid:23708463,indberetninger-20180424,2.5124266,26585848,,2018-03-27T12:15:02.503Z,2017-04-07T16:08:44.434Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-00-CA,2017-04-07T16:08:44.582Z,,,,,,,,,,,,,,,,,,,,,,,,,439670.0,472598.0,,,,,,,,,,,
