entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,ImpairmentOfFinancialAssets,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,Provisions,ProvisionsForInvestmentsInGroupAssociates,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,NameOfAuditFirm
29516057,2013-01-01,2013-12-31,c3,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzYyLzJiL2M5LzIyN2MtNGE2Mi05M2ZjLTRjODMyZTUxYzlhNw.xhtml,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2M2LzdiLzFjLzk1MmMtNDgwNS05YmEwLTAwN2YxNWQ4YjY1Nw.pdf,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzhkLzJmL2YwLzE2YjktNDJjOC1hZTk2LTYxYWNkYjgyMTIwMg.xml,Danmark,DK,Haderslev,1A,Aabenraavej,Haderslev,6100.0,2.0,Nautrup,6100 Haderslev,Aabenraavej 1A,Til den daglige ledelse i Erling Sparre Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-11,2015-09-15,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering.</p>",-29008.0,27492487.0,29516057.0,1010278445.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Diederichsen,Erling Sparre,Erling Sparre,Nordea,ERLING SPARRE HOLDING ApS,Finn Diederichsen,0.0,294950.0,12358.0,Haderslev,2013-01-01,2013-12-31,206466.0,278300.0,2014-12-31,2014-01-01,2015-09-11,Haderslev,71834.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21431177,indberetninger-20180424,2.5955422,29516057,,2018-03-30T14:08:05.158Z,2015-09-16T10:53:53.732Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AG-63-TN,2015-09-16T10:53:53.892Z,,,,,,,,,,,,,,,,,,,,,
29516057,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzYyLzJiL2M5LzIyN2MtNGE2Mi05M2ZjLTRjODMyZTUxYzlhNw.xhtml,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2M2LzdiLzFjLzk1MmMtNDgwNS05YmEwLTAwN2YxNWQ4YjY1Nw.pdf,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzhkLzJmL2YwLzE2YjktNDJjOC1hZTk2LTYxYWNkYjgyMTIwMg.xml,Danmark,DK,Haderslev,1A,Aabenraavej,Haderslev,6100.0,2.0,Nautrup,6100 Haderslev,Aabenraavej 1A,Til den daglige ledelse i Erling Sparre Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-11,2015-09-15,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering.</p>",,27492487.0,29516057.0,1010278445.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Diederichsen,Erling Sparre,Erling Sparre,Nordea,ERLING SPARRE HOLDING ApS,Finn Diederichsen,,,,Haderslev,2013-01-01,2013-12-31,500000.0,,2014-12-31,2014-01-01,2015-09-11,Haderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21431177,indberetninger-20180424,2.5955422,29516057,,2018-03-30T14:08:05.158Z,2015-09-16T10:53:53.732Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AG-63-TN,2015-09-16T10:53:53.892Z,,,,,,,,,,,,,,,,,,,,,
29516057,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzYyLzJiL2M5LzIyN2MtNGE2Mi05M2ZjLTRjODMyZTUxYzlhNw.xhtml,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2M2LzdiLzFjLzk1MmMtNDgwNS05YmEwLTAwN2YxNWQ4YjY1Nw.pdf,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzhkLzJmL2YwLzE2YjktNDJjOC1hZTk2LTYxYWNkYjgyMTIwMg.xml,Danmark,DK,Haderslev,1A,Aabenraavej,Haderslev,6100.0,2.0,Nautrup,6100 Haderslev,Aabenraavej 1A,Til den daglige ledelse i Erling Sparre Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-11,2015-09-15,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering.</p>",,27492487.0,29516057.0,1010278445.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Diederichsen,Erling Sparre,Erling Sparre,Nordea,ERLING SPARRE HOLDING ApS,Finn Diederichsen,,,,Haderslev,2013-01-01,2013-12-31,-293534.0,,2014-12-31,2014-01-01,2015-09-11,Haderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21431177,indberetninger-20180424,2.5955422,29516057,,2018-03-30T14:08:05.158Z,2015-09-16T10:53:53.732Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AG-63-TN,2015-09-16T10:53:53.892Z,,,,,,,,,,,,,,,,,,,,,
29516057,2013-12-31,2013-12-31,c9,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzYyLzJiL2M5LzIyN2MtNGE2Mi05M2ZjLTRjODMyZTUxYzlhNw.xhtml,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2M2LzdiLzFjLzk1MmMtNDgwNS05YmEwLTAwN2YxNWQ4YjY1Nw.pdf,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzhkLzJmL2YwLzE2YjktNDJjOC1hZTk2LTYxYWNkYjgyMTIwMg.xml,Danmark,DK,Haderslev,1A,Aabenraavej,Haderslev,6100.0,2.0,Nautrup,6100 Haderslev,Aabenraavej 1A,Til den daglige ledelse i Erling Sparre Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-11,2015-09-15,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering.</p>",,27492487.0,29516057.0,1010278445.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Diederichsen,Erling Sparre,Erling Sparre,Nordea,ERLING SPARRE HOLDING ApS,Finn Diederichsen,,,,Haderslev,2013-01-01,2013-12-31,,,2014-12-31,2014-01-01,2015-09-11,Haderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21431177,indberetninger-20180424,2.5955422,29516057,,2018-03-30T14:08:05.158Z,2015-09-16T10:53:53.732Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AG-63-TN,2015-09-16T10:53:53.892Z,4084026.0,1419.0,125000.0,4004026.0,112267.0,3735748.0,4084026.0,80000.0,80000.0,3066929.0,10000.0,54959.0,150000.0,150000.0,3610748.0,198278.0,188278.0,935677.0,737214.0,31237.0,
29516057,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzYyLzJiL2M5LzIyN2MtNGE2Mi05M2ZjLTRjODMyZTUxYzlhNw.xhtml,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2M2LzdiLzFjLzk1MmMtNDgwNS05YmEwLTAwN2YxNWQ4YjY1Nw.pdf,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzhkLzJmL2YwLzE2YjktNDJjOC1hZTk2LTYxYWNkYjgyMTIwMg.xml,Danmark,DK,Haderslev,1A,Aabenraavej,Haderslev,6100.0,2.0,Nautrup,6100 Haderslev,Aabenraavej 1A,Til den daglige ledelse i Erling Sparre Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-11,2015-09-15,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering.</p>",-23695.0,27492487.0,29516057.0,1010278445.0,2690506.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Diederichsen,Erling Sparre,Erling Sparre,Nordea,ERLING SPARRE HOLDING ApS,Finn Diederichsen,2632.0,112448.0,73200.0,Haderslev,2013-01-01,2013-12-31,-2573901.0,-2531185.0,2014-12-31,2014-01-01,2015-09-11,Haderslev,42716.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21431177,indberetninger-20180424,2.5955422,29516057,,2018-03-30T14:08:05.158Z,2015-09-16T10:53:53.732Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AG-63-TN,2015-09-16T10:53:53.892Z,,,,,,,,,,,,,,,,,,,,,
29516057,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzYyLzJiL2M5LzIyN2MtNGE2Mi05M2ZjLTRjODMyZTUxYzlhNw.xhtml,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2M2LzdiLzFjLzk1MmMtNDgwNS05YmEwLTAwN2YxNWQ4YjY1Nw.pdf,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzhkLzJmL2YwLzE2YjktNDJjOC1hZTk2LTYxYWNkYjgyMTIwMg.xml,Danmark,DK,Haderslev,1A,Aabenraavej,Haderslev,6100.0,2.0,Nautrup,6100 Haderslev,Aabenraavej 1A,Til den daglige ledelse i Erling Sparre Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-11,2015-09-15,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering.</p>",,27492487.0,29516057.0,1010278445.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Diederichsen,Erling Sparre,Erling Sparre,Nordea,ERLING SPARRE HOLDING ApS,Finn Diederichsen,,,,Haderslev,2013-01-01,2013-12-31,,,2014-12-31,2014-01-01,2015-09-11,Haderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21431177,indberetninger-20180424,2.5955422,29516057,,2018-03-30T14:08:05.158Z,2015-09-16T10:53:53.732Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AG-63-TN,2015-09-16T10:53:53.892Z,,,,,,,,,,,,,,,,,,,,,RND PARTNER REGISTRERET REVISIONSANPARTSSELSKAB
29516057,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzYyLzJiL2M5LzIyN2MtNGE2Mi05M2ZjLTRjODMyZTUxYzlhNw.xhtml,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2M2LzdiLzFjLzk1MmMtNDgwNS05YmEwLTAwN2YxNWQ4YjY1Nw.pdf,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzhkLzJmL2YwLzE2YjktNDJjOC1hZTk2LTYxYWNkYjgyMTIwMg.xml,Danmark,DK,Haderslev,1A,Aabenraavej,Haderslev,6100.0,2.0,Nautrup,6100 Haderslev,Aabenraavej 1A,Til den daglige ledelse i Erling Sparre Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-11,2015-09-15,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering.</p>",,27492487.0,29516057.0,1010278445.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Diederichsen,Erling Sparre,Erling Sparre,Nordea,ERLING SPARRE HOLDING ApS,Finn Diederichsen,,,,Haderslev,2013-01-01,2013-12-31,,,2014-12-31,2014-01-01,2015-09-11,Haderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21431177,indberetninger-20180424,2.5955422,29516057,,2018-03-30T14:08:05.158Z,2015-09-16T10:53:53.732Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AG-63-TN,2015-09-16T10:53:53.892Z,,,,,,,,,,,,,,,,,,,,,
29516057,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzYyLzJiL2M5LzIyN2MtNGE2Mi05M2ZjLTRjODMyZTUxYzlhNw.xhtml,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2M2LzdiLzFjLzk1MmMtNDgwNS05YmEwLTAwN2YxNWQ4YjY1Nw.pdf,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzhkLzJmL2YwLzE2YjktNDJjOC1hZTk2LTYxYWNkYjgyMTIwMg.xml,Danmark,DK,Haderslev,1A,Aabenraavej,Haderslev,6100.0,2.0,Nautrup,6100 Haderslev,Aabenraavej 1A,Til den daglige ledelse i Erling Sparre Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-11,2015-09-15,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering.</p>",,27492487.0,29516057.0,1010278445.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Diederichsen,Erling Sparre,Erling Sparre,Nordea,ERLING SPARRE HOLDING ApS,Finn Diederichsen,,,,Haderslev,2013-01-01,2013-12-31,0.0,,2014-12-31,2014-01-01,2015-09-11,Haderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21431177,indberetninger-20180424,2.5955422,29516057,,2018-03-30T14:08:05.158Z,2015-09-16T10:53:53.732Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AG-63-TN,2015-09-16T10:53:53.892Z,,,,,,,,,,,,,,,,,,,,,
29516057,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzYyLzJiL2M5LzIyN2MtNGE2Mi05M2ZjLTRjODMyZTUxYzlhNw.xhtml,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2M2LzdiLzFjLzk1MmMtNDgwNS05YmEwLTAwN2YxNWQ4YjY1Nw.pdf,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzhkLzJmL2YwLzE2YjktNDJjOC1hZTk2LTYxYWNkYjgyMTIwMg.xml,Danmark,DK,Haderslev,1A,Aabenraavej,Haderslev,6100.0,2.0,Nautrup,6100 Haderslev,Aabenraavej 1A,Til den daglige ledelse i Erling Sparre Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-11,2015-09-15,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering.</p>",,27492487.0,29516057.0,1010278445.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Diederichsen,Erling Sparre,Erling Sparre,Nordea,ERLING SPARRE HOLDING ApS,Finn Diederichsen,,,,Haderslev,2013-01-01,2013-12-31,-2573901.0,,2014-12-31,2014-01-01,2015-09-11,Haderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21431177,indberetninger-20180424,2.5955422,29516057,,2018-03-30T14:08:05.158Z,2015-09-16T10:53:53.732Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AG-63-TN,2015-09-16T10:53:53.892Z,,,,,,,,,,,,,,,,,,,,,
29516057,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzYyLzJiL2M5LzIyN2MtNGE2Mi05M2ZjLTRjODMyZTUxYzlhNw.xhtml,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2M2LzdiLzFjLzk1MmMtNDgwNS05YmEwLTAwN2YxNWQ4YjY1Nw.pdf,http://regnskaber.virk.dk/75061592/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzhkLzJmL2YwLzE2YjktNDJjOC1hZTk2LTYxYWNkYjgyMTIwMg.xml,Danmark,DK,Haderslev,1A,Aabenraavej,Haderslev,6100.0,2.0,Nautrup,6100 Haderslev,Aabenraavej 1A,Til den daglige ledelse i Erling Sparre Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-11,2015-09-15,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering.</p>",,27492487.0,29516057.0,1010278445.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Diederichsen,Erling Sparre,Erling Sparre,Nordea,ERLING SPARRE HOLDING ApS,Finn Diederichsen,,,,Haderslev,2013-01-01,2013-12-31,,,2014-12-31,2014-01-01,2015-09-11,Haderslev,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21431177,indberetninger-20180424,2.5955422,29516057,,2018-03-30T14:08:05.158Z,2015-09-16T10:53:53.732Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AG-63-TN,2015-09-16T10:53:53.892Z,1387375.0,32005.0,125000.0,1387375.0,0.0,1161847.0,1387375.0,0.0,0.0,414181.0,22250.0,52000.0,150000.0,150000.0,1036847.0,75528.0,53278.0,941189.0,868890.0,20299.0,
