entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,NameAndSurnameOfMemberOfExecutiveBoard
34085153,2011-12-16,2012-12-31,ID_10,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8vcGRmcy8zNDA4NTE1MztBcFM1MDQzOTk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8veGJybHMvWC1BQkVDQkYyNS0yMDE0MDYyNl8xNTUwNTVfOTEy.xml,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2011-12-16,2014-06-25,34085153.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Aifos ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Christian Tellerup,Aifos ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab","Hellerup, den 20. juni 2014",887.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-06-20,HÃ¸rsholm,Ingen bistand,urn:ofk:oid:14458182,indberetninger-20180424,2.5118406,34085153.0,,2018-04-01T10:44:49.831Z,2014-06-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-104.184,2014-06-26T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34085153,2011-12-16,2012-12-31,ID_12,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8vcGRmcy8zNDA4NTE1MztBcFM1MDQzOTk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8veGJybHMvWC1BQkVDQkYyNS0yMDE0MDYyNl8xNTUwNTVfOTEy.xml,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2011-12-16,2014-06-25,34085153.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Aifos ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Christian Tellerup,Aifos ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab","Hellerup, den 20. juni 2014",11736.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-06-20,HÃ¸rsholm,Ingen bistand,urn:ofk:oid:14458182,indberetninger-20180424,2.5118406,34085153.0,,2018-04-01T10:44:49.831Z,2014-06-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-104.184,2014-06-26T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34085153,2011-12-16,2012-12-31,ID_14,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8vcGRmcy8zNDA4NTE1MztBcFM1MDQzOTk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8veGJybHMvWC1BQkVDQkYyNS0yMDE0MDYyNl8xNTUwNTVfOTEy.xml,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2011-12-16,2014-06-25,34085153.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Aifos ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Christian Tellerup,Aifos ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab","Hellerup, den 20. juni 2014",12623.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-06-20,HÃ¸rsholm,Ingen bistand,urn:ofk:oid:14458182,indberetninger-20180424,2.5118406,34085153.0,,2018-04-01T10:44:49.831Z,2014-06-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-104.184,2014-06-26T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34085153,2011-12-16,2012-12-31,ID_8,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8vcGRmcy8zNDA4NTE1MztBcFM1MDQzOTk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8veGJybHMvWC1BQkVDQkYyNS0yMDE0MDYyNl8xNTUwNTVfOTEy.xml,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2011-12-16,2014-06-25,34085153.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Aifos ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Christian Tellerup,Aifos ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab","Hellerup, den 20. juni 2014",-12623.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-06-20,HÃ¸rsholm,Ingen bistand,urn:ofk:oid:14458182,indberetninger-20180424,2.5118406,34085153.0,,2018-04-01T10:44:49.831Z,2014-06-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-104.184,2014-06-26T22:00:00.000Z,3237.0,-5625.0,-887.0,7670.0,-17419.0,-8862.0,-4796.0,,,,,,,,,,,,,,,,,,,,,
34085153,2012-12-31,2012-12-31,ID_16,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8vcGRmcy8zNDA4NTE1MztBcFM1MDQzOTk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8veGJybHMvWC1BQkVDQkYyNS0yMDE0MDYyNl8xNTUwNTVfOTEy.xml,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2011-12-16,2014-06-25,34085153.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Aifos ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Christian Tellerup,Aifos ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab","Hellerup, den 20. juni 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-06-20,HÃ¸rsholm,Ingen bistand,urn:ofk:oid:14458182,indberetninger-20180424,2.5118406,34085153.0,,2018-04-01T10:44:49.831Z,2014-06-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-104.184,2014-06-26T22:00:00.000Z,,,,,,,,74002.0,30.0,80000.0,4826.0,4796.0,68377.0,50063.0,74002.0,5625.0,19114.0,19114.0,69176.0,5625.0,50063.0,-887.0,-11736.0,1000.0,5625.0,0.0,4796.0,
34085153,2013-01-01,2013-12-31,ID_0,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8vcGRmcy8zNDA4NTE1MztBcFM1MDQzOTk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8veGJybHMvWC1BQkVDQkYyNS0yMDE0MDYyNl8xNTUwNTVfOTEy.xml,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2011-12-16,2014-06-25,34085153.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Aifos ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Christian Tellerup,Aifos ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab","Hellerup, den 20. juni 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-06-20,HÃ¸rsholm,Ingen bistand,urn:ofk:oid:14458182,indberetninger-20180424,2.5118406,34085153.0,,2018-04-01T10:44:49.831Z,2014-06-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-104.184,2014-06-26T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34085153,2013-01-01,2013-12-31,ID_1,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8vcGRmcy8zNDA4NTE1MztBcFM1MDQzOTk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8veGJybHMvWC1BQkVDQkYyNS0yMDE0MDYyNl8xNTUwNTVfOTEy.xml,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2011-12-16,2014-06-25,34085153.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Aifos ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Christian Tellerup,Aifos ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab","Hellerup, den 20. juni 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-06-20,HÃ¸rsholm,Ingen bistand,urn:ofk:oid:14458182,indberetninger-20180424,2.5118406,34085153.0,,2018-04-01T10:44:49.831Z,2014-06-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-104.184,2014-06-26T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34085153,2013-01-01,2013-12-31,ID_11,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8vcGRmcy8zNDA4NTE1MztBcFM1MDQzOTk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8veGJybHMvWC1BQkVDQkYyNS0yMDE0MDYyNl8xNTUwNTVfOTEy.xml,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2011-12-16,2014-06-25,34085153.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Aifos ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Christian Tellerup,Aifos ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab","Hellerup, den 20. juni 2014",13072.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-06-20,HÃ¸rsholm,Ingen bistand,urn:ofk:oid:14458182,indberetninger-20180424,2.5118406,34085153.0,,2018-04-01T10:44:49.831Z,2014-06-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-104.184,2014-06-26T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34085153,2013-01-01,2013-12-31,ID_13,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8vcGRmcy8zNDA4NTE1MztBcFM1MDQzOTk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8veGJybHMvWC1BQkVDQkYyNS0yMDE0MDYyNl8xNTUwNTVfOTEy.xml,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2011-12-16,2014-06-25,34085153.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Aifos ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Christian Tellerup,Aifos ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab","Hellerup, den 20. juni 2014",12185.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-06-20,HÃ¸rsholm,Ingen bistand,urn:ofk:oid:14458182,indberetninger-20180424,2.5118406,34085153.0,,2018-04-01T10:44:49.831Z,2014-06-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-104.184,2014-06-26T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34085153,2013-01-01,2013-12-31,ID_17,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8vcGRmcy8zNDA4NTE1MztBcFM1MDQzOTk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8veGJybHMvWC1BQkVDQkYyNS0yMDE0MDYyNl8xNTUwNTVfOTEy.xml,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2011-12-16,2014-06-25,34085153.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Aifos ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Christian Tellerup,Aifos ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab","Hellerup, den 20. juni 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-06-20,HÃ¸rsholm,Ingen bistand,urn:ofk:oid:14458182,indberetninger-20180424,2.5118406,34085153.0,,2018-04-01T10:44:49.831Z,2014-06-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-104.184,2014-06-26T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
