entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,Assets,CashAndCashEquivalents,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,Equity,FixturesFittingsToolsAndEquipment,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,NoncurrentAssets,OtherFinanceExpenses,OtherShorttermPayables,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,PropertyPlantAndEquipment,ReportingPeriodEndDate,ReportingPeriodStartDate,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss
entity identifier,2011-12-16,2012-12-31,ID_0,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8vcGRmcy8zNDA4NTE1MztBcFM1MDQzOTk7MjAxMTEyMTY7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8veGJybHMvWC00MjdGQjRCNS0yMDEzMDYxN18wODM2MjRfNTgz.xml,"Hellerup, 2900","Stendyssevej 11, c/o Jens Christian Tellerup","HÃ¸rsholm, 2970","Hovedgaden 28, 2. sal",74002.0,30.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,-80000.0,4826.0,4796.0,2011-12-16,2013-06-17,3237.0,-68377.0,50063.0,5625.0,34085153.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 16. december 2011 - 31. december 2012 for Aifos ApS.,887.0,Ãrsrapport,-74002.0,-5625.0,19114.0,19114.0,Jens Christian Tellerup,Jens Christian Tellerup,Aifos ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",69176.0,7670.0,-5625.0,17419.0,8862.0,50063.0,2012-12-31,2011-12-16,887.0,11736.0,-1000.0,-5625.0,4796.0,-4796.0,urn:ofk:oid:14458174,indberetninger-20180424,2.5118417999999996,34085153.0,,2018-04-02T04:18:31.310Z,2013-06-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2011-12-16,13-7.961,2013-06-17T22:00:00.000Z,
entity identifier,2011-12-16,2012-12-31,ID_1,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8vcGRmcy8zNDA4NTE1MztBcFM1MDQzOTk7MjAxMTEyMTY7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8veGJybHMvWC00MjdGQjRCNS0yMDEzMDYxN18wODM2MjRfNTgz.xml,"Hellerup, 2900","Stendyssevej 11, c/o Jens Christian Tellerup","HÃ¸rsholm, 2970","Hovedgaden 28, 2. sal",74002.0,30.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,-80000.0,4826.0,4796.0,2011-12-16,2013-06-17,3237.0,-68377.0,50063.0,5625.0,34085153.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 16. december 2011 - 31. december 2012 for Aifos ApS.,887.0,Ãrsrapport,-74002.0,-5625.0,19114.0,19114.0,Jens Christian Tellerup,Jens Christian Tellerup,Aifos ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",69176.0,7670.0,-5625.0,17419.0,8862.0,50063.0,2012-12-31,2011-12-16,887.0,11736.0,-1000.0,-5625.0,4796.0,-4796.0,urn:ofk:oid:14458174,indberetninger-20180424,2.5118417999999996,34085153.0,,2018-04-02T04:18:31.310Z,2013-06-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2011-12-16,13-7.961,2013-06-17T22:00:00.000Z,
entity identifier,2011-12-16,2012-12-31,ID_11,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8vcGRmcy8zNDA4NTE1MztBcFM1MDQzOTk7MjAxMTEyMTY7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8veGJybHMvWC00MjdGQjRCNS0yMDEzMDYxN18wODM2MjRfNTgz.xml,"Hellerup, 2900","Stendyssevej 11, c/o Jens Christian Tellerup","HÃ¸rsholm, 2970","Hovedgaden 28, 2. sal",74002.0,30.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,-80000.0,4826.0,4796.0,2011-12-16,2013-06-17,3237.0,-68377.0,50063.0,5625.0,34085153.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 16. december 2011 - 31. december 2012 for Aifos ApS.,887.0,Ãrsrapport,-74002.0,-5625.0,19114.0,19114.0,Jens Christian Tellerup,Jens Christian Tellerup,Aifos ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",69176.0,7670.0,-5625.0,17419.0,8862.0,50063.0,2012-12-31,2011-12-16,887.0,11736.0,-1000.0,-5625.0,4796.0,-4796.0,urn:ofk:oid:14458174,indberetninger-20180424,2.5118417999999996,34085153.0,,2018-04-02T04:18:31.310Z,2013-06-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2011-12-16,13-7.961,2013-06-17T22:00:00.000Z,
entity identifier,2011-12-16,2012-12-31,ID_12,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8vcGRmcy8zNDA4NTE1MztBcFM1MDQzOTk7MjAxMTEyMTY7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8veGJybHMvWC00MjdGQjRCNS0yMDEzMDYxN18wODM2MjRfNTgz.xml,"Hellerup, 2900","Stendyssevej 11, c/o Jens Christian Tellerup","HÃ¸rsholm, 2970","Hovedgaden 28, 2. sal",74002.0,30.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,-80000.0,4826.0,4796.0,2011-12-16,2013-06-17,3237.0,-68377.0,50063.0,5625.0,34085153.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 16. december 2011 - 31. december 2012 for Aifos ApS.,887.0,Ãrsrapport,-74002.0,-5625.0,19114.0,19114.0,Jens Christian Tellerup,Jens Christian Tellerup,Aifos ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",69176.0,7670.0,-5625.0,17419.0,8862.0,50063.0,2012-12-31,2011-12-16,887.0,11736.0,-1000.0,-5625.0,4796.0,-4796.0,urn:ofk:oid:14458174,indberetninger-20180424,2.5118417999999996,34085153.0,,2018-04-02T04:18:31.310Z,2013-06-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2011-12-16,13-7.961,2013-06-17T22:00:00.000Z,
entity identifier,2011-12-16,2012-12-31,ID_13,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8vcGRmcy8zNDA4NTE1MztBcFM1MDQzOTk7MjAxMTEyMTY7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8veGJybHMvWC00MjdGQjRCNS0yMDEzMDYxN18wODM2MjRfNTgz.xml,"Hellerup, 2900","Stendyssevej 11, c/o Jens Christian Tellerup","HÃ¸rsholm, 2970","Hovedgaden 28, 2. sal",74002.0,30.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,-80000.0,4826.0,4796.0,2011-12-16,2013-06-17,3237.0,-68377.0,50063.0,5625.0,34085153.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 16. december 2011 - 31. december 2012 for Aifos ApS.,887.0,Ãrsrapport,-74002.0,-5625.0,19114.0,19114.0,Jens Christian Tellerup,Jens Christian Tellerup,Aifos ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",69176.0,7670.0,-5625.0,17419.0,8862.0,50063.0,2012-12-31,2011-12-16,887.0,11736.0,-1000.0,-5625.0,4796.0,-4796.0,urn:ofk:oid:14458174,indberetninger-20180424,2.5118417999999996,34085153.0,,2018-04-02T04:18:31.310Z,2013-06-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2011-12-16,13-7.961,2013-06-17T22:00:00.000Z,
entity identifier,2011-12-16,2012-12-31,ID_2,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8vcGRmcy8zNDA4NTE1MztBcFM1MDQzOTk7MjAxMTEyMTY7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8veGJybHMvWC00MjdGQjRCNS0yMDEzMDYxN18wODM2MjRfNTgz.xml,"Hellerup, 2900","Stendyssevej 11, c/o Jens Christian Tellerup","HÃ¸rsholm, 2970","Hovedgaden 28, 2. sal",74002.0,30.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,-80000.0,4826.0,4796.0,2011-12-16,2013-06-17,3237.0,-68377.0,50063.0,5625.0,34085153.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 16. december 2011 - 31. december 2012 for Aifos ApS.,887.0,Ãrsrapport,-74002.0,-5625.0,19114.0,19114.0,Jens Christian Tellerup,Jens Christian Tellerup,Aifos ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",69176.0,7670.0,-5625.0,17419.0,8862.0,50063.0,2012-12-31,2011-12-16,887.0,11736.0,-1000.0,-5625.0,4796.0,-4796.0,urn:ofk:oid:14458174,indberetninger-20180424,2.5118417999999996,34085153.0,,2018-04-02T04:18:31.310Z,2013-06-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2011-12-16,13-7.961,2013-06-17T22:00:00.000Z,
entity identifier,2011-12-16,2012-12-31,ID_3,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8vcGRmcy8zNDA4NTE1MztBcFM1MDQzOTk7MjAxMTEyMTY7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8veGJybHMvWC00MjdGQjRCNS0yMDEzMDYxN18wODM2MjRfNTgz.xml,"Hellerup, 2900","Stendyssevej 11, c/o Jens Christian Tellerup","HÃ¸rsholm, 2970","Hovedgaden 28, 2. sal",74002.0,30.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,-80000.0,4826.0,4796.0,2011-12-16,2013-06-17,3237.0,-68377.0,50063.0,5625.0,34085153.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 16. december 2011 - 31. december 2012 for Aifos ApS.,887.0,Ãrsrapport,-74002.0,-5625.0,19114.0,19114.0,Jens Christian Tellerup,Jens Christian Tellerup,Aifos ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",69176.0,7670.0,-5625.0,17419.0,8862.0,50063.0,2012-12-31,2011-12-16,887.0,11736.0,-1000.0,-5625.0,4796.0,-4796.0,urn:ofk:oid:14458174,indberetninger-20180424,2.5118417999999996,34085153.0,,2018-04-02T04:18:31.310Z,2013-06-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2011-12-16,13-7.961,2013-06-17T22:00:00.000Z,
entity identifier,2011-12-16,2012-12-31,ID_4,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8vcGRmcy8zNDA4NTE1MztBcFM1MDQzOTk7MjAxMTEyMTY7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8veGJybHMvWC00MjdGQjRCNS0yMDEzMDYxN18wODM2MjRfNTgz.xml,"Hellerup, 2900","Stendyssevej 11, c/o Jens Christian Tellerup","HÃ¸rsholm, 2970","Hovedgaden 28, 2. sal",74002.0,30.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,-80000.0,4826.0,4796.0,2011-12-16,2013-06-17,3237.0,-68377.0,50063.0,5625.0,34085153.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 16. december 2011 - 31. december 2012 for Aifos ApS.,887.0,Ãrsrapport,-74002.0,-5625.0,19114.0,19114.0,Jens Christian Tellerup,Jens Christian Tellerup,Aifos ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",69176.0,7670.0,-5625.0,17419.0,8862.0,50063.0,2012-12-31,2011-12-16,887.0,11736.0,-1000.0,-5625.0,4796.0,-4796.0,urn:ofk:oid:14458174,indberetninger-20180424,2.5118417999999996,34085153.0,,2018-04-02T04:18:31.310Z,2013-06-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2011-12-16,13-7.961,2013-06-17T22:00:00.000Z,
entity identifier,2011-12-16,2012-12-31,ID_5,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8vcGRmcy8zNDA4NTE1MztBcFM1MDQzOTk7MjAxMTEyMTY7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8veGJybHMvWC00MjdGQjRCNS0yMDEzMDYxN18wODM2MjRfNTgz.xml,"Hellerup, 2900","Stendyssevej 11, c/o Jens Christian Tellerup","HÃ¸rsholm, 2970","Hovedgaden 28, 2. sal",74002.0,30.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,-80000.0,4826.0,4796.0,2011-12-16,2013-06-17,3237.0,-68377.0,50063.0,5625.0,34085153.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 16. december 2011 - 31. december 2012 for Aifos ApS.,887.0,Ãrsrapport,-74002.0,-5625.0,19114.0,19114.0,Jens Christian Tellerup,Jens Christian Tellerup,Aifos ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",69176.0,7670.0,-5625.0,17419.0,8862.0,50063.0,2012-12-31,2011-12-16,887.0,11736.0,-1000.0,-5625.0,4796.0,-4796.0,urn:ofk:oid:14458174,indberetninger-20180424,2.5118417999999996,34085153.0,,2018-04-02T04:18:31.310Z,2013-06-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2011-12-16,13-7.961,2013-06-17T22:00:00.000Z,
entity identifier,2011-12-16,2012-12-31,ID_6,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8vcGRmcy8zNDA4NTE1MztBcFM1MDQzOTk7MjAxMTEyMTY7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/35158043/Y3ZyLmRrOi8veGJybHMvWC00MjdGQjRCNS0yMDEzMDYxN18wODM2MjRfNTgz.xml,"Hellerup, 2900","Stendyssevej 11, c/o Jens Christian Tellerup","HÃ¸rsholm, 2970","Hovedgaden 28, 2. sal",74002.0,30.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,-80000.0,4826.0,4796.0,2011-12-16,2013-06-17,3237.0,-68377.0,50063.0,5625.0,34085153.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 16. december 2011 - 31. december 2012 for Aifos ApS.,887.0,Ãrsrapport,-74002.0,-5625.0,19114.0,19114.0,Jens Christian Tellerup,Jens Christian Tellerup,Aifos ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",69176.0,7670.0,-5625.0,17419.0,8862.0,50063.0,2012-12-31,2011-12-16,887.0,11736.0,-1000.0,-5625.0,4796.0,-4796.0,urn:ofk:oid:14458174,indberetninger-20180424,2.5118417999999996,34085153.0,,2018-04-02T04:18:31.310Z,2013-06-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2011-12-16,13-7.961,2013-06-17T22:00:00.000Z,12623.0
