entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,TypeOfBasisForModifiedOpinionOnAuditedFinancialStatements,TypeOfModifiedOpinionOnAuditedFinancialStatements,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,InterestExpenseAssignedToGroupEnterprises,OtherEmployeeExpense,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherOperatingIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RawMaterialsAndConsumablesUsed,ResultsFromNetFinancials,Revenue,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,IncreaseOfCapital,TransferredFromSharePremium,ValueAdjustmentsOfEquity,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PrepaymentsForGoods,PropertyPlantAndEquipment,Provisions,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfAuditorCountry,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ReversalsOfImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,NameAndSurnameOfMemberOfSupervisoryBoard,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfAuditor,NameOfAuditFirm
33759142,2014-01-01,2014-01-01,c720,,http://regnskaber.virk.dk/24195733/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzc0LzhmLzU3LzQ2MmQtNGYzYi04ZWU0LTFlMDdhYjI3ODZkOQ.pdf,http://regnskaber.virk.dk/24195733/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzU3L2JkLzVhLzVjMmItNGI4Zi1hZDIyLWYwYjk0YmViYjRiMg.xml,KÃ¸benhavn S,2300.0,11.0,Metrovej,2000 Frederikberg,Dirch Passers AllÃ© 76,kapitalejeren,"Regnskabsklasse C, mellemstor virksomhed",2016-07-04,2016-07-04,2016-07-04,1000000.0,33759142.0,29442789.0,Ãrsrapport,Stefano Trevisani,Marco Ziller,Trevi Foundations Denmark A/S,Redmark,KÃ¸benhavn S,2015-12-31,2015-01-01,2016-07-04,KÃ¸benhavn,Formand,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:22829389,indberetninger-20180424,2.5095582000000003,33759142.0,,2018-03-28T16:11:47.635Z,2016-07-08T12:48:44.551Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-30-FS,2016-07-08T12:48:44.877Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33759142,2014-01-01,2014-01-01,c741,,http://regnskaber.virk.dk/24195733/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzc0LzhmLzU3LzQ2MmQtNGYzYi04ZWU0LTFlMDdhYjI3ODZkOQ.pdf,http://regnskaber.virk.dk/24195733/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzU3L2JkLzVhLzVjMmItNGI4Zi1hZDIyLWYwYjk0YmViYjRiMg.xml,KÃ¸benhavn S,2300.0,11.0,Metrovej,2000 Frederikberg,Dirch Passers AllÃ© 76,kapitalejeren,"Regnskabsklasse C, mellemstor virksomhed",2016-07-04,2016-07-04,2016-07-04,2181996.0,33759142.0,29442789.0,Ãrsrapport,Stefano Trevisani,Marco Ziller,Trevi Foundations Denmark A/S,Redmark,KÃ¸benhavn S,2015-12-31,2015-01-01,2016-07-04,KÃ¸benhavn,Formand,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:22829389,indberetninger-20180424,2.5095582000000003,33759142.0,,2018-03-28T16:11:47.635Z,2016-07-08T12:48:44.551Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-30-FS,2016-07-08T12:48:44.877Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33759142,2014-01-01,2014-12-31,c123,,http://regnskaber.virk.dk/24195733/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzc0LzhmLzU3LzQ2MmQtNGYzYi04ZWU0LTFlMDdhYjI3ODZkOQ.pdf,http://regnskaber.virk.dk/24195733/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzU3L2JkLzVhLzVjMmItNGI4Zi1hZDIyLWYwYjk0YmViYjRiMg.xml,KÃ¸benhavn S,2300.0,11.0,Metrovej,2000 Frederikberg,Dirch Passers AllÃ© 76,kapitalejeren,"Regnskabsklasse C, mellemstor virksomhed",2016-07-04,2016-07-04,2016-07-04,,33759142.0,29442789.0,Ãrsrapport,Stefano Trevisani,Marco Ziller,Trevi Foundations Denmark A/S,Redmark,KÃ¸benhavn S,2015-12-31,2015-01-01,2016-07-04,KÃ¸benhavn,Formand,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:22829389,indberetninger-20180424,2.5095582000000003,33759142.0,,2018-03-28T16:11:47.635Z,2016-07-08T12:48:44.551Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-30-FS,2016-07-08T12:48:44.877Z,-46510173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33759142,2014-01-01,2014-12-31,c3,,http://regnskaber.virk.dk/24195733/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzc0LzhmLzU3LzQ2MmQtNGYzYi04ZWU0LTFlMDdhYjI3ODZkOQ.pdf,http://regnskaber.virk.dk/24195733/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzU3L2JkLzVhLzVjMmItNGI4Zi1hZDIyLWYwYjk0YmViYjRiMg.xml,KÃ¸benhavn S,2300.0,11.0,Metrovej,2000 Frederikberg,Dirch Passers AllÃ© 76,kapitalejeren,"Regnskabsklasse C, mellemstor virksomhed",2016-07-04,2016-07-04,2016-07-04,,33759142.0,29442789.0,Ãrsrapport,Stefano Trevisani,Marco Ziller,Trevi Foundations Denmark A/S,Redmark,KÃ¸benhavn S,2015-12-31,2015-01-01,2016-07-04,KÃ¸benhavn,Formand,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:22829389,indberetninger-20180424,2.5095582000000003,33759142.0,,2018-03-28T16:11:47.635Z,2016-07-08T12:48:44.551Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-30-FS,2016-07-08T12:48:44.877Z,-46510173.0,70.0,7613508.0,48047697.0,12128041.0,2937108.0,1854987.0,84658985.0,3530042.0,0.0,592934.0,45376282.0,-47063206.0,-43533164.0,31853495.0,-3530000.0,83264239.0,8144888.0,-553033.0,38047822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33759142,2014-01-01,2014-12-31,c721,,http://regnskaber.virk.dk/24195733/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzc0LzhmLzU3LzQ2MmQtNGYzYi04ZWU0LTFlMDdhYjI3ODZkOQ.pdf,http://regnskaber.virk.dk/24195733/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzU3L2JkLzVhLzVjMmItNGI4Zi1hZDIyLWYwYjk0YmViYjRiMg.xml,KÃ¸benhavn S,2300.0,11.0,Metrovej,2000 Frederikberg,Dirch Passers AllÃ© 76,kapitalejeren,"Regnskabsklasse C, mellemstor virksomhed",2016-07-04,2016-07-04,2016-07-04,,33759142.0,29442789.0,Ãrsrapport,Stefano Trevisani,Marco Ziller,Trevi Foundations Denmark A/S,Redmark,KÃ¸benhavn S,2015-12-31,2015-01-01,2016-07-04,KÃ¸benhavn,Formand,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:22829389,indberetninger-20180424,2.5095582000000003,33759142.0,,2018-03-28T16:11:47.635Z,2016-07-08T12:48:44.551Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-30-FS,2016-07-08T12:48:44.877Z,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33759142,2014-01-01,2014-12-31,c727,,http://regnskaber.virk.dk/24195733/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzc0LzhmLzU3LzQ2MmQtNGYzYi04ZWU0LTFlMDdhYjI3ODZkOQ.pdf,http://regnskaber.virk.dk/24195733/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzU3L2JkLzVhLzVjMmItNGI4Zi1hZDIyLWYwYjk0YmViYjRiMg.xml,KÃ¸benhavn S,2300.0,11.0,Metrovej,2000 Frederikberg,Dirch Passers AllÃ© 76,kapitalejeren,"Regnskabsklasse C, mellemstor virksomhed",2016-07-04,2016-07-04,2016-07-04,,33759142.0,29442789.0,Ãrsrapport,Stefano Trevisani,Marco Ziller,Trevi Foundations Denmark A/S,Redmark,KÃ¸benhavn S,2015-12-31,2015-01-01,2016-07-04,KÃ¸benhavn,Formand,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:22829389,indberetninger-20180424,2.5095582000000003,33759142.0,,2018-03-28T16:11:47.635Z,2016-07-08T12:48:44.551Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-30-FS,2016-07-08T12:48:44.877Z,,,,,,,,,,,,,,,,,,,,,,34442600.0,-34442600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33759142,2014-01-01,2014-12-31,c742,,http://regnskaber.virk.dk/24195733/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzc0LzhmLzU3LzQ2MmQtNGYzYi04ZWU0LTFlMDdhYjI3ODZkOQ.pdf,http://regnskaber.virk.dk/24195733/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzU3L2JkLzVhLzVjMmItNGI4Zi1hZDIyLWYwYjk0YmViYjRiMg.xml,KÃ¸benhavn S,2300.0,11.0,Metrovej,2000 Frederikberg,Dirch Passers AllÃ© 76,kapitalejeren,"Regnskabsklasse C, mellemstor virksomhed",2016-07-04,2016-07-04,2016-07-04,,33759142.0,29442789.0,Ãrsrapport,Stefano Trevisani,Marco Ziller,Trevi Foundations Denmark A/S,Redmark,KÃ¸benhavn S,2015-12-31,2015-01-01,2016-07-04,KÃ¸benhavn,Formand,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:22829389,indberetninger-20180424,2.5095582000000003,33759142.0,,2018-03-28T16:11:47.635Z,2016-07-08T12:48:44.551Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-30-FS,2016-07-08T12:48:44.877Z,-46510173.0,,,,,,,,,,,,,,,,,,,,,,34442600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33759142,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/24195733/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzc0LzhmLzU3LzQ2MmQtNGYzYi04ZWU0LTFlMDdhYjI3ODZkOQ.pdf,http://regnskaber.virk.dk/24195733/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzU3L2JkLzVhLzVjMmItNGI4Zi1hZDIyLWYwYjk0YmViYjRiMg.xml,KÃ¸benhavn S,2300.0,11.0,Metrovej,2000 Frederikberg,Dirch Passers AllÃ© 76,kapitalejeren,"Regnskabsklasse C, mellemstor virksomhed",2016-07-04,2016-07-04,2016-07-04,-7885577.0,33759142.0,29442789.0,Ãrsrapport,Stefano Trevisani,Marco Ziller,Trevi Foundations Denmark A/S,Redmark,KÃ¸benhavn S,2015-12-31,2015-01-01,2016-07-04,KÃ¸benhavn,Formand,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:22829389,indberetninger-20180424,2.5095582000000003,33759142.0,,2018-03-28T16:11:47.635Z,2016-07-08T12:48:44.551Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-30-FS,2016-07-08T12:48:44.877Z,,,,,,,,,,,,,,,,,,,,,,,,231899020.0,3540713.0,166530174.0,2000000.0,222640081.0,3744365.0,115047.0,7535980.0,231899020.0,224868297.0,103038010.0,103038010.0,9258939.0,14916300.0,6699875.0,3018451.0,9143892.0,21383.0,9258939.0,14916300.0,7514597.0,-9885577.0,121830287.0,96662081.0,211563388.0,12690719.0,18468331.0,25579679.0,,,,,,,,,,,,,,,
33759142,2014-12-31,2014-12-31,c722,,http://regnskaber.virk.dk/24195733/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzc0LzhmLzU3LzQ2MmQtNGYzYi04ZWU0LTFlMDdhYjI3ODZkOQ.pdf,http://regnskaber.virk.dk/24195733/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzU3L2JkLzVhLzVjMmItNGI4Zi1hZDIyLWYwYjk0YmViYjRiMg.xml,KÃ¸benhavn S,2300.0,11.0,Metrovej,2000 Frederikberg,Dirch Passers AllÃ© 76,kapitalejeren,"Regnskabsklasse C, mellemstor virksomhed",2016-07-04,2016-07-04,2016-07-04,2000000.0,33759142.0,29442789.0,Ãrsrapport,Stefano Trevisani,Marco Ziller,Trevi Foundations Denmark A/S,Redmark,KÃ¸benhavn S,2015-12-31,2015-01-01,2016-07-04,KÃ¸benhavn,Formand,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:22829389,indberetninger-20180424,2.5095582000000003,33759142.0,,2018-03-28T16:11:47.635Z,2016-07-08T12:48:44.551Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-30-FS,2016-07-08T12:48:44.877Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33759142,2014-12-31,2014-12-31,c743,,http://regnskaber.virk.dk/24195733/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzc0LzhmLzU3LzQ2MmQtNGYzYi04ZWU0LTFlMDdhYjI3ODZkOQ.pdf,http://regnskaber.virk.dk/24195733/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzU3L2JkLzVhLzVjMmItNGI4Zi1hZDIyLWYwYjk0YmViYjRiMg.xml,KÃ¸benhavn S,2300.0,11.0,Metrovej,2000 Frederikberg,Dirch Passers AllÃ© 76,kapitalejeren,"Regnskabsklasse C, mellemstor virksomhed",2016-07-04,2016-07-04,2016-07-04,-9885577.0,33759142.0,29442789.0,Ãrsrapport,Stefano Trevisani,Marco Ziller,Trevi Foundations Denmark A/S,Redmark,KÃ¸benhavn S,2015-12-31,2015-01-01,2016-07-04,KÃ¸benhavn,Formand,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:22829389,indberetninger-20180424,2.5095582000000003,33759142.0,,2018-03-28T16:11:47.635Z,2016-07-08T12:48:44.551Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-30-FS,2016-07-08T12:48:44.877Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
