entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendIncomeRelatedToInvestments,EmailOfReportingEntity,ExternalExpenses,ExtraordinaryDividendPaid,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradePayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,IncreaseDecreaseOfInvestmentsThroughNetExchangeDifferencesEquity
30078039,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/93087003/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2Y2LzI5L2MxLzk3YmMtNDdjNS1hZmUwLTBlZGVjMGVhZWQ4Yw.pdf,http://regnskaber.virk.dk/93087003/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzZmLzQ0LzExLzYzMDAtNDczOS04OTVmLTRhZTlmZTM3ZDQ5ZQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,Fredericia,7000.0,31.0,Gothersgade,7000 Fredericia,c/o Flemming Uffe Bak Pedersen,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i UP Holding Fredericia ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",-8000.0,2019-02-20,2006-12-04,2019-02-22,Statsautoriseret revisor,-199740.0,upe@pratec.dk,9000.0,-200000.0,20222670.0,30078039.0,20222670.0,mne32055,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for UP Holding Fredericia ApS.,54000.0,Ãrsrapport,19000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Bonde Hansen,Flemming Uffe Bak Pedersen,Flemming Uffe Bak Pedersen,Sydbank,UP Holding Fredericia ApS,BDO Statsautoriseret revisionsaktieselskab,31000.0,12000.0,Fredericia,2017-01-01,2017-12-31,22000.0,14000.0,45000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,187327.0,true,2019-02-20,Kolding,-8000.0,+45 70 27 50 50,urn:ofk:oid:26729997,indberetninger-20180424,2.5117166,30078039.0,AWkodmxLRYGX6_YTFWQA,2019-02-26T06:21:28.753Z,2019-02-26T06:20:42.680Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AN-12-BP,2019-02-26T06:20:42.834Z,,,,,,,,,,,,,,,,,,,,,,,,,
30078039,2017-01-01,2017-12-31,c177,,http://regnskaber.virk.dk/93087003/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2Y2LzI5L2MxLzk3YmMtNDdjNS1hZmUwLTBlZGVjMGVhZWQ4Yw.pdf,http://regnskaber.virk.dk/93087003/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzZmLzQ0LzExLzYzMDAtNDczOS04OTVmLTRhZTlmZTM3ZDQ5ZQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,Fredericia,7000.0,31.0,Gothersgade,7000 Fredericia,c/o Flemming Uffe Bak Pedersen,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i UP Holding Fredericia ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-20,2006-12-04,2019-02-22,Statsautoriseret revisor,-199740.0,upe@pratec.dk,,-200000.0,20222670.0,30078039.0,20222670.0,mne32055,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for UP Holding Fredericia ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Bonde Hansen,Flemming Uffe Bak Pedersen,Flemming Uffe Bak Pedersen,Sydbank,UP Holding Fredericia ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2017-01-01,2017-12-31,150000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,187327.0,true,2019-02-20,Kolding,,+45 70 27 50 50,urn:ofk:oid:26729997,indberetninger-20180424,2.5117166,30078039.0,AWkodmxLRYGX6_YTFWQA,2019-02-26T06:21:28.753Z,2019-02-26T06:20:42.680Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AN-12-BP,2019-02-26T06:20:42.834Z,,,,,,,,,,,,,,,,,,,,,,,,,
30078039,2017-01-01,2017-12-31,c179,,http://regnskaber.virk.dk/93087003/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2Y2LzI5L2MxLzk3YmMtNDdjNS1hZmUwLTBlZGVjMGVhZWQ4Yw.pdf,http://regnskaber.virk.dk/93087003/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzZmLzQ0LzExLzYzMDAtNDczOS04OTVmLTRhZTlmZTM3ZDQ5ZQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,Fredericia,7000.0,31.0,Gothersgade,7000 Fredericia,c/o Flemming Uffe Bak Pedersen,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i UP Holding Fredericia ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-20,2006-12-04,2019-02-22,Statsautoriseret revisor,-199740.0,upe@pratec.dk,,-200000.0,20222670.0,30078039.0,20222670.0,mne32055,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for UP Holding Fredericia ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Bonde Hansen,Flemming Uffe Bak Pedersen,Flemming Uffe Bak Pedersen,Sydbank,UP Holding Fredericia ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2017-01-01,2017-12-31,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,187327.0,true,2019-02-20,Kolding,,+45 70 27 50 50,urn:ofk:oid:26729997,indberetninger-20180424,2.5117166,30078039.0,AWkodmxLRYGX6_YTFWQA,2019-02-26T06:21:28.753Z,2019-02-26T06:20:42.680Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AN-12-BP,2019-02-26T06:20:42.834Z,,,,,,,,,,,,,,,,,,,,,,,,,
30078039,2017-01-01,2017-12-31,c185,,http://regnskaber.virk.dk/93087003/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2Y2LzI5L2MxLzk3YmMtNDdjNS1hZmUwLTBlZGVjMGVhZWQ4Yw.pdf,http://regnskaber.virk.dk/93087003/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzZmLzQ0LzExLzYzMDAtNDczOS04OTVmLTRhZTlmZTM3ZDQ5ZQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,Fredericia,7000.0,31.0,Gothersgade,7000 Fredericia,c/o Flemming Uffe Bak Pedersen,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i UP Holding Fredericia ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-20,2006-12-04,2019-02-22,Statsautoriseret revisor,-199740.0,upe@pratec.dk,,-200000.0,20222670.0,30078039.0,20222670.0,mne32055,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for UP Holding Fredericia ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Bonde Hansen,Flemming Uffe Bak Pedersen,Flemming Uffe Bak Pedersen,Sydbank,UP Holding Fredericia ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2017-01-01,2017-12-31,-852000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,187327.0,true,2019-02-20,Kolding,,+45 70 27 50 50,urn:ofk:oid:26729997,indberetninger-20180424,2.5117166,30078039.0,AWkodmxLRYGX6_YTFWQA,2019-02-26T06:21:28.753Z,2019-02-26T06:20:42.680Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AN-12-BP,2019-02-26T06:20:42.834Z,,,,,,,,,,,,,,,,,,,,,,,,,
30078039,2017-01-01,2017-12-31,c195,,http://regnskaber.virk.dk/93087003/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2Y2LzI5L2MxLzk3YmMtNDdjNS1hZmUwLTBlZGVjMGVhZWQ4Yw.pdf,http://regnskaber.virk.dk/93087003/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzZmLzQ0LzExLzYzMDAtNDczOS04OTVmLTRhZTlmZTM3ZDQ5ZQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,Fredericia,7000.0,31.0,Gothersgade,7000 Fredericia,c/o Flemming Uffe Bak Pedersen,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i UP Holding Fredericia ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-20,2006-12-04,2019-02-22,Statsautoriseret revisor,-199740.0,upe@pratec.dk,,-200000.0,20222670.0,30078039.0,20222670.0,mne32055,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for UP Holding Fredericia ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Bonde Hansen,Flemming Uffe Bak Pedersen,Flemming Uffe Bak Pedersen,Sydbank,UP Holding Fredericia ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2017-01-01,2017-12-31,724000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,187327.0,true,2019-02-20,Kolding,,+45 70 27 50 50,urn:ofk:oid:26729997,indberetninger-20180424,2.5117166,30078039.0,AWkodmxLRYGX6_YTFWQA,2019-02-26T06:21:28.753Z,2019-02-26T06:20:42.680Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AN-12-BP,2019-02-26T06:20:42.834Z,,,,,,,,,,,,,,,,,,,,,,,,,
30078039,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/93087003/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2Y2LzI5L2MxLzk3YmMtNDdjNS1hZmUwLTBlZGVjMGVhZWQ4Yw.pdf,http://regnskaber.virk.dk/93087003/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzZmLzQ0LzExLzYzMDAtNDczOS04OTVmLTRhZTlmZTM3ZDQ5ZQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,Fredericia,7000.0,31.0,Gothersgade,7000 Fredericia,c/o Flemming Uffe Bak Pedersen,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i UP Holding Fredericia ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-20,2006-12-04,2019-02-22,Statsautoriseret revisor,-199740.0,upe@pratec.dk,,-200000.0,20222670.0,30078039.0,20222670.0,mne32055,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for UP Holding Fredericia ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Bonde Hansen,Flemming Uffe Bak Pedersen,Flemming Uffe Bak Pedersen,Sydbank,UP Holding Fredericia ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,187327.0,true,2019-02-20,Kolding,,+45 70 27 50 50,urn:ofk:oid:26729997,indberetninger-20180424,2.5117166,30078039.0,AWkodmxLRYGX6_YTFWQA,2019-02-26T06:21:28.753Z,2019-02-26T06:20:42.680Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AN-12-BP,2019-02-26T06:20:42.834Z,1012000.0,40000.0,125000.0,467000.0,1012000.0,545000.0,946000.0,946000.0,946000.0,0.0,139000.0,203000.0,75000.0,545000.0,457000.0,26000.0,0.0,1000.0,26000.0,6000.0,,,,,
30078039,2018-01-01,2018-01-01,c226,,http://regnskaber.virk.dk/93087003/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2Y2LzI5L2MxLzk3YmMtNDdjNS1hZmUwLTBlZGVjMGVhZWQ4Yw.pdf,http://regnskaber.virk.dk/93087003/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzZmLzQ0LzExLzYzMDAtNDczOS04OTVmLTRhZTlmZTM3ZDQ5ZQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,Fredericia,7000.0,31.0,Gothersgade,7000 Fredericia,c/o Flemming Uffe Bak Pedersen,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i UP Holding Fredericia ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-20,2006-12-04,2019-02-22,Statsautoriseret revisor,-199740.0,upe@pratec.dk,,-200000.0,20222670.0,30078039.0,20222670.0,mne32055,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for UP Holding Fredericia ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Bonde Hansen,Flemming Uffe Bak Pedersen,Flemming Uffe Bak Pedersen,Sydbank,UP Holding Fredericia ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,187327.0,true,2019-02-20,Kolding,,+45 70 27 50 50,urn:ofk:oid:26729997,indberetninger-20180424,2.5117166,30078039.0,AWkodmxLRYGX6_YTFWQA,2019-02-26T06:21:28.753Z,2019-02-26T06:20:42.680Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AN-12-BP,2019-02-26T06:20:42.834Z,,,,125000.0,,,,,,,,,,,,,,,,,,,,,
30078039,2018-01-01,2018-01-01,c235,,http://regnskaber.virk.dk/93087003/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2Y2LzI5L2MxLzk3YmMtNDdjNS1hZmUwLTBlZGVjMGVhZWQ4Yw.pdf,http://regnskaber.virk.dk/93087003/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzZmLzQ0LzExLzYzMDAtNDczOS04OTVmLTRhZTlmZTM3ZDQ5ZQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,Fredericia,7000.0,31.0,Gothersgade,7000 Fredericia,c/o Flemming Uffe Bak Pedersen,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i UP Holding Fredericia ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-20,2006-12-04,2019-02-22,Statsautoriseret revisor,-199740.0,upe@pratec.dk,,-200000.0,20222670.0,30078039.0,20222670.0,mne32055,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for UP Holding Fredericia ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Bonde Hansen,Flemming Uffe Bak Pedersen,Flemming Uffe Bak Pedersen,Sydbank,UP Holding Fredericia ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,187327.0,true,2019-02-20,Kolding,,+45 70 27 50 50,urn:ofk:oid:26729997,indberetninger-20180424,2.5117166,30078039.0,AWkodmxLRYGX6_YTFWQA,2019-02-26T06:21:28.753Z,2019-02-26T06:20:42.680Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AN-12-BP,2019-02-26T06:20:42.834Z,,,,139575.0,,,,,,,,,,,,,,,,,,,,,
30078039,2018-01-01,2018-01-01,c253,,http://regnskaber.virk.dk/93087003/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2Y2LzI5L2MxLzk3YmMtNDdjNS1hZmUwLTBlZGVjMGVhZWQ4Yw.pdf,http://regnskaber.virk.dk/93087003/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzZmLzQ0LzExLzYzMDAtNDczOS04OTVmLTRhZTlmZTM3ZDQ5ZQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,Fredericia,7000.0,31.0,Gothersgade,7000 Fredericia,c/o Flemming Uffe Bak Pedersen,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i UP Holding Fredericia ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-20,2006-12-04,2019-02-22,Statsautoriseret revisor,-199740.0,upe@pratec.dk,,-200000.0,20222670.0,30078039.0,20222670.0,mne32055,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for UP Holding Fredericia ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Bonde Hansen,Flemming Uffe Bak Pedersen,Flemming Uffe Bak Pedersen,Sydbank,UP Holding Fredericia ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,187327.0,true,2019-02-20,Kolding,,+45 70 27 50 50,urn:ofk:oid:26729997,indberetninger-20180424,2.5117166,30078039.0,AWkodmxLRYGX6_YTFWQA,2019-02-26T06:21:28.753Z,2019-02-26T06:20:42.680Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AN-12-BP,2019-02-26T06:20:42.834Z,,,,203405.0,,,,,,,,,,,,,,,,,,,,,
30078039,2018-01-01,2018-01-01,c257,,http://regnskaber.virk.dk/93087003/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2Y2LzI5L2MxLzk3YmMtNDdjNS1hZmUwLTBlZGVjMGVhZWQ4Yw.pdf,http://regnskaber.virk.dk/93087003/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzZmLzQ0LzExLzYzMDAtNDczOS04OTVmLTRhZTlmZTM3ZDQ5ZQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,Fredericia,7000.0,31.0,Gothersgade,7000 Fredericia,c/o Flemming Uffe Bak Pedersen,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i UP Holding Fredericia ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-20,2006-12-04,2019-02-22,Statsautoriseret revisor,-199740.0,upe@pratec.dk,,-200000.0,20222670.0,30078039.0,20222670.0,mne32055,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for UP Holding Fredericia ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus Bonde Hansen,Flemming Uffe Bak Pedersen,Flemming Uffe Bak Pedersen,Sydbank,UP Holding Fredericia ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,187327.0,true,2019-02-20,Kolding,,+45 70 27 50 50,urn:ofk:oid:26729997,indberetninger-20180424,2.5117166,30078039.0,AWkodmxLRYGX6_YTFWQA,2019-02-26T06:21:28.753Z,2019-02-26T06:20:42.680Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AN-12-BP,2019-02-26T06:20:42.834Z,,,,0.0,,,,,,,,,,,,,,,,,,,,,
