entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises
35834354,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzAxL2YyLzk2L2NiMDYtNGE2My04OTU4LTczYTY4ZDY0YTUwNw.xhtml,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzdlLzkzL2UwLzJjNTUtNGZmMS04ZTcxLWIyNWJiNWE4MDM0YQ.pdf,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzdiLzk4L2RjL2E0ODktNGNlYi04Y2QzLWNiYjZhOGRlMmJlZQ.xml,true,Kgs. Lyngby,2800.0,"54, 1 sal",Lyngby Hovedgade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Regnskabsklasse B,2017-05-31,2017-05-31,0.0,0.0,0.0,35834354.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Michael Bo Andersen,KONTORFÃLLESSKABET I LYNGBY ApS,MBA Revision / Michael Bo Andersen,0.0,0.0,Lyngby,2015-01-01,2015-12-31,0.0,0.0,0.0,2016-12-31,2016-01-01,false,false,Selskabet har i lighed med tidligere Ã¥r fravalgt revision og lever op til kravene herfor.,0.0,false,false,Ingen bistand,urn:ofk:oid:24218740,indberetninger-20180424,2.5927935,35834354.0,,2018-03-29T12:03:25.336Z,2017-06-16T05:44:49.814Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-22-YQ,2017-06-16T05:44:49.960Z,,,,,,,,,,,,,,
35834354,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzAxL2YyLzk2L2NiMDYtNGE2My04OTU4LTczYTY4ZDY0YTUwNw.xhtml,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzdlLzkzL2UwLzJjNTUtNGZmMS04ZTcxLWIyNWJiNWE4MDM0YQ.pdf,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzdiLzk4L2RjL2E0ODktNGNlYi04Y2QzLWNiYjZhOGRlMmJlZQ.xml,true,Kgs. Lyngby,2800.0,"54, 1 sal",Lyngby Hovedgade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Regnskabsklasse B,2017-05-31,2017-05-31,,,,35834354.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Michael Bo Andersen,KONTORFÃLLESSKABET I LYNGBY ApS,MBA Revision / Michael Bo Andersen,,,Lyngby,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,false,false,Selskabet har i lighed med tidligere Ã¥r fravalgt revision og lever op til kravene herfor.,,false,false,Ingen bistand,urn:ofk:oid:24218740,indberetninger-20180424,2.5927935,35834354.0,,2018-03-29T12:03:25.336Z,2017-06-16T05:44:49.814Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-22-YQ,2017-06-16T05:44:49.960Z,,,,,,,,,,,,,,
35834354,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzAxL2YyLzk2L2NiMDYtNGE2My04OTU4LTczYTY4ZDY0YTUwNw.xhtml,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzdlLzkzL2UwLzJjNTUtNGZmMS04ZTcxLWIyNWJiNWE4MDM0YQ.pdf,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzdiLzk4L2RjL2E0ODktNGNlYi04Y2QzLWNiYjZhOGRlMmJlZQ.xml,true,Kgs. Lyngby,2800.0,"54, 1 sal",Lyngby Hovedgade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Regnskabsklasse B,2017-05-31,2017-05-31,,,,35834354.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Michael Bo Andersen,KONTORFÃLLESSKABET I LYNGBY ApS,MBA Revision / Michael Bo Andersen,,,Lyngby,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,false,false,Selskabet har i lighed med tidligere Ã¥r fravalgt revision og lever op til kravene herfor.,,false,false,Ingen bistand,urn:ofk:oid:24218740,indberetninger-20180424,2.5927935,35834354.0,,2018-03-29T12:03:25.336Z,2017-06-16T05:44:49.814Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-22-YQ,2017-06-16T05:44:49.960Z,,,,,,,,,,,,,,
35834354,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzAxL2YyLzk2L2NiMDYtNGE2My04OTU4LTczYTY4ZDY0YTUwNw.xhtml,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzdlLzkzL2UwLzJjNTUtNGZmMS04ZTcxLWIyNWJiNWE4MDM0YQ.pdf,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzdiLzk4L2RjL2E0ODktNGNlYi04Y2QzLWNiYjZhOGRlMmJlZQ.xml,true,Kgs. Lyngby,2800.0,"54, 1 sal",Lyngby Hovedgade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Regnskabsklasse B,2017-05-31,2017-05-31,,,,35834354.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Michael Bo Andersen,KONTORFÃLLESSKABET I LYNGBY ApS,MBA Revision / Michael Bo Andersen,,,Lyngby,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Selskabet har i lighed med tidligere Ã¥r fravalgt revision og lever op til kravene herfor.,,false,false,Ingen bistand,urn:ofk:oid:24218740,indberetninger-20180424,2.5927935,35834354.0,,2018-03-29T12:03:25.336Z,2017-06-16T05:44:49.814Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-22-YQ,2017-06-16T05:44:49.960Z,85567.0,0.0,50000.0,85567.0,50000.0,85567.0,35567.0,35567.0,0.0,0.0,0.0,35567.0,85567.0,85567.0
35834354,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzAxL2YyLzk2L2NiMDYtNGE2My04OTU4LTczYTY4ZDY0YTUwNw.xhtml,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzdlLzkzL2UwLzJjNTUtNGZmMS04ZTcxLWIyNWJiNWE4MDM0YQ.pdf,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzdiLzk4L2RjL2E0ODktNGNlYi04Y2QzLWNiYjZhOGRlMmJlZQ.xml,true,Kgs. Lyngby,2800.0,"54, 1 sal",Lyngby Hovedgade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Regnskabsklasse B,2017-05-31,2017-05-31,,,,35834354.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Michael Bo Andersen,KONTORFÃLLESSKABET I LYNGBY ApS,MBA Revision / Michael Bo Andersen,,,Lyngby,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Selskabet har i lighed med tidligere Ã¥r fravalgt revision og lever op til kravene herfor.,,false,false,Ingen bistand,urn:ofk:oid:24218740,indberetninger-20180424,2.5927935,35834354.0,,2018-03-29T12:03:25.336Z,2017-06-16T05:44:49.814Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-22-YQ,2017-06-16T05:44:49.960Z,,,,,0.0,,,,,,,,,
35834354,2016-01-01,2016-01-01,c11,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzAxL2YyLzk2L2NiMDYtNGE2My04OTU4LTczYTY4ZDY0YTUwNw.xhtml,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzdlLzkzL2UwLzJjNTUtNGZmMS04ZTcxLWIyNWJiNWE4MDM0YQ.pdf,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzdiLzk4L2RjL2E0ODktNGNlYi04Y2QzLWNiYjZhOGRlMmJlZQ.xml,true,Kgs. Lyngby,2800.0,"54, 1 sal",Lyngby Hovedgade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Regnskabsklasse B,2017-05-31,2017-05-31,,,,35834354.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Michael Bo Andersen,KONTORFÃLLESSKABET I LYNGBY ApS,MBA Revision / Michael Bo Andersen,,,Lyngby,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Selskabet har i lighed med tidligere Ã¥r fravalgt revision og lever op til kravene herfor.,,false,false,Ingen bistand,urn:ofk:oid:24218740,indberetninger-20180424,2.5927935,35834354.0,,2018-03-29T12:03:25.336Z,2017-06-16T05:44:49.814Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-22-YQ,2017-06-16T05:44:49.960Z,,,,,0.0,,,,,,,,,
35834354,2016-01-01,2016-01-01,c12,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzAxL2YyLzk2L2NiMDYtNGE2My04OTU4LTczYTY4ZDY0YTUwNw.xhtml,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzdlLzkzL2UwLzJjNTUtNGZmMS04ZTcxLWIyNWJiNWE4MDM0YQ.pdf,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzdiLzk4L2RjL2E0ODktNGNlYi04Y2QzLWNiYjZhOGRlMmJlZQ.xml,true,Kgs. Lyngby,2800.0,"54, 1 sal",Lyngby Hovedgade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Regnskabsklasse B,2017-05-31,2017-05-31,,,,35834354.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Michael Bo Andersen,KONTORFÃLLESSKABET I LYNGBY ApS,MBA Revision / Michael Bo Andersen,,,Lyngby,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Selskabet har i lighed med tidligere Ã¥r fravalgt revision og lever op til kravene herfor.,,false,false,Ingen bistand,urn:ofk:oid:24218740,indberetninger-20180424,2.5927935,35834354.0,,2018-03-29T12:03:25.336Z,2017-06-16T05:44:49.814Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-22-YQ,2017-06-16T05:44:49.960Z,,,,,50000.0,,,,,,,,,
35834354,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzAxL2YyLzk2L2NiMDYtNGE2My04OTU4LTczYTY4ZDY0YTUwNw.xhtml,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzdlLzkzL2UwLzJjNTUtNGZmMS04ZTcxLWIyNWJiNWE4MDM0YQ.pdf,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzdiLzk4L2RjL2E0ODktNGNlYi04Y2QzLWNiYjZhOGRlMmJlZQ.xml,true,Kgs. Lyngby,2800.0,"54, 1 sal",Lyngby Hovedgade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Regnskabsklasse B,2017-05-31,2017-05-31,,,,35834354.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Michael Bo Andersen,KONTORFÃLLESSKABET I LYNGBY ApS,MBA Revision / Michael Bo Andersen,,,Lyngby,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Selskabet har i lighed med tidligere Ã¥r fravalgt revision og lever op til kravene herfor.,,false,false,Ingen bistand,urn:ofk:oid:24218740,indberetninger-20180424,2.5927935,35834354.0,,2018-03-29T12:03:25.336Z,2017-06-16T05:44:49.814Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-22-YQ,2017-06-16T05:44:49.960Z,,,,,50000.0,,,,,,,,,
35834354,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzAxL2YyLzk2L2NiMDYtNGE2My04OTU4LTczYTY4ZDY0YTUwNw.xhtml,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzdlLzkzL2UwLzJjNTUtNGZmMS04ZTcxLWIyNWJiNWE4MDM0YQ.pdf,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzdiLzk4L2RjL2E0ODktNGNlYi04Y2QzLWNiYjZhOGRlMmJlZQ.xml,true,Kgs. Lyngby,2800.0,"54, 1 sal",Lyngby Hovedgade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Regnskabsklasse B,2017-05-31,2017-05-31,0.0,0.0,0.0,35834354.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Michael Bo Andersen,KONTORFÃLLESSKABET I LYNGBY ApS,MBA Revision / Michael Bo Andersen,0.0,0.0,Lyngby,2015-01-01,2015-12-31,0.0,0.0,0.0,2016-12-31,2016-01-01,false,false,Selskabet har i lighed med tidligere Ã¥r fravalgt revision og lever op til kravene herfor.,0.0,false,false,Ingen bistand,urn:ofk:oid:24218740,indberetninger-20180424,2.5927935,35834354.0,,2018-03-29T12:03:25.336Z,2017-06-16T05:44:49.814Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-22-YQ,2017-06-16T05:44:49.960Z,,,,,,,,,,,,,,
35834354,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzAxL2YyLzk2L2NiMDYtNGE2My04OTU4LTczYTY4ZDY0YTUwNw.xhtml,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzdlLzkzL2UwLzJjNTUtNGZmMS04ZTcxLWIyNWJiNWE4MDM0YQ.pdf,http://regnskaber.virk.dk/45343853/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzdiLzk4L2RjL2E0ODktNGNlYi04Y2QzLWNiYjZhOGRlMmJlZQ.xml,true,Kgs. Lyngby,2800.0,"54, 1 sal",Lyngby Hovedgade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Regnskabsklasse B,2017-05-31,2017-05-31,,,,35834354.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Michael Bo Andersen,KONTORFÃLLESSKABET I LYNGBY ApS,MBA Revision / Michael Bo Andersen,,,Lyngby,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Selskabet har i lighed med tidligere Ã¥r fravalgt revision og lever op til kravene herfor.,,false,false,Ingen bistand,urn:ofk:oid:24218740,indberetninger-20180424,2.5927935,35834354.0,,2018-03-29T12:03:25.336Z,2017-06-16T05:44:49.814Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-22-YQ,2017-06-16T05:44:49.960Z,,,,,,,,,,,,,,
