entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisposalsOfInvestments,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodNumber,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,IncomeFromOtherLongtermInvestmentsAndReceivables,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,AccumulatedRevaluationsOfInvestments,InvestmentsGross
30986024,2014-01-01,2014-12-31,c110,,http://regnskaber.virk.dk/42068903/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2VjLzZkL2U1L2VmNGUtNDgzNC05NmRlLTA4ZGUzMzMyZmFlYg.pdf,http://regnskaber.virk.dk/42068903/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzQxLzViL2Q3LzI2MjYtNDU3MC1iOGI0LWMzYTg0MWMyZjBhOQ.xml,1.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,1561 KÃ¸benhavn V,Havneholmen 29,1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2016-06-21,2007-09-15,2016-06-21,Statsautoriseret revisor,-3625516.0,30700228.0,30986024.0,30986024.0,Ãrsrapport,Henrik Reedtz,Stig Biggard,Peter Gustaf Lindbom,GLOBAL T 3 ApS,GLOBAL T 3 ApS,KÃ¸benhavn,-14348.0,KÃ¸benhavn,2015-12-31,9.0,2015-01-01,3625516.0,2016-06-21,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:22768531,indberetninger-20180424,2.5124211,30986024,,2018-03-29T14:04:15.678Z,2016-06-23T14:29:37.928Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-33-GP,2016-06-23T14:29:38.089Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30986024,2014-01-01,2014-12-31,c90,,http://regnskaber.virk.dk/42068903/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2VjLzZkL2U1L2VmNGUtNDgzNC05NmRlLTA4ZGUzMzMyZmFlYg.pdf,http://regnskaber.virk.dk/42068903/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzQxLzViL2Q3LzI2MjYtNDU3MC1iOGI0LWMzYTg0MWMyZjBhOQ.xml,1.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,1561 KÃ¸benhavn V,Havneholmen 29,1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2016-06-21,2007-09-15,2016-06-21,Statsautoriseret revisor,-3625516.0,30700228.0,30986024.0,30986024.0,Ãrsrapport,Henrik Reedtz,Stig Biggard,Peter Gustaf Lindbom,GLOBAL T 3 ApS,GLOBAL T 3 ApS,KÃ¸benhavn,-14348.0,KÃ¸benhavn,2015-12-31,9.0,2015-01-01,3625516.0,2016-06-21,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:22768531,indberetninger-20180424,2.5124211,30986024,,2018-03-29T14:04:15.678Z,2016-06-23T14:29:37.928Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-33-GP,2016-06-23T14:29:38.089Z,0.0,0.0,-7143.0,0.0,-7202.0,-7153.0,7.0,-10.0,7.0,-14348.0,-7202.0,0.0,,,,,,,,,,,,,,,,
30986024,2014-01-01,2014-12-31,c94,,http://regnskaber.virk.dk/42068903/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2VjLzZkL2U1L2VmNGUtNDgzNC05NmRlLTA4ZGUzMzMyZmFlYg.pdf,http://regnskaber.virk.dk/42068903/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzQxLzViL2Q3LzI2MjYtNDU3MC1iOGI0LWMzYTg0MWMyZjBhOQ.xml,1.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,1561 KÃ¸benhavn V,Havneholmen 29,1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2016-06-21,2007-09-15,2016-06-21,Statsautoriseret revisor,-3625516.0,30700228.0,30986024.0,30986024.0,Ãrsrapport,Henrik Reedtz,Stig Biggard,Peter Gustaf Lindbom,GLOBAL T 3 ApS,GLOBAL T 3 ApS,KÃ¸benhavn,0.0,KÃ¸benhavn,2015-12-31,9.0,2015-01-01,3625516.0,2016-06-21,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:22768531,indberetninger-20180424,2.5124211,30986024,,2018-03-29T14:04:15.678Z,2016-06-23T14:29:37.928Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-33-GP,2016-06-23T14:29:38.089Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30986024,2014-12-31,2014-12-31,c112,,http://regnskaber.virk.dk/42068903/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2VjLzZkL2U1L2VmNGUtNDgzNC05NmRlLTA4ZGUzMzMyZmFlYg.pdf,http://regnskaber.virk.dk/42068903/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzQxLzViL2Q3LzI2MjYtNDU3MC1iOGI0LWMzYTg0MWMyZjBhOQ.xml,1.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,1561 KÃ¸benhavn V,Havneholmen 29,1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2016-06-21,2007-09-15,2016-06-21,Statsautoriseret revisor,-3625516.0,30700228.0,30986024.0,30986024.0,Ãrsrapport,Henrik Reedtz,Stig Biggard,Peter Gustaf Lindbom,GLOBAL T 3 ApS,GLOBAL T 3 ApS,KÃ¸benhavn,,KÃ¸benhavn,2015-12-31,9.0,2015-01-01,3625516.0,2016-06-21,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:22768531,indberetninger-20180424,2.5124211,30986024,,2018-03-29T14:04:15.678Z,2016-06-23T14:29:37.928Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-33-GP,2016-06-23T14:29:38.089Z,,,,,,,,,,,,,2828.0,2828.0,21000.0,2828.0,-386565.0,2828.0,389393.0,0.0,0.0,5150.0,0.0,-407565.0,389393.0,384243.0,,
30986024,2015-01-01,2015-01-01,c231,,http://regnskaber.virk.dk/42068903/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2VjLzZkL2U1L2VmNGUtNDgzNC05NmRlLTA4ZGUzMzMyZmFlYg.pdf,http://regnskaber.virk.dk/42068903/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzQxLzViL2Q3LzI2MjYtNDU3MC1iOGI0LWMzYTg0MWMyZjBhOQ.xml,1.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,1561 KÃ¸benhavn V,Havneholmen 29,1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2016-06-21,2007-09-15,2016-06-21,Statsautoriseret revisor,-3625516.0,30700228.0,30986024.0,30986024.0,Ãrsrapport,Henrik Reedtz,Stig Biggard,Peter Gustaf Lindbom,GLOBAL T 3 ApS,GLOBAL T 3 ApS,KÃ¸benhavn,,KÃ¸benhavn,2015-12-31,9.0,2015-01-01,3625516.0,2016-06-21,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:22768531,indberetninger-20180424,2.5124211,30986024,,2018-03-29T14:04:15.678Z,2016-06-23T14:29:37.928Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-33-GP,2016-06-23T14:29:38.089Z,,,,,,,,,,,,,,,,,,,,,,,,,,,-3625516.0,3625516.0
30986024,2015-01-01,2015-01-01,c252,,http://regnskaber.virk.dk/42068903/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2VjLzZkL2U1L2VmNGUtNDgzNC05NmRlLTA4ZGUzMzMyZmFlYg.pdf,http://regnskaber.virk.dk/42068903/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzQxLzViL2Q3LzI2MjYtNDU3MC1iOGI0LWMzYTg0MWMyZjBhOQ.xml,1.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,1561 KÃ¸benhavn V,Havneholmen 29,1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2016-06-21,2007-09-15,2016-06-21,Statsautoriseret revisor,-3625516.0,30700228.0,30986024.0,30986024.0,Ãrsrapport,Henrik Reedtz,Stig Biggard,Peter Gustaf Lindbom,GLOBAL T 3 ApS,GLOBAL T 3 ApS,KÃ¸benhavn,,KÃ¸benhavn,2015-12-31,9.0,2015-01-01,3625516.0,2016-06-21,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:22768531,indberetninger-20180424,2.5124211,30986024,,2018-03-29T14:04:15.678Z,2016-06-23T14:29:37.928Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-33-GP,2016-06-23T14:29:38.089Z,,,,,,,,,,,,,,,,,21000.0,,,,,,,,,,,
30986024,2015-01-01,2015-01-01,c273,,http://regnskaber.virk.dk/42068903/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2VjLzZkL2U1L2VmNGUtNDgzNC05NmRlLTA4ZGUzMzMyZmFlYg.pdf,http://regnskaber.virk.dk/42068903/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzQxLzViL2Q3LzI2MjYtNDU3MC1iOGI0LWMzYTg0MWMyZjBhOQ.xml,1.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,1561 KÃ¸benhavn V,Havneholmen 29,1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2016-06-21,2007-09-15,2016-06-21,Statsautoriseret revisor,-3625516.0,30700228.0,30986024.0,30986024.0,Ãrsrapport,Henrik Reedtz,Stig Biggard,Peter Gustaf Lindbom,GLOBAL T 3 ApS,GLOBAL T 3 ApS,KÃ¸benhavn,,KÃ¸benhavn,2015-12-31,9.0,2015-01-01,3625516.0,2016-06-21,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:22768531,indberetninger-20180424,2.5124211,30986024,,2018-03-29T14:04:15.678Z,2016-06-23T14:29:37.928Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-33-GP,2016-06-23T14:29:38.089Z,,,,,,,,,,,,,,,,,-407564.0,,,,,,,,,,,
30986024,2015-01-01,2015-01-01,c276,,http://regnskaber.virk.dk/42068903/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2VjLzZkL2U1L2VmNGUtNDgzNC05NmRlLTA4ZGUzMzMyZmFlYg.pdf,http://regnskaber.virk.dk/42068903/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzQxLzViL2Q3LzI2MjYtNDU3MC1iOGI0LWMzYTg0MWMyZjBhOQ.xml,1.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,1561 KÃ¸benhavn V,Havneholmen 29,1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2016-06-21,2007-09-15,2016-06-21,Statsautoriseret revisor,-3625516.0,30700228.0,30986024.0,30986024.0,Ãrsrapport,Henrik Reedtz,Stig Biggard,Peter Gustaf Lindbom,GLOBAL T 3 ApS,GLOBAL T 3 ApS,KÃ¸benhavn,,KÃ¸benhavn,2015-12-31,9.0,2015-01-01,3625516.0,2016-06-21,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:22768531,indberetninger-20180424,2.5124211,30986024,,2018-03-29T14:04:15.678Z,2016-06-23T14:29:37.928Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-33-GP,2016-06-23T14:29:38.089Z,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
30986024,2015-01-01,2015-12-31,c0,,http://regnskaber.virk.dk/42068903/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2VjLzZkL2U1L2VmNGUtNDgzNC05NmRlLTA4ZGUzMzMyZmFlYg.pdf,http://regnskaber.virk.dk/42068903/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzQxLzViL2Q3LzI2MjYtNDU3MC1iOGI0LWMzYTg0MWMyZjBhOQ.xml,1.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,1561 KÃ¸benhavn V,Havneholmen 29,1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2016-06-21,2007-09-15,2016-06-21,Statsautoriseret revisor,-3625516.0,30700228.0,30986024.0,30986024.0,Ãrsrapport,Henrik Reedtz,Stig Biggard,Peter Gustaf Lindbom,GLOBAL T 3 ApS,GLOBAL T 3 ApS,KÃ¸benhavn,457183.0,KÃ¸benhavn,2015-12-31,9.0,2015-01-01,3625516.0,2016-06-21,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:22768531,indberetninger-20180424,2.5124211,30986024,,2018-03-29T14:04:15.678Z,2016-06-23T14:29:37.928Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-33-GP,2016-06-23T14:29:38.089Z,-1.0,492497.0,-6059.0,9356.0,-38577.0,-6094.0,9358.0,-35.0,2.0,457183.0,-38578.0,0.0,,,,,,,,,,,,,,,,
30986024,2015-01-01,2015-12-31,c1,,http://regnskaber.virk.dk/42068903/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2VjLzZkL2U1L2VmNGUtNDgzNC05NmRlLTA4ZGUzMzMyZmFlYg.pdf,http://regnskaber.virk.dk/42068903/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzQxLzViL2Q3LzI2MjYtNDU3MC1iOGI0LWMzYTg0MWMyZjBhOQ.xml,1.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,1561 KÃ¸benhavn V,Havneholmen 29,1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2016-06-21,2007-09-15,2016-06-21,Statsautoriseret revisor,-3625516.0,30700228.0,30986024.0,30986024.0,Ãrsrapport,Henrik Reedtz,Stig Biggard,Peter Gustaf Lindbom,GLOBAL T 3 ApS,GLOBAL T 3 ApS,KÃ¸benhavn,,KÃ¸benhavn,2015-12-31,9.0,2015-01-01,3625516.0,2016-06-21,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:22768531,indberetninger-20180424,2.5124211,30986024,,2018-03-29T14:04:15.678Z,2016-06-23T14:29:37.928Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-33-GP,2016-06-23T14:29:38.089Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
