entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfOtherFinanceExpenses,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOfChangesInEquity,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables
36553960,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzL2U3Lzc0L2Q1LzMxL2U0NjItNGMyNi1hOTNlLWE3OGRhMzFkYzAxZA.xhtml,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzE2L2JiL2Q2L2RkMWItNGMzOS04NGJiLWU5ZDg3MTc0NzY5ZA.pdf,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2MxLzZjLzhiLzk0YzEtNDI4MS05ODg0LTE5NzRmY2Y3YTExNQ.xml,true,Tyskland,DE,Hamburg,20457.0,3.0,Adolphsplatz,Hammel,8450.0,33.0,Solbakken,8450 Hammel,Solbakken 33,Regnskabsklasse B,2018-05-12,2018-05-25,28278.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Heraf renteudgifterÂ fra tilknyttede virksomheder Eur 0 (2015: Eur. 2.365)</p>",76135.0,-79798.0,36553960.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Helle Munk,Erik Hebsgaard Munk,Haspa,Munk Immobilien ApS,Erik Munk,2561.0,32.0,Hammel,2016-01-01,2016-12-31,-183407.0,-186740.0,-184211.0,2017-12-31,2017-01-01,true,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital bestÃ¥r af nom. kr. 100.000 anparter af kr. 1. Ingen anparter er tillagt sÃ¦rlige rettigheder.Â </p>",-3333.0,false,false,Ingen bistand,urn:ofk:oid:25575309,indberetninger-20180424,2.5927877,36553960.0,AWOqrvPt0wkEsASktHE8,2018-05-29T06:57:00.190Z,2018-05-29T06:56:21.644Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-03-QR,2018-05-29T06:56:21.890Z,,,,,,,,,,,,,,,,,,,
36553960,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzL2U3Lzc0L2Q1LzMxL2U0NjItNGMyNi1hOTNlLWE3OGRhMzFkYzAxZA.xhtml,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzE2L2JiL2Q2L2RkMWItNGMzOS04NGJiLWU5ZDg3MTc0NzY5ZA.pdf,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2MxLzZjLzhiLzk0YzEtNDI4MS05ODg0LTE5NzRmY2Y3YTExNQ.xml,true,Tyskland,DE,Hamburg,20457.0,3.0,Adolphsplatz,Hammel,8450.0,33.0,Solbakken,8450 Hammel,Solbakken 33,Regnskabsklasse B,2018-05-12,2018-05-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Heraf renteudgifterÂ fra tilknyttede virksomheder Eur 0 (2015: Eur. 2.365)</p>",,,36553960.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Helle Munk,Erik Hebsgaard Munk,Haspa,Munk Immobilien ApS,Erik Munk,,,Hammel,2016-01-01,2016-12-31,-183407.0,,,2017-12-31,2017-01-01,true,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital bestÃ¥r af nom. kr. 100.000 anparter af kr. 1. Ingen anparter er tillagt sÃ¦rlige rettigheder.Â </p>",,false,false,Ingen bistand,urn:ofk:oid:25575309,indberetninger-20180424,2.5927877,36553960.0,AWOqrvPt0wkEsASktHE8,2018-05-29T06:57:00.190Z,2018-05-29T06:56:21.644Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-03-QR,2018-05-29T06:56:21.890Z,,,,,,,,,,,,,,,,,,,
36553960,2016-12-31,2016-12-31,c6,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzL2U3Lzc0L2Q1LzMxL2U0NjItNGMyNi1hOTNlLWE3OGRhMzFkYzAxZA.xhtml,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzE2L2JiL2Q2L2RkMWItNGMzOS04NGJiLWU5ZDg3MTc0NzY5ZA.pdf,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2MxLzZjLzhiLzk0YzEtNDI4MS05ODg0LTE5NzRmY2Y3YTExNQ.xml,true,Tyskland,DE,Hamburg,20457.0,3.0,Adolphsplatz,Hammel,8450.0,33.0,Solbakken,8450 Hammel,Solbakken 33,Regnskabsklasse B,2018-05-12,2018-05-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Heraf renteudgifterÂ fra tilknyttede virksomheder Eur 0 (2015: Eur. 2.365)</p>",,,36553960.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Helle Munk,Erik Hebsgaard Munk,Haspa,Munk Immobilien ApS,Erik Munk,,,Hammel,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital bestÃ¥r af nom. kr. 100.000 anparter af kr. 1. Ingen anparter er tillagt sÃ¦rlige rettigheder.Â </p>",,false,false,Ingen bistand,urn:ofk:oid:25575309,indberetninger-20180424,2.5927877,36553960.0,AWOqrvPt0wkEsASktHE8,2018-05-29T06:57:00.190Z,2018-05-29T06:56:21.644Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-03-QR,2018-05-29T06:56:21.890Z,55242.0,15412.0,13412.0,51717.0,23630.0,3525.0,0.0,55242.0,31612.0,3525.0,25781.0,6252.0,3525.0,10218.0,31612.0,36305.0,30053.0,5831.0,0.0
36553960,2017-01-01,2017-01-01,c7,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzL2U3Lzc0L2Q1LzMxL2U0NjItNGMyNi1hOTNlLWE3OGRhMzFkYzAxZA.xhtml,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzE2L2JiL2Q2L2RkMWItNGMzOS04NGJiLWU5ZDg3MTc0NzY5ZA.pdf,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2MxLzZjLzhiLzk0YzEtNDI4MS05ODg0LTE5NzRmY2Y3YTExNQ.xml,true,Tyskland,DE,Hamburg,20457.0,3.0,Adolphsplatz,Hammel,8450.0,33.0,Solbakken,8450 Hammel,Solbakken 33,Regnskabsklasse B,2018-05-12,2018-05-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Heraf renteudgifterÂ fra tilknyttede virksomheder Eur 0 (2015: Eur. 2.365)</p>",,,36553960.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Helle Munk,Erik Hebsgaard Munk,Haspa,Munk Immobilien ApS,Erik Munk,,,Hammel,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital bestÃ¥r af nom. kr. 100.000 anparter af kr. 1. Ingen anparter er tillagt sÃ¦rlige rettigheder.Â </p>",,false,false,Ingen bistand,urn:ofk:oid:25575309,indberetninger-20180424,2.5927877,36553960.0,AWOqrvPt0wkEsASktHE8,2018-05-29T06:57:00.190Z,2018-05-29T06:56:21.644Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-03-QR,2018-05-29T06:56:21.890Z,,,,,13412.0,,,,,,,,,,,,,,
36553960,2017-01-01,2017-01-01,c8,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzL2U3Lzc0L2Q1LzMxL2U0NjItNGMyNi1hOTNlLWE3OGRhMzFkYzAxZA.xhtml,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzE2L2JiL2Q2L2RkMWItNGMzOS04NGJiLWU5ZDg3MTc0NzY5ZA.pdf,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2MxLzZjLzhiLzk0YzEtNDI4MS05ODg0LTE5NzRmY2Y3YTExNQ.xml,true,Tyskland,DE,Hamburg,20457.0,3.0,Adolphsplatz,Hammel,8450.0,33.0,Solbakken,8450 Hammel,Solbakken 33,Regnskabsklasse B,2018-05-12,2018-05-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Heraf renteudgifterÂ fra tilknyttede virksomheder Eur 0 (2015: Eur. 2.365)</p>",,,36553960.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Helle Munk,Erik Hebsgaard Munk,Haspa,Munk Immobilien ApS,Erik Munk,,,Hammel,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital bestÃ¥r af nom. kr. 100.000 anparter af kr. 1. Ingen anparter er tillagt sÃ¦rlige rettigheder.Â </p>",,false,false,Ingen bistand,urn:ofk:oid:25575309,indberetninger-20180424,2.5927877,36553960.0,AWOqrvPt0wkEsASktHE8,2018-05-29T06:57:00.190Z,2018-05-29T06:56:21.644Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-03-QR,2018-05-29T06:56:21.890Z,,,,,10218.0,,,,,,,,,,,,,,
36553960,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzL2U3Lzc0L2Q1LzMxL2U0NjItNGMyNi1hOTNlLWE3OGRhMzFkYzAxZA.xhtml,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzE2L2JiL2Q2L2RkMWItNGMzOS04NGJiLWU5ZDg3MTc0NzY5ZA.pdf,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2MxLzZjLzhiLzk0YzEtNDI4MS05ODg0LTE5NzRmY2Y3YTExNQ.xml,true,Tyskland,DE,Hamburg,20457.0,3.0,Adolphsplatz,Hammel,8450.0,33.0,Solbakken,8450 Hammel,Solbakken 33,Regnskabsklasse B,2018-05-12,2018-05-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Heraf renteudgifterÂ fra tilknyttede virksomheder Eur 0 (2015: Eur. 2.365)</p>",,,36553960.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Helle Munk,Erik Hebsgaard Munk,Haspa,Munk Immobilien ApS,Erik Munk,,,Hammel,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital bestÃ¥r af nom. kr. 100.000 anparter af kr. 1. Ingen anparter er tillagt sÃ¦rlige rettigheder.Â </p>",,false,false,Ingen bistand,urn:ofk:oid:25575309,indberetninger-20180424,2.5927877,36553960.0,AWOqrvPt0wkEsASktHE8,2018-05-29T06:57:00.190Z,2018-05-29T06:56:21.644Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-03-QR,2018-05-29T06:56:21.890Z,,,,,23630.0,,,,,,,,,,,,,,
36553960,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzL2U3Lzc0L2Q1LzMxL2U0NjItNGMyNi1hOTNlLWE3OGRhMzFkYzAxZA.xhtml,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzE2L2JiL2Q2L2RkMWItNGMzOS04NGJiLWU5ZDg3MTc0NzY5ZA.pdf,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2MxLzZjLzhiLzk0YzEtNDI4MS05ODg0LTE5NzRmY2Y3YTExNQ.xml,true,Tyskland,DE,Hamburg,20457.0,3.0,Adolphsplatz,Hammel,8450.0,33.0,Solbakken,8450 Hammel,Solbakken 33,Regnskabsklasse B,2018-05-12,2018-05-25,1909.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Heraf renteudgifterÂ fra tilknyttede virksomheder Eur 0 (2015: Eur. 2.365)</p>",88326.0,94805.0,36553960.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Helle Munk,Erik Hebsgaard Munk,Haspa,Munk Immobilien ApS,Erik Munk,41.0,170.0,Hammel,2016-01-01,2016-12-31,7072.0,4699.0,4570.0,2017-12-31,2017-01-01,true,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital bestÃ¥r af nom. kr. 100.000 anparter af kr. 1. Ingen anparter er tillagt sÃ¦rlige rettigheder.Â </p>",-2373.0,false,false,Ingen bistand,urn:ofk:oid:25575309,indberetninger-20180424,2.5927877,36553960.0,AWOqrvPt0wkEsASktHE8,2018-05-29T06:57:00.190Z,2018-05-29T06:56:21.644Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-03-QR,2018-05-29T06:56:21.890Z,,,,,,,,,,,,,,,,,,,
36553960,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzL2U3Lzc0L2Q1LzMxL2U0NjItNGMyNi1hOTNlLWE3OGRhMzFkYzAxZA.xhtml,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzE2L2JiL2Q2L2RkMWItNGMzOS04NGJiLWU5ZDg3MTc0NzY5ZA.pdf,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2MxLzZjLzhiLzk0YzEtNDI4MS05ODg0LTE5NzRmY2Y3YTExNQ.xml,true,Tyskland,DE,Hamburg,20457.0,3.0,Adolphsplatz,Hammel,8450.0,33.0,Solbakken,8450 Hammel,Solbakken 33,Regnskabsklasse B,2018-05-12,2018-05-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Heraf renteudgifterÂ fra tilknyttede virksomheder Eur 0 (2015: Eur. 2.365)</p>",,,36553960.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Helle Munk,Erik Hebsgaard Munk,Haspa,Munk Immobilien ApS,Erik Munk,,,Hammel,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital bestÃ¥r af nom. kr. 100.000 anparter af kr. 1. Ingen anparter er tillagt sÃ¦rlige rettigheder.Â </p>",,false,false,Ingen bistand,urn:ofk:oid:25575309,indberetninger-20180424,2.5927877,36553960.0,AWOqrvPt0wkEsASktHE8,2018-05-29T06:57:00.190Z,2018-05-29T06:56:21.644Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-03-QR,2018-05-29T06:56:21.890Z,,,,,,,,,,,,,,,,,,,
36553960,2017-01-01,2017-12-31,c10,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzL2U3Lzc0L2Q1LzMxL2U0NjItNGMyNi1hOTNlLWE3OGRhMzFkYzAxZA.xhtml,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzE2L2JiL2Q2L2RkMWItNGMzOS04NGJiLWU5ZDg3MTc0NzY5ZA.pdf,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2MxLzZjLzhiLzk0YzEtNDI4MS05ODg0LTE5NzRmY2Y3YTExNQ.xml,true,Tyskland,DE,Hamburg,20457.0,3.0,Adolphsplatz,Hammel,8450.0,33.0,Solbakken,8450 Hammel,Solbakken 33,Regnskabsklasse B,2018-05-12,2018-05-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Heraf renteudgifterÂ fra tilknyttede virksomheder Eur 0 (2015: Eur. 2.365)</p>",,,36553960.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Helle Munk,Erik Hebsgaard Munk,Haspa,Munk Immobilien ApS,Erik Munk,,,Hammel,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,true,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital bestÃ¥r af nom. kr. 100.000 anparter af kr. 1. Ingen anparter er tillagt sÃ¦rlige rettigheder.Â </p>",,false,false,Ingen bistand,urn:ofk:oid:25575309,indberetninger-20180424,2.5927877,36553960.0,AWOqrvPt0wkEsASktHE8,2018-05-29T06:57:00.190Z,2018-05-29T06:56:21.644Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-03-QR,2018-05-29T06:56:21.890Z,,,,,,,,,,,,,,,,,,,
36553960,2017-01-01,2017-12-31,c11,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzL2U3Lzc0L2Q1LzMxL2U0NjItNGMyNi1hOTNlLWE3OGRhMzFkYzAxZA.xhtml,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzE2L2JiL2Q2L2RkMWItNGMzOS04NGJiLWU5ZDg3MTc0NzY5ZA.pdf,http://regnskaber.virk.dk/06935563/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2MxLzZjLzhiLzk0YzEtNDI4MS05ODg0LTE5NzRmY2Y3YTExNQ.xml,true,Tyskland,DE,Hamburg,20457.0,3.0,Adolphsplatz,Hammel,8450.0,33.0,Solbakken,8450 Hammel,Solbakken 33,Regnskabsklasse B,2018-05-12,2018-05-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Heraf renteudgifterÂ fra tilknyttede virksomheder Eur 0 (2015: Eur. 2.365)</p>",,,36553960.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Helle Munk,Erik Hebsgaard Munk,Haspa,Munk Immobilien ApS,Erik Munk,,,Hammel,2016-01-01,2016-12-31,7072.0,,,2017-12-31,2017-01-01,true,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital bestÃ¥r af nom. kr. 100.000 anparter af kr. 1. Ingen anparter er tillagt sÃ¦rlige rettigheder.Â </p>",,false,false,Ingen bistand,urn:ofk:oid:25575309,indberetninger-20180424,2.5927877,36553960.0,AWOqrvPt0wkEsASktHE8,2018-05-29T06:57:00.190Z,2018-05-29T06:56:21.644Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-03-QR,2018-05-29T06:56:21.890Z,,,,,,,,,,,,,,,,,,,
