entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
33066007,2015-01-01,2015-12-31,c347,,http://regnskaber.virk.dk/70066033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzcxLzdmLzcxLzNhMDUtNDU5Mi1iZGU2LTA5NTRkNGRhNTkzNg.pdf,http://regnskaber.virk.dk/70066033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzY3L2UxLzQ3LzQyZjUtNGUwZC04MmU4LTcyYWQ1MzYyNjdjNA.xml,true,Silkeborg,8600.0,34.0,Papirfabrikken,8600 Silkeborg,MultebÃ¦rvej 11,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i Elite Montage Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-03-14,2010-07-14,2017-05-11,Statsautoriseret revisor,-3125.0,20222670.0,33066007.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Elite Montage Holding ApS.,5000.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Dahl Jepsen,Benny Thomsen,Benny Thomsen,Elite Montage Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Silkeborg,2015-01-01,2015-12-31,1875.0,1875.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2016-12-31,2016-01-01,true,2017-03-14,Silkeborg,0.0,urn:ofk:oid:23853515,indberetninger-20180424,2.5122432999999997,33066007.0,,2018-03-28T00:04:29.336Z,2017-05-12T06:00:42.885Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-07-BL,2017-05-12T06:00:42.998Z,,,,,,,,,,,,,,,,,
33066007,2015-01-01,2015-12-31,c368,,http://regnskaber.virk.dk/70066033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzcxLzdmLzcxLzNhMDUtNDU5Mi1iZGU2LTA5NTRkNGRhNTkzNg.pdf,http://regnskaber.virk.dk/70066033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzY3L2UxLzQ3LzQyZjUtNGUwZC04MmU4LTcyYWQ1MzYyNjdjNA.xml,true,Silkeborg,8600.0,34.0,Papirfabrikken,8600 Silkeborg,MultebÃ¦rvej 11,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i Elite Montage Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-03-14,2010-07-14,2017-05-11,Statsautoriseret revisor,,20222670.0,33066007.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Elite Montage Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Dahl Jepsen,Benny Thomsen,Benny Thomsen,Elite Montage Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Silkeborg,2015-01-01,2015-12-31,1875.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2016-12-31,2016-01-01,true,2017-03-14,Silkeborg,,urn:ofk:oid:23853515,indberetninger-20180424,2.5122432999999997,33066007.0,,2018-03-28T00:04:29.336Z,2017-05-12T06:00:42.885Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-07-BL,2017-05-12T06:00:42.998Z,,,,,,,,,,,,,,,,,
33066007,2015-12-31,2015-12-31,c398,,http://regnskaber.virk.dk/70066033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzcxLzdmLzcxLzNhMDUtNDU5Mi1iZGU2LTA5NTRkNGRhNTkzNg.pdf,http://regnskaber.virk.dk/70066033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzY3L2UxLzQ3LzQyZjUtNGUwZC04MmU4LTcyYWQ1MzYyNjdjNA.xml,true,Silkeborg,8600.0,34.0,Papirfabrikken,8600 Silkeborg,MultebÃ¦rvej 11,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i Elite Montage Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-03-14,2010-07-14,2017-05-11,Statsautoriseret revisor,,20222670.0,33066007.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Elite Montage Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Dahl Jepsen,Benny Thomsen,Benny Thomsen,Elite Montage Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Silkeborg,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2016-12-31,2016-01-01,true,2017-03-14,Silkeborg,,urn:ofk:oid:23853515,indberetninger-20180424,2.5122432999999997,33066007.0,,2018-03-28T00:04:29.336Z,2017-05-12T06:00:42.885Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-07-BL,2017-05-12T06:00:42.998Z,78125.0,3125.0,80000.0,73125.0,78125.0,5000.0,75000.0,75000.0,75000.0,5000.0,-6875.0,5000.0,0.0,0.0,,,
33066007,2016-01-01,2016-01-01,c664,,http://regnskaber.virk.dk/70066033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzcxLzdmLzcxLzNhMDUtNDU5Mi1iZGU2LTA5NTRkNGRhNTkzNg.pdf,http://regnskaber.virk.dk/70066033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzY3L2UxLzQ3LzQyZjUtNGUwZC04MmU4LTcyYWQ1MzYyNjdjNA.xml,true,Silkeborg,8600.0,34.0,Papirfabrikken,8600 Silkeborg,MultebÃ¦rvej 11,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i Elite Montage Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-03-14,2010-07-14,2017-05-11,Statsautoriseret revisor,,20222670.0,33066007.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Elite Montage Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Dahl Jepsen,Benny Thomsen,Benny Thomsen,Elite Montage Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Silkeborg,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2016-12-31,2016-01-01,true,2017-03-14,Silkeborg,,urn:ofk:oid:23853515,indberetninger-20180424,2.5122432999999997,33066007.0,,2018-03-28T00:04:29.336Z,2017-05-12T06:00:42.885Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-07-BL,2017-05-12T06:00:42.998Z,,,,,,,,,,,,,,,75000.0,,
33066007,2016-01-01,2016-01-01,c703,,http://regnskaber.virk.dk/70066033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzcxLzdmLzcxLzNhMDUtNDU5Mi1iZGU2LTA5NTRkNGRhNTkzNg.pdf,http://regnskaber.virk.dk/70066033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzY3L2UxLzQ3LzQyZjUtNGUwZC04MmU4LTcyYWQ1MzYyNjdjNA.xml,true,Silkeborg,8600.0,34.0,Papirfabrikken,8600 Silkeborg,MultebÃ¦rvej 11,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i Elite Montage Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-03-14,2010-07-14,2017-05-11,Statsautoriseret revisor,,20222670.0,33066007.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Elite Montage Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Dahl Jepsen,Benny Thomsen,Benny Thomsen,Elite Montage Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Silkeborg,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2016-12-31,2016-01-01,true,2017-03-14,Silkeborg,,urn:ofk:oid:23853515,indberetninger-20180424,2.5122432999999997,33066007.0,,2018-03-28T00:04:29.336Z,2017-05-12T06:00:42.885Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-07-BL,2017-05-12T06:00:42.998Z,,,,80000.0,,,,,,,,,,,,,
33066007,2016-01-01,2016-01-01,c730,,http://regnskaber.virk.dk/70066033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzcxLzdmLzcxLzNhMDUtNDU5Mi1iZGU2LTA5NTRkNGRhNTkzNg.pdf,http://regnskaber.virk.dk/70066033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzY3L2UxLzQ3LzQyZjUtNGUwZC04MmU4LTcyYWQ1MzYyNjdjNA.xml,true,Silkeborg,8600.0,34.0,Papirfabrikken,8600 Silkeborg,MultebÃ¦rvej 11,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i Elite Montage Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-03-14,2010-07-14,2017-05-11,Statsautoriseret revisor,,20222670.0,33066007.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Elite Montage Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Dahl Jepsen,Benny Thomsen,Benny Thomsen,Elite Montage Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Silkeborg,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2016-12-31,2016-01-01,true,2017-03-14,Silkeborg,,urn:ofk:oid:23853515,indberetninger-20180424,2.5122432999999997,33066007.0,,2018-03-28T00:04:29.336Z,2017-05-12T06:00:42.885Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-07-BL,2017-05-12T06:00:42.998Z,,,,-6875.0,,,,,,,,,,,,,
33066007,2016-01-01,2016-12-31,c0,,http://regnskaber.virk.dk/70066033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzcxLzdmLzcxLzNhMDUtNDU5Mi1iZGU2LTA5NTRkNGRhNTkzNg.pdf,http://regnskaber.virk.dk/70066033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzY3L2UxLzQ3LzQyZjUtNGUwZC04MmU4LTcyYWQ1MzYyNjdjNA.xml,true,Silkeborg,8600.0,34.0,Papirfabrikken,8600 Silkeborg,MultebÃ¦rvej 11,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i Elite Montage Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-03-14,2010-07-14,2017-05-11,Statsautoriseret revisor,-3125.0,20222670.0,33066007.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Elite Montage Holding ApS.,10000.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Dahl Jepsen,Benny Thomsen,Benny Thomsen,Elite Montage Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Silkeborg,2015-01-01,2015-12-31,6875.0,6875.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2016-12-31,2016-01-01,true,2017-03-14,Silkeborg,0.0,urn:ofk:oid:23853515,indberetninger-20180424,2.5122432999999997,33066007.0,,2018-03-28T00:04:29.336Z,2017-05-12T06:00:42.885Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-07-BL,2017-05-12T06:00:42.998Z,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
33066007,2016-01-01,2016-12-31,c2,,http://regnskaber.virk.dk/70066033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzcxLzdmLzcxLzNhMDUtNDU5Mi1iZGU2LTA5NTRkNGRhNTkzNg.pdf,http://regnskaber.virk.dk/70066033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzY3L2UxLzQ3LzQyZjUtNGUwZC04MmU4LTcyYWQ1MzYyNjdjNA.xml,true,Silkeborg,8600.0,34.0,Papirfabrikken,8600 Silkeborg,MultebÃ¦rvej 11,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i Elite Montage Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-03-14,2010-07-14,2017-05-11,Statsautoriseret revisor,,20222670.0,33066007.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Elite Montage Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Dahl Jepsen,Benny Thomsen,Benny Thomsen,Elite Montage Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Silkeborg,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2016-12-31,2016-01-01,true,2017-03-14,Silkeborg,,urn:ofk:oid:23853515,indberetninger-20180424,2.5122432999999997,33066007.0,,2018-03-28T00:04:29.336Z,2017-05-12T06:00:42.885Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-07-BL,2017-05-12T06:00:42.998Z,,,,,,,,,,,,,,,,,
33066007,2016-01-01,2016-12-31,c367,,http://regnskaber.virk.dk/70066033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzcxLzdmLzcxLzNhMDUtNDU5Mi1iZGU2LTA5NTRkNGRhNTkzNg.pdf,http://regnskaber.virk.dk/70066033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzY3L2UxLzQ3LzQyZjUtNGUwZC04MmU4LTcyYWQ1MzYyNjdjNA.xml,true,Silkeborg,8600.0,34.0,Papirfabrikken,8600 Silkeborg,MultebÃ¦rvej 11,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i Elite Montage Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-03-14,2010-07-14,2017-05-11,Statsautoriseret revisor,,20222670.0,33066007.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Elite Montage Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Dahl Jepsen,Benny Thomsen,Benny Thomsen,Elite Montage Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Silkeborg,2015-01-01,2015-12-31,6875.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2016-12-31,2016-01-01,true,2017-03-14,Silkeborg,,urn:ofk:oid:23853515,indberetninger-20180424,2.5122432999999997,33066007.0,,2018-03-28T00:04:29.336Z,2017-05-12T06:00:42.885Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-07-BL,2017-05-12T06:00:42.998Z,,,,,,,,,,,,,,,,,
33066007,2016-01-01,2016-12-31,c42,,http://regnskaber.virk.dk/70066033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzcxLzdmLzcxLzNhMDUtNDU5Mi1iZGU2LTA5NTRkNGRhNTkzNg.pdf,http://regnskaber.virk.dk/70066033/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzY3L2UxLzQ3LzQyZjUtNGUwZC04MmU4LTcyYWQ1MzYyNjdjNA.xml,true,Silkeborg,8600.0,34.0,Papirfabrikken,8600 Silkeborg,MultebÃ¦rvej 11,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i Elite Montage Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-03-14,2010-07-14,2017-05-11,Statsautoriseret revisor,,20222670.0,33066007.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Elite Montage Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Dahl Jepsen,Benny Thomsen,Benny Thomsen,Elite Montage Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Silkeborg,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2016-12-31,2016-01-01,true,2017-03-14,Silkeborg,,urn:ofk:oid:23853515,indberetninger-20180424,2.5122432999999997,33066007.0,,2018-03-28T00:04:29.336Z,2017-05-12T06:00:42.885Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-07-BL,2017-05-12T06:00:42.998Z,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
