entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityCountry,AddressOfReportingEntityCountryIdentificationCode,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForDeferredTax,AmortisationOfIntangibleAssets,AverageNumberOfEmployees,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfAuditor,EmployeeBenefitsExpense,ExchangeRateLoss,ExchangeRateProfit,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,NominalValueOfIssuedShares,NumberOfIssuedShares,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProfitLossFromOrdinaryOperatingActivitiesBeforeGainsLossesFromFairValueAdjustments,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyLegislationOnFinancialReportingIncludingAccountingAndStorageOfAccountingRecordsExtendedReview,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyOtherMattersExtendedReview,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyTheCompaniesActOrEquivalentLegislationThatTheCompanyIsSubjectToExtendedReview,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyTheCriminalCodeAndFiscalTaxAndSubsidyLegislationExtendedReview,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpense,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,Goodwill,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermEquityLoan,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,NameAndSurnameOfMemberOfExecutiveBoard,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfImpairmentLossesAndDepreciation,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfTaxExpenses,IdentificationOfApprovedAnnualReport,IdentificationOfFinancialStatementsAndDescriptionOfFinancialReportingFrameworkAppliedInPreparationOfFinancialStatementsExtendedReview,ManagementsStatementAboutManagementsReview,OpinionOnFinancialStatementsExtendedReview,RecommendationForApprovalOfAnnualReportByGeneralMeeting,StatementOfExecutiveAndSupervisoryBoardsResponsibilityForFinancialStatementsExtendedReview,StatementOnManagementsReviewAuditorsReportOnExtendedReviewFinancialStatementsExtendedReview,SupplementaryInformationOnMattersPertainingToFinancialStatementExtendedReview,DescriptionOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear
32305083,2015-07-01,2016-06-30,c58,,http://regnskaber.virk.dk/38050323/ZG9rdW1lbnRsYWdlcjovLzAzLzc3Lzc2LzgzL2E0L2M2MzAtNDk5NC04NjNjLWI2NzRmMTQwMmMwZQ.pdf,http://regnskaber.virk.dk/38050323/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzI0LzdmLzA2LzVlNGItNDVkOC04MzcwLTZhYzkwZmFmNjJiYg.xml,Danmark,DK,Kgs. Lyngby,2800.0,31.0,Engelsborgvej,Danmark,DK,KÃ¸benhavn K,1150.0,"26 C, 3.",KÃ¸bmagergade,2800 Kgs. Lyngby,Engelsborgvej 31,-46864.0,-210000.0,2.0,Regnskabsklasse B,50270.0,2017-10-25,2011-10-26,2017-10-25,636667.0,ecomentor@ecomentor.dk,1654700.0,30357.0,2560.0,2033145.0,26063221.0,32305083.0,26063221.0,Ãrsrapport,Risto Virkkala,Eficode MBC ApS,"ECOMENTOR, statsautoriseret revisionsaktieselskab",1.0,2044112.0,43873.0,33173.0,2560.0,2816.0,2015-07-01,2016-06-30,-292241.0,-288835.0,-258222.0,-258222.0,KÃ¸benhavn,2017-06-30,2016-07-01,false,false,true,false,true,2017-10-25,Kgs. Lyngby,15435.0,3406.0,70201811.0,ErklÃ¦ring om udvidet gennemgang,1595392.0,urn:ofk:oid:24632753,indberetninger-20180424,2.5124211,32305083.0,,2018-03-27T14:02:16.304Z,2017-10-26T13:02:46.998Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-50-FM,2017-10-26T13:02:47.142Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32305083,2015-07-01,2016-06-30,c73,,http://regnskaber.virk.dk/38050323/ZG9rdW1lbnRsYWdlcjovLzAzLzc3Lzc2LzgzL2E0L2M2MzAtNDk5NC04NjNjLWI2NzRmMTQwMmMwZQ.pdf,http://regnskaber.virk.dk/38050323/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzI0LzdmLzA2LzVlNGItNDVkOC04MzcwLTZhYzkwZmFmNjJiYg.xml,Danmark,DK,Kgs. Lyngby,2800.0,31.0,Engelsborgvej,Danmark,DK,KÃ¸benhavn K,1150.0,"26 C, 3.",KÃ¸bmagergade,2800 Kgs. Lyngby,Engelsborgvej 31,,-210000.0,,Regnskabsklasse B,,2017-10-25,2011-10-26,2017-10-25,,ecomentor@ecomentor.dk,,,,,26063221.0,32305083.0,26063221.0,Ãrsrapport,Risto Virkkala,Eficode MBC ApS,"ECOMENTOR, statsautoriseret revisionsaktieselskab",1.0,2044112.0,,,,,2015-07-01,2016-06-30,-292241.0,,,,KÃ¸benhavn,2017-06-30,2016-07-01,false,false,true,false,true,2017-10-25,Kgs. Lyngby,,,70201811.0,ErklÃ¦ring om udvidet gennemgang,,urn:ofk:oid:24632753,indberetninger-20180424,2.5124211,32305083.0,,2018-03-27T14:02:16.304Z,2017-10-26T13:02:46.998Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-50-FM,2017-10-26T13:02:47.142Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32305083,2016-06-30,2016-06-30,c74,,http://regnskaber.virk.dk/38050323/ZG9rdW1lbnRsYWdlcjovLzAzLzc3Lzc2LzgzL2E0L2M2MzAtNDk5NC04NjNjLWI2NzRmMTQwMmMwZQ.pdf,http://regnskaber.virk.dk/38050323/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzI0LzdmLzA2LzVlNGItNDVkOC04MzcwLTZhYzkwZmFmNjJiYg.xml,Danmark,DK,Kgs. Lyngby,2800.0,31.0,Engelsborgvej,Danmark,DK,KÃ¸benhavn K,1150.0,"26 C, 3.",KÃ¸bmagergade,2800 Kgs. Lyngby,Engelsborgvej 31,,-210000.0,,Regnskabsklasse B,,2017-10-25,2011-10-26,2017-10-25,,ecomentor@ecomentor.dk,,,,,26063221.0,32305083.0,26063221.0,Ãrsrapport,Risto Virkkala,Eficode MBC ApS,"ECOMENTOR, statsautoriseret revisionsaktieselskab",1.0,2044112.0,,,,,2015-07-01,2016-06-30,,,,,KÃ¸benhavn,2017-06-30,2016-07-01,false,false,true,false,true,2017-10-25,Kgs. Lyngby,,,70201811.0,ErklÃ¦ring om udvidet gennemgang,,urn:ofk:oid:24632753,indberetninger-20180424,2.5124211,32305083.0,,2018-03-27T14:02:16.304Z,2017-10-26T13:02:46.998Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-50-FM,2017-10-26T13:02:47.142Z,2356495.0,692965.0,2044112.0,2131615.0,175000.0,4960.0,14880.0,1851453.0,210000.0,210000.0,2356495.0,505042.0,0.0,14880.0,50270.0,50270.0,224880.0,429723.0,0.0,-192659.0,454772.0,1438650.0,900083.0,24346.0,0.0,703.0,358607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32305083,2016-07-01,2016-07-01,c113,,http://regnskaber.virk.dk/38050323/ZG9rdW1lbnRsYWdlcjovLzAzLzc3Lzc2LzgzL2E0L2M2MzAtNDk5NC04NjNjLWI2NzRmMTQwMmMwZQ.pdf,http://regnskaber.virk.dk/38050323/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzI0LzdmLzA2LzVlNGItNDVkOC04MzcwLTZhYzkwZmFmNjJiYg.xml,Danmark,DK,Kgs. Lyngby,2800.0,31.0,Engelsborgvej,Danmark,DK,KÃ¸benhavn K,1150.0,"26 C, 3.",KÃ¸bmagergade,2800 Kgs. Lyngby,Engelsborgvej 31,,-210000.0,,Regnskabsklasse B,,2017-10-25,2011-10-26,2017-10-25,,ecomentor@ecomentor.dk,,,,,26063221.0,32305083.0,26063221.0,Ãrsrapport,Risto Virkkala,Eficode MBC ApS,"ECOMENTOR, statsautoriseret revisionsaktieselskab",1.0,2044112.0,,,,,2015-07-01,2016-06-30,,,,,KÃ¸benhavn,2017-06-30,2016-07-01,false,false,true,false,true,2017-10-25,Kgs. Lyngby,,,70201811.0,ErklÃ¦ring om udvidet gennemgang,,urn:ofk:oid:24632753,indberetninger-20180424,2.5124211,32305083.0,,2018-03-27T14:02:16.304Z,2017-10-26T13:02:46.998Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-50-FM,2017-10-26T13:02:47.142Z,,,,,,,,2044112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32305083,2016-07-01,2016-07-01,c131,,http://regnskaber.virk.dk/38050323/ZG9rdW1lbnRsYWdlcjovLzAzLzc3Lzc2LzgzL2E0L2M2MzAtNDk5NC04NjNjLWI2NzRmMTQwMmMwZQ.pdf,http://regnskaber.virk.dk/38050323/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzI0LzdmLzA2LzVlNGItNDVkOC04MzcwLTZhYzkwZmFmNjJiYg.xml,Danmark,DK,Kgs. Lyngby,2800.0,31.0,Engelsborgvej,Danmark,DK,KÃ¸benhavn K,1150.0,"26 C, 3.",KÃ¸bmagergade,2800 Kgs. Lyngby,Engelsborgvej 31,,-210000.0,,Regnskabsklasse B,,2017-10-25,2011-10-26,2017-10-25,,ecomentor@ecomentor.dk,,,,,26063221.0,32305083.0,26063221.0,Ãrsrapport,Risto Virkkala,Eficode MBC ApS,"ECOMENTOR, statsautoriseret revisionsaktieselskab",1.0,2044112.0,,,,,2015-07-01,2016-06-30,,,,,KÃ¸benhavn,2017-06-30,2016-07-01,false,false,true,false,true,2017-10-25,Kgs. Lyngby,,,70201811.0,ErklÃ¦ring om udvidet gennemgang,,urn:ofk:oid:24632753,indberetninger-20180424,2.5124211,32305083.0,,2018-03-27T14:02:16.304Z,2017-10-26T13:02:46.998Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-50-FM,2017-10-26T13:02:47.142Z,,,,,,,,-192659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32305083,2016-07-01,2016-07-01,c159,,http://regnskaber.virk.dk/38050323/ZG9rdW1lbnRsYWdlcjovLzAzLzc3Lzc2LzgzL2E0L2M2MzAtNDk5NC04NjNjLWI2NzRmMTQwMmMwZQ.pdf,http://regnskaber.virk.dk/38050323/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzI0LzdmLzA2LzVlNGItNDVkOC04MzcwLTZhYzkwZmFmNjJiYg.xml,Danmark,DK,Kgs. Lyngby,2800.0,31.0,Engelsborgvej,Danmark,DK,KÃ¸benhavn K,1150.0,"26 C, 3.",KÃ¸bmagergade,2800 Kgs. Lyngby,Engelsborgvej 31,,-210000.0,,Regnskabsklasse B,,2017-10-25,2011-10-26,2017-10-25,,ecomentor@ecomentor.dk,,,,,26063221.0,32305083.0,26063221.0,Ãrsrapport,Risto Virkkala,Eficode MBC ApS,"ECOMENTOR, statsautoriseret revisionsaktieselskab",1.0,2044112.0,,,,,2015-07-01,2016-06-30,,,,,KÃ¸benhavn,2017-06-30,2016-07-01,false,false,true,false,true,2017-10-25,Kgs. Lyngby,,,70201811.0,ErklÃ¦ring om udvidet gennemgang,,urn:ofk:oid:24632753,indberetninger-20180424,2.5124211,32305083.0,,2018-03-27T14:02:16.304Z,2017-10-26T13:02:46.998Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-50-FM,2017-10-26T13:02:47.142Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2940000.0,3150000.0,,,,,,,,,,,,,,,,,,,,,,,,,
32305083,2016-07-01,2016-07-01,c242,,http://regnskaber.virk.dk/38050323/ZG9rdW1lbnRsYWdlcjovLzAzLzc3Lzc2LzgzL2E0L2M2MzAtNDk5NC04NjNjLWI2NzRmMTQwMmMwZQ.pdf,http://regnskaber.virk.dk/38050323/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzI0LzdmLzA2LzVlNGItNDVkOC04MzcwLTZhYzkwZmFmNjJiYg.xml,Danmark,DK,Kgs. Lyngby,2800.0,31.0,Engelsborgvej,Danmark,DK,KÃ¸benhavn K,1150.0,"26 C, 3.",KÃ¸bmagergade,2800 Kgs. Lyngby,Engelsborgvej 31,,-210000.0,,Regnskabsklasse B,,2017-10-25,2011-10-26,2017-10-25,,ecomentor@ecomentor.dk,,,,,26063221.0,32305083.0,26063221.0,Ãrsrapport,Risto Virkkala,Eficode MBC ApS,"ECOMENTOR, statsautoriseret revisionsaktieselskab",1.0,2044112.0,,,,,2015-07-01,2016-06-30,,,,,KÃ¸benhavn,2017-06-30,2016-07-01,false,false,true,false,true,2017-10-25,Kgs. Lyngby,,,70201811.0,ErklÃ¦ring om udvidet gennemgang,,urn:ofk:oid:24632753,indberetninger-20180424,2.5124211,32305083.0,,2018-03-27T14:02:16.304Z,2017-10-26T13:02:46.998Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-50-FM,2017-10-26T13:02:47.142Z,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32305083,2016-07-01,2016-07-01,c255,,http://regnskaber.virk.dk/38050323/ZG9rdW1lbnRsYWdlcjovLzAzLzc3Lzc2LzgzL2E0L2M2MzAtNDk5NC04NjNjLWI2NzRmMTQwMmMwZQ.pdf,http://regnskaber.virk.dk/38050323/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzI0LzdmLzA2LzVlNGItNDVkOC04MzcwLTZhYzkwZmFmNjJiYg.xml,Danmark,DK,Kgs. Lyngby,2800.0,31.0,Engelsborgvej,Danmark,DK,KÃ¸benhavn K,1150.0,"26 C, 3.",KÃ¸bmagergade,2800 Kgs. Lyngby,Engelsborgvej 31,,-210000.0,,Regnskabsklasse B,,2017-10-25,2011-10-26,2017-10-25,,ecomentor@ecomentor.dk,,,,,26063221.0,32305083.0,26063221.0,Ãrsrapport,Risto Virkkala,Eficode MBC ApS,"ECOMENTOR, statsautoriseret revisionsaktieselskab",1.0,2044112.0,,,,,2015-07-01,2016-06-30,,,,,KÃ¸benhavn,2017-06-30,2016-07-01,false,false,true,false,true,2017-10-25,Kgs. Lyngby,,,70201811.0,ErklÃ¦ring om udvidet gennemgang,,urn:ofk:oid:24632753,indberetninger-20180424,2.5124211,32305083.0,,2018-03-27T14:02:16.304Z,2017-10-26T13:02:46.998Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-50-FM,2017-10-26T13:02:47.142Z,,,,,,,,,,,,,,,50270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32305083,2016-07-01,2017-06-30,c104,,http://regnskaber.virk.dk/38050323/ZG9rdW1lbnRsYWdlcjovLzAzLzc3Lzc2LzgzL2E0L2M2MzAtNDk5NC04NjNjLWI2NzRmMTQwMmMwZQ.pdf,http://regnskaber.virk.dk/38050323/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzI0LzdmLzA2LzVlNGItNDVkOC04MzcwLTZhYzkwZmFmNjJiYg.xml,Danmark,DK,Kgs. Lyngby,2800.0,31.0,Engelsborgvej,Danmark,DK,KÃ¸benhavn K,1150.0,"26 C, 3.",KÃ¸bmagergade,2800 Kgs. Lyngby,Engelsborgvej 31,,-210000.0,,Regnskabsklasse B,,2017-10-25,2011-10-26,2017-10-25,,ecomentor@ecomentor.dk,,,,,26063221.0,32305083.0,26063221.0,Ãrsrapport,Risto Virkkala,Eficode MBC ApS,"ECOMENTOR, statsautoriseret revisionsaktieselskab",1.0,2044112.0,,,,,2015-07-01,2016-06-30,,,,,KÃ¸benhavn,2017-06-30,2016-07-01,false,false,true,false,true,2017-10-25,Kgs. Lyngby,,,70201811.0,ErklÃ¦ring om udvidet gennemgang,,urn:ofk:oid:24632753,indberetninger-20180424,2.5124211,32305083.0,,2018-03-27T14:02:16.304Z,2017-10-26T13:02:46.998Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-50-FM,2017-10-26T13:02:47.142Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Risto Virkkala,,,,,,,,,,,,,,,,,,,,,,,,
32305083,2016-07-01,2017-06-30,c105,,http://regnskaber.virk.dk/38050323/ZG9rdW1lbnRsYWdlcjovLzAzLzc3Lzc2LzgzL2E0L2M2MzAtNDk5NC04NjNjLWI2NzRmMTQwMmMwZQ.pdf,http://regnskaber.virk.dk/38050323/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzI0LzdmLzA2LzVlNGItNDVkOC04MzcwLTZhYzkwZmFmNjJiYg.xml,Danmark,DK,Kgs. Lyngby,2800.0,31.0,Engelsborgvej,Danmark,DK,KÃ¸benhavn K,1150.0,"26 C, 3.",KÃ¸bmagergade,2800 Kgs. Lyngby,Engelsborgvej 31,,-210000.0,,Regnskabsklasse B,,2017-10-25,2011-10-26,2017-10-25,,ecomentor@ecomentor.dk,,,,,26063221.0,32305083.0,26063221.0,Ãrsrapport,Risto Virkkala,Eficode MBC ApS,"ECOMENTOR, statsautoriseret revisionsaktieselskab",1.0,2044112.0,,,,,2015-07-01,2016-06-30,,,,,KÃ¸benhavn,2017-06-30,2016-07-01,false,false,true,false,true,2017-10-25,Kgs. Lyngby,,,70201811.0,ErklÃ¦ring om udvidet gennemgang,,urn:ofk:oid:24632753,indberetninger-20180424,2.5124211,32305083.0,,2018-03-27T14:02:16.304Z,2017-10-26T13:02:46.998Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-50-FM,2017-10-26T13:02:47.142Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Wei Yin,,,,,,,,,,,,,,,,,,,,,,,,
