entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorPostcodeAndTown,AddressOfFinancialInstitutionPostcodeAndTown,AddressOfFinancialInstitutionStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfClassOfIssuedShares,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,InvestmentsGross,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,ProfitLossRelatedToInvestments,GrossResult,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,PaidContributedCapital,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,NameAndSurnameOfAuditor,NameOfAuditFirm
29522294,2011-01-01,2011-01-01,c347,http://regnskaber.virk.dk/49222592/Y3ZyLmRrOi8vcGRmcy8yOTUyMjI5NDtBcFMzNzI0MDM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/49222592/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDYxNF8wODQ3MDVfMTQw.xml,-128261.0,Danmark,7500  Holstebro,7500 Holstebro,Den RÃ¸de Plads 2,7500  Holstebro,c/o Peter NÃ¸rfjand,7500  Holstebro,Regnskabsklasse B,2013-05-31,2013-05-31,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1 anparter Ã  nominelt DKK 125.000. Ingen anparter er tillagt sÃ¦rlige rettigheder.,29522294.0,33771231.0,Ãrsrapport,797525.0,Peter Drost NÃ¸rfjand,Peter Drost NÃ¸rfjand,RingkjÃ¸bing Landbobank,PN Holding Holstebro ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Holstebro,Holstebro,"Eli Vium A/S, TÃ¸mrerfirma",Holstebro,2012-12-31,2012-01-01,100.0,2013-05-31,Holstebro,urn:ofk:oid:17565155,indberetninger-20180424,2.5118417999999996,29522294.0,,2018-04-02T03:40:30.326Z,2013-06-14T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-88.524,2013-06-14T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29522294,2011-01-01,2011-12-31,c259,http://regnskaber.virk.dk/49222592/Y3ZyLmRrOi8vcGRmcy8yOTUyMjI5NDtBcFMzNzI0MDM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/49222592/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDYxNF8wODQ3MDVfMTQw.xml,,Danmark,7500  Holstebro,7500 Holstebro,Den RÃ¸de Plads 2,7500  Holstebro,c/o Peter NÃ¸rfjand,7500  Holstebro,Regnskabsklasse B,2013-05-31,2013-05-31,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1 anparter Ã  nominelt DKK 125.000. Ingen anparter er tillagt sÃ¦rlige rettigheder.,29522294.0,33771231.0,Ãrsrapport,,Peter Drost NÃ¸rfjand,Peter Drost NÃ¸rfjand,RingkjÃ¸bing Landbobank,PN Holding Holstebro ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Holstebro,Holstebro,"Eli Vium A/S, TÃ¸mrerfirma",Holstebro,2012-12-31,2012-01-01,100.0,2013-05-31,Holstebro,urn:ofk:oid:17565155,indberetninger-20180424,2.5118417999999996,29522294.0,,2018-04-02T03:40:30.326Z,2013-06-14T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-88.524,2013-06-14T22:00:00.000Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29522294,2011-01-01,2011-12-31,c279,http://regnskaber.virk.dk/49222592/Y3ZyLmRrOi8vcGRmcy8yOTUyMjI5NDtBcFMzNzI0MDM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/49222592/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDYxNF8wODQ3MDVfMTQw.xml,,Danmark,7500  Holstebro,7500 Holstebro,Den RÃ¸de Plads 2,7500  Holstebro,c/o Peter NÃ¸rfjand,7500  Holstebro,Regnskabsklasse B,2013-05-31,2013-05-31,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1 anparter Ã  nominelt DKK 125.000. Ingen anparter er tillagt sÃ¦rlige rettigheder.,29522294.0,33771231.0,Ãrsrapport,,Peter Drost NÃ¸rfjand,Peter Drost NÃ¸rfjand,RingkjÃ¸bing Landbobank,PN Holding Holstebro ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Holstebro,Holstebro,"Eli Vium A/S, TÃ¸mrerfirma",Holstebro,2012-12-31,2012-01-01,100.0,2013-05-31,Holstebro,urn:ofk:oid:17565155,indberetninger-20180424,2.5118417999999996,29522294.0,,2018-04-02T03:40:30.326Z,2013-06-14T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-88.524,2013-06-14T22:00:00.000Z,-507849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29522294,2011-01-01,2011-12-31,c349,http://regnskaber.virk.dk/49222592/Y3ZyLmRrOi8vcGRmcy8yOTUyMjI5NDtBcFMzNzI0MDM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/49222592/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDYxNF8wODQ3MDVfMTQw.xml,,Danmark,7500  Holstebro,7500 Holstebro,Den RÃ¸de Plads 2,7500  Holstebro,c/o Peter NÃ¸rfjand,7500  Holstebro,Regnskabsklasse B,2013-05-31,2013-05-31,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1 anparter Ã  nominelt DKK 125.000. Ingen anparter er tillagt sÃ¦rlige rettigheder.,29522294.0,33771231.0,Ãrsrapport,,Peter Drost NÃ¸rfjand,Peter Drost NÃ¸rfjand,RingkjÃ¸bing Landbobank,PN Holding Holstebro ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Holstebro,Holstebro,"Eli Vium A/S, TÃ¸mrerfirma",Holstebro,2012-12-31,2012-01-01,100.0,2013-05-31,Holstebro,urn:ofk:oid:17565155,indberetninger-20180424,2.5118417999999996,29522294.0,,2018-04-02T03:40:30.326Z,2013-06-14T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-88.524,2013-06-14T22:00:00.000Z,,-499278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29522294,2011-01-01,2011-12-31,c68,http://regnskaber.virk.dk/49222592/Y3ZyLmRrOi8vcGRmcy8yOTUyMjI5NDtBcFMzNzI0MDM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/49222592/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDYxNF8wODQ3MDVfMTQw.xml,,Danmark,7500  Holstebro,7500 Holstebro,Den RÃ¸de Plads 2,7500  Holstebro,c/o Peter NÃ¸rfjand,7500  Holstebro,Regnskabsklasse B,2013-05-31,2013-05-31,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1 anparter Ã  nominelt DKK 125.000. Ingen anparter er tillagt sÃ¦rlige rettigheder.,29522294.0,33771231.0,Ãrsrapport,,Peter Drost NÃ¸rfjand,Peter Drost NÃ¸rfjand,RingkjÃ¸bing Landbobank,PN Holding Holstebro ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Holstebro,Holstebro,"Eli Vium A/S, TÃ¸mrerfirma",Holstebro,2012-12-31,2012-01-01,100.0,2013-05-31,Holstebro,urn:ofk:oid:17565155,indberetninger-20180424,2.5118417999999996,29522294.0,,2018-04-02T03:40:30.326Z,2013-06-14T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-88.524,2013-06-14T22:00:00.000Z,-507849.0,,-3967.0,-499278.0,5000.0,3967.0,5000.0,396.0,396.0,0.0,,,,,,,,,,,,,,,,,,,,,
29522294,2011-12-31,2011-12-31,c351,http://regnskaber.virk.dk/49222592/Y3ZyLmRrOi8vcGRmcy8yOTUyMjI5NDtBcFMzNzI0MDM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/49222592/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDYxNF8wODQ3MDVfMTQw.xml,-627539.0,Danmark,7500  Holstebro,7500 Holstebro,Den RÃ¸de Plads 2,7500  Holstebro,c/o Peter NÃ¸rfjand,7500  Holstebro,Regnskabsklasse B,2013-05-31,2013-05-31,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1 anparter Ã  nominelt DKK 125.000. Ingen anparter er tillagt sÃ¦rlige rettigheder.,29522294.0,33771231.0,Ãrsrapport,797525.0,Peter Drost NÃ¸rfjand,Peter Drost NÃ¸rfjand,RingkjÃ¸bing Landbobank,PN Holding Holstebro ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Holstebro,Holstebro,"Eli Vium A/S, TÃ¸mrerfirma",Holstebro,2012-12-31,2012-01-01,100.0,2013-05-31,Holstebro,urn:ofk:oid:17565155,indberetninger-20180424,2.5118417999999996,29522294.0,,2018-04-02T03:40:30.326Z,2013-06-14T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-88.524,2013-06-14T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29522294,2011-12-31,2011-12-31,c69,http://regnskaber.virk.dk/49222592/Y3ZyLmRrOi8vcGRmcy8yOTUyMjI5NDtBcFMzNzI0MDM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/49222592/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDYxNF8wODQ3MDVfMTQw.xml,,Danmark,7500  Holstebro,7500 Holstebro,Den RÃ¸de Plads 2,7500  Holstebro,c/o Peter NÃ¸rfjand,7500  Holstebro,Regnskabsklasse B,2013-05-31,2013-05-31,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1 anparter Ã  nominelt DKK 125.000. Ingen anparter er tillagt sÃ¦rlige rettigheder.,29522294.0,33771231.0,Ãrsrapport,,Peter Drost NÃ¸rfjand,Peter Drost NÃ¸rfjand,RingkjÃ¸bing Landbobank,PN Holding Holstebro ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Holstebro,Holstebro,"Eli Vium A/S, TÃ¸mrerfirma",Holstebro,2012-12-31,2012-01-01,100.0,2013-05-31,Holstebro,urn:ofk:oid:17565155,indberetninger-20180424,2.5118417999999996,29522294.0,,2018-04-02T03:40:30.326Z,2013-06-14T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-88.524,2013-06-14T22:00:00.000Z,,,,,,,,,,,223986.0,0.0,125000.0,54000.0,42878.0,223986.0,181108.0,169986.0,169986.0,169986.0,6500.0,125000.0,0.0,0.0,-82122.0,181108.0,174608.0,54000.0,54000.0,,
29522294,2012-01-01,2012-01-01,c0,http://regnskaber.virk.dk/49222592/Y3ZyLmRrOi8vcGRmcy8yOTUyMjI5NDtBcFMzNzI0MDM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/49222592/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDYxNF8wODQ3MDVfMTQw.xml,,Danmark,7500  Holstebro,7500 Holstebro,Den RÃ¸de Plads 2,7500  Holstebro,c/o Peter NÃ¸rfjand,7500  Holstebro,Regnskabsklasse B,2013-05-31,2013-05-31,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1 anparter Ã  nominelt DKK 125.000. Ingen anparter er tillagt sÃ¦rlige rettigheder.,29522294.0,33771231.0,Ãrsrapport,,Peter Drost NÃ¸rfjand,Peter Drost NÃ¸rfjand,RingkjÃ¸bing Landbobank,PN Holding Holstebro ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Holstebro,Holstebro,"Eli Vium A/S, TÃ¸mrerfirma",Holstebro,2012-12-31,2012-01-01,100.0,2013-05-31,Holstebro,urn:ofk:oid:17565155,indberetninger-20180424,2.5118417999999996,29522294.0,,2018-04-02T03:40:30.326Z,2013-06-14T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-88.524,2013-06-14T22:00:00.000Z,,,,,,,,,,,,,,,125000.0,,,,,,,,,,,,,,,,
29522294,2012-01-01,2012-01-01,c20,http://regnskaber.virk.dk/49222592/Y3ZyLmRrOi8vcGRmcy8yOTUyMjI5NDtBcFMzNzI0MDM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/49222592/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDYxNF8wODQ3MDVfMTQw.xml,,Danmark,7500  Holstebro,7500 Holstebro,Den RÃ¸de Plads 2,7500  Holstebro,c/o Peter NÃ¸rfjand,7500  Holstebro,Regnskabsklasse B,2013-05-31,2013-05-31,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1 anparter Ã  nominelt DKK 125.000. Ingen anparter er tillagt sÃ¦rlige rettigheder.,29522294.0,33771231.0,Ãrsrapport,,Peter Drost NÃ¸rfjand,Peter Drost NÃ¸rfjand,RingkjÃ¸bing Landbobank,PN Holding Holstebro ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Holstebro,Holstebro,"Eli Vium A/S, TÃ¸mrerfirma",Holstebro,2012-12-31,2012-01-01,100.0,2013-05-31,Holstebro,urn:ofk:oid:17565155,indberetninger-20180424,2.5118417999999996,29522294.0,,2018-04-02T03:40:30.326Z,2013-06-14T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-88.524,2013-06-14T22:00:00.000Z,,,,,,,,,,,,,,,-82122.0,,,,,,,,,,,,,,,,
29522294,2012-01-01,2012-01-01,c346,http://regnskaber.virk.dk/49222592/Y3ZyLmRrOi8vcGRmcy8yOTUyMjI5NDtBcFMzNzI0MDM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/49222592/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMDYxNF8wODQ3MDVfMTQw.xml,-627539.0,Danmark,7500  Holstebro,7500 Holstebro,Den RÃ¸de Plads 2,7500  Holstebro,c/o Peter NÃ¸rfjand,7500  Holstebro,Regnskabsklasse B,2013-05-31,2013-05-31,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 1 anparter Ã  nominelt DKK 125.000. Ingen anparter er tillagt sÃ¦rlige rettigheder.,29522294.0,33771231.0,Ãrsrapport,797525.0,Peter Drost NÃ¸rfjand,Peter Drost NÃ¸rfjand,RingkjÃ¸bing Landbobank,PN Holding Holstebro ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Holstebro,Holstebro,"Eli Vium A/S, TÃ¸mrerfirma",Holstebro,2012-12-31,2012-01-01,100.0,2013-05-31,Holstebro,urn:ofk:oid:17565155,indberetninger-20180424,2.5118417999999996,29522294.0,,2018-04-02T03:40:30.326Z,2013-06-14T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-88.524,2013-06-14T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
