entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendIncomeRelatedToInvestments,DividendPaid,EmailOfReportingEntity,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,DistributedDividendsFromGroupEnterprises
32268722,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzY1L2U3L2UxL2M3MGMtNGRhNi1hYTkzLTVhMjMxZjNlNzI2OQ.pdf,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzkzLzg3LzJiL2Q5YjgtNDJkNy1hODFlLWE4NGI2ODgyNmVmMA.xml,true,Frederikshavn,9900.0,89.0,Rimmens Alle,Frederikshavn,9900.0,Jernbanegade 4-8,9970 Strandby,Strandvej 122,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejeren i HMA Strandby Holding ApS,763.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",-1420.0,2019-03-01,2009-06-19,2019-03-06,Statsautoriseret revisor,-500000.0,-250000.0,henrik@hansostergaard.dk,4824.0,20222670.0,32268722.0,20222670.0,mne16551,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for HMA Strandby Holding ApS.,581198.0,Ãrsrapport,1629.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Henrik Munk Andersen,Henrik Munk Andersen,Nordjyske Bank,HMA Strandby Holding ApS,BDO Statsautoriseret revisionsaktieselskab,1629.0,0.0,0.0,Frederikshavn,2017-01-01,2017-12-31,575402.0,574745.0,576374.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2018-12-31,2018-01-01,937225.0,true,2019-03-01,Frederikshavn,-657.0,urn:ofk:oid:26817403,indberetninger-20180424,2.5124211,32268722.0,AWl2Bt5SRYGX6_YTF0iL,2019-03-13T07:50:13.210Z,2019-03-13T07:49:14.513Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-83-NR,2019-03-13T07:49:14.988Z,,,,,,,,,,,,,,,,,,,,,
32268722,2017-01-01,2017-12-31,c177,,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzY1L2U3L2UxL2M3MGMtNGRhNi1hYTkzLTVhMjMxZjNlNzI2OQ.pdf,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzkzLzg3LzJiL2Q5YjgtNDJkNy1hODFlLWE4NGI2ODgyNmVmMA.xml,true,Frederikshavn,9900.0,89.0,Rimmens Alle,Frederikshavn,9900.0,Jernbanegade 4-8,9970 Strandby,Strandvej 122,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejeren i HMA Strandby Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-01,2009-06-19,2019-03-06,Statsautoriseret revisor,-500000.0,-250000.0,henrik@hansostergaard.dk,,20222670.0,32268722.0,20222670.0,mne16551,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for HMA Strandby Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Henrik Munk Andersen,Henrik Munk Andersen,Nordjyske Bank,HMA Strandby Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,2017-01-01,2017-12-31,250000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2018-12-31,2018-01-01,937225.0,true,2019-03-01,Frederikshavn,,urn:ofk:oid:26817403,indberetninger-20180424,2.5124211,32268722.0,AWl2Bt5SRYGX6_YTF0iL,2019-03-13T07:50:13.210Z,2019-03-13T07:49:14.513Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-83-NR,2019-03-13T07:49:14.988Z,,,,,,,,,,,,,,,,,,,,,
32268722,2017-01-01,2017-12-31,c185,,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzY1L2U3L2UxL2M3MGMtNGRhNi1hYTkzLTVhMjMxZjNlNzI2OQ.pdf,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzkzLzg3LzJiL2Q5YjgtNDJkNy1hODFlLWE4NGI2ODgyNmVmMA.xml,true,Frederikshavn,9900.0,89.0,Rimmens Alle,Frederikshavn,9900.0,Jernbanegade 4-8,9970 Strandby,Strandvej 122,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejeren i HMA Strandby Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-01,2009-06-19,2019-03-06,Statsautoriseret revisor,-500000.0,-250000.0,henrik@hansostergaard.dk,,20222670.0,32268722.0,20222670.0,mne16551,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for HMA Strandby Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Henrik Munk Andersen,Henrik Munk Andersen,Nordjyske Bank,HMA Strandby Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,2017-01-01,2017-12-31,581198.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2018-12-31,2018-01-01,937225.0,true,2019-03-01,Frederikshavn,,urn:ofk:oid:26817403,indberetninger-20180424,2.5124211,32268722.0,AWl2Bt5SRYGX6_YTF0iL,2019-03-13T07:50:13.210Z,2019-03-13T07:49:14.513Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-83-NR,2019-03-13T07:49:14.988Z,,,,,,,,,,,,,,,,,,,,,
32268722,2017-01-01,2017-12-31,c195,,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzY1L2U3L2UxL2M3MGMtNGRhNi1hYTkzLTVhMjMxZjNlNzI2OQ.pdf,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzkzLzg3LzJiL2Q5YjgtNDJkNy1hODFlLWE4NGI2ODgyNmVmMA.xml,true,Frederikshavn,9900.0,89.0,Rimmens Alle,Frederikshavn,9900.0,Jernbanegade 4-8,9970 Strandby,Strandvej 122,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejeren i HMA Strandby Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-01,2009-06-19,2019-03-06,Statsautoriseret revisor,-500000.0,-250000.0,henrik@hansostergaard.dk,,20222670.0,32268722.0,20222670.0,mne16551,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for HMA Strandby Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Henrik Munk Andersen,Henrik Munk Andersen,Nordjyske Bank,HMA Strandby Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,2017-01-01,2017-12-31,-255796.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2018-12-31,2018-01-01,937225.0,true,2019-03-01,Frederikshavn,,urn:ofk:oid:26817403,indberetninger-20180424,2.5124211,32268722.0,AWl2Bt5SRYGX6_YTF0iL,2019-03-13T07:50:13.210Z,2019-03-13T07:49:14.513Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-83-NR,2019-03-13T07:49:14.988Z,,,,,,,,,,,,,,,,,,,,,
32268722,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzY1L2U3L2UxL2M3MGMtNGRhNi1hYTkzLTVhMjMxZjNlNzI2OQ.pdf,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzkzLzg3LzJiL2Q5YjgtNDJkNy1hODFlLWE4NGI2ODgyNmVmMA.xml,true,Frederikshavn,9900.0,89.0,Rimmens Alle,Frederikshavn,9900.0,Jernbanegade 4-8,9970 Strandby,Strandvej 122,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejeren i HMA Strandby Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-01,2009-06-19,2019-03-06,Statsautoriseret revisor,-500000.0,-250000.0,henrik@hansostergaard.dk,,20222670.0,32268722.0,20222670.0,mne16551,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for HMA Strandby Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Henrik Munk Andersen,Henrik Munk Andersen,Nordjyske Bank,HMA Strandby Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2018-12-31,2018-01-01,937225.0,true,2019-03-01,Frederikshavn,,urn:ofk:oid:26817403,indberetninger-20180424,2.5124211,32268722.0,AWl2Bt5SRYGX6_YTF0iL,2019-03-13T07:50:13.210Z,2019-03-13T07:49:14.513Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-83-NR,2019-03-13T07:49:14.988Z,4089319.0,400138.0,250000.0,95420.0,4080819.0,4089319.0,8500.0,3219339.0,3219339.0,3219339.0,250000.0,2969339.0,611480.0,8500.0,469842.0,374422.0,,,,,
32268722,2018-01-01,2018-01-01,c226,,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzY1L2U3L2UxL2M3MGMtNGRhNi1hYTkzLTVhMjMxZjNlNzI2OQ.pdf,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzkzLzg3LzJiL2Q5YjgtNDJkNy1hODFlLWE4NGI2ODgyNmVmMA.xml,true,Frederikshavn,9900.0,89.0,Rimmens Alle,Frederikshavn,9900.0,Jernbanegade 4-8,9970 Strandby,Strandvej 122,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejeren i HMA Strandby Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-01,2009-06-19,2019-03-06,Statsautoriseret revisor,-500000.0,-250000.0,henrik@hansostergaard.dk,,20222670.0,32268722.0,20222670.0,mne16551,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for HMA Strandby Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Henrik Munk Andersen,Henrik Munk Andersen,Nordjyske Bank,HMA Strandby Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2018-12-31,2018-01-01,937225.0,true,2019-03-01,Frederikshavn,,urn:ofk:oid:26817403,indberetninger-20180424,2.5124211,32268722.0,AWl2Bt5SRYGX6_YTF0iL,2019-03-13T07:50:13.210Z,2019-03-13T07:49:14.513Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-83-NR,2019-03-13T07:49:14.988Z,,,,,250000.0,,,,,,,,,,,,,,,,
32268722,2018-01-01,2018-01-01,c235,,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzY1L2U3L2UxL2M3MGMtNGRhNi1hYTkzLTVhMjMxZjNlNzI2OQ.pdf,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzkzLzg3LzJiL2Q5YjgtNDJkNy1hODFlLWE4NGI2ODgyNmVmMA.xml,true,Frederikshavn,9900.0,89.0,Rimmens Alle,Frederikshavn,9900.0,Jernbanegade 4-8,9970 Strandby,Strandvej 122,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejeren i HMA Strandby Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-01,2009-06-19,2019-03-06,Statsautoriseret revisor,-500000.0,-250000.0,henrik@hansostergaard.dk,,20222670.0,32268722.0,20222670.0,mne16551,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for HMA Strandby Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Henrik Munk Andersen,Henrik Munk Andersen,Nordjyske Bank,HMA Strandby Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2018-12-31,2018-01-01,937225.0,true,2019-03-01,Frederikshavn,,urn:ofk:oid:26817403,indberetninger-20180424,2.5124211,32268722.0,AWl2Bt5SRYGX6_YTF0iL,2019-03-13T07:50:13.210Z,2019-03-13T07:49:14.513Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-83-NR,2019-03-13T07:49:14.988Z,,,,,2969339.0,,,,,,,,,,,,,,,,
32268722,2018-01-01,2018-01-01,c253,,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzY1L2U3L2UxL2M3MGMtNGRhNi1hYTkzLTVhMjMxZjNlNzI2OQ.pdf,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzkzLzg3LzJiL2Q5YjgtNDJkNy1hODFlLWE4NGI2ODgyNmVmMA.xml,true,Frederikshavn,9900.0,89.0,Rimmens Alle,Frederikshavn,9900.0,Jernbanegade 4-8,9970 Strandby,Strandvej 122,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejeren i HMA Strandby Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-01,2009-06-19,2019-03-06,Statsautoriseret revisor,-500000.0,-250000.0,henrik@hansostergaard.dk,,20222670.0,32268722.0,20222670.0,mne16551,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for HMA Strandby Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Henrik Munk Andersen,Henrik Munk Andersen,Nordjyske Bank,HMA Strandby Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2018-12-31,2018-01-01,937225.0,true,2019-03-01,Frederikshavn,,urn:ofk:oid:26817403,indberetninger-20180424,2.5124211,32268722.0,AWl2Bt5SRYGX6_YTF0iL,2019-03-13T07:50:13.210Z,2019-03-13T07:49:14.513Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-83-NR,2019-03-13T07:49:14.988Z,,,,,611479.0,,,,,,,,,,,,,,,,
32268722,2018-01-01,2018-01-01,c257,,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzY1L2U3L2UxL2M3MGMtNGRhNi1hYTkzLTVhMjMxZjNlNzI2OQ.pdf,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzkzLzg3LzJiL2Q5YjgtNDJkNy1hODFlLWE4NGI2ODgyNmVmMA.xml,true,Frederikshavn,9900.0,89.0,Rimmens Alle,Frederikshavn,9900.0,Jernbanegade 4-8,9970 Strandby,Strandvej 122,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejeren i HMA Strandby Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-01,2009-06-19,2019-03-06,Statsautoriseret revisor,-500000.0,-250000.0,henrik@hansostergaard.dk,,20222670.0,32268722.0,20222670.0,mne16551,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for HMA Strandby Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Henrik Munk Andersen,Henrik Munk Andersen,Nordjyske Bank,HMA Strandby Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2018-12-31,2018-01-01,937225.0,true,2019-03-01,Frederikshavn,,urn:ofk:oid:26817403,indberetninger-20180424,2.5124211,32268722.0,AWl2Bt5SRYGX6_YTF0iL,2019-03-13T07:50:13.210Z,2019-03-13T07:49:14.513Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-83-NR,2019-03-13T07:49:14.988Z,,,,,250000.0,,,,,,,,,,,,,,,,
32268722,2018-01-01,2018-01-01,c564,,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzY1L2U3L2UxL2M3MGMtNGRhNi1hYTkzLTVhMjMxZjNlNzI2OQ.pdf,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzkzLzg3LzJiL2Q5YjgtNDJkNy1hODFlLWE4NGI2ODgyNmVmMA.xml,true,Frederikshavn,9900.0,89.0,Rimmens Alle,Frederikshavn,9900.0,Jernbanegade 4-8,9970 Strandby,Strandvej 122,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejeren i HMA Strandby Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-01,2009-06-19,2019-03-06,Statsautoriseret revisor,-500000.0,-250000.0,henrik@hansostergaard.dk,,20222670.0,32268722.0,20222670.0,mne16551,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for HMA Strandby Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Henrik Munk Andersen,Henrik Munk Andersen,Nordjyske Bank,HMA Strandby Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2018-12-31,2018-01-01,937225.0,true,2019-03-01,Frederikshavn,,urn:ofk:oid:26817403,indberetninger-20180424,2.5124211,32268722.0,AWl2Bt5SRYGX6_YTF0iL,2019-03-13T07:50:13.210Z,2019-03-13T07:49:14.513Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-83-NR,2019-03-13T07:49:14.988Z,,,,,,,,,,,,,,,,,2969339.0,250000.0,,,
