entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
32268722,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzBhL2ExLzg2L2E3YjUtNDMzNi05MWQzLTM3MTMzNGNmN2ZlNw.pdf,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2E1L2JlLzg0L2MzMjQtNDNjNC05Yjk2LTk1NmY4ZWMyZjQ4Nw.xml,true,Frederikshavn,9900.0,89.0,Rimmens Alle,Frederikshavn,9900.0,Jernbanegade 4-8,9970 Strandby,Strandvej 122,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejeren i HMA Strandby Holding ApS,19.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",1782.0,2018-02-05,2009-06-19,2018-02-07,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat.  Tilgodehavende skat af koncernens sambeskattede indkomst udgÃ¸r 28 tkr. pr. balancedagen.,-500000.0,8250.0,20222670.0,32268722.0,20222670.0,mne16551,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HMA Strandby Holding ApS.,949342.0,Ãrsrapport,0.0,16417.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Henrik Munk Andersen,Henrik Munk Andersen,Nordjyske Bank,HMA Strandby Holding ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,16417.0,Frederikshavn,2016-01-01,2016-12-31,955708.0,957509.0,941092.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-12-31,2017-01-01,581198.0,true,2018-02-05,Frederikshavn,1801.0,urn:ofk:oid:25040615,indberetninger-20180424,2.511685,32268722.0,,2018-04-03T19:37:44.575Z,2018-02-09T07:32:43.928Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-28-AG,2018-02-09T07:32:44.078Z,,,,,,,,,,,,,,,,,,,,,,,
32268722,2016-01-01,2016-12-31,c177,,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzBhL2ExLzg2L2E3YjUtNDMzNi05MWQzLTM3MTMzNGNmN2ZlNw.pdf,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2E1L2JlLzg0L2MzMjQtNDNjNC05Yjk2LTk1NmY4ZWMyZjQ4Nw.xml,true,Frederikshavn,9900.0,89.0,Rimmens Alle,Frederikshavn,9900.0,Jernbanegade 4-8,9970 Strandby,Strandvej 122,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejeren i HMA Strandby Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-05,2009-06-19,2018-02-07,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat.  Tilgodehavende skat af koncernens sambeskattede indkomst udgÃ¸r 28 tkr. pr. balancedagen.,-500000.0,,20222670.0,32268722.0,20222670.0,mne16551,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HMA Strandby Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Henrik Munk Andersen,Henrik Munk Andersen,Nordjyske Bank,HMA Strandby Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederikshavn,2016-01-01,2016-12-31,500000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-12-31,2017-01-01,581198.0,true,2018-02-05,Frederikshavn,,urn:ofk:oid:25040615,indberetninger-20180424,2.511685,32268722.0,,2018-04-03T19:37:44.575Z,2018-02-09T07:32:43.928Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-28-AG,2018-02-09T07:32:44.078Z,,,,,,,,,,,,,,,,,,,,,,,
32268722,2016-01-01,2016-12-31,c185,,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzBhL2ExLzg2L2E3YjUtNDMzNi05MWQzLTM3MTMzNGNmN2ZlNw.pdf,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2E1L2JlLzg0L2MzMjQtNDNjNC05Yjk2LTk1NmY4ZWMyZjQ4Nw.xml,true,Frederikshavn,9900.0,89.0,Rimmens Alle,Frederikshavn,9900.0,Jernbanegade 4-8,9970 Strandby,Strandvej 122,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejeren i HMA Strandby Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-05,2009-06-19,2018-02-07,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat.  Tilgodehavende skat af koncernens sambeskattede indkomst udgÃ¸r 28 tkr. pr. balancedagen.,-500000.0,,20222670.0,32268722.0,20222670.0,mne16551,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HMA Strandby Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Henrik Munk Andersen,Henrik Munk Andersen,Nordjyske Bank,HMA Strandby Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederikshavn,2016-01-01,2016-12-31,949342.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-12-31,2017-01-01,581198.0,true,2018-02-05,Frederikshavn,,urn:ofk:oid:25040615,indberetninger-20180424,2.511685,32268722.0,,2018-04-03T19:37:44.575Z,2018-02-09T07:32:43.928Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-28-AG,2018-02-09T07:32:44.078Z,,,,,,,,,,,,,,,,,,,,,,,
32268722,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzBhL2ExLzg2L2E3YjUtNDMzNi05MWQzLTM3MTMzNGNmN2ZlNw.pdf,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2E1L2JlLzg0L2MzMjQtNDNjNC05Yjk2LTk1NmY4ZWMyZjQ4Nw.xml,true,Frederikshavn,9900.0,89.0,Rimmens Alle,Frederikshavn,9900.0,Jernbanegade 4-8,9970 Strandby,Strandvej 122,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejeren i HMA Strandby Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-05,2009-06-19,2018-02-07,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat.  Tilgodehavende skat af koncernens sambeskattede indkomst udgÃ¸r 28 tkr. pr. balancedagen.,-500000.0,,20222670.0,32268722.0,20222670.0,mne16551,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HMA Strandby Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Henrik Munk Andersen,Henrik Munk Andersen,Nordjyske Bank,HMA Strandby Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederikshavn,2016-01-01,2016-12-31,-493634.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-12-31,2017-01-01,581198.0,true,2018-02-05,Frederikshavn,,urn:ofk:oid:25040615,indberetninger-20180424,2.511685,32268722.0,,2018-04-03T19:37:44.575Z,2018-02-09T07:32:43.928Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-28-AG,2018-02-09T07:32:44.078Z,,,,,,,,,,,,,,,,,,,,,,,
32268722,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzBhL2ExLzg2L2E3YjUtNDMzNi05MWQzLTM3MTMzNGNmN2ZlNw.pdf,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2E1L2JlLzg0L2MzMjQtNDNjNC05Yjk2LTk1NmY4ZWMyZjQ4Nw.xml,true,Frederikshavn,9900.0,89.0,Rimmens Alle,Frederikshavn,9900.0,Jernbanegade 4-8,9970 Strandby,Strandvej 122,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejeren i HMA Strandby Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-05,2009-06-19,2018-02-07,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat.  Tilgodehavende skat af koncernens sambeskattede indkomst udgÃ¸r 28 tkr. pr. balancedagen.,-500000.0,,20222670.0,32268722.0,20222670.0,mne16551,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HMA Strandby Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Henrik Munk Andersen,Henrik Munk Andersen,Nordjyske Bank,HMA Strandby Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederikshavn,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-12-31,2017-01-01,581198.0,true,2018-02-05,Frederikshavn,,urn:ofk:oid:25040615,indberetninger-20180424,2.511685,32268722.0,,2018-04-03T19:37:44.575Z,2018-02-09T07:32:43.928Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-28-AG,2018-02-09T07:32:44.078Z,4203685.0,400888.0,250000.0,244486.0,4005417.0,4203685.0,198268.0,3138141.0,3138141.0,3138141.0,10000.0,500000.0,2888141.0,367276.0,198268.0,0.0,664656.0,420170.0,188268.0,,,,
32268722,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzBhL2ExLzg2L2E3YjUtNDMzNi05MWQzLTM3MTMzNGNmN2ZlNw.pdf,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2E1L2JlLzg0L2MzMjQtNDNjNC05Yjk2LTk1NmY4ZWMyZjQ4Nw.xml,true,Frederikshavn,9900.0,89.0,Rimmens Alle,Frederikshavn,9900.0,Jernbanegade 4-8,9970 Strandby,Strandvej 122,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejeren i HMA Strandby Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-05,2009-06-19,2018-02-07,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat.  Tilgodehavende skat af koncernens sambeskattede indkomst udgÃ¸r 28 tkr. pr. balancedagen.,-500000.0,,20222670.0,32268722.0,20222670.0,mne16551,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HMA Strandby Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Henrik Munk Andersen,Henrik Munk Andersen,Nordjyske Bank,HMA Strandby Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederikshavn,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-12-31,2017-01-01,581198.0,true,2018-02-05,Frederikshavn,,urn:ofk:oid:25040615,indberetninger-20180424,2.511685,32268722.0,,2018-04-03T19:37:44.575Z,2018-02-09T07:32:43.928Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-28-AG,2018-02-09T07:32:44.078Z,,,,,250000.0,,,,,,,,,,,,,,,,,,
32268722,2017-01-01,2017-01-01,c235,,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzBhL2ExLzg2L2E3YjUtNDMzNi05MWQzLTM3MTMzNGNmN2ZlNw.pdf,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2E1L2JlLzg0L2MzMjQtNDNjNC05Yjk2LTk1NmY4ZWMyZjQ4Nw.xml,true,Frederikshavn,9900.0,89.0,Rimmens Alle,Frederikshavn,9900.0,Jernbanegade 4-8,9970 Strandby,Strandvej 122,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejeren i HMA Strandby Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-05,2009-06-19,2018-02-07,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat.  Tilgodehavende skat af koncernens sambeskattede indkomst udgÃ¸r 28 tkr. pr. balancedagen.,-500000.0,,20222670.0,32268722.0,20222670.0,mne16551,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HMA Strandby Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Henrik Munk Andersen,Henrik Munk Andersen,Nordjyske Bank,HMA Strandby Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederikshavn,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-12-31,2017-01-01,581198.0,true,2018-02-05,Frederikshavn,,urn:ofk:oid:25040615,indberetninger-20180424,2.511685,32268722.0,,2018-04-03T19:37:44.575Z,2018-02-09T07:32:43.928Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-28-AG,2018-02-09T07:32:44.078Z,,,,,2888141.0,,,,,,,,,,,,,,,,,,
32268722,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzBhL2ExLzg2L2E3YjUtNDMzNi05MWQzLTM3MTMzNGNmN2ZlNw.pdf,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2E1L2JlLzg0L2MzMjQtNDNjNC05Yjk2LTk1NmY4ZWMyZjQ4Nw.xml,true,Frederikshavn,9900.0,89.0,Rimmens Alle,Frederikshavn,9900.0,Jernbanegade 4-8,9970 Strandby,Strandvej 122,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejeren i HMA Strandby Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-05,2009-06-19,2018-02-07,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat.  Tilgodehavende skat af koncernens sambeskattede indkomst udgÃ¸r 28 tkr. pr. balancedagen.,-500000.0,,20222670.0,32268722.0,20222670.0,mne16551,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HMA Strandby Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Henrik Munk Andersen,Henrik Munk Andersen,Nordjyske Bank,HMA Strandby Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederikshavn,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-12-31,2017-01-01,581198.0,true,2018-02-05,Frederikshavn,,urn:ofk:oid:25040615,indberetninger-20180424,2.511685,32268722.0,,2018-04-03T19:37:44.575Z,2018-02-09T07:32:43.928Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-28-AG,2018-02-09T07:32:44.078Z,,,,,367276.0,,,,,,,,,,,,,,,,,,
32268722,2017-01-01,2017-01-01,c257,,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzBhL2ExLzg2L2E3YjUtNDMzNi05MWQzLTM3MTMzNGNmN2ZlNw.pdf,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2E1L2JlLzg0L2MzMjQtNDNjNC05Yjk2LTk1NmY4ZWMyZjQ4Nw.xml,true,Frederikshavn,9900.0,89.0,Rimmens Alle,Frederikshavn,9900.0,Jernbanegade 4-8,9970 Strandby,Strandvej 122,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejeren i HMA Strandby Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-05,2009-06-19,2018-02-07,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat.  Tilgodehavende skat af koncernens sambeskattede indkomst udgÃ¸r 28 tkr. pr. balancedagen.,-500000.0,,20222670.0,32268722.0,20222670.0,mne16551,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HMA Strandby Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Henrik Munk Andersen,Henrik Munk Andersen,Nordjyske Bank,HMA Strandby Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederikshavn,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-12-31,2017-01-01,581198.0,true,2018-02-05,Frederikshavn,,urn:ofk:oid:25040615,indberetninger-20180424,2.511685,32268722.0,,2018-04-03T19:37:44.575Z,2018-02-09T07:32:43.928Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-28-AG,2018-02-09T07:32:44.078Z,,,,,500000.0,,,,,,,,,,,,,,,,,,
32268722,2017-01-01,2017-01-01,c564,,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzBhL2ExLzg2L2E3YjUtNDMzNi05MWQzLTM3MTMzNGNmN2ZlNw.pdf,http://regnskaber.virk.dk/22786223/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2E1L2JlLzg0L2MzMjQtNDNjNC05Yjk2LTk1NmY4ZWMyZjQ4Nw.xml,true,Frederikshavn,9900.0,89.0,Rimmens Alle,Frederikshavn,9900.0,Jernbanegade 4-8,9970 Strandby,Strandvej 122,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejeren i HMA Strandby Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-02-05,2009-06-19,2018-02-07,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat.  Tilgodehavende skat af koncernens sambeskattede indkomst udgÃ¸r 28 tkr. pr. balancedagen.,-500000.0,,20222670.0,32268722.0,20222670.0,mne16551,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HMA Strandby Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Henrik Munk Andersen,Henrik Munk Andersen,Nordjyske Bank,HMA Strandby Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederikshavn,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-12-31,2017-01-01,581198.0,true,2018-02-05,Frederikshavn,,urn:ofk:oid:25040615,indberetninger-20180424,2.511685,32268722.0,,2018-04-03T19:37:44.575Z,2018-02-09T07:32:43.928Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-28-AG,2018-02-09T07:32:44.078Z,,,,,,,,,,,,,,,,,,,,2888141.0,250000.0,,
