entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayablesToGroupEnterprises,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
31613329,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/92331613/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2QwLzJlLzA5LzBjMjktNDk0Ny05OGMzLWVlMDQ5ZDc3MzA4ZA.pdf,http://regnskaber.virk.dk/92331613/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2NiL2FjL2U5L2E3ODktNGFjMi04YjhkLTE2ODYzNTg5MDFlMg.xml,true,"Ãrhus C, 8000","Vesterbro Torv 10, 1",Til kapitalejerne i Tryk Bar ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-29,2019-05-29,2008-06-16,2019-05-29,39875926.0,31613329.0,mne9270,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Tryk Bar ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erling Fogh,Carsten Robin Frederik Oechsner,ReviGroup,Tryk Bar ApS,Larsen og Jakobsen ApS,Frederiksberg,2017-01-01,2017-12-31,1393.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,2019-05-29,Aarhus,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27315383,indberetninger-20180424,2.5118406,31613329.0,AWsKrlluRYGX6_YTIOGG,2019-05-30T21:38:54.888Z,2019-05-30T21:38:45.453Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-QA,2019-05-30T21:38:46.038Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31613329,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/92331613/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2QwLzJlLzA5LzBjMjktNDk0Ny05OGMzLWVlMDQ5ZDc3MzA4ZA.pdf,http://regnskaber.virk.dk/92331613/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2NiL2FjL2U5L2E3ODktNGFjMi04YjhkLTE2ODYzNTg5MDFlMg.xml,true,"Ãrhus C, 8000","Vesterbro Torv 10, 1",Til kapitalejerne i Tryk Bar ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-29,2019-05-29,2008-06-16,2019-05-29,39875926.0,31613329.0,mne9270,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Tryk Bar ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erling Fogh,Carsten Robin Frederik Oechsner,ReviGroup,Tryk Bar ApS,Larsen og Jakobsen ApS,Frederiksberg,2017-01-01,2017-12-31,50000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,2019-05-29,Aarhus,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27315383,indberetninger-20180424,2.5118406,31613329.0,AWsKrlluRYGX6_YTIOGG,2019-05-30T21:38:54.888Z,2019-05-30T21:38:45.453Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-QA,2019-05-30T21:38:46.038Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31613329,2017-01-01,2017-12-31,ID_8,,http://regnskaber.virk.dk/92331613/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2QwLzJlLzA5LzBjMjktNDk0Ny05OGMzLWVlMDQ5ZDc3MzA4ZA.pdf,http://regnskaber.virk.dk/92331613/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2NiL2FjL2U5L2E3ODktNGFjMi04YjhkLTE2ODYzNTg5MDFlMg.xml,true,"Ãrhus C, 8000","Vesterbro Torv 10, 1",Til kapitalejerne i Tryk Bar ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-29,2019-05-29,2008-06-16,2019-05-29,39875926.0,31613329.0,mne9270,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Tryk Bar ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erling Fogh,Carsten Robin Frederik Oechsner,ReviGroup,Tryk Bar ApS,Larsen og Jakobsen ApS,Frederiksberg,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,2019-05-29,Aarhus,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27315383,indberetninger-20180424,2.5118406,31613329.0,AWsKrlluRYGX6_YTIOGG,2019-05-30T21:38:54.888Z,2019-05-30T21:38:45.453Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-QA,2019-05-30T21:38:46.038Z,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31613329,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/92331613/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2QwLzJlLzA5LzBjMjktNDk0Ny05OGMzLWVlMDQ5ZDc3MzA4ZA.pdf,http://regnskaber.virk.dk/92331613/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2NiL2FjL2U5L2E3ODktNGFjMi04YjhkLTE2ODYzNTg5MDFlMg.xml,true,"Ãrhus C, 8000","Vesterbro Torv 10, 1",Til kapitalejerne i Tryk Bar ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-29,2019-05-29,2008-06-16,2019-05-29,39875926.0,31613329.0,mne9270,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Tryk Bar ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erling Fogh,Carsten Robin Frederik Oechsner,ReviGroup,Tryk Bar ApS,Larsen og Jakobsen ApS,Frederiksberg,2017-01-01,2017-12-31,51393.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,2019-05-29,Aarhus,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27315383,indberetninger-20180424,2.5118406,31613329.0,AWsKrlluRYGX6_YTIOGG,2019-05-30T21:38:54.888Z,2019-05-30T21:38:45.453Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-QA,2019-05-30T21:38:46.038Z,,117507.0,1551697.0,1735232.0,2284.0,-476.0,3139.0,66407.0,66028.0,15014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31613329,2017-12-31,2017-12-31,ID_6,,http://regnskaber.virk.dk/92331613/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2QwLzJlLzA5LzBjMjktNDk0Ny05OGMzLWVlMDQ5ZDc3MzA4ZA.pdf,http://regnskaber.virk.dk/92331613/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2NiL2FjL2U5L2E3ODktNGFjMi04YjhkLTE2ODYzNTg5MDFlMg.xml,true,"Ãrhus C, 8000","Vesterbro Torv 10, 1",Til kapitalejerne i Tryk Bar ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-29,2019-05-29,2008-06-16,2019-05-29,39875926.0,31613329.0,mne9270,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Tryk Bar ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erling Fogh,Carsten Robin Frederik Oechsner,ReviGroup,Tryk Bar ApS,Larsen og Jakobsen ApS,Frederiksberg,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,2019-05-29,Aarhus,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27315383,indberetninger-20180424,2.5118406,31613329.0,AWsKrlluRYGX6_YTIOGG,2019-05-30T21:38:54.888Z,2019-05-30T21:38:45.453Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-QA,2019-05-30T21:38:46.038Z,,,,,,,,,,,1178256.0,326875.0,125000.0,807715.0,9144.0,2265.0,160823.0,765299.0,81205.0,124054.0,128513.0,1178256.0,412957.0,160823.0,370541.0,216102.0,42238.0,209718.0,50000.0,124054.0,590299.0,412957.0,17290.0,2350.0,356786.0,303139.0,149353.0,27862.0,
31613329,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/92331613/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2QwLzJlLzA5LzBjMjktNDk0Ny05OGMzLWVlMDQ5ZDc3MzA4ZA.pdf,http://regnskaber.virk.dk/92331613/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2NiL2FjL2U5L2E3ODktNGFjMi04YjhkLTE2ODYzNTg5MDFlMg.xml,true,"Ãrhus C, 8000","Vesterbro Torv 10, 1",Til kapitalejerne i Tryk Bar ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-29,2019-05-29,2008-06-16,2019-05-29,39875926.0,31613329.0,mne9270,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Tryk Bar ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erling Fogh,Carsten Robin Frederik Oechsner,ReviGroup,Tryk Bar ApS,Larsen og Jakobsen ApS,Frederiksberg,2017-01-01,2017-12-31,2286132.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,2019-05-29,Aarhus,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27315383,indberetninger-20180424,2.5118406,31613329.0,AWsKrlluRYGX6_YTIOGG,2019-05-30T21:38:54.888Z,2019-05-30T21:38:45.453Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-QA,2019-05-30T21:38:46.038Z,,0.0,481666.0,3316756.0,19563.0,0.0,102085.0,2917612.0,2835090.0,631480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31613329,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/92331613/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2QwLzJlLzA5LzBjMjktNDk0Ny05OGMzLWVlMDQ5ZDc3MzA4ZA.pdf,http://regnskaber.virk.dk/92331613/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2NiL2FjL2U5L2E3ODktNGFjMi04YjhkLTE2ODYzNTg5MDFlMg.xml,true,"Ãrhus C, 8000","Vesterbro Torv 10, 1",Til kapitalejerne i Tryk Bar ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-29,2019-05-29,2008-06-16,2019-05-29,39875926.0,31613329.0,mne9270,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Tryk Bar ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erling Fogh,Carsten Robin Frederik Oechsner,ReviGroup,Tryk Bar ApS,Larsen og Jakobsen ApS,Frederiksberg,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,2019-05-29,Aarhus,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27315383,indberetninger-20180424,2.5118406,31613329.0,AWsKrlluRYGX6_YTIOGG,2019-05-30T21:38:54.888Z,2019-05-30T21:38:45.453Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-QA,2019-05-30T21:38:46.038Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31613329,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/92331613/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2QwLzJlLzA5LzBjMjktNDk0Ny05OGMzLWVlMDQ5ZDc3MzA4ZA.pdf,http://regnskaber.virk.dk/92331613/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2NiL2FjL2U5L2E3ODktNGFjMi04YjhkLTE2ODYzNTg5MDFlMg.xml,true,"Ãrhus C, 8000","Vesterbro Torv 10, 1",Til kapitalejerne i Tryk Bar ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-29,2019-05-29,2008-06-16,2019-05-29,39875926.0,31613329.0,mne9270,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Tryk Bar ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erling Fogh,Carsten Robin Frederik Oechsner,ReviGroup,Tryk Bar ApS,Larsen og Jakobsen ApS,Frederiksberg,2017-01-01,2017-12-31,2500000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,2019-05-29,Aarhus,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27315383,indberetninger-20180424,2.5118406,31613329.0,AWsKrlluRYGX6_YTIOGG,2019-05-30T21:38:54.888Z,2019-05-30T21:38:45.453Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-QA,2019-05-30T21:38:46.038Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31613329,2018-01-01,2018-12-31,ID_13,,http://regnskaber.virk.dk/92331613/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2QwLzJlLzA5LzBjMjktNDk0Ny05OGMzLWVlMDQ5ZDc3MzA4ZA.pdf,http://regnskaber.virk.dk/92331613/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2NiL2FjL2U5L2E3ODktNGFjMi04YjhkLTE2ODYzNTg5MDFlMg.xml,true,"Ãrhus C, 8000","Vesterbro Torv 10, 1",Til kapitalejerne i Tryk Bar ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-29,2019-05-29,2008-06-16,2019-05-29,39875926.0,31613329.0,mne9270,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Tryk Bar ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erling Fogh,Carsten Robin Frederik Oechsner,ReviGroup,Tryk Bar ApS,Larsen og Jakobsen ApS,Frederiksberg,2017-01-01,2017-12-31,-213868.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,2019-05-29,Aarhus,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27315383,indberetninger-20180424,2.5118406,31613329.0,AWsKrlluRYGX6_YTIOGG,2019-05-30T21:38:54.888Z,2019-05-30T21:38:45.453Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-QA,2019-05-30T21:38:46.038Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31613329,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/92331613/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2QwLzJlLzA5LzBjMjktNDk0Ny05OGMzLWVlMDQ5ZDc3MzA4ZA.pdf,http://regnskaber.virk.dk/92331613/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2NiL2FjL2U5L2E3ODktNGFjMi04YjhkLTE2ODYzNTg5MDFlMg.xml,true,"Ãrhus C, 8000","Vesterbro Torv 10, 1",Til kapitalejerne i Tryk Bar ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-29,2019-05-29,2008-06-16,2019-05-29,39875926.0,31613329.0,mne9270,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Tryk Bar ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erling Fogh,Carsten Robin Frederik Oechsner,ReviGroup,Tryk Bar ApS,Larsen og Jakobsen ApS,Frederiksberg,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,2019-05-29,Aarhus,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27315383,indberetninger-20180424,2.5118406,31613329.0,AWsKrlluRYGX6_YTIOGG,2019-05-30T21:38:54.888Z,2019-05-30T21:38:45.453Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-QA,2019-05-30T21:38:46.038Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
