entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfPropertyPlantAndEquipment,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermTaxPayables,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross
13728275,2015-06-01,2016-05-31,c123,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzFlLzg2LzcxL2VlOWUtNDVkYi1hMDgyLWM5MDU4ZWZkNWQzZA.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2JlLzMxLzZiL2VhMWItNDkwMy1hNjFiLTA5NjhlMWY0MDk5ZA.xml,117262.0,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-24,2017-10-24,2017-10-24,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2015-06-01,2016-05-31,108698.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-05-31,2016-06-01,-17262.0,2017-10-24,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24652079,indberetninger-20180424,2.5118535,13728275.0,,2018-03-27T15:05:07.685Z,2017-11-01T13:18:45.246Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BE-15-SN,2017-11-01T13:18:45.797Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13728275,2015-06-01,2016-05-31,c3,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzFlLzg2LzcxL2VlOWUtNDVkYi1hMDgyLWM5MDU4ZWZkNWQzZA.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2JlLzMxLzZiL2VhMWItNDkwMy1hNjFiLTA5NjhlMWY0MDk5ZA.xml,117262.0,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-24,2017-10-24,2017-10-24,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2015-06-01,2016-05-31,108698.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-05-31,2016-06-01,-17262.0,2017-10-24,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24652079,indberetninger-20180424,2.5118535,13728275.0,,2018-03-27T15:05:07.685Z,2017-11-01T13:18:45.246Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BE-15-SN,2017-11-01T13:18:45.797Z,0.0,268953.0,128778.0,5.0,140180.0,268953.0,31482.0,,,,,,,,,,,,,,,,,,,,,,,
13728275,2016-05-31,2016-05-31,c4,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzFlLzg2LzcxL2VlOWUtNDVkYi1hMDgyLWM5MDU4ZWZkNWQzZA.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2JlLzMxLzZiL2VhMWItNDkwMy1hNjFiLTA5NjhlMWY0MDk5ZA.xml,117262.0,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-24,2017-10-24,2017-10-24,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2015-06-01,2016-05-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-05-31,2016-06-01,-17262.0,2017-10-24,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24652079,indberetninger-20180424,2.5118535,13728275.0,,2018-03-27T15:05:07.685Z,2017-11-01T13:18:45.246Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BE-15-SN,2017-11-01T13:18:45.797Z,,,,,,,,4457701.0,457701.0,200000.0,457701.0,565976.0,4000000.0,4457701.0,3372825.0,3214000.0,3214000.0,4000000.0,78156.0,4000000.0,518900.0,518900.0,365976.0,943.0,18963.0,158825.0,29281.0,31482.0,,
13728275,2016-06-01,2016-06-01,c151,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzFlLzg2LzcxL2VlOWUtNDVkYi1hMDgyLWM5MDU4ZWZkNWQzZA.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2JlLzMxLzZiL2VhMWItNDkwMy1hNjFiLTA5NjhlMWY0MDk5ZA.xml,117262.0,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-24,2017-10-24,2017-10-24,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2015-06-01,2016-05-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-05-31,2016-06-01,-17262.0,2017-10-24,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24652079,indberetninger-20180424,2.5118535,13728275.0,,2018-03-27T15:05:07.685Z,2017-11-01T13:18:45.246Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BE-15-SN,2017-11-01T13:18:45.797Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2358498.0,1641502.0
13728275,2016-06-01,2017-05-31,c1,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzFlLzg2LzcxL2VlOWUtNDVkYi1hMDgyLWM5MDU4ZWZkNWQzZA.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2JlLzMxLzZiL2VhMWItNDkwMy1hNjFiLTA5NjhlMWY0MDk5ZA.xml,117262.0,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-24,2017-10-24,2017-10-24,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2015-06-01,2016-05-31,61255.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-05-31,2016-06-01,-17262.0,2017-10-24,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24652079,indberetninger-20180424,2.5118535,13728275.0,,2018-03-27T15:05:07.685Z,2017-11-01T13:18:45.246Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BE-15-SN,2017-11-01T13:18:45.797Z,-17262.0,203272.0,107088.0,0.0,78922.0,186010.0,17667.0,,,,,,,,,,,,,,,,,,,,,,,
13728275,2016-06-01,2017-05-31,c122,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzFlLzg2LzcxL2VlOWUtNDVkYi1hMDgyLWM5MDU4ZWZkNWQzZA.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2JlLzMxLzZiL2VhMWItNDkwMy1hNjFiLTA5NjhlMWY0MDk5ZA.xml,117262.0,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-24,2017-10-24,2017-10-24,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2015-06-01,2016-05-31,61255.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-05-31,2016-06-01,-17262.0,2017-10-24,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24652079,indberetninger-20180424,2.5118535,13728275.0,,2018-03-27T15:05:07.685Z,2017-11-01T13:18:45.246Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BE-15-SN,2017-11-01T13:18:45.797Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13728275,2016-06-01,2017-05-31,c152,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzFlLzg2LzcxL2VlOWUtNDVkYi1hMDgyLWM5MDU4ZWZkNWQzZA.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2JlLzMxLzZiL2VhMWItNDkwMy1hNjFiLTA5NjhlMWY0MDk5ZA.xml,117262.0,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-24,2017-10-24,2017-10-24,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2015-06-01,2016-05-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-05-31,2016-06-01,-17262.0,2017-10-24,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24652079,indberetninger-20180424,2.5118535,13728275.0,,2018-03-27T15:05:07.685Z,2017-11-01T13:18:45.246Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BE-15-SN,2017-11-01T13:18:45.797Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13728275,2016-06-01,2017-05-31,c71,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzFlLzg2LzcxL2VlOWUtNDVkYi1hMDgyLWM5MDU4ZWZkNWQzZA.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2JlLzMxLzZiL2VhMWItNDkwMy1hNjFiLTA5NjhlMWY0MDk5ZA.xml,117262.0,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-24,2017-10-24,2017-10-24,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2015-06-01,2016-05-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-05-31,2016-06-01,-17262.0,2017-10-24,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24652079,indberetninger-20180424,2.5118535,13728275.0,,2018-03-27T15:05:07.685Z,2017-11-01T13:18:45.246Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BE-15-SN,2017-11-01T13:18:45.797Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13728275,2016-06-01,2017-05-31,c88,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzFlLzg2LzcxL2VlOWUtNDVkYi1hMDgyLWM5MDU4ZWZkNWQzZA.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2JlLzMxLzZiL2VhMWItNDkwMy1hNjFiLTA5NjhlMWY0MDk5ZA.xml,117262.0,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-24,2017-10-24,2017-10-24,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2015-06-01,2016-05-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-05-31,2016-06-01,-17262.0,2017-10-24,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24652079,indberetninger-20180424,2.5118535,13728275.0,,2018-03-27T15:05:07.685Z,2017-11-01T13:18:45.246Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BE-15-SN,2017-11-01T13:18:45.797Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13728275,2017-05-31,2017-05-31,c153,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzFlLzg2LzcxL2VlOWUtNDVkYi1hMDgyLWM5MDU4ZWZkNWQzZA.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2JlLzMxLzZiL2VhMWItNDkwMy1hNjFiLTA5NjhlMWY0MDk5ZA.xml,117262.0,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-10-24,2017-10-24,2017-10-24,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2016 - 31. maj 2017 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2015-06-01,2016-05-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-05-31,2016-06-01,-17262.0,2017-10-24,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24652079,indberetninger-20180424,2.5118535,13728275.0,,2018-03-27T15:05:07.685Z,2017-11-01T13:18:45.246Z,regnskab,0.0,,2017-05-31,2016-06-01,X17-BE-15-SN,2017-11-01T13:18:45.797Z,,,,,,,,,,,,,,,,,,,,4100000.0,,,,,,,,,2341236.0,1758764.0
