entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermTaxPayables,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross
13728275,2016-06-01,2017-05-31,c109,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2JjLzE2L2U2L2RmM2EtNDRlYy04NDI3LWY5NGVlMWQ1ZTUyMg.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzNkL2RiLzFiLzA5ZjItNDc2NC1iNmFhLWE0YzI5NzA3YWQ5OA.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-10-23,2018-10-23,2018-10-23,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2016-06-01,2017-05-31,0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-05-31,2017-06-01,2018-10-23,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26266667,indberetninger-20180424,2.5124211,13728275.0,AWbjINKV5OzuYdPkF98t,2018-11-05T09:08:22.738Z,2018-11-05T09:07:47.239Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-52-TE,2018-11-05T09:07:47.449Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13728275,2016-06-01,2017-05-31,c123,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2JjLzE2L2U2L2RmM2EtNDRlYy04NDI3LWY5NGVlMWQ1ZTUyMg.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzNkL2RiLzFiLzA5ZjItNDc2NC1iNmFhLWE0YzI5NzA3YWQ5OA.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-10-23,2018-10-23,2018-10-23,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2016-06-01,2017-05-31,61255.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-05-31,2017-06-01,2018-10-23,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26266667,indberetninger-20180424,2.5124211,13728275.0,AWbjINKV5OzuYdPkF98t,2018-11-05T09:08:22.738Z,2018-11-05T09:07:47.239Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-52-TE,2018-11-05T09:07:47.449Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13728275,2016-06-01,2017-05-31,c3,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2JjLzE2L2U2L2RmM2EtNDRlYy04NDI3LWY5NGVlMWQ1ZTUyMg.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzNkL2RiLzFiLzA5ZjItNDc2NC1iNmFhLWE0YzI5NzA3YWQ5OA.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-10-23,2018-10-23,2018-10-23,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2016-06-01,2017-05-31,61255.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-05-31,2017-06-01,2018-10-23,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26266667,indberetninger-20180424,2.5124211,13728275.0,AWbjINKV5OzuYdPkF98t,2018-11-05T09:08:22.738Z,2018-11-05T09:07:47.239Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-52-TE,2018-11-05T09:07:47.449Z,-17262.0,203272.0,107088.0,78922.0,186010.0,17667.0,,,,,,,,,,,,,,,,,,,,,,,,
13728275,2017-05-31,2017-05-31,c4,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2JjLzE2L2U2L2RmM2EtNDRlYy04NDI3LWY5NGVlMWQ1ZTUyMg.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzNkL2RiLzFiLzA5ZjItNDc2NC1iNmFhLWE0YzI5NzA3YWQ5OA.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-10-23,2018-10-23,2018-10-23,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2016-06-01,2017-05-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-05-31,2017-06-01,2018-10-23,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26266667,indberetninger-20180424,2.5124211,13728275.0,AWbjINKV5OzuYdPkF98t,2018-11-05T09:08:22.738Z,2018-11-05T09:07:47.239Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-52-TE,2018-11-05T09:07:47.449Z,,,,,,,4528989.0,428989.0,200000.0,428989.0,627231.0,4100000.0,4528989.0,3386658.0,3214000.0,3214000.0,4100000.0,81097.0,4100000.0,0.0,515100.0,515100.0,427231.0,943.0,9516.0,172658.0,31038.0,50064.0,,
13728275,2017-06-01,2017-06-01,c151,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2JjLzE2L2U2L2RmM2EtNDRlYy04NDI3LWY5NGVlMWQ1ZTUyMg.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzNkL2RiLzFiLzA5ZjItNDc2NC1iNmFhLWE0YzI5NzA3YWQ5OA.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-10-23,2018-10-23,2018-10-23,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2016-06-01,2017-05-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-05-31,2017-06-01,2018-10-23,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26266667,indberetninger-20180424,2.5124211,13728275.0,AWbjINKV5OzuYdPkF98t,2018-11-05T09:08:22.738Z,2018-11-05T09:07:47.239Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-52-TE,2018-11-05T09:07:47.449Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2341236.0,1758764.0
13728275,2017-06-01,2018-05-31,c1,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2JjLzE2L2U2L2RmM2EtNDRlYy04NDI3LWY5NGVlMWQ1ZTUyMg.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzNkL2RiLzFiLzA5ZjItNDc2NC1iNmFhLWE0YzI5NzA3YWQ5OA.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-10-23,2018-10-23,2018-10-23,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2016-06-01,2017-05-31,63126.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-05-31,2017-06-01,2018-10-23,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26266667,indberetninger-20180424,2.5124211,13728275.0,AWbjINKV5OzuYdPkF98t,2018-11-05T09:08:22.738Z,2018-11-05T09:07:47.239Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-52-TE,2018-11-05T09:07:47.449Z,0.0,206741.0,124827.0,81914.0,206741.0,18788.0,,,,,,,,,,,,,,,,,,,,,,,,
13728275,2017-06-01,2018-05-31,c108,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2JjLzE2L2U2L2RmM2EtNDRlYy04NDI3LWY5NGVlMWQ1ZTUyMg.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzNkL2RiLzFiLzA5ZjItNDc2NC1iNmFhLWE0YzI5NzA3YWQ5OA.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-10-23,2018-10-23,2018-10-23,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2016-06-01,2017-05-31,300000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-05-31,2017-06-01,2018-10-23,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26266667,indberetninger-20180424,2.5124211,13728275.0,AWbjINKV5OzuYdPkF98t,2018-11-05T09:08:22.738Z,2018-11-05T09:07:47.239Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-52-TE,2018-11-05T09:07:47.449Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13728275,2017-06-01,2018-05-31,c122,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2JjLzE2L2U2L2RmM2EtNDRlYy04NDI3LWY5NGVlMWQ1ZTUyMg.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzNkL2RiLzFiLzA5ZjItNDc2NC1iNmFhLWE0YzI5NzA3YWQ5OA.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-10-23,2018-10-23,2018-10-23,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2016-06-01,2017-05-31,-236874.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-05-31,2017-06-01,2018-10-23,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26266667,indberetninger-20180424,2.5124211,13728275.0,AWbjINKV5OzuYdPkF98t,2018-11-05T09:08:22.738Z,2018-11-05T09:07:47.239Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-52-TE,2018-11-05T09:07:47.449Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13728275,2017-06-01,2018-05-31,c71,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2JjLzE2L2U2L2RmM2EtNDRlYy04NDI3LWY5NGVlMWQ1ZTUyMg.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzNkL2RiLzFiLzA5ZjItNDc2NC1iNmFhLWE0YzI5NzA3YWQ5OA.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-10-23,2018-10-23,2018-10-23,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2016-06-01,2017-05-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-05-31,2017-06-01,2018-10-23,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26266667,indberetninger-20180424,2.5124211,13728275.0,AWbjINKV5OzuYdPkF98t,2018-11-05T09:08:22.738Z,2018-11-05T09:07:47.239Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-52-TE,2018-11-05T09:07:47.449Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13728275,2017-06-01,2018-05-31,c88,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2JjLzE2L2U2L2RmM2EtNDRlYy04NDI3LWY5NGVlMWQ1ZTUyMg.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzNkL2RiLzFiLzA5ZjItNDc2NC1iNmFhLWE0YzI5NzA3YWQ5OA.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-10-23,2018-10-23,2018-10-23,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2016-06-01,2017-05-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-05-31,2017-06-01,2018-10-23,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26266667,indberetninger-20180424,2.5124211,13728275.0,AWbjINKV5OzuYdPkF98t,2018-11-05T09:08:22.738Z,2018-11-05T09:07:47.239Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DJ-52-TE,2018-11-05T09:07:47.449Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
