entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,OtherFinanceExpenses,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermTaxPayables,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross
13728275,2017-06-01,2018-05-31,c109,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzdjLzEwL2U3LzUxYzItNDIxMi05MGRiLWY2NGJmNzJmMmZlYQ.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzUzL2Y5L2E0LzkwLzA4NDMtNGViMS1hODg3LThjZTJhNjYzNDFiMQ.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-10-28,2019-10-28,2019-10-28,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2017-06-01,2018-05-31,300000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-31,2018-06-01,2019-10-28,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27979847,indberetninger-20180424,2.5124383,13728275.0,AW41i79_IXJRhhXBPLfr,2019-11-04T08:33:32.971Z,2019-11-04T08:33:00.466Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DG-52-KJ,2019-11-04T08:33:00.795Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13728275,2017-06-01,2018-05-31,c123,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzdjLzEwL2U3LzUxYzItNDIxMi05MGRiLWY2NGJmNzJmMmZlYQ.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzUzL2Y5L2E0LzkwLzA4NDMtNGViMS1hODg3LThjZTJhNjYzNDFiMQ.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-10-28,2019-10-28,2019-10-28,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2017-06-01,2018-05-31,-236874.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-31,2018-06-01,2019-10-28,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27979847,indberetninger-20180424,2.5124383,13728275.0,AW41i79_IXJRhhXBPLfr,2019-11-04T08:33:32.971Z,2019-11-04T08:33:00.466Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DG-52-KJ,2019-11-04T08:33:00.795Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13728275,2017-06-01,2018-05-31,c3,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzdjLzEwL2U3LzUxYzItNDIxMi05MGRiLWY2NGJmNzJmMmZlYQ.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzUzL2Y5L2E0LzkwLzA4NDMtNGViMS1hODg3LThjZTJhNjYzNDFiMQ.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-10-28,2019-10-28,2019-10-28,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2017-06-01,2018-05-31,63126.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-31,2018-06-01,2019-10-28,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27979847,indberetninger-20180424,2.5124383,13728275.0,AW41i79_IXJRhhXBPLfr,2019-11-04T08:33:32.971Z,2019-11-04T08:33:00.466Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DG-52-KJ,2019-11-04T08:33:00.795Z,206741.0,124827.0,124827.0,81914.0,206741.0,18788.0,,,,,,,,,,,,,,,,,,,,,,
13728275,2018-05-31,2018-05-31,c4,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzdjLzEwL2U3LzUxYzItNDIxMi05MGRiLWY2NGJmNzJmMmZlYQ.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzUzL2Y5L2E0LzkwLzA4NDMtNGViMS1hODg3LThjZTJhNjYzNDFiMQ.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-10-28,2019-10-28,2019-10-28,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2017-06-01,2018-05-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-31,2018-06-01,2019-10-28,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27979847,indberetninger-20180424,2.5124383,13728275.0,AW41i79_IXJRhhXBPLfr,2019-11-04T08:33:32.971Z,2019-11-04T08:33:00.466Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DG-52-KJ,2019-11-04T08:33:00.795Z,,,,,,,4585464.0,485464.0,200000.0,485464.0,690357.0,4100000.0,4585464.0,3380007.0,3214000.0,3214000.0,4100000.0,117568.0,4100000.0,300000.0,515100.0,515100.0,190357.0,19069.0,166007.0,29370.0,,
13728275,2018-06-01,2018-06-01,c151,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzdjLzEwL2U3LzUxYzItNDIxMi05MGRiLWY2NGJmNzJmMmZlYQ.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzUzL2Y5L2E0LzkwLzA4NDMtNGViMS1hODg3LThjZTJhNjYzNDFiMQ.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-10-28,2019-10-28,2019-10-28,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2017-06-01,2018-05-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-31,2018-06-01,2019-10-28,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27979847,indberetninger-20180424,2.5124383,13728275.0,AW41i79_IXJRhhXBPLfr,2019-11-04T08:33:32.971Z,2019-11-04T08:33:00.466Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DG-52-KJ,2019-11-04T08:33:00.795Z,,,,,,,,,,,,,,,,,,,,,,,,,,,2341236.0,1758764.0
13728275,2018-06-01,2019-05-31,c1,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzdjLzEwL2U3LzUxYzItNDIxMi05MGRiLWY2NGJmNzJmMmZlYQ.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzUzL2Y5L2E0LzkwLzA4NDMtNGViMS1hODg3LThjZTJhNjYzNDFiMQ.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-10-28,2019-10-28,2019-10-28,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2017-06-01,2018-05-31,131650.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-31,2018-06-01,2019-10-28,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27979847,indberetninger-20180424,2.5124383,13728275.0,AW41i79_IXJRhhXBPLfr,2019-11-04T08:33:32.971Z,2019-11-04T08:33:00.466Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DG-52-KJ,2019-11-04T08:33:00.795Z,279936.0,109808.0,109808.0,170128.0,279936.0,38478.0,,,,,,,,,,,,,,,,,,,,,,
13728275,2018-06-01,2019-05-31,c108,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzdjLzEwL2U3LzUxYzItNDIxMi05MGRiLWY2NGJmNzJmMmZlYQ.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzUzL2Y5L2E0LzkwLzA4NDMtNGViMS1hODg3LThjZTJhNjYzNDFiMQ.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-10-28,2019-10-28,2019-10-28,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2017-06-01,2018-05-31,0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-31,2018-06-01,2019-10-28,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27979847,indberetninger-20180424,2.5124383,13728275.0,AW41i79_IXJRhhXBPLfr,2019-11-04T08:33:32.971Z,2019-11-04T08:33:00.466Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DG-52-KJ,2019-11-04T08:33:00.795Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13728275,2018-06-01,2019-05-31,c122,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzdjLzEwL2U3LzUxYzItNDIxMi05MGRiLWY2NGJmNzJmMmZlYQ.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzUzL2Y5L2E0LzkwLzA4NDMtNGViMS1hODg3LThjZTJhNjYzNDFiMQ.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-10-28,2019-10-28,2019-10-28,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2017-06-01,2018-05-31,131650.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-31,2018-06-01,2019-10-28,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27979847,indberetninger-20180424,2.5124383,13728275.0,AW41i79_IXJRhhXBPLfr,2019-11-04T08:33:32.971Z,2019-11-04T08:33:00.466Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DG-52-KJ,2019-11-04T08:33:00.795Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13728275,2018-06-01,2019-05-31,c71,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzdjLzEwL2U3LzUxYzItNDIxMi05MGRiLWY2NGJmNzJmMmZlYQ.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzUzL2Y5L2E0LzkwLzA4NDMtNGViMS1hODg3LThjZTJhNjYzNDFiMQ.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-10-28,2019-10-28,2019-10-28,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2017-06-01,2018-05-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-31,2018-06-01,2019-10-28,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27979847,indberetninger-20180424,2.5124383,13728275.0,AW41i79_IXJRhhXBPLfr,2019-11-04T08:33:32.971Z,2019-11-04T08:33:00.466Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DG-52-KJ,2019-11-04T08:33:00.795Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13728275,2018-06-01,2019-05-31,c88,,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzdjLzEwL2U3LzUxYzItNDIxMi05MGRiLWY2NGJmNzJmMmZlYQ.pdf,http://regnskaber.virk.dk/57282731/ZG9rdW1lbnRsYWdlcjovLzAzLzUzL2Y5L2E0LzkwLzA4NDMtNGViMS1hODg3LThjZTJhNjYzNDFiMQ.xml,Danmark,HillerÃ¸d,3400.0,11.0,Nordstensvej,Snekkersten,3070.0,29A,G A Hagemanns Vej,"3400, HillerÃ¸d","Nordstensvej, 11",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-10-28,2019-10-28,2019-10-28,statsautoriseret revisor,info@dk.gt.com,34209936.0,13728275.0,34209936.0,mne32109,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for Boligforeningen af 1. maj 1990 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo Lysen,Andreas Stuhr Hatholt,Andreas Hatholt,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Boligforeningen af 1. maj 1990 ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Snekkersten,2017-06-01,2018-05-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-05-31,2018-06-01,2019-10-28,HillerÃ¸d,+45 33 110 220,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27979847,indberetninger-20180424,2.5124383,13728275.0,AW41i79_IXJRhhXBPLfr,2019-11-04T08:33:32.971Z,2019-11-04T08:33:00.466Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DG-52-KJ,2019-11-04T08:33:00.795Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
