entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,CashAndCashEquivalents,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,ContributedCapital,CurrentAssets,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncreaseOfCapital,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherInterestExpenses,OtherShorttermInvestments,PlaceOfSignatureOfStatement,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RetainedEarnings,SharePremium,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TransferredFromSharePremium,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,OtherFinanceExpenses,ProfitLoss,ValueAdjustmentsOfEquity
36891181,2015-05-10,2015-05-10,c4,,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzAzLzhiL2FjL2EyNDktNDlhNy1hZTBjLWYzNWQ1YTdhYTg2Zg.pdf,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2RmLzU4L2NiL2U2YmUtNDU3YS1iNWIwLWYyOTQxYjQ1YjNhZA.xml,StÃ¸vring,9530.0,164.0,Hulvejen,"8800, Viborg","Agerlandsvej, 1",kapitalejeren,53000.0,53000.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 11. maj - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,50000.0,53000.0,2016-04-25,2016-04-25,2015-05-11,2016-04-29,Andre eksterne omkostninger omfatter administration.,53000.0,-16749.0,36891181.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 11. maj - 31. december 2015 for TP Invest Int ApS.,0.0,Ãrsrapport,50651.0,53000.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Thomas Pedersen,Thomas Pedersen,TP Invest Int ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",9.0,0.0,StÃ¸vring,-67409.0,-16749.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2015-12-31,2015-05-11,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-04-25,Viborg,-12267.0,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22312431,indberetninger-20180424,2.5124266,36891181.0,,2018-03-28T16:03:20.105Z,2016-05-04T07:51:22.553Z,regnskab,0.0,,2015-12-31,2015-05-11,X16-AV-25-UY,2016-05-04T07:51:22.713Z,,,
36891181,2015-05-11,2015-05-11,c181,,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzAzLzhiL2FjL2EyNDktNDlhNy1hZTBjLWYzNWQ1YTdhYTg2Zg.pdf,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2RmLzU4L2NiL2U2YmUtNDU3YS1iNWIwLWYyOTQxYjQ1YjNhZA.xml,StÃ¸vring,9530.0,164.0,Hulvejen,"8800, Viborg","Agerlandsvej, 1",kapitalejeren,,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 11. maj - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,,,2016-04-25,2016-04-25,2015-05-11,2016-04-29,Andre eksterne omkostninger omfatter administration.,50000.0,-16749.0,36891181.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 11. maj - 31. december 2015 for TP Invest Int ApS.,0.0,Ãrsrapport,50651.0,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Thomas Pedersen,Thomas Pedersen,TP Invest Int ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",9.0,,StÃ¸vring,-67409.0,-16749.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2015-12-31,2015-05-11,,,,,,,,,2016-04-25,Viborg,-12267.0,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22312431,indberetninger-20180424,2.5124266,36891181.0,,2018-03-28T16:03:20.105Z,2016-05-04T07:51:22.553Z,regnskab,0.0,,2015-12-31,2015-05-11,X16-AV-25-UY,2016-05-04T07:51:22.713Z,,,
36891181,2015-05-11,2015-05-11,c184,,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzAzLzhiL2FjL2EyNDktNDlhNy1hZTBjLWYzNWQ1YTdhYTg2Zg.pdf,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2RmLzU4L2NiL2U2YmUtNDU3YS1iNWIwLWYyOTQxYjQ1YjNhZA.xml,StÃ¸vring,9530.0,164.0,Hulvejen,"8800, Viborg","Agerlandsvej, 1",kapitalejeren,,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 11. maj - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,,,2016-04-25,2016-04-25,2015-05-11,2016-04-29,Andre eksterne omkostninger omfatter administration.,3000.0,-16749.0,36891181.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 11. maj - 31. december 2015 for TP Invest Int ApS.,0.0,Ãrsrapport,50651.0,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Thomas Pedersen,Thomas Pedersen,TP Invest Int ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",9.0,,StÃ¸vring,-67409.0,-16749.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2015-12-31,2015-05-11,,,,,,,,,2016-04-25,Viborg,-12267.0,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22312431,indberetninger-20180424,2.5124266,36891181.0,,2018-03-28T16:03:20.105Z,2016-05-04T07:51:22.553Z,regnskab,0.0,,2015-12-31,2015-05-11,X16-AV-25-UY,2016-05-04T07:51:22.713Z,,,
36891181,2015-05-11,2015-12-31,c1,,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzAzLzhiL2FjL2EyNDktNDlhNy1hZTBjLWYzNWQ1YTdhYTg2Zg.pdf,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2RmLzU4L2NiL2U2YmUtNDU3YS1iNWIwLWYyOTQxYjQ1YjNhZA.xml,StÃ¸vring,9530.0,164.0,Hulvejen,"8800, Viborg","Agerlandsvej, 1",kapitalejeren,,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 11. maj - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,,,2016-04-25,2016-04-25,2015-05-11,2016-04-29,Andre eksterne omkostninger omfatter administration.,,-16749.0,36891181.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 11. maj - 31. december 2015 for TP Invest Int ApS.,0.0,Ãrsrapport,50651.0,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Thomas Pedersen,Thomas Pedersen,TP Invest Int ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",9.0,,StÃ¸vring,-67409.0,-16749.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2015-12-31,2015-05-11,,,,,,,,,2016-04-25,Viborg,-12267.0,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22312431,indberetninger-20180424,2.5124266,36891181.0,,2018-03-28T16:03:20.105Z,2016-05-04T07:51:22.553Z,regnskab,0.0,,2015-12-31,2015-05-11,X16-AV-25-UY,2016-05-04T07:51:22.713Z,50660.0,-55142.0,
36891181,2015-05-11,2015-12-31,c122,,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzAzLzhiL2FjL2EyNDktNDlhNy1hZTBjLWYzNWQ1YTdhYTg2Zg.pdf,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2RmLzU4L2NiL2U2YmUtNDU3YS1iNWIwLWYyOTQxYjQ1YjNhZA.xml,StÃ¸vring,9530.0,164.0,Hulvejen,"8800, Viborg","Agerlandsvej, 1",kapitalejeren,,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 11. maj - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,,,2016-04-25,2016-04-25,2015-05-11,2016-04-29,Andre eksterne omkostninger omfatter administration.,,-16749.0,36891181.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 11. maj - 31. december 2015 for TP Invest Int ApS.,0.0,Ãrsrapport,50651.0,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Thomas Pedersen,Thomas Pedersen,TP Invest Int ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",9.0,,StÃ¸vring,-67409.0,-16749.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2015-12-31,2015-05-11,,,,,,,,,2016-04-25,Viborg,-12267.0,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22312431,indberetninger-20180424,2.5124266,36891181.0,,2018-03-28T16:03:20.105Z,2016-05-04T07:51:22.553Z,regnskab,0.0,,2015-12-31,2015-05-11,X16-AV-25-UY,2016-05-04T07:51:22.713Z,,-55142.0,
36891181,2015-05-11,2015-12-31,c182,,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzAzLzhiL2FjL2EyNDktNDlhNy1hZTBjLWYzNWQ1YTdhYTg2Zg.pdf,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2RmLzU4L2NiL2U2YmUtNDU3YS1iNWIwLWYyOTQxYjQ1YjNhZA.xml,StÃ¸vring,9530.0,164.0,Hulvejen,"8800, Viborg","Agerlandsvej, 1",kapitalejeren,,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 11. maj - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,,,2016-04-25,2016-04-25,2015-05-11,2016-04-29,Andre eksterne omkostninger omfatter administration.,,-16749.0,36891181.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 11. maj - 31. december 2015 for TP Invest Int ApS.,0.0,Ãrsrapport,50651.0,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Thomas Pedersen,Thomas Pedersen,TP Invest Int ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",9.0,,StÃ¸vring,-67409.0,-16749.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2015-12-31,2015-05-11,,,,,,,,,2016-04-25,Viborg,-12267.0,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22312431,indberetninger-20180424,2.5124266,36891181.0,,2018-03-28T16:03:20.105Z,2016-05-04T07:51:22.553Z,regnskab,0.0,,2015-12-31,2015-05-11,X16-AV-25-UY,2016-05-04T07:51:22.713Z,,,
36891181,2015-05-11,2015-12-31,c185,,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzAzLzhiL2FjL2EyNDktNDlhNy1hZTBjLWYzNWQ1YTdhYTg2Zg.pdf,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2RmLzU4L2NiL2U2YmUtNDU3YS1iNWIwLWYyOTQxYjQ1YjNhZA.xml,StÃ¸vring,9530.0,164.0,Hulvejen,"8800, Viborg","Agerlandsvej, 1",kapitalejeren,,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 11. maj - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,,,2016-04-25,2016-04-25,2015-05-11,2016-04-29,Andre eksterne omkostninger omfatter administration.,,-16749.0,36891181.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 11. maj - 31. december 2015 for TP Invest Int ApS.,0.0,Ãrsrapport,50651.0,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Thomas Pedersen,Thomas Pedersen,TP Invest Int ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",9.0,,StÃ¸vring,-67409.0,-16749.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2015-12-31,2015-05-11,,,,,,,,,2016-04-25,Viborg,-12267.0,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22312431,indberetninger-20180424,2.5124266,36891181.0,,2018-03-28T16:03:20.105Z,2016-05-04T07:51:22.553Z,regnskab,0.0,,2015-12-31,2015-05-11,X16-AV-25-UY,2016-05-04T07:51:22.713Z,,,-3000.0
36891181,2015-05-11,2015-12-31,c200,,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzAzLzhiL2FjL2EyNDktNDlhNy1hZTBjLWYzNWQ1YTdhYTg2Zg.pdf,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2RmLzU4L2NiL2U2YmUtNDU3YS1iNWIwLWYyOTQxYjQ1YjNhZA.xml,StÃ¸vring,9530.0,164.0,Hulvejen,"8800, Viborg","Agerlandsvej, 1",kapitalejeren,,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 11. maj - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,,,2016-04-25,2016-04-25,2015-05-11,2016-04-29,Andre eksterne omkostninger omfatter administration.,,-16749.0,36891181.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 11. maj - 31. december 2015 for TP Invest Int ApS.,0.0,Ãrsrapport,50651.0,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Thomas Pedersen,Thomas Pedersen,TP Invest Int ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",9.0,,StÃ¸vring,-67409.0,-16749.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2015-12-31,2015-05-11,,,,,,,,,2016-04-25,Viborg,-12267.0,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22312431,indberetninger-20180424,2.5124266,36891181.0,,2018-03-28T16:03:20.105Z,2016-05-04T07:51:22.553Z,regnskab,0.0,,2015-12-31,2015-05-11,X16-AV-25-UY,2016-05-04T07:51:22.713Z,,-55142.0,3000.0
36891181,2015-05-11,2015-12-31,c71,,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzAzLzhiL2FjL2EyNDktNDlhNy1hZTBjLWYzNWQ1YTdhYTg2Zg.pdf,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2RmLzU4L2NiL2U2YmUtNDU3YS1iNWIwLWYyOTQxYjQ1YjNhZA.xml,StÃ¸vring,9530.0,164.0,Hulvejen,"8800, Viborg","Agerlandsvej, 1",kapitalejeren,,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 11. maj - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,,,2016-04-25,2016-04-25,2015-05-11,2016-04-29,Andre eksterne omkostninger omfatter administration.,,-16749.0,36891181.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 11. maj - 31. december 2015 for TP Invest Int ApS.,0.0,Ãrsrapport,50651.0,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Thomas Pedersen,Thomas Pedersen,TP Invest Int ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",9.0,,StÃ¸vring,-67409.0,-16749.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2015-12-31,2015-05-11,,,,,,,,,2016-04-25,Viborg,-12267.0,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22312431,indberetninger-20180424,2.5124266,36891181.0,,2018-03-28T16:03:20.105Z,2016-05-04T07:51:22.553Z,regnskab,0.0,,2015-12-31,2015-05-11,X16-AV-25-UY,2016-05-04T07:51:22.713Z,,,
36891181,2015-12-31,2015-12-31,c183,,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzAzLzhiL2FjL2EyNDktNDlhNy1hZTBjLWYzNWQ1YTdhYTg2Zg.pdf,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2RmLzU4L2NiL2U2YmUtNDU3YS1iNWIwLWYyOTQxYjQ1YjNhZA.xml,StÃ¸vring,9530.0,164.0,Hulvejen,"8800, Viborg","Agerlandsvej, 1",kapitalejeren,,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 11. maj - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,,,2016-04-25,2016-04-25,2015-05-11,2016-04-29,Andre eksterne omkostninger omfatter administration.,50000.0,-16749.0,36891181.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 11. maj - 31. december 2015 for TP Invest Int ApS.,0.0,Ãrsrapport,50651.0,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Thomas Pedersen,Thomas Pedersen,TP Invest Int ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",9.0,,StÃ¸vring,-67409.0,-16749.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2015-12-31,2015-05-11,,,,,,,,,2016-04-25,Viborg,-12267.0,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22312431,indberetninger-20180424,2.5124266,36891181.0,,2018-03-28T16:03:20.105Z,2016-05-04T07:51:22.553Z,regnskab,0.0,,2015-12-31,2015-05-11,X16-AV-25-UY,2016-05-04T07:51:22.713Z,,,
