entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AdditionsToInvestments,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,ValueAdjustmentsOfEquity,Dividend,InvestmentsGross,LongtermInvestmentsAndReceivables,Assets,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables
36891181,2016-01-01,2016-01-01,c720,,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzBiL2I3Lzg5LzQ4NWUtNDIzYy1iMDJmLTI1MDM2NTQwNTVjZg.pdf,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2M4LzFlLzFlLzYyYzYtNGQ5Yi1hMjcxLTgyYmM0NmI4MTIyNw.xml,Danmark,Viborg,8800.0,1.0,Agerlandsvej,StÃ¸vring,9530.0,164.0,Hulvejen,"8800, Viborg","Agerlandsvej, 1",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-13,2018-04-13,2015-05-11,2018-04-20,statsautoriseret revisor,Andre eksterne omkostninger omfatter administration,uw@uw.dk,50000.0,32093272.0,36891181.0,32093272.0,mne30145,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for TP Invest Int ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus SÃ¸ndergaard Nielsen,Thomas Pedersen,Thomas Pedersen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",TP Invest Int ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,TPJL Ejendomme ApS,StÃ¸vring,2017-12-31,2017-01-01,80.0,2018-04-13,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25385758,indberetninger-20180424,2.5124327999999996,36891181.0,AWMa8a2rx8uVRSOdgIwC,2018-05-01T09:04:29.941Z,2018-05-01T09:03:52.202Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-23-JN,2018-05-01T09:03:52.508Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36891181,2016-01-01,2016-01-01,c741,,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzBiL2I3Lzg5LzQ4NWUtNDIzYy1iMDJmLTI1MDM2NTQwNTVjZg.pdf,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2M4LzFlLzFlLzYyYzYtNGQ5Yi1hMjcxLTgyYmM0NmI4MTIyNw.xml,Danmark,Viborg,8800.0,1.0,Agerlandsvej,StÃ¸vring,9530.0,164.0,Hulvejen,"8800, Viborg","Agerlandsvej, 1",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-13,2018-04-13,2015-05-11,2018-04-20,statsautoriseret revisor,Andre eksterne omkostninger omfatter administration,uw@uw.dk,-52142.0,32093272.0,36891181.0,32093272.0,mne30145,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for TP Invest Int ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus SÃ¸ndergaard Nielsen,Thomas Pedersen,Thomas Pedersen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",TP Invest Int ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,TPJL Ejendomme ApS,StÃ¸vring,2017-12-31,2017-01-01,80.0,2018-04-13,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25385758,indberetninger-20180424,2.5124327999999996,36891181.0,AWMa8a2rx8uVRSOdgIwC,2018-05-01T09:04:29.941Z,2018-05-01T09:03:52.202Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-23-JN,2018-05-01T09:03:52.508Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36891181,2016-01-01,2016-12-31,c109,,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzBiL2I3Lzg5LzQ4NWUtNDIzYy1iMDJmLTI1MDM2NTQwNTVjZg.pdf,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2M4LzFlLzFlLzYyYzYtNGQ5Yi1hMjcxLTgyYmM0NmI4MTIyNw.xml,Danmark,Viborg,8800.0,1.0,Agerlandsvej,StÃ¸vring,9530.0,164.0,Hulvejen,"8800, Viborg","Agerlandsvej, 1",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-13,2018-04-13,2015-05-11,2018-04-20,statsautoriseret revisor,Andre eksterne omkostninger omfatter administration,uw@uw.dk,,32093272.0,36891181.0,32093272.0,mne30145,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for TP Invest Int ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus SÃ¸ndergaard Nielsen,Thomas Pedersen,Thomas Pedersen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",TP Invest Int ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,TPJL Ejendomme ApS,StÃ¸vring,2017-12-31,2017-01-01,80.0,2018-04-13,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25385758,indberetninger-20180424,2.5124327999999996,36891181.0,AWMa8a2rx8uVRSOdgIwC,2018-05-01T09:04:29.941Z,2018-05-01T09:03:52.202Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-23-JN,2018-05-01T09:03:52.508Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36891181,2016-01-01,2016-12-31,c123,,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzBiL2I3Lzg5LzQ4NWUtNDIzYy1iMDJmLTI1MDM2NTQwNTVjZg.pdf,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2M4LzFlLzFlLzYyYzYtNGQ5Yi1hMjcxLTgyYmM0NmI4MTIyNw.xml,Danmark,Viborg,8800.0,1.0,Agerlandsvej,StÃ¸vring,9530.0,164.0,Hulvejen,"8800, Viborg","Agerlandsvej, 1",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-13,2018-04-13,2015-05-11,2018-04-20,statsautoriseret revisor,Andre eksterne omkostninger omfatter administration,uw@uw.dk,,32093272.0,36891181.0,32093272.0,mne30145,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for TP Invest Int ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus SÃ¸ndergaard Nielsen,Thomas Pedersen,Thomas Pedersen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",TP Invest Int ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,TPJL Ejendomme ApS,StÃ¸vring,2017-12-31,2017-01-01,80.0,2018-04-13,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25385758,indberetninger-20180424,2.5124327999999996,36891181.0,AWMa8a2rx8uVRSOdgIwC,2018-05-01T09:04:29.941Z,2018-05-01T09:03:52.202Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-23-JN,2018-05-01T09:03:52.508Z,-79477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36891181,2016-01-01,2016-12-31,c178,,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzBiL2I3Lzg5LzQ4NWUtNDIzYy1iMDJmLTI1MDM2NTQwNTVjZg.pdf,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2M4LzFlLzFlLzYyYzYtNGQ5Yi1hMjcxLTgyYmM0NmI4MTIyNw.xml,Danmark,Viborg,8800.0,1.0,Agerlandsvej,StÃ¸vring,9530.0,164.0,Hulvejen,"8800, Viborg","Agerlandsvej, 1",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-13,2018-04-13,2015-05-11,2018-04-20,statsautoriseret revisor,Andre eksterne omkostninger omfatter administration,uw@uw.dk,,32093272.0,36891181.0,32093272.0,mne30145,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for TP Invest Int ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus SÃ¸ndergaard Nielsen,Thomas Pedersen,Thomas Pedersen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",TP Invest Int ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,TPJL Ejendomme ApS,StÃ¸vring,2017-12-31,2017-01-01,80.0,2018-04-13,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25385758,indberetninger-20180424,2.5124327999999996,36891181.0,AWMa8a2rx8uVRSOdgIwC,2018-05-01T09:04:29.941Z,2018-05-01T09:03:52.202Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-23-JN,2018-05-01T09:03:52.508Z,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36891181,2016-01-01,2016-12-31,c3,,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzBiL2I3Lzg5LzQ4NWUtNDIzYy1iMDJmLTI1MDM2NTQwNTVjZg.pdf,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2M4LzFlLzFlLzYyYzYtNGQ5Yi1hMjcxLTgyYmM0NmI4MTIyNw.xml,Danmark,Viborg,8800.0,1.0,Agerlandsvej,StÃ¸vring,9530.0,164.0,Hulvejen,"8800, Viborg","Agerlandsvej, 1",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-13,2018-04-13,2015-05-11,2018-04-20,statsautoriseret revisor,Andre eksterne omkostninger omfatter administration,uw@uw.dk,,32093272.0,36891181.0,32093272.0,mne30145,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for TP Invest Int ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus SÃ¸ndergaard Nielsen,Thomas Pedersen,Thomas Pedersen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",TP Invest Int ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,TPJL Ejendomme ApS,StÃ¸vring,2017-12-31,2017-01-01,80.0,2018-04-13,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25385758,indberetninger-20180424,2.5124327999999996,36891181.0,AWMa8a2rx8uVRSOdgIwC,2018-05-01T09:04:29.941Z,2018-05-01T09:03:52.202Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-23-JN,2018-05-01T09:03:52.508Z,-79477.0,,-8093.0,91721.0,93802.0,0.0,2081.0,-101895.0,-8093.0,-22418.0,,,,,,,,,,,,,,,,,,,,,
36891181,2016-01-01,2016-12-31,c742,,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzBiL2I3Lzg5LzQ4NWUtNDIzYy1iMDJmLTI1MDM2NTQwNTVjZg.pdf,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2M4LzFlLzFlLzYyYzYtNGQ5Yi1hMjcxLTgyYmM0NmI4MTIyNw.xml,Danmark,Viborg,8800.0,1.0,Agerlandsvej,StÃ¸vring,9530.0,164.0,Hulvejen,"8800, Viborg","Agerlandsvej, 1",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-13,2018-04-13,2015-05-11,2018-04-20,statsautoriseret revisor,Andre eksterne omkostninger omfatter administration,uw@uw.dk,,32093272.0,36891181.0,32093272.0,mne30145,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for TP Invest Int ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus SÃ¸ndergaard Nielsen,Thomas Pedersen,Thomas Pedersen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",TP Invest Int ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,TPJL Ejendomme ApS,StÃ¸vring,2017-12-31,2017-01-01,80.0,2018-04-13,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25385758,indberetninger-20180424,2.5124327999999996,36891181.0,AWMa8a2rx8uVRSOdgIwC,2018-05-01T09:04:29.941Z,2018-05-01T09:03:52.202Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-23-JN,2018-05-01T09:03:52.508Z,-79477.0,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,
36891181,2016-01-01,2016-12-31,c745,,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzBiL2I3Lzg5LzQ4NWUtNDIzYy1iMDJmLTI1MDM2NTQwNTVjZg.pdf,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2M4LzFlLzFlLzYyYzYtNGQ5Yi1hMjcxLTgyYmM0NmI4MTIyNw.xml,Danmark,Viborg,8800.0,1.0,Agerlandsvej,StÃ¸vring,9530.0,164.0,Hulvejen,"8800, Viborg","Agerlandsvej, 1",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-13,2018-04-13,2015-05-11,2018-04-20,statsautoriseret revisor,Andre eksterne omkostninger omfatter administration,uw@uw.dk,,32093272.0,36891181.0,32093272.0,mne30145,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for TP Invest Int ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus SÃ¸ndergaard Nielsen,Thomas Pedersen,Thomas Pedersen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",TP Invest Int ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,TPJL Ejendomme ApS,StÃ¸vring,2017-12-31,2017-01-01,80.0,2018-04-13,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25385758,indberetninger-20180424,2.5124327999999996,36891181.0,AWMa8a2rx8uVRSOdgIwC,2018-05-01T09:04:29.941Z,2018-05-01T09:03:52.202Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-23-JN,2018-05-01T09:03:52.508Z,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
36891181,2016-12-31,2016-12-31,c180,,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzBiL2I3Lzg5LzQ4NWUtNDIzYy1iMDJmLTI1MDM2NTQwNTVjZg.pdf,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2M4LzFlLzFlLzYyYzYtNGQ5Yi1hMjcxLTgyYmM0NmI4MTIyNw.xml,Danmark,Viborg,8800.0,1.0,Agerlandsvej,StÃ¸vring,9530.0,164.0,Hulvejen,"8800, Viborg","Agerlandsvej, 1",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-13,2018-04-13,2015-05-11,2018-04-20,statsautoriseret revisor,Andre eksterne omkostninger omfatter administration,uw@uw.dk,,32093272.0,36891181.0,32093272.0,mne30145,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for TP Invest Int ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus SÃ¸ndergaard Nielsen,Thomas Pedersen,Thomas Pedersen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",TP Invest Int ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,TPJL Ejendomme ApS,StÃ¸vring,2017-12-31,2017-01-01,80.0,2018-04-13,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25385758,indberetninger-20180424,2.5124327999999996,36891181.0,AWMa8a2rx8uVRSOdgIwC,2018-05-01T09:04:29.941Z,2018-05-01T09:03:52.202Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-23-JN,2018-05-01T09:03:52.508Z,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
36891181,2016-12-31,2016-12-31,c4,,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzBiL2I3Lzg5LzQ4NWUtNDIzYy1iMDJmLTI1MDM2NTQwNTVjZg.pdf,http://regnskaber.virk.dk/18119863/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2M4LzFlLzFlLzYyYzYtNGQ5Yi1hMjcxLTgyYmM0NmI4MTIyNw.xml,Danmark,Viborg,8800.0,1.0,Agerlandsvej,StÃ¸vring,9530.0,164.0,Hulvejen,"8800, Viborg","Agerlandsvej, 1",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-13,2018-04-13,2015-05-11,2018-04-20,statsautoriseret revisor,Andre eksterne omkostninger omfatter administration,uw@uw.dk,418381.0,32093272.0,36891181.0,32093272.0,mne30145,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for TP Invest Int ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus SÃ¸ndergaard Nielsen,Thomas Pedersen,Thomas Pedersen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",TP Invest Int ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",StÃ¸vring,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,TPJL Ejendomme ApS,StÃ¸vring,2017-12-31,2017-01-01,80.0,2018-04-13,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25385758,indberetninger-20180424,2.5124327999999996,36891181.0,AWMa8a2rx8uVRSOdgIwC,2018-05-01T09:04:29.941Z,2018-05-01T09:03:52.202Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-23-JN,2018-05-01T09:03:52.508Z,,,,,,,,,,,,,,0.0,4665398.0,50000.0,4665398.0,4665398.0,4247017.0,0.0,0.0,4642980.0,0.0,368381.0,2082.0,4642980.0,4247017.0,4244935.0,22418.0,0.0,22418.0
