entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendIncomeRelatedToInvestments,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfInvestments,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
33494556,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/65549433/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzczLzM3L2Y2L2RhYjAtNDE0MC1iYzNjLTQ2NTk4Yjg1ZTVmOQ.pdf,http://regnskaber.virk.dk/65549433/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzg4L2ZlLzI3LzFjNDEtNDI5Yy1hNDEzLThhNWNlZWYxODBiYw.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,NÃ¦rum,2850.0,10.0,NÃ¦rumvÃ¦nge Torv,3550 Slangerup,Duevej 14,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i Lillie-4 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",-10669.0,2017-02-10,2011-01-31,2017-02-23,Statsautoriseret revisor,-200000.0,-50000.0,-4500.0,20222670.0,33494556.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Lillie-4 ApS.,339891.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Johny Lillie,Johny Lillie,Danske Bank A/S,Lillie-4 ApS,BDO Statsautoriseret revisionsaktieselskab,-21218.0,4179.0,Frederikssund,2015-01-01,2015-12-31,329021.0,318352.0,335391.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,2016-12-31,2016-01-01,190485.0,true,2017-02-10,BrÃ¸nderslev,10669.0,urn:ofk:oid:23549691,indberetninger-20180424,2.5097417999999996,33494556.0,,2018-03-27T20:23:10.771Z,2017-03-03T09:23:08.377Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-60-MQ,2017-03-03T09:23:08.503Z,,,,,,,,,,,,,,,,,,,,,,,,,
33494556,2015-01-01,2015-12-31,c177,,http://regnskaber.virk.dk/65549433/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzczLzM3L2Y2L2RhYjAtNDE0MC1iYzNjLTQ2NTk4Yjg1ZTVmOQ.pdf,http://regnskaber.virk.dk/65549433/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzg4L2ZlLzI3LzFjNDEtNDI5Yy1hNDEzLThhNWNlZWYxODBiYw.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,NÃ¦rum,2850.0,10.0,NÃ¦rumvÃ¦nge Torv,3550 Slangerup,Duevej 14,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i Lillie-4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-10,2011-01-31,2017-02-23,Statsautoriseret revisor,-200000.0,-50000.0,,20222670.0,33494556.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Lillie-4 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Johny Lillie,Johny Lillie,Danske Bank A/S,Lillie-4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederikssund,2015-01-01,2015-12-31,50000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,2016-12-31,2016-01-01,190485.0,true,2017-02-10,BrÃ¸nderslev,,urn:ofk:oid:23549691,indberetninger-20180424,2.5097417999999996,33494556.0,,2018-03-27T20:23:10.771Z,2017-03-03T09:23:08.377Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-60-MQ,2017-03-03T09:23:08.503Z,,,,,,,,,,,,,,,,,,,,,,,,,
33494556,2015-01-01,2015-12-31,c185,,http://regnskaber.virk.dk/65549433/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzczLzM3L2Y2L2RhYjAtNDE0MC1iYzNjLTQ2NTk4Yjg1ZTVmOQ.pdf,http://regnskaber.virk.dk/65549433/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzg4L2ZlLzI3LzFjNDEtNDI5Yy1hNDEzLThhNWNlZWYxODBiYw.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,NÃ¦rum,2850.0,10.0,NÃ¦rumvÃ¦nge Torv,3550 Slangerup,Duevej 14,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i Lillie-4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-10,2011-01-31,2017-02-23,Statsautoriseret revisor,-200000.0,-50000.0,,20222670.0,33494556.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Lillie-4 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Johny Lillie,Johny Lillie,Danske Bank A/S,Lillie-4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederikssund,2015-01-01,2015-12-31,139891.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,2016-12-31,2016-01-01,190485.0,true,2017-02-10,BrÃ¸nderslev,,urn:ofk:oid:23549691,indberetninger-20180424,2.5097417999999996,33494556.0,,2018-03-27T20:23:10.771Z,2017-03-03T09:23:08.377Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-60-MQ,2017-03-03T09:23:08.503Z,,,,,,,,,,,,,,,,,,,,,,,,,
33494556,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/65549433/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzczLzM3L2Y2L2RhYjAtNDE0MC1iYzNjLTQ2NTk4Yjg1ZTVmOQ.pdf,http://regnskaber.virk.dk/65549433/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzg4L2ZlLzI3LzFjNDEtNDI5Yy1hNDEzLThhNWNlZWYxODBiYw.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,NÃ¦rum,2850.0,10.0,NÃ¦rumvÃ¦nge Torv,3550 Slangerup,Duevej 14,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i Lillie-4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-10,2011-01-31,2017-02-23,Statsautoriseret revisor,-200000.0,-50000.0,,20222670.0,33494556.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Lillie-4 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Johny Lillie,Johny Lillie,Danske Bank A/S,Lillie-4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederikssund,2015-01-01,2015-12-31,139130.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,2016-12-31,2016-01-01,190485.0,true,2017-02-10,BrÃ¸nderslev,,urn:ofk:oid:23549691,indberetninger-20180424,2.5097417999999996,33494556.0,,2018-03-27T20:23:10.771Z,2017-03-03T09:23:08.377Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-60-MQ,2017-03-03T09:23:08.503Z,,,,,,,,,,,,,,,,,,,,,,,,,
33494556,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/65549433/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzczLzM3L2Y2L2RhYjAtNDE0MC1iYzNjLTQ2NTk4Yjg1ZTVmOQ.pdf,http://regnskaber.virk.dk/65549433/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzg4L2ZlLzI3LzFjNDEtNDI5Yy1hNDEzLThhNWNlZWYxODBiYw.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,NÃ¦rum,2850.0,10.0,NÃ¦rumvÃ¦nge Torv,3550 Slangerup,Duevej 14,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i Lillie-4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-10,2011-01-31,2017-02-23,Statsautoriseret revisor,-200000.0,-50000.0,,20222670.0,33494556.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Lillie-4 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Johny Lillie,Johny Lillie,Danske Bank A/S,Lillie-4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederikssund,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,2016-12-31,2016-01-01,190485.0,true,2017-02-10,BrÃ¸nderslev,,urn:ofk:oid:23549691,indberetninger-20180424,2.5097417999999996,33494556.0,,2018-03-27T20:23:10.771Z,2017-03-03T09:23:08.377Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-60-MQ,2017-03-03T09:23:08.503Z,1598300.0,14453.0,80000.0,1089264.0,1598300.0,509036.0,1186203.0,1186203.0,1186203.0,0.0,407586.0,121119.0,50000.0,287529.0,671735.0,509036.0,397644.0,276525.0,96450.0,5000.0,,,,,
33494556,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/65549433/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzczLzM3L2Y2L2RhYjAtNDE0MC1iYzNjLTQ2NTk4Yjg1ZTVmOQ.pdf,http://regnskaber.virk.dk/65549433/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzg4L2ZlLzI3LzFjNDEtNDI5Yy1hNDEzLThhNWNlZWYxODBiYw.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,NÃ¦rum,2850.0,10.0,NÃ¦rumvÃ¦nge Torv,3550 Slangerup,Duevej 14,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i Lillie-4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-10,2011-01-31,2017-02-23,Statsautoriseret revisor,-200000.0,-50000.0,,20222670.0,33494556.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Lillie-4 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Johny Lillie,Johny Lillie,Danske Bank A/S,Lillie-4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederikssund,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,2016-12-31,2016-01-01,190485.0,true,2017-02-10,BrÃ¸nderslev,,urn:ofk:oid:23549691,indberetninger-20180424,2.5097417999999996,33494556.0,,2018-03-27T20:23:10.771Z,2017-03-03T09:23:08.377Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-60-MQ,2017-03-03T09:23:08.503Z,,,,80000.0,,,,,,,,,,,,,,,,,,,,,
33494556,2016-01-01,2016-01-01,c235,,http://regnskaber.virk.dk/65549433/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzczLzM3L2Y2L2RhYjAtNDE0MC1iYzNjLTQ2NTk4Yjg1ZTVmOQ.pdf,http://regnskaber.virk.dk/65549433/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzg4L2ZlLzI3LzFjNDEtNDI5Yy1hNDEzLThhNWNlZWYxODBiYw.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,NÃ¦rum,2850.0,10.0,NÃ¦rumvÃ¦nge Torv,3550 Slangerup,Duevej 14,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i Lillie-4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-10,2011-01-31,2017-02-23,Statsautoriseret revisor,-200000.0,-50000.0,,20222670.0,33494556.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Lillie-4 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Johny Lillie,Johny Lillie,Danske Bank A/S,Lillie-4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederikssund,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,2016-12-31,2016-01-01,190485.0,true,2017-02-10,BrÃ¸nderslev,,urn:ofk:oid:23549691,indberetninger-20180424,2.5097417999999996,33494556.0,,2018-03-27T20:23:10.771Z,2017-03-03T09:23:08.377Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-60-MQ,2017-03-03T09:23:08.503Z,,,,287529.0,,,,,,,,,,,,,,,,,,,,,
33494556,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/65549433/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzczLzM3L2Y2L2RhYjAtNDE0MC1iYzNjLTQ2NTk4Yjg1ZTVmOQ.pdf,http://regnskaber.virk.dk/65549433/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzg4L2ZlLzI3LzFjNDEtNDI5Yy1hNDEzLThhNWNlZWYxODBiYw.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,NÃ¦rum,2850.0,10.0,NÃ¦rumvÃ¦nge Torv,3550 Slangerup,Duevej 14,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i Lillie-4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-10,2011-01-31,2017-02-23,Statsautoriseret revisor,-200000.0,-50000.0,,20222670.0,33494556.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Lillie-4 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Johny Lillie,Johny Lillie,Danske Bank A/S,Lillie-4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederikssund,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,2016-12-31,2016-01-01,190485.0,true,2017-02-10,BrÃ¸nderslev,,urn:ofk:oid:23549691,indberetninger-20180424,2.5097417999999996,33494556.0,,2018-03-27T20:23:10.771Z,2017-03-03T09:23:08.377Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-60-MQ,2017-03-03T09:23:08.503Z,,,,671735.0,,,,,,,,,,,,,,,,,,,,,
33494556,2016-01-01,2016-01-01,c257,,http://regnskaber.virk.dk/65549433/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzczLzM3L2Y2L2RhYjAtNDE0MC1iYzNjLTQ2NTk4Yjg1ZTVmOQ.pdf,http://regnskaber.virk.dk/65549433/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzg4L2ZlLzI3LzFjNDEtNDI5Yy1hNDEzLThhNWNlZWYxODBiYw.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,NÃ¦rum,2850.0,10.0,NÃ¦rumvÃ¦nge Torv,3550 Slangerup,Duevej 14,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i Lillie-4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-10,2011-01-31,2017-02-23,Statsautoriseret revisor,-200000.0,-50000.0,,20222670.0,33494556.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Lillie-4 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Johny Lillie,Johny Lillie,Danske Bank A/S,Lillie-4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederikssund,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,2016-12-31,2016-01-01,190485.0,true,2017-02-10,BrÃ¸nderslev,,urn:ofk:oid:23549691,indberetninger-20180424,2.5097417999999996,33494556.0,,2018-03-27T20:23:10.771Z,2017-03-03T09:23:08.377Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-60-MQ,2017-03-03T09:23:08.503Z,,,,50000.0,,,,,,,,,,,,,,,,,,,,,
33494556,2016-01-01,2016-01-01,c548,,http://regnskaber.virk.dk/65549433/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzczLzM3L2Y2L2RhYjAtNDE0MC1iYzNjLTQ2NTk4Yjg1ZTVmOQ.pdf,http://regnskaber.virk.dk/65549433/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzg4L2ZlLzI3LzFjNDEtNDI5Yy1hNDEzLThhNWNlZWYxODBiYw.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,NÃ¦rum,2850.0,10.0,NÃ¦rumvÃ¦nge Torv,3550 Slangerup,Duevej 14,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i Lillie-4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-10,2011-01-31,2017-02-23,Statsautoriseret revisor,-200000.0,-50000.0,,20222670.0,33494556.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Lillie-4 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Johny Lillie,Johny Lillie,Danske Bank A/S,Lillie-4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederikssund,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,2016-12-31,2016-01-01,190485.0,true,2017-02-10,BrÃ¸nderslev,,urn:ofk:oid:23549691,indberetninger-20180424,2.5097417999999996,33494556.0,,2018-03-27T20:23:10.771Z,2017-03-03T09:23:08.377Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-60-MQ,2017-03-03T09:23:08.503Z,,,,,,,,,,,,,,,,,,,,,198674.0,686203.0,698674.0,,
