entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DebtRepaidByManagementCategory,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividend,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables
21744670,2014-10-01,2014-10-01,c235,,http://regnskaber.virk.dk/07644712/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Q0LzhiL2FjL2I1NTAtNGJkMy1iNTI4LWMzNDZkODQ2YzVlZA.pdf,http://regnskaber.virk.dk/07644712/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzE5L2E1LzAxL2Y1YTctNDI0OC1hY2VkLTVmNWJlZDA5OGQ2ZQ.xml,-3172.0,Danmark,TÃ¸rring,7160.0,29.0,Bredgade,Give,7323.0,3.0,Skovbakken,"7160, TÃ¸rring","Bredgade, 29",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-06,2016-12-06,1999-06-01,2016-12-16,28600.0,statsautoriseret revisor,32285201.0,21744670.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for ETN Holding ApS.,Ãrsrapport,50250.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lene BrÃ¸dsgaard,Lene BrÃ¸dsgaard,Elmer Thomsen NÃ¸rtoft,"Martinsen, Statsautoriseret Revisionspartnerselskab",ETN Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Give,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle Kommune,ApS,Kollemorten EntreprenÃ¸rforretning ApS,Vejle Kommune,2016-09-30,2015-10-01,25.0,2016-12-06,TÃ¸rring,75 80 19 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23325642,indberetninger-20180424,2.5118406,21744670.0,,2018-03-29T09:23:48.516Z,2016-12-21T09:22:31.395Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BK-35-FB,2016-12-21T09:22:31.516Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21744670,2014-10-01,2014-10-01,c392,,http://regnskaber.virk.dk/07644712/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Q0LzhiL2FjL2I1NTAtNGJkMy1iNTI4LWMzNDZkODQ2YzVlZA.pdf,http://regnskaber.virk.dk/07644712/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzE5L2E1LzAxL2Y1YTctNDI0OC1hY2VkLTVmNWJlZDA5OGQ2ZQ.xml,,Danmark,TÃ¸rring,7160.0,29.0,Bredgade,Give,7323.0,3.0,Skovbakken,"7160, TÃ¸rring","Bredgade, 29",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-06,2016-12-06,1999-06-01,2016-12-16,28600.0,statsautoriseret revisor,32285201.0,21744670.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for ETN Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lene BrÃ¸dsgaard,Lene BrÃ¸dsgaard,Elmer Thomsen NÃ¸rtoft,"Martinsen, Statsautoriseret Revisionspartnerselskab",ETN Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Give,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle Kommune,ApS,Kollemorten EntreprenÃ¸rforretning ApS,Vejle Kommune,2016-09-30,2015-10-01,25.0,2016-12-06,TÃ¸rring,75 80 19 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23325642,indberetninger-20180424,2.5118406,21744670.0,,2018-03-29T09:23:48.516Z,2016-12-21T09:22:31.395Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BK-35-FB,2016-12-21T09:22:31.516Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21744670,2014-10-01,2014-10-01,c410,,http://regnskaber.virk.dk/07644712/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Q0LzhiL2FjL2I1NTAtNGJkMy1iNTI4LWMzNDZkODQ2YzVlZA.pdf,http://regnskaber.virk.dk/07644712/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzE5L2E1LzAxL2Y1YTctNDI0OC1hY2VkLTVmNWJlZDA5OGQ2ZQ.xml,,Danmark,TÃ¸rring,7160.0,29.0,Bredgade,Give,7323.0,3.0,Skovbakken,"7160, TÃ¸rring","Bredgade, 29",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-06,2016-12-06,1999-06-01,2016-12-16,28600.0,statsautoriseret revisor,32285201.0,21744670.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for ETN Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lene BrÃ¸dsgaard,Lene BrÃ¸dsgaard,Elmer Thomsen NÃ¸rtoft,"Martinsen, Statsautoriseret Revisionspartnerselskab",ETN Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Give,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle Kommune,ApS,Kollemorten EntreprenÃ¸rforretning ApS,Vejle Kommune,2016-09-30,2015-10-01,25.0,2016-12-06,TÃ¸rring,75 80 19 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23325642,indberetninger-20180424,2.5118406,21744670.0,,2018-03-29T09:23:48.516Z,2016-12-21T09:22:31.395Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BK-35-FB,2016-12-21T09:22:31.516Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21744670,2014-10-01,2014-10-01,c416,,http://regnskaber.virk.dk/07644712/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Q0LzhiL2FjL2I1NTAtNGJkMy1iNTI4LWMzNDZkODQ2YzVlZA.pdf,http://regnskaber.virk.dk/07644712/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzE5L2E1LzAxL2Y1YTctNDI0OC1hY2VkLTVmNWJlZDA5OGQ2ZQ.xml,,Danmark,TÃ¸rring,7160.0,29.0,Bredgade,Give,7323.0,3.0,Skovbakken,"7160, TÃ¸rring","Bredgade, 29",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-06,2016-12-06,1999-06-01,2016-12-16,28600.0,statsautoriseret revisor,32285201.0,21744670.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for ETN Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lene BrÃ¸dsgaard,Lene BrÃ¸dsgaard,Elmer Thomsen NÃ¸rtoft,"Martinsen, Statsautoriseret Revisionspartnerselskab",ETN Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Give,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle Kommune,ApS,Kollemorten EntreprenÃ¸rforretning ApS,Vejle Kommune,2016-09-30,2015-10-01,25.0,2016-12-06,TÃ¸rring,75 80 19 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23325642,indberetninger-20180424,2.5118406,21744670.0,,2018-03-29T09:23:48.516Z,2016-12-21T09:22:31.395Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BK-35-FB,2016-12-21T09:22:31.516Z,1477576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21744670,2014-10-01,2015-09-30,c108,,http://regnskaber.virk.dk/07644712/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Q0LzhiL2FjL2I1NTAtNGJkMy1iNTI4LWMzNDZkODQ2YzVlZA.pdf,http://regnskaber.virk.dk/07644712/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzE5L2E1LzAxL2Y1YTctNDI0OC1hY2VkLTVmNWJlZDA5OGQ2ZQ.xml,,Danmark,TÃ¸rring,7160.0,29.0,Bredgade,Give,7323.0,3.0,Skovbakken,"7160, TÃ¸rring","Bredgade, 29",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-06,2016-12-06,1999-06-01,2016-12-16,28600.0,statsautoriseret revisor,32285201.0,21744670.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for ETN Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lene BrÃ¸dsgaard,Lene BrÃ¸dsgaard,Elmer Thomsen NÃ¸rtoft,"Martinsen, Statsautoriseret Revisionspartnerselskab",ETN Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Give,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle Kommune,ApS,Kollemorten EntreprenÃ¸rforretning ApS,Vejle Kommune,2016-09-30,2015-10-01,25.0,2016-12-06,TÃ¸rring,75 80 19 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23325642,indberetninger-20180424,2.5118406,21744670.0,,2018-03-29T09:23:48.516Z,2016-12-21T09:22:31.395Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BK-35-FB,2016-12-21T09:22:31.516Z,,99800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21744670,2014-10-01,2015-09-30,c120,,http://regnskaber.virk.dk/07644712/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Q0LzhiL2FjL2I1NTAtNGJkMy1iNTI4LWMzNDZkODQ2YzVlZA.pdf,http://regnskaber.virk.dk/07644712/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzE5L2E1LzAxL2Y1YTctNDI0OC1hY2VkLTVmNWJlZDA5OGQ2ZQ.xml,,Danmark,TÃ¸rring,7160.0,29.0,Bredgade,Give,7323.0,3.0,Skovbakken,"7160, TÃ¸rring","Bredgade, 29",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-06,2016-12-06,1999-06-01,2016-12-16,28600.0,statsautoriseret revisor,32285201.0,21744670.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for ETN Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lene BrÃ¸dsgaard,Lene BrÃ¸dsgaard,Elmer Thomsen NÃ¸rtoft,"Martinsen, Statsautoriseret Revisionspartnerselskab",ETN Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Give,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle Kommune,ApS,Kollemorten EntreprenÃ¸rforretning ApS,Vejle Kommune,2016-09-30,2015-10-01,25.0,2016-12-06,TÃ¸rring,75 80 19 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23325642,indberetninger-20180424,2.5118406,21744670.0,,2018-03-29T09:23:48.516Z,2016-12-21T09:22:31.395Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BK-35-FB,2016-12-21T09:22:31.516Z,,-85931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21744670,2014-10-01,2015-09-30,c236,,http://regnskaber.virk.dk/07644712/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Q0LzhiL2FjL2I1NTAtNGJkMy1iNTI4LWMzNDZkODQ2YzVlZA.pdf,http://regnskaber.virk.dk/07644712/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzE5L2E1LzAxL2Y1YTctNDI0OC1hY2VkLTVmNWJlZDA5OGQ2ZQ.xml,,Danmark,TÃ¸rring,7160.0,29.0,Bredgade,Give,7323.0,3.0,Skovbakken,"7160, TÃ¸rring","Bredgade, 29",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-06,2016-12-06,1999-06-01,2016-12-16,28600.0,statsautoriseret revisor,32285201.0,21744670.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for ETN Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lene BrÃ¸dsgaard,Lene BrÃ¸dsgaard,Elmer Thomsen NÃ¸rtoft,"Martinsen, Statsautoriseret Revisionspartnerselskab",ETN Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Give,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle Kommune,ApS,Kollemorten EntreprenÃ¸rforretning ApS,Vejle Kommune,2016-09-30,2015-10-01,25.0,2016-12-06,TÃ¸rring,75 80 19 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23325642,indberetninger-20180424,2.5118406,21744670.0,,2018-03-29T09:23:48.516Z,2016-12-21T09:22:31.395Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BK-35-FB,2016-12-21T09:22:31.516Z,,,12041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21744670,2014-10-01,2015-09-30,c3,,http://regnskaber.virk.dk/07644712/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Q0LzhiL2FjL2I1NTAtNGJkMy1iNTI4LWMzNDZkODQ2YzVlZA.pdf,http://regnskaber.virk.dk/07644712/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzE5L2E1LzAxL2Y1YTctNDI0OC1hY2VkLTVmNWJlZDA5OGQ2ZQ.xml,,Danmark,TÃ¸rring,7160.0,29.0,Bredgade,Give,7323.0,3.0,Skovbakken,"7160, TÃ¸rring","Bredgade, 29",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-06,2016-12-06,1999-06-01,2016-12-16,28600.0,statsautoriseret revisor,32285201.0,21744670.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for ETN Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lene BrÃ¸dsgaard,Lene BrÃ¸dsgaard,Elmer Thomsen NÃ¸rtoft,"Martinsen, Statsautoriseret Revisionspartnerselskab",ETN Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Give,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle Kommune,ApS,Kollemorten EntreprenÃ¸rforretning ApS,Vejle Kommune,2016-09-30,2015-10-01,25.0,2016-12-06,TÃ¸rring,75 80 19 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23325642,indberetninger-20180424,2.5118406,21744670.0,,2018-03-29T09:23:48.516Z,2016-12-21T09:22:31.395Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BK-35-FB,2016-12-21T09:22:31.516Z,,22738.0,,-6250.0,12041.0,6.0,20220.0,26005.0,-6250.0,3267.0,,,,,,,,,,,,,,,,,,,,,
21744670,2014-10-01,2015-09-30,c372,,http://regnskaber.virk.dk/07644712/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Q0LzhiL2FjL2I1NTAtNGJkMy1iNTI4LWMzNDZkODQ2YzVlZA.pdf,http://regnskaber.virk.dk/07644712/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzE5L2E1LzAxL2Y1YTctNDI0OC1hY2VkLTVmNWJlZDA5OGQ2ZQ.xml,,Danmark,TÃ¸rring,7160.0,29.0,Bredgade,Give,7323.0,3.0,Skovbakken,"7160, TÃ¸rring","Bredgade, 29",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-06,2016-12-06,1999-06-01,2016-12-16,28600.0,statsautoriseret revisor,32285201.0,21744670.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for ETN Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lene BrÃ¸dsgaard,Lene BrÃ¸dsgaard,Elmer Thomsen NÃ¸rtoft,"Martinsen, Statsautoriseret Revisionspartnerselskab",ETN Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Give,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle Kommune,ApS,Kollemorten EntreprenÃ¸rforretning ApS,Vejle Kommune,2016-09-30,2015-10-01,25.0,2016-12-06,TÃ¸rring,75 80 19 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23325642,indberetninger-20180424,2.5118406,21744670.0,,2018-03-29T09:23:48.516Z,2016-12-21T09:22:31.395Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BK-35-FB,2016-12-21T09:22:31.516Z,,8869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21744670,2014-10-01,2015-09-30,c411,,http://regnskaber.virk.dk/07644712/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2Q0LzhiL2FjL2I1NTAtNGJkMy1iNTI4LWMzNDZkODQ2YzVlZA.pdf,http://regnskaber.virk.dk/07644712/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzE5L2E1LzAxL2Y1YTctNDI0OC1hY2VkLTVmNWJlZDA5OGQ2ZQ.xml,,Danmark,TÃ¸rring,7160.0,29.0,Bredgade,Give,7323.0,3.0,Skovbakken,"7160, TÃ¸rring","Bredgade, 29",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-06,2016-12-06,1999-06-01,2016-12-16,28600.0,statsautoriseret revisor,32285201.0,21744670.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for ETN Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lene BrÃ¸dsgaard,Lene BrÃ¸dsgaard,Elmer Thomsen NÃ¸rtoft,"Martinsen, Statsautoriseret Revisionspartnerselskab",ETN Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Give,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle Kommune,ApS,Kollemorten EntreprenÃ¸rforretning ApS,Vejle Kommune,2016-09-30,2015-10-01,25.0,2016-12-06,TÃ¸rring,75 80 19 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23325642,indberetninger-20180424,2.5118406,21744670.0,,2018-03-29T09:23:48.516Z,2016-12-21T09:22:31.395Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BK-35-FB,2016-12-21T09:22:31.516Z,,8869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
