entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ChangeInInventoriesOfFinishedGoodsWorkInProgressAndGoodsForResale,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ConcessionsOriginatingFromDevelopmentProjects,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,PropertyPlantAndEquipmentInProgressAndPrepaymentsForPropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfAuditor,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,AdditionsToDisposalsOfEquityThroughMergersAndBusinessCombinations,AdjustmentsOfCollateralsBySaleOfInvestments,AdjustmentsOfHedgingInstruments,AdjustmentsOfHedgingInstrumentsAtFairValue,BonusShares,CashPaymentsConcerningFormationOfEntity,ChangesInEquityOfTax,ContributionFromGroup,CostRelatedToIncreaseOfCapital,DecreaseOfCapital,DissolutionOfPreviousYearsRevaluations,DistributedDividendsFromAssociates,DistributedDividendsFromGroupEnterprises,Dividend,DividendPaid,DividendsFromTreasuryShares,EquityTransfersToReserves,ExtraordinaryDividendPaid,IncreaseDecreaseOfEquityByDivisionAndSaleOfOtherCompany,IncreaseDecreaseOfEquityThroughChangesInAccountingPolicies,IncreaseDecreaseOfEquityThroughCorrectionsOfErrors,IncreaseDecreaseOfInvestmentsThroughNetExchangeDifferencesEquity,IncreaseDecreaseOfReservesThroughApplicationOfUnitingOfInterestsMethodEquity,IncreaseOfCapital,OtherAdjustmentsOfEquity,ProfitLlossFromGroupEnterprises,ProfitLossFromAssociates,PurchaseOfMinorityShares,PurchaseOfTreasuryShares,ReceivablesShareCapitalPaid,Revaluations,ReversedRevaluationsDuringReportingPeriod,SaleOfMinorityShares,SalesOfTreasuryShares,TransferToCoverageOfLosses,TransferredFromSharePremium,ValueAdjustmentsOfEquity,IdentificationNumberOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
28108265,2016-01-01,2016-12-31,ID_21,,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzJkLzY4L2Y5L2E2Y2ItNDdjNC1hODc5LTlmMjM4ZWM0NTEyMQ.pdf,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2E1L2I3LzU2L2VhY2QtNDM3OC05YzY3LTQ5OTk5OWVmZGZhMQ.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejeren i Lalandia Billund A/S,194.0,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-03-12,2018-03-12,2004-09-01,2018-04-19,28108265.0,33771231.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Lalandia Billund A/S.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Phillip Nyholm,Lalandia Billund A/S,Accountor Denmark A/S,Billund,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Billund, 530",2017-12-31,2017-01-01,false,2018-03-12,KÃ¸benhavn,76 14 94 00,RevisionspÃ¥tegning,urn:ofk:oid:25431731,indberetninger-20180424,2.5124402000000003,28108265.0,AWNAjrB9x8uVRSOdgXtr,2018-05-08T16:21:33.238Z,2018-05-08T16:21:21.174Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-96-JW,2018-05-08T16:21:21.439Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28108265,2016-01-01,2016-12-31,ID_22,,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzJkLzY4L2Y5L2E2Y2ItNDdjNC1hODc5LTlmMjM4ZWM0NTEyMQ.pdf,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2E1L2I3LzU2L2VhY2QtNDM3OC05YzY3LTQ5OTk5OWVmZGZhMQ.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejeren i Lalandia Billund A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-03-12,2018-03-12,2004-09-01,2018-04-19,28108265.0,33771231.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Lalandia Billund A/S.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Phillip Nyholm,Lalandia Billund A/S,Accountor Denmark A/S,Billund,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Billund, 530",2017-12-31,2017-01-01,false,2018-03-12,KÃ¸benhavn,76 14 94 00,RevisionspÃ¥tegning,urn:ofk:oid:25431731,indberetninger-20180424,2.5124402000000003,28108265.0,AWNAjrB9x8uVRSOdgXtr,2018-05-08T16:21:33.238Z,2018-05-08T16:21:21.174Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-96-JW,2018-05-08T16:21:21.439Z,-57934730.0,19556582.0,82989776.0,160662785.0,68421740.0,17850147.0,5725605.0,8497359.0,36196976.0,45991885.0,58116427.0,278521896.0,9794909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28108265,2016-01-01,2016-12-31,ID_30,,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzJkLzY4L2Y5L2E2Y2ItNDdjNC1hODc5LTlmMjM4ZWM0NTEyMQ.pdf,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2E1L2I3LzU2L2VhY2QtNDM3OC05YzY3LTQ5OTk5OWVmZGZhMQ.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejeren i Lalandia Billund A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-03-12,2018-03-12,2004-09-01,2018-04-19,28108265.0,33771231.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Lalandia Billund A/S.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Phillip Nyholm,Lalandia Billund A/S,Accountor Denmark A/S,Billund,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Billund, 530",2017-12-31,2017-01-01,false,2018-03-12,KÃ¸benhavn,76 14 94 00,RevisionspÃ¥tegning,urn:ofk:oid:25431731,indberetninger-20180424,2.5124402000000003,28108265.0,AWNAjrB9x8uVRSOdgXtr,2018-05-08T16:21:33.238Z,2018-05-08T16:21:21.174Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-96-JW,2018-05-08T16:21:21.439Z,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28108265,2016-01-01,2016-12-31,ID_32,,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzJkLzY4L2Y5L2E2Y2ItNDdjNC1hODc5LTlmMjM4ZWM0NTEyMQ.pdf,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2E1L2I3LzU2L2VhY2QtNDM3OC05YzY3LTQ5OTk5OWVmZGZhMQ.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejeren i Lalandia Billund A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-03-12,2018-03-12,2004-09-01,2018-04-19,28108265.0,33771231.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Lalandia Billund A/S.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Phillip Nyholm,Lalandia Billund A/S,Accountor Denmark A/S,Billund,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Billund, 530",2017-12-31,2017-01-01,false,2018-03-12,KÃ¸benhavn,76 14 94 00,RevisionspÃ¥tegning,urn:ofk:oid:25431731,indberetninger-20180424,2.5124402000000003,28108265.0,AWNAjrB9x8uVRSOdgXtr,2018-05-08T16:21:33.238Z,2018-05-08T16:21:21.174Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-96-JW,2018-05-08T16:21:21.439Z,,,,,,,,,-36196976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28108265,2016-12-31,2016-12-31,ID_19,,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzJkLzY4L2Y5L2E2Y2ItNDdjNC1hODc5LTlmMjM4ZWM0NTEyMQ.pdf,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2E1L2I3LzU2L2VhY2QtNDM3OC05YzY3LTQ5OTk5OWVmZGZhMQ.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejeren i Lalandia Billund A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-03-12,2018-03-12,2004-09-01,2018-04-19,28108265.0,33771231.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Lalandia Billund A/S.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Phillip Nyholm,Lalandia Billund A/S,Accountor Denmark A/S,Billund,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Billund, 530",2017-12-31,2017-01-01,false,2018-03-12,KÃ¸benhavn,76 14 94 00,RevisionspÃ¥tegning,urn:ofk:oid:25431731,indberetninger-20180424,2.5124402000000003,28108265.0,AWNAjrB9x8uVRSOdgXtr,2018-05-08T16:21:33.238Z,2018-05-08T16:21:21.174Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-96-JW,2018-05-08T16:21:21.439Z,,,,,,,,,,,,,,750669316.0,4112446.0,2001965.0,15000000.0,219345898.0,815096.0,272292304.0,15677831.0,2001965.0,10529893.0,495070197.0,750669316.0,457060942.0,0.0,389513193.0,296045418.0,10529893.0,531323418.0,0.0,93467775.0,22573628.0,11237330.0,529321453.0,18573425.0,0.0,21316070.0,21316070.0,257292304.0,6145663.0,67547749.0,23569000.0,168376.0,204703559.0,191475572.0,7365656.0,7725426.0,1175561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28108265,2017-01-01,2017-01-01,ID_23,,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzJkLzY4L2Y5L2E2Y2ItNDdjNC1hODc5LTlmMjM4ZWM0NTEyMQ.pdf,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2E1L2I3LzU2L2VhY2QtNDM3OC05YzY3LTQ5OTk5OWVmZGZhMQ.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejeren i Lalandia Billund A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-03-12,2018-03-12,2004-09-01,2018-04-19,28108265.0,33771231.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Lalandia Billund A/S.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Phillip Nyholm,Lalandia Billund A/S,Accountor Denmark A/S,Billund,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Billund, 530",2017-12-31,2017-01-01,false,2018-03-12,KÃ¸benhavn,76 14 94 00,RevisionspÃ¥tegning,urn:ofk:oid:25431731,indberetninger-20180424,2.5124402000000003,28108265.0,AWNAjrB9x8uVRSOdgXtr,2018-05-08T16:21:33.238Z,2018-05-08T16:21:21.174Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-96-JW,2018-05-08T16:21:21.439Z,,,,,,,,,,,,,,,,,,,,-15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28108265,2017-01-01,2017-01-01,ID_24,,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzJkLzY4L2Y5L2E2Y2ItNDdjNC1hODc5LTlmMjM4ZWM0NTEyMQ.pdf,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2E1L2I3LzU2L2VhY2QtNDM3OC05YzY3LTQ5OTk5OWVmZGZhMQ.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejeren i Lalandia Billund A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-03-12,2018-03-12,2004-09-01,2018-04-19,28108265.0,33771231.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Lalandia Billund A/S.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Phillip Nyholm,Lalandia Billund A/S,Accountor Denmark A/S,Billund,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Billund, 530",2017-12-31,2017-01-01,false,2018-03-12,KÃ¸benhavn,76 14 94 00,RevisionspÃ¥tegning,urn:ofk:oid:25431731,indberetninger-20180424,2.5124402000000003,28108265.0,AWNAjrB9x8uVRSOdgXtr,2018-05-08T16:21:33.238Z,2018-05-08T16:21:21.174Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-96-JW,2018-05-08T16:21:21.439Z,,,,,,,,,,,,,,,,,,,,-257292304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28108265,2017-01-01,2017-01-01,ID_25,,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzJkLzY4L2Y5L2E2Y2ItNDdjNC1hODc5LTlmMjM4ZWM0NTEyMQ.pdf,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2E1L2I3LzU2L2VhY2QtNDM3OC05YzY3LTQ5OTk5OWVmZGZhMQ.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejeren i Lalandia Billund A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-03-12,2018-03-12,2004-09-01,2018-04-19,28108265.0,33771231.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Lalandia Billund A/S.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Phillip Nyholm,Lalandia Billund A/S,Accountor Denmark A/S,Billund,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Billund, 530",2017-12-31,2017-01-01,false,2018-03-12,KÃ¸benhavn,76 14 94 00,RevisionspÃ¥tegning,urn:ofk:oid:25431731,indberetninger-20180424,2.5124402000000003,28108265.0,AWNAjrB9x8uVRSOdgXtr,2018-05-08T16:21:33.238Z,2018-05-08T16:21:21.174Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-96-JW,2018-05-08T16:21:21.439Z,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28108265,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzJkLzY4L2Y5L2E2Y2ItNDdjNC1hODc5LTlmMjM4ZWM0NTEyMQ.pdf,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2E1L2I3LzU2L2VhY2QtNDM3OC05YzY3LTQ5OTk5OWVmZGZhMQ.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejeren i Lalandia Billund A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-03-12,2018-03-12,2004-09-01,2018-04-19,28108265.0,33771231.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Lalandia Billund A/S.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Phillip Nyholm,Lalandia Billund A/S,Accountor Denmark A/S,Billund,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Billund, 530",2017-12-31,2017-01-01,false,2018-03-12,KÃ¸benhavn,76 14 94 00,RevisionspÃ¥tegning,urn:ofk:oid:25431731,indberetninger-20180424,2.5124402000000003,28108265.0,AWNAjrB9x8uVRSOdgXtr,2018-05-08T16:21:33.238Z,2018-05-08T16:21:21.174Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-96-JW,2018-05-08T16:21:21.439Z,-56152085.0,19389806.0,82680811.0,167231696.0,64138579.0,16351230.0,7087914.0,8428839.0,43909422.0,55897763.0,65161079.0,279093521.0,11988341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28108265,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzL2YyLzJkLzY4L2Y5L2E2Y2ItNDdjNC1hODc5LTlmMjM4ZWM0NTEyMQ.pdf,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzI0L2E1L2I3LzU2L2VhY2QtNDM3OC05YzY3LTQ5OTk5OWVmZGZhMQ.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejeren i Lalandia Billund A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-03-12,2018-03-12,2004-09-01,2018-04-19,28108265.0,33771231.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Lalandia Billund A/S.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Phillip Nyholm,Lalandia Billund A/S,Accountor Denmark A/S,Billund,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Billund, 530",2017-12-31,2017-01-01,false,2018-03-12,KÃ¸benhavn,76 14 94 00,RevisionspÃ¥tegning,urn:ofk:oid:25431731,indberetninger-20180424,2.5124402000000003,28108265.0,AWNAjrB9x8uVRSOdgXtr,2018-05-08T16:21:33.238Z,2018-05-08T16:21:21.174Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-96-JW,2018-05-08T16:21:21.439Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33771231.0,Gert Fisker Tomczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
