entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ChangeInInventoriesOfFinishedGoodsWorkInProgressAndGoodsForResale,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ConcessionsOriginatingFromDevelopmentProjects,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,PropertyPlantAndEquipmentInProgressAndPrepaymentsForPropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfAuditor,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,AdjustmentsOfHedgingInstrumentsAtFairValue,ContributionFromGroup,DividendPaid,IdentificationNumberOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
28108265,2017-01-01,2017-12-31,ID_21,,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzAxL2ExLzJhLzVlYzYtNGMwYy05NzUxLTI4ZmNkNTFhYWFhNQ.pdf,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzYyLzAwL2MwLzMyZDUtNDQ3Ni04YjJjLWNlN2Q1NWMwZWFlNQ.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejeren i Lalandia Billund A/S,195.0,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 -           31. december 2018.",2019-03-04,2019-03-04,2004-09-01,2019-04-11,28108265.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 -       31. december 2018 for Lalandia Billund A/S.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Philip Nyholm,Lalandia Billund A/S,Accountor Denmark A/S,Billund,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Billund, 530",2018-12-31,2018-01-01,false,2019-03-04,KÃ¸benhavn,76 14 94 00,RevisionspÃ¥tegning,urn:ofk:oid:27174203,indberetninger-20180424,2.5097403999999996,28108265.0,AWrU8YD4RYGX6_YTH1DZ,2019-05-20T11:13:32.267Z,2019-05-20T11:12:37.443Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-98-HE,2019-05-20T11:12:37.680Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28108265,2017-01-01,2017-12-31,ID_22,,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzAxL2ExLzJhLzVlYzYtNGMwYy05NzUxLTI4ZmNkNTFhYWFhNQ.pdf,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzYyLzAwL2MwLzMyZDUtNDQ3Ni04YjJjLWNlN2Q1NWMwZWFlNQ.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejeren i Lalandia Billund A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 -           31. december 2018.",2019-03-04,2019-03-04,2004-09-01,2019-04-11,28108265.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 -       31. december 2018 for Lalandia Billund A/S.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Philip Nyholm,Lalandia Billund A/S,Accountor Denmark A/S,Billund,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Billund, 530",2018-12-31,2018-01-01,false,2019-03-04,KÃ¸benhavn,76 14 94 00,RevisionspÃ¥tegning,urn:ofk:oid:27174203,indberetninger-20180424,2.5097403999999996,28108265.0,AWrU8YD4RYGX6_YTH1DZ,2019-05-20T11:13:32.267Z,2019-05-20T11:12:37.443Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-98-HE,2019-05-20T11:12:37.680Z,-56152085.0,19389806.0,82680811.0,167231696.0,64138579.0,16351230.0,7087914.0,8428839.0,43909422.0,55897763.0,65161079.0,279093521.0,11988341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28108265,2017-01-01,2017-12-31,ID_27,,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzAxL2ExLzJhLzVlYzYtNGMwYy05NzUxLTI4ZmNkNTFhYWFhNQ.pdf,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzYyLzAwL2MwLzMyZDUtNDQ3Ni04YjJjLWNlN2Q1NWMwZWFlNQ.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejeren i Lalandia Billund A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 -           31. december 2018.",2019-03-04,2019-03-04,2004-09-01,2019-04-11,28108265.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 -       31. december 2018 for Lalandia Billund A/S.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Philip Nyholm,Lalandia Billund A/S,Accountor Denmark A/S,Billund,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Billund, 530",2018-12-31,2018-01-01,false,2019-03-04,KÃ¸benhavn,76 14 94 00,RevisionspÃ¥tegning,urn:ofk:oid:27174203,indberetninger-20180424,2.5097403999999996,28108265.0,AWrU8YD4RYGX6_YTH1DZ,2019-05-20T11:13:32.267Z,2019-05-20T11:12:37.443Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-98-HE,2019-05-20T11:12:37.680Z,,,,,,,,,125000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28108265,2017-01-01,2017-12-31,ID_29,,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzAxL2ExLzJhLzVlYzYtNGMwYy05NzUxLTI4ZmNkNTFhYWFhNQ.pdf,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzYyLzAwL2MwLzMyZDUtNDQ3Ni04YjJjLWNlN2Q1NWMwZWFlNQ.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejeren i Lalandia Billund A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 -           31. december 2018.",2019-03-04,2019-03-04,2004-09-01,2019-04-11,28108265.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 -       31. december 2018 for Lalandia Billund A/S.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Philip Nyholm,Lalandia Billund A/S,Accountor Denmark A/S,Billund,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Billund, 530",2018-12-31,2018-01-01,false,2019-03-04,KÃ¸benhavn,76 14 94 00,RevisionspÃ¥tegning,urn:ofk:oid:27174203,indberetninger-20180424,2.5097403999999996,28108265.0,AWrU8YD4RYGX6_YTH1DZ,2019-05-20T11:13:32.267Z,2019-05-20T11:12:37.443Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-98-HE,2019-05-20T11:12:37.680Z,,,,,,,,,-81090578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28108265,2017-12-31,2017-12-31,ID_19,,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzAxL2ExLzJhLzVlYzYtNGMwYy05NzUxLTI4ZmNkNTFhYWFhNQ.pdf,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzYyLzAwL2MwLzMyZDUtNDQ3Ni04YjJjLWNlN2Q1NWMwZWFlNQ.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejeren i Lalandia Billund A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 -           31. december 2018.",2019-03-04,2019-03-04,2004-09-01,2019-04-11,28108265.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 -       31. december 2018 for Lalandia Billund A/S.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Philip Nyholm,Lalandia Billund A/S,Accountor Denmark A/S,Billund,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Billund, 530",2018-12-31,2018-01-01,false,2019-03-04,KÃ¸benhavn,76 14 94 00,RevisionspÃ¥tegning,urn:ofk:oid:27174203,indberetninger-20180424,2.5097403999999996,28108265.0,AWrU8YD4RYGX6_YTH1DZ,2019-05-20T11:13:32.267Z,2019-05-20T11:12:37.443Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-98-HE,2019-05-20T11:12:37.680Z,,,,,,,,,,,,,,787983665.0,4925646.0,1173871.0,15000000.0,259463884.0,748124.0,324621829.0,15106356.0,1173871.0,16051340.0,494239383.0,787983665.0,437957732.0,12648.0,352213959.0,271912136.0,16051340.0,528519781.0,12648.0,80301823.0,24367384.0,7896945.0,527333262.0,17987523.0,125000000.0,25404104.0,25404104.0,184621829.0,8859101.0,85743773.0,23998240.0,11452920.0,238486898.0,227910465.0,10491404.0,6574724.0,1931364.0,,,,,,,,,,
28108265,2018-01-01,2018-01-01,ID_23,,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzAxL2ExLzJhLzVlYzYtNGMwYy05NzUxLTI4ZmNkNTFhYWFhNQ.pdf,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzYyLzAwL2MwLzMyZDUtNDQ3Ni04YjJjLWNlN2Q1NWMwZWFlNQ.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejeren i Lalandia Billund A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 -           31. december 2018.",2019-03-04,2019-03-04,2004-09-01,2019-04-11,28108265.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 -       31. december 2018 for Lalandia Billund A/S.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Philip Nyholm,Lalandia Billund A/S,Accountor Denmark A/S,Billund,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Billund, 530",2018-12-31,2018-01-01,false,2019-03-04,KÃ¸benhavn,76 14 94 00,RevisionspÃ¥tegning,urn:ofk:oid:27174203,indberetninger-20180424,2.5097403999999996,28108265.0,AWrU8YD4RYGX6_YTH1DZ,2019-05-20T11:13:32.267Z,2019-05-20T11:12:37.443Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-98-HE,2019-05-20T11:12:37.680Z,,,,,,,,,,,,,,,,,,,,-15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28108265,2018-01-01,2018-01-01,ID_24,,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzAxL2ExLzJhLzVlYzYtNGMwYy05NzUxLTI4ZmNkNTFhYWFhNQ.pdf,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzYyLzAwL2MwLzMyZDUtNDQ3Ni04YjJjLWNlN2Q1NWMwZWFlNQ.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejeren i Lalandia Billund A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 -           31. december 2018.",2019-03-04,2019-03-04,2004-09-01,2019-04-11,28108265.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 -       31. december 2018 for Lalandia Billund A/S.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Philip Nyholm,Lalandia Billund A/S,Accountor Denmark A/S,Billund,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Billund, 530",2018-12-31,2018-01-01,false,2019-03-04,KÃ¸benhavn,76 14 94 00,RevisionspÃ¥tegning,urn:ofk:oid:27174203,indberetninger-20180424,2.5097403999999996,28108265.0,AWrU8YD4RYGX6_YTH1DZ,2019-05-20T11:13:32.267Z,2019-05-20T11:12:37.443Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-98-HE,2019-05-20T11:12:37.680Z,,,,,,,,,,,,,,,,,,,,-145499623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28108265,2018-01-01,2018-01-01,ID_25,,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzAxL2ExLzJhLzVlYzYtNGMwYy05NzUxLTI4ZmNkNTFhYWFhNQ.pdf,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzYyLzAwL2MwLzMyZDUtNDQ3Ni04YjJjLWNlN2Q1NWMwZWFlNQ.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejeren i Lalandia Billund A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 -           31. december 2018.",2019-03-04,2019-03-04,2004-09-01,2019-04-11,28108265.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 -       31. december 2018 for Lalandia Billund A/S.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Philip Nyholm,Lalandia Billund A/S,Accountor Denmark A/S,Billund,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Billund, 530",2018-12-31,2018-01-01,false,2019-03-04,KÃ¸benhavn,76 14 94 00,RevisionspÃ¥tegning,urn:ofk:oid:27174203,indberetninger-20180424,2.5097403999999996,28108265.0,AWrU8YD4RYGX6_YTH1DZ,2019-05-20T11:13:32.267Z,2019-05-20T11:12:37.443Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-98-HE,2019-05-20T11:12:37.680Z,,,,,,,,,,,,,,,,,,,,-125000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28108265,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzAxL2ExLzJhLzVlYzYtNGMwYy05NzUxLTI4ZmNkNTFhYWFhNQ.pdf,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzYyLzAwL2MwLzMyZDUtNDQ3Ni04YjJjLWNlN2Q1NWMwZWFlNQ.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejeren i Lalandia Billund A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 -           31. december 2018.",2019-03-04,2019-03-04,2004-09-01,2019-04-11,28108265.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 -       31. december 2018 for Lalandia Billund A/S.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Philip Nyholm,Lalandia Billund A/S,Accountor Denmark A/S,Billund,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Billund, 530",2018-12-31,2018-01-01,false,2019-03-04,KÃ¸benhavn,76 14 94 00,RevisionspÃ¥tegning,urn:ofk:oid:27174203,indberetninger-20180424,2.5097403999999996,28108265.0,AWrU8YD4RYGX6_YTH1DZ,2019-05-20T11:13:32.267Z,2019-05-20T11:12:37.443Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-98-HE,2019-05-20T11:12:37.680Z,-61303295.0,19861050.0,85096387.0,168931042.0,63353069.0,15493489.0,5448435.0,9179236.0,41380538.0,53928551.0,63973605.0,284408170.0,12548013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28108265,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzAxL2ExLzJhLzVlYzYtNGMwYy05NzUxLTI4ZmNkNTFhYWFhNQ.pdf,http://regnskaber.virk.dk/56280182/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzYyLzAwL2MwLzMyZDUtNDQ3Ni04YjJjLWNlN2Q1NWMwZWFlNQ.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejeren i Lalandia Billund A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 -           31. december 2018.",2019-03-04,2019-03-04,2004-09-01,2019-04-11,28108265.0,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 -       31. december 2018 for Lalandia Billund A/S.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Philip Nyholm,Lalandia Billund A/S,Accountor Denmark A/S,Billund,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Billund, 530",2018-12-31,2018-01-01,false,2019-03-04,KÃ¸benhavn,76 14 94 00,RevisionspÃ¥tegning,urn:ofk:oid:27174203,indberetninger-20180424,2.5097403999999996,28108265.0,AWrU8YD4RYGX6_YTH1DZ,2019-05-20T11:13:32.267Z,2019-05-20T11:12:37.443Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-98-HE,2019-05-20T11:12:37.680Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33771231.0,Gert Fisker Tomczyk,,,,,,,,
