entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExchangeRateAdjustmentsOtherFinanceIncome,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,FixturesFittingsToolsAndEquipment,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
27434002,2016-01-01,2016-01-01,c696,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzg4L2RkLzZjL2Y1OGMtNDM5My05YjgxLWZhODhhYTg3YTEzMQ.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2QwL2ZiL2NjLzc5YjktNDFiZS1hOWY0LTMzMGMzMWY5MWE1Mg.xml,Danmark,Kolding,6000.0,19.0,Birkemose AllÃ©,Kolding,6000.0,1.0,Birkemosevej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-03-15,2018-03-15,Statsaut. revisor,500000.0,32895468.0,27434002.0,mne9951,Ãrsrapport,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,Kolding,2016-01-01,2016-12-31,Kolding,2017-12-31,2017-01-01,2018-03-15,Kolding,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:25194344,indberetninger-20180424,2.5122833,27434002.0,,2018-04-04T08:00:09.801Z,2018-03-16T14:15:46.404Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-95-GZ,2018-03-16T14:15:46.555Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2016-01-01,2016-01-01,c711,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzg4L2RkLzZjL2Y1OGMtNDM5My05YjgxLWZhODhhYTg3YTEzMQ.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2QwL2ZiL2NjLzc5YjktNDFiZS1hOWY0LTMzMGMzMWY5MWE1Mg.xml,Danmark,Kolding,6000.0,19.0,Birkemose AllÃ©,Kolding,6000.0,1.0,Birkemosevej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-03-15,2018-03-15,Statsaut. revisor,0.0,32895468.0,27434002.0,mne9951,Ãrsrapport,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,Kolding,2016-01-01,2016-12-31,Kolding,2017-12-31,2017-01-01,2018-03-15,Kolding,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:25194344,indberetninger-20180424,2.5122833,27434002.0,,2018-04-04T08:00:09.801Z,2018-03-16T14:15:46.404Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-95-GZ,2018-03-16T14:15:46.555Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2016-01-01,2016-01-01,c717,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzg4L2RkLzZjL2Y1OGMtNDM5My05YjgxLWZhODhhYTg3YTEzMQ.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2QwL2ZiL2NjLzc5YjktNDFiZS1hOWY0LTMzMGMzMWY5MWE1Mg.xml,Danmark,Kolding,6000.0,19.0,Birkemose AllÃ©,Kolding,6000.0,1.0,Birkemosevej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-03-15,2018-03-15,Statsaut. revisor,1942131.0,32895468.0,27434002.0,mne9951,Ãrsrapport,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,Kolding,2016-01-01,2016-12-31,Kolding,2017-12-31,2017-01-01,2018-03-15,Kolding,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:25194344,indberetninger-20180424,2.5122833,27434002.0,,2018-04-04T08:00:09.801Z,2018-03-16T14:15:46.404Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-95-GZ,2018-03-16T14:15:46.555Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2016-01-01,2016-01-01,c720,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzg4L2RkLzZjL2Y1OGMtNDM5My05YjgxLWZhODhhYTg3YTEzMQ.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2QwL2ZiL2NjLzc5YjktNDFiZS1hOWY0LTMzMGMzMWY5MWE1Mg.xml,Danmark,Kolding,6000.0,19.0,Birkemose AllÃ©,Kolding,6000.0,1.0,Birkemosevej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-03-15,2018-03-15,Statsaut. revisor,800000.0,32895468.0,27434002.0,mne9951,Ãrsrapport,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,Kolding,2016-01-01,2016-12-31,Kolding,2017-12-31,2017-01-01,2018-03-15,Kolding,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:25194344,indberetninger-20180424,2.5122833,27434002.0,,2018-04-04T08:00:09.801Z,2018-03-16T14:15:46.404Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-95-GZ,2018-03-16T14:15:46.555Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2016-01-01,2016-12-31,c450,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzg4L2RkLzZjL2Y1OGMtNDM5My05YjgxLWZhODhhYTg3YTEzMQ.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2QwL2ZiL2NjLzc5YjktNDFiZS1hOWY0LTMzMGMzMWY5MWE1Mg.xml,Danmark,Kolding,6000.0,19.0,Birkemose AllÃ©,Kolding,6000.0,1.0,Birkemosevej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-03-15,2018-03-15,Statsaut. revisor,,32895468.0,27434002.0,mne9951,Ãrsrapport,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,Kolding,2016-01-01,2016-12-31,Kolding,2017-12-31,2017-01-01,2018-03-15,Kolding,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:25194344,indberetninger-20180424,2.5122833,27434002.0,,2018-04-04T08:00:09.801Z,2018-03-16T14:15:46.404Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-95-GZ,2018-03-16T14:15:46.555Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2016-01-01,2016-12-31,c54,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzg4L2RkLzZjL2Y1OGMtNDM5My05YjgxLWZhODhhYTg3YTEzMQ.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2QwL2ZiL2NjLzc5YjktNDFiZS1hOWY0LTMzMGMzMWY5MWE1Mg.xml,Danmark,Kolding,6000.0,19.0,Birkemose AllÃ©,Kolding,6000.0,1.0,Birkemosevej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-03-15,2018-03-15,Statsaut. revisor,,32895468.0,27434002.0,mne9951,Ãrsrapport,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,Kolding,2016-01-01,2016-12-31,Kolding,2017-12-31,2017-01-01,2018-03-15,Kolding,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:25194344,indberetninger-20180424,2.5122833,27434002.0,,2018-04-04T08:00:09.801Z,2018-03-16T14:15:46.404Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-95-GZ,2018-03-16T14:15:46.555Z,1704353.0,13.0,91737.0,9347757.0,5121.0,11621165.0,0.0,6666.0,2633.0,11787.0,2190825.0,2181671.0,486472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2016-01-01,2016-12-31,c56,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzg4L2RkLzZjL2Y1OGMtNDM5My05YjgxLWZhODhhYTg3YTEzMQ.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2QwL2ZiL2NjLzc5YjktNDFiZS1hOWY0LTMzMGMzMWY5MWE1Mg.xml,Danmark,Kolding,6000.0,19.0,Birkemose AllÃ©,Kolding,6000.0,1.0,Birkemosevej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-03-15,2018-03-15,Statsaut. revisor,,32895468.0,27434002.0,mne9951,Ãrsrapport,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,Kolding,2016-01-01,2016-12-31,Kolding,2017-12-31,2017-01-01,2018-03-15,Kolding,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:25194344,indberetninger-20180424,2.5122833,27434002.0,,2018-04-04T08:00:09.801Z,2018-03-16T14:15:46.404Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-95-GZ,2018-03-16T14:15:46.555Z,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2016-01-01,2016-12-31,c69,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzg4L2RkLzZjL2Y1OGMtNDM5My05YjgxLWZhODhhYTg3YTEzMQ.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2QwL2ZiL2NjLzc5YjktNDFiZS1hOWY0LTMzMGMzMWY5MWE1Mg.xml,Danmark,Kolding,6000.0,19.0,Birkemose AllÃ©,Kolding,6000.0,1.0,Birkemosevej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-03-15,2018-03-15,Statsaut. revisor,,32895468.0,27434002.0,mne9951,Ãrsrapport,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,Kolding,2016-01-01,2016-12-31,Kolding,2017-12-31,2017-01-01,2018-03-15,Kolding,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:25194344,indberetninger-20180424,2.5122833,27434002.0,,2018-04-04T08:00:09.801Z,2018-03-16T14:15:46.404Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-95-GZ,2018-03-16T14:15:46.555Z,704353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2016-12-31,2016-12-31,c72,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzg4L2RkLzZjL2Y1OGMtNDM5My05YjgxLWZhODhhYTg3YTEzMQ.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2QwL2ZiL2NjLzc5YjktNDFiZS1hOWY0LTMzMGMzMWY5MWE1Mg.xml,Danmark,Kolding,6000.0,19.0,Birkemose AllÃ©,Kolding,6000.0,1.0,Birkemosevej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-03-15,2018-03-15,Statsaut. revisor,4146484.0,32895468.0,27434002.0,mne9951,Ãrsrapport,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,Kolding,2016-01-01,2016-12-31,Kolding,2017-12-31,2017-01-01,2018-03-15,Kolding,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:25194344,indberetninger-20180424,2.5122833,27434002.0,,2018-04-04T08:00:09.801Z,2018-03-16T14:15:46.404Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-95-GZ,2018-03-16T14:15:46.555Z,,,,,,,,,,,,,,16192634.0,6586199.0,500000.0,15802142.0,7512.0,4050720.0,127697.0,188359.0,34831.0,16192634.0,12046150.0,167302.0,39605.0,390492.0,3346890.0,436725.0,223190.0,1000000.0,0.0,2646484.0,7450085.0,12046150.0,9215943.0,9468.0,0.0,1239707.0,4720986.0,
27434002,2017-01-01,2017-12-31,c1,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzg4L2RkLzZjL2Y1OGMtNDM5My05YjgxLWZhODhhYTg3YTEzMQ.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2QwL2ZiL2NjLzc5YjktNDFiZS1hOWY0LTMzMGMzMWY5MWE1Mg.xml,Danmark,Kolding,6000.0,19.0,Birkemose AllÃ©,Kolding,6000.0,1.0,Birkemosevej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-03-15,2018-03-15,Statsaut. revisor,,32895468.0,27434002.0,mne9951,Ãrsrapport,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,Kolding,2016-01-01,2016-12-31,Kolding,2017-12-31,2017-01-01,2018-03-15,Kolding,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:25194344,indberetninger-20180424,2.5122833,27434002.0,,2018-04-04T08:00:09.801Z,2018-03-16T14:15:46.404Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-95-GZ,2018-03-16T14:15:46.555Z,1415457.0,15.0,96686.0,10987203.0,0.0,12725863.0,165426.0,16000.0,54305.0,16000.0,1769095.0,1641974.0,353638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
