entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,ExchangeRateAdjustmentsOtherFinanceIncome,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,PlaceOfSignatureOfStatement,NameAndSurnameOfMemberOfSupervisoryBoard
27434002,2015-01-01,2015-12-31,c54,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2QzL2M1LzU2Lzg5ZTktNGY3ZC1iOTIzLWRlYjNkZWYzNWY5Yw.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzgzLzdlL2U5LzU0NjMtNGQ5Mi04NzZlLTU1MDdlZjJmZmM5Mg.xml,Danmark,Kolding,6000.0,"27-29, 1. sal",Birkemose AllÃ©,Kolding,6000.0,7.0,Birkemose,9200 Aalborg SV,Voergaardvej 2,11.0,Regnskabsklasse B,2017-03-06,2017-03-13,73857.0,Statsaut. revisor,7617273.0,0.0,9506051.0,32895468.0,27434002.0,Ãrsrapport,0.0,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,10793.0,0.0,1378678.0,1804128.0,1814921.0,Kolding,2016-12-31,2016-01-01,2017-03-06,Kolding,425450.0,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:23606206,indberetninger-20180424,2.5095882,27434002.0,,2018-03-28T00:57:04.863Z,2017-03-16T09:28:13.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-52-AG,2017-03-16T09:28:14.080Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2015-01-01,2015-12-31,c56,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2QzL2M1LzU2Lzg5ZTktNGY3ZC1iOTIzLWRlYjNkZWYzNWY5Yw.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzgzLzdlL2U5LzU0NjMtNGQ5Mi04NzZlLTU1MDdlZjJmZmM5Mg.xml,Danmark,Kolding,6000.0,"27-29, 1. sal",Birkemose AllÃ©,Kolding,6000.0,7.0,Birkemose,9200 Aalborg SV,Voergaardvej 2,,Regnskabsklasse B,2017-03-06,2017-03-13,,Statsaut. revisor,,,,32895468.0,27434002.0,Ãrsrapport,,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,,,800000.0,,,Kolding,2016-12-31,2016-01-01,2017-03-06,Kolding,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:23606206,indberetninger-20180424,2.5095882,27434002.0,,2018-03-28T00:57:04.863Z,2017-03-16T09:28:13.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-52-AG,2017-03-16T09:28:14.080Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2015-01-01,2015-12-31,c69,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2QzL2M1LzU2Lzg5ZTktNGY3ZC1iOTIzLWRlYjNkZWYzNWY5Yw.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzgzLzdlL2U5LzU0NjMtNGQ5Mi04NzZlLTU1MDdlZjJmZmM5Mg.xml,Danmark,Kolding,6000.0,"27-29, 1. sal",Birkemose AllÃ©,Kolding,6000.0,7.0,Birkemose,9200 Aalborg SV,Voergaardvej 2,,Regnskabsklasse B,2017-03-06,2017-03-13,,Statsaut. revisor,,,,32895468.0,27434002.0,Ãrsrapport,,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,,,578678.0,,,Kolding,2016-12-31,2016-01-01,2017-03-06,Kolding,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:23606206,indberetninger-20180424,2.5095882,27434002.0,,2018-03-28T00:57:04.863Z,2017-03-16T09:28:13.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-52-AG,2017-03-16T09:28:14.080Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2015-12-31,2015-12-31,c70,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2QzL2M1LzU2Lzg5ZTktNGY3ZC1iOTIzLWRlYjNkZWYzNWY5Yw.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzgzLzdlL2U5LzU0NjMtNGQ5Mi04NzZlLTU1MDdlZjJmZmM5Mg.xml,Danmark,Kolding,6000.0,"27-29, 1. sal",Birkemose AllÃ©,Kolding,6000.0,7.0,Birkemose,9200 Aalborg SV,Voergaardvej 2,,Regnskabsklasse B,2017-03-06,2017-03-13,,Statsaut. revisor,,,,32895468.0,27434002.0,Ãrsrapport,,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,,,,,,Kolding,2016-12-31,2016-01-01,2017-03-06,Kolding,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:23606206,indberetninger-20180424,2.5095882,27434002.0,,2018-03-28T00:57:04.863Z,2017-03-16T09:28:13.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-52-AG,2017-03-16T09:28:14.080Z,38667.0,14780973.0,7172445.0,500000.0,14566891.0,24808.0,3327508.0,127041.0,3242130.0,48374.0,38667.0,0.0,14780973.0,11526330.0,127041.0,0.0,214082.0,2925173.0,48794.0,48374.0,800000.0,12513.0,12513.0,1942130.0,7409218.0,11526330.0,7394446.0,390937.0,801002.0,3993336.0,,
27434002,2016-01-01,2016-12-31,c1,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2QzL2M1LzU2Lzg5ZTktNGY3ZC1iOTIzLWRlYjNkZWYzNWY5Yw.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzgzLzdlL2U5LzU0NjMtNGQ5Mi04NzZlLTU1MDdlZjJmZmM5Mg.xml,Danmark,Kolding,6000.0,"27-29, 1. sal",Birkemose AllÃ©,Kolding,6000.0,7.0,Birkemose,9200 Aalborg SV,Voergaardvej 2,13.0,Regnskabsklasse B,2017-03-06,2017-03-13,91737.0,Statsaut. revisor,9347757.0,5121.0,11621165.0,32895468.0,27434002.0,Ãrsrapport,6666.0,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,2633.0,11787.0,1704353.0,2190825.0,2181671.0,Kolding,2016-12-31,2016-01-01,2017-03-06,Kolding,486472.0,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:23606206,indberetninger-20180424,2.5095882,27434002.0,,2018-03-28T00:57:04.863Z,2017-03-16T09:28:13.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-52-AG,2017-03-16T09:28:14.080Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kolding,
27434002,2016-01-01,2016-12-31,c1967,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2QzL2M1LzU2Lzg5ZTktNGY3ZC1iOTIzLWRlYjNkZWYzNWY5Yw.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzgzLzdlL2U5LzU0NjMtNGQ5Mi04NzZlLTU1MDdlZjJmZmM5Mg.xml,Danmark,Kolding,6000.0,"27-29, 1. sal",Birkemose AllÃ©,Kolding,6000.0,7.0,Birkemose,9200 Aalborg SV,Voergaardvej 2,,Regnskabsklasse B,2017-03-06,2017-03-13,,Statsaut. revisor,,,,32895468.0,27434002.0,Ãrsrapport,,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,,,,,,Kolding,2016-12-31,2016-01-01,2017-03-06,Kolding,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:23606206,indberetninger-20180424,2.5095882,27434002.0,,2018-03-28T00:57:04.863Z,2017-03-16T09:28:13.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-52-AG,2017-03-16T09:28:14.080Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2016-01-01,2016-12-31,c55,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2QzL2M1LzU2Lzg5ZTktNGY3ZC1iOTIzLWRlYjNkZWYzNWY5Yw.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzgzLzdlL2U5LzU0NjMtNGQ5Mi04NzZlLTU1MDdlZjJmZmM5Mg.xml,Danmark,Kolding,6000.0,"27-29, 1. sal",Birkemose AllÃ©,Kolding,6000.0,7.0,Birkemose,9200 Aalborg SV,Voergaardvej 2,,Regnskabsklasse B,2017-03-06,2017-03-13,,Statsaut. revisor,,,,32895468.0,27434002.0,Ãrsrapport,,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,,,1000000.0,,,Kolding,2016-12-31,2016-01-01,2017-03-06,Kolding,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:23606206,indberetninger-20180424,2.5095882,27434002.0,,2018-03-28T00:57:04.863Z,2017-03-16T09:28:13.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-52-AG,2017-03-16T09:28:14.080Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2016-01-01,2016-12-31,c68,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2QzL2M1LzU2Lzg5ZTktNGY3ZC1iOTIzLWRlYjNkZWYzNWY5Yw.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzgzLzdlL2U5LzU0NjMtNGQ5Mi04NzZlLTU1MDdlZjJmZmM5Mg.xml,Danmark,Kolding,6000.0,"27-29, 1. sal",Birkemose AllÃ©,Kolding,6000.0,7.0,Birkemose,9200 Aalborg SV,Voergaardvej 2,,Regnskabsklasse B,2017-03-06,2017-03-13,,Statsaut. revisor,,,,32895468.0,27434002.0,Ãrsrapport,,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,,,704353.0,,,Kolding,2016-12-31,2016-01-01,2017-03-06,Kolding,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:23606206,indberetninger-20180424,2.5095882,27434002.0,,2018-03-28T00:57:04.863Z,2017-03-16T09:28:13.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-52-AG,2017-03-16T09:28:14.080Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2016-01-01,2016-12-31,c84,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2QzL2M1LzU2Lzg5ZTktNGY3ZC1iOTIzLWRlYjNkZWYzNWY5Yw.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzgzLzdlL2U5LzU0NjMtNGQ5Mi04NzZlLTU1MDdlZjJmZmM5Mg.xml,Danmark,Kolding,6000.0,"27-29, 1. sal",Birkemose AllÃ©,Kolding,6000.0,7.0,Birkemose,9200 Aalborg SV,Voergaardvej 2,,Regnskabsklasse B,2017-03-06,2017-03-13,,Statsaut. revisor,,,,32895468.0,27434002.0,Ãrsrapport,,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,,,,,,Kolding,2016-12-31,2016-01-01,2017-03-06,Kolding,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:23606206,indberetninger-20180424,2.5095882,27434002.0,,2018-03-28T00:57:04.863Z,2017-03-16T09:28:13.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-52-AG,2017-03-16T09:28:14.080Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ari Eino Tertsunen
27434002,2016-01-01,2016-12-31,c85,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2QzL2M1LzU2Lzg5ZTktNGY3ZC1iOTIzLWRlYjNkZWYzNWY5Yw.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzgzLzdlL2U5LzU0NjMtNGQ5Mi04NzZlLTU1MDdlZjJmZmM5Mg.xml,Danmark,Kolding,6000.0,"27-29, 1. sal",Birkemose AllÃ©,Kolding,6000.0,7.0,Birkemose,9200 Aalborg SV,Voergaardvej 2,,Regnskabsklasse B,2017-03-06,2017-03-13,,Statsaut. revisor,,,,32895468.0,27434002.0,Ãrsrapport,,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,,,,,,Kolding,2016-12-31,2016-01-01,2017-03-06,Kolding,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:23606206,indberetninger-20180424,2.5095882,27434002.0,,2018-03-28T00:57:04.863Z,2017-03-16T09:28:13.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-52-AG,2017-03-16T09:28:14.080Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bo Nyby Rixen
27434002,2016-01-01,2016-12-31,c86,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2QzL2M1LzU2Lzg5ZTktNGY3ZC1iOTIzLWRlYjNkZWYzNWY5Yw.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzgzLzdlL2U5LzU0NjMtNGQ5Mi04NzZlLTU1MDdlZjJmZmM5Mg.xml,Danmark,Kolding,6000.0,"27-29, 1. sal",Birkemose AllÃ©,Kolding,6000.0,7.0,Birkemose,9200 Aalborg SV,Voergaardvej 2,,Regnskabsklasse B,2017-03-06,2017-03-13,,Statsaut. revisor,,,,32895468.0,27434002.0,Ãrsrapport,,Henrik Larsen,Bo Rixen,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,,,,,,Kolding,2016-12-31,2016-01-01,2017-03-06,Kolding,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:23606206,indberetninger-20180424,2.5095882,27434002.0,,2018-03-28T00:57:04.863Z,2017-03-16T09:28:13.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-52-AG,2017-03-16T09:28:14.080Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Peter Hervil
