entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DividendPaid,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Dividend,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,FixturesFittingsToolsAndEquipment,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameAndSurnameOfMemberOfSupervisoryBoard
27434002,2017-01-01,2017-01-01,c696,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNkLzU1L2E0LzFkN2MtNGRhNS05NWJlLWE4N2IwYzE1YzlmNg.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2FlL2RlLzZmLzI1NGEtNDRkMS1iMjI2LTk3ODk2ZWZlZGNlMw.xml,true,Danmark,Kolding,6000.0,19.0,Birkemose AllÃ©,Kolding,6000.0,1.0,Birkemosevej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2019-05-08,2019-05-28,-2992281.0,500000.0,32895468.0,27434002.0,Ãrsrapport,Knud Beer,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,Kolding,2017-01-01,2017-12-31,Kolding,2018-12-31,2018-01-01,2019-05-08,Kolding,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27305847,indberetninger-20180424,2.5124266,27434002.0,AWsFMbVpRYGX6_YTIMcQ,2019-05-29T20:04:39.587Z,2019-05-29T20:04:31.512Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-50-DK,2019-05-29T20:04:31.796Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2017-01-01,2017-01-01,c711,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNkLzU1L2E0LzFkN2MtNGRhNS05NWJlLWE4N2IwYzE1YzlmNg.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2FlL2RlLzZmLzI1NGEtNDRkMS1iMjI2LTk3ODk2ZWZlZGNlMw.xml,true,Danmark,Kolding,6000.0,19.0,Birkemose AllÃ©,Kolding,6000.0,1.0,Birkemosevej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2019-05-08,2019-05-28,-2992281.0,0.0,32895468.0,27434002.0,Ãrsrapport,Knud Beer,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,Kolding,2017-01-01,2017-12-31,Kolding,2018-12-31,2018-01-01,2019-05-08,Kolding,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27305847,indberetninger-20180424,2.5124266,27434002.0,AWsFMbVpRYGX6_YTIMcQ,2019-05-29T20:04:39.587Z,2019-05-29T20:04:31.512Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-50-DK,2019-05-29T20:04:31.796Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2017-01-01,2017-01-01,c717,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNkLzU1L2E0LzFkN2MtNGRhNS05NWJlLWE4N2IwYzE1YzlmNg.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2FlL2RlLzZmLzI1NGEtNDRkMS1iMjI2LTk3ODk2ZWZlZGNlMw.xml,true,Danmark,Kolding,6000.0,19.0,Birkemose AllÃ©,Kolding,6000.0,1.0,Birkemosevej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2019-05-08,2019-05-28,-2992281.0,2646483.0,32895468.0,27434002.0,Ãrsrapport,Knud Beer,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,Kolding,2017-01-01,2017-12-31,Kolding,2018-12-31,2018-01-01,2019-05-08,Kolding,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27305847,indberetninger-20180424,2.5124266,27434002.0,AWsFMbVpRYGX6_YTIMcQ,2019-05-29T20:04:39.587Z,2019-05-29T20:04:31.512Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-50-DK,2019-05-29T20:04:31.796Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNkLzU1L2E0LzFkN2MtNGRhNS05NWJlLWE4N2IwYzE1YzlmNg.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2FlL2RlLzZmLzI1NGEtNDRkMS1iMjI2LTk3ODk2ZWZlZGNlMw.xml,true,Danmark,Kolding,6000.0,19.0,Birkemose AllÃ©,Kolding,6000.0,1.0,Birkemosevej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2019-05-08,2019-05-28,-2992281.0,1000000.0,32895468.0,27434002.0,Ãrsrapport,Knud Beer,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,Kolding,2017-01-01,2017-12-31,Kolding,2018-12-31,2018-01-01,2019-05-08,Kolding,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27305847,indberetninger-20180424,2.5124266,27434002.0,AWsFMbVpRYGX6_YTIMcQ,2019-05-29T20:04:39.587Z,2019-05-29T20:04:31.512Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-50-DK,2019-05-29T20:04:31.796Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2017-01-01,2017-12-31,c450,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNkLzU1L2E0LzFkN2MtNGRhNS05NWJlLWE4N2IwYzE1YzlmNg.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2FlL2RlLzZmLzI1NGEtNDRkMS1iMjI2LTk3ODk2ZWZlZGNlMw.xml,true,Danmark,Kolding,6000.0,19.0,Birkemose AllÃ©,Kolding,6000.0,1.0,Birkemosevej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2019-05-08,2019-05-28,-2992281.0,,32895468.0,27434002.0,Ãrsrapport,Knud Beer,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,Kolding,2017-01-01,2017-12-31,Kolding,2018-12-31,2018-01-01,2019-05-08,Kolding,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27305847,indberetninger-20180424,2.5124266,27434002.0,AWsFMbVpRYGX6_YTIMcQ,2019-05-29T20:04:39.587Z,2019-05-29T20:04:31.512Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-50-DK,2019-05-29T20:04:31.796Z,165426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2017-01-01,2017-12-31,c54,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNkLzU1L2E0LzFkN2MtNGRhNS05NWJlLWE4N2IwYzE1YzlmNg.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2FlL2RlLzZmLzI1NGEtNDRkMS1iMjI2LTk3ODk2ZWZlZGNlMw.xml,true,Danmark,Kolding,6000.0,19.0,Birkemose AllÃ©,Kolding,6000.0,1.0,Birkemosevej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2019-05-08,2019-05-28,-2992281.0,,32895468.0,27434002.0,Ãrsrapport,Knud Beer,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,Kolding,2017-01-01,2017-12-31,Kolding,2018-12-31,2018-01-01,2019-05-08,Kolding,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27305847,indberetninger-20180424,2.5124266,27434002.0,AWsFMbVpRYGX6_YTIMcQ,2019-05-29T20:04:39.587Z,2019-05-29T20:04:31.512Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-50-DK,2019-05-29T20:04:31.796Z,1415457.0,15.0,96686.0,10987203.0,12725863.0,165426.0,16000.0,54305.0,16000.0,0.0,1769095.0,1641974.0,353638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2017-01-01,2017-12-31,c56,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNkLzU1L2E0LzFkN2MtNGRhNS05NWJlLWE4N2IwYzE1YzlmNg.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2FlL2RlLzZmLzI1NGEtNDRkMS1iMjI2LTk3ODk2ZWZlZGNlMw.xml,true,Danmark,Kolding,6000.0,19.0,Birkemose AllÃ©,Kolding,6000.0,1.0,Birkemosevej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2019-05-08,2019-05-28,-2992281.0,,32895468.0,27434002.0,Ãrsrapport,Knud Beer,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,Kolding,2017-01-01,2017-12-31,Kolding,2018-12-31,2018-01-01,2019-05-08,Kolding,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27305847,indberetninger-20180424,2.5124266,27434002.0,AWsFMbVpRYGX6_YTIMcQ,2019-05-29T20:04:39.587Z,2019-05-29T20:04:31.512Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-50-DK,2019-05-29T20:04:31.796Z,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2017-01-01,2017-12-31,c60,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNkLzU1L2E0LzFkN2MtNGRhNS05NWJlLWE4N2IwYzE1YzlmNg.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2FlL2RlLzZmLzI1NGEtNDRkMS1iMjI2LTk3ODk2ZWZlZGNlMw.xml,true,Danmark,Kolding,6000.0,19.0,Birkemose AllÃ©,Kolding,6000.0,1.0,Birkemosevej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2019-05-08,2019-05-28,-2992281.0,,32895468.0,27434002.0,Ãrsrapport,Knud Beer,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,Kolding,2017-01-01,2017-12-31,Kolding,2018-12-31,2018-01-01,2019-05-08,Kolding,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27305847,indberetninger-20180424,2.5124266,27434002.0,AWsFMbVpRYGX6_YTIMcQ,2019-05-29T20:04:39.587Z,2019-05-29T20:04:31.512Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-50-DK,2019-05-29T20:04:31.796Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2017-01-01,2017-12-31,c69,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNkLzU1L2E0LzFkN2MtNGRhNS05NWJlLWE4N2IwYzE1YzlmNg.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2FlL2RlLzZmLzI1NGEtNDRkMS1iMjI2LTk3ODk2ZWZlZGNlMw.xml,true,Danmark,Kolding,6000.0,19.0,Birkemose AllÃ©,Kolding,6000.0,1.0,Birkemosevej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2019-05-08,2019-05-28,-2992281.0,,32895468.0,27434002.0,Ãrsrapport,Knud Beer,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,Kolding,2017-01-01,2017-12-31,Kolding,2018-12-31,2018-01-01,2019-05-08,Kolding,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27305847,indberetninger-20180424,2.5124266,27434002.0,AWsFMbVpRYGX6_YTIMcQ,2019-05-29T20:04:39.587Z,2019-05-29T20:04:31.512Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-50-DK,2019-05-29T20:04:31.796Z,550031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27434002,2017-01-01,2017-12-31,c712,,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNkLzU1L2E0LzFkN2MtNGRhNS05NWJlLWE4N2IwYzE1YzlmNg.pdf,http://regnskaber.virk.dk/20043472/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2FlL2RlLzZmLzI1NGEtNDRkMS1iMjI2LTk3ODk2ZWZlZGNlMw.xml,true,Danmark,Kolding,6000.0,19.0,Birkemose AllÃ©,Kolding,6000.0,1.0,Birkemosevej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2019-05-08,2019-05-28,-2992281.0,,32895468.0,27434002.0,Ãrsrapport,Knud Beer,Bo Nyby Rixen,Beierholm,Econocap A/S,Beierholm,Kolding,2017-01-01,2017-12-31,Kolding,2018-12-31,2018-01-01,2019-05-08,Kolding,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27305847,indberetninger-20180424,2.5124266,27434002.0,AWsFMbVpRYGX6_YTIMcQ,2019-05-29T20:04:39.587Z,2019-05-29T20:04:31.512Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-50-DK,2019-05-29T20:04:31.796Z,165426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
