entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,PropertyPlantAndEquipmentInProgressAndPrepaymentsForPropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance
37120286,2016-07-01,2017-06-30,c174,,http://regnskaber.virk.dk/68202173/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzdjL2YwL2NlLzM2OTUtNGU4Mi1iZWQ3LTFkYTYzNTllNWQ3ZQ.pdf,http://regnskaber.virk.dk/68202173/ZG9rdW1lbnRsYWdlcjovLzAzLzZiL2JlL2U2LzU0LzkyYjktNDdmZS1iNzkxLWJjNmY3ZDU0ZTgwOA.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,8800 Viborg,Vestergade 20,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejerne i Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",120252.0,2018-09-05,2015-09-29,2018-09-05,128117.0,128117.0,Statsautoriseret revisor,643209.0,20222670.0,37120286.0,20222670.0,mne31428,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS.,Ãrsrapport,6131.0,7452320.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Witzky,Michael DÃ¸ssing,Steen SÃ¸rensen,Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS,BDO Statsautoriseret revisionsaktieselskab,96606.0,90475.0,Viborg,2016-07-01,2017-06-30,298234.0,418486.0,515092.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2018-06-30,2017-07-01,true,2018-09-05,Viborg,120252.0,urn:ofk:oid:26118947,indberetninger-20180424,2.5097342,37120286.0,AWXn57m35OzuYdPkErPy,2018-09-17T14:20:49.594Z,2018-09-17T14:20:44.874Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-15-SK,2018-09-17T14:20:45.079Z,,,,,,,,,,,,,,,,,,,,,,,,,
37120286,2016-07-01,2017-06-30,c195,,http://regnskaber.virk.dk/68202173/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzdjL2YwL2NlLzM2OTUtNGU4Mi1iZWQ3LTFkYTYzNTllNWQ3ZQ.pdf,http://regnskaber.virk.dk/68202173/ZG9rdW1lbnRsYWdlcjovLzAzLzZiL2JlL2U2LzU0LzkyYjktNDdmZS1iNzkxLWJjNmY3ZDU0ZTgwOA.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,8800 Viborg,Vestergade 20,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejerne i Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-05,2015-09-29,2018-09-05,,128117.0,Statsautoriseret revisor,,20222670.0,37120286.0,20222670.0,mne31428,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS.,Ãrsrapport,,7452320.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Witzky,Michael DÃ¸ssing,Steen SÃ¸rensen,Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Viborg,2016-07-01,2017-06-30,298234.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2018-06-30,2017-07-01,true,2018-09-05,Viborg,,urn:ofk:oid:26118947,indberetninger-20180424,2.5097342,37120286.0,AWXn57m35OzuYdPkErPy,2018-09-17T14:20:49.594Z,2018-09-17T14:20:44.874Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-15-SK,2018-09-17T14:20:45.079Z,,,,,,,,,,,,,,,,,,,,,,,,,
37120286,2017-06-30,2017-06-30,c172,,http://regnskaber.virk.dk/68202173/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzdjL2YwL2NlLzM2OTUtNGU4Mi1iZWQ3LTFkYTYzNTllNWQ3ZQ.pdf,http://regnskaber.virk.dk/68202173/ZG9rdW1lbnRsYWdlcjovLzAzLzZiL2JlL2U2LzU0LzkyYjktNDdmZS1iNzkxLWJjNmY3ZDU0ZTgwOA.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,8800 Viborg,Vestergade 20,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejerne i Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-05,2015-09-29,2018-09-05,,128117.0,Statsautoriseret revisor,,20222670.0,37120286.0,20222670.0,mne31428,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS.,Ãrsrapport,,7452320.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Witzky,Michael DÃ¸ssing,Steen SÃ¸rensen,Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Viborg,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2018-06-30,2017-07-01,true,2018-09-05,Viborg,,urn:ofk:oid:26118947,indberetninger-20180424,2.5097342,37120286.0,AWXn57m35OzuYdPkErPy,2018-09-17T14:20:49.594Z,2018-09-17T14:20:44.874Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-15-SK,2018-09-17T14:20:45.079Z,12646671.0,500000.0,3027415.0,12442302.0,12646671.0,9619256.0,7348340.0,7350579.0,12584096.0,2239.0,0.0,62575.0,12584096.0,141794.0,2527415.0,1729341.0,2268677.0,348517.0,62575.0,120252.0,70567.0,,,,
37120286,2017-07-01,2017-07-01,c226,,http://regnskaber.virk.dk/68202173/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzdjL2YwL2NlLzM2OTUtNGU4Mi1iZWQ3LTFkYTYzNTllNWQ3ZQ.pdf,http://regnskaber.virk.dk/68202173/ZG9rdW1lbnRsYWdlcjovLzAzLzZiL2JlL2U2LzU0LzkyYjktNDdmZS1iNzkxLWJjNmY3ZDU0ZTgwOA.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,8800 Viborg,Vestergade 20,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejerne i Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-05,2015-09-29,2018-09-05,,128117.0,Statsautoriseret revisor,,20222670.0,37120286.0,20222670.0,mne31428,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS.,Ãrsrapport,,7452320.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Witzky,Michael DÃ¸ssing,Steen SÃ¸rensen,Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Viborg,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2018-06-30,2017-07-01,true,2018-09-05,Viborg,,urn:ofk:oid:26118947,indberetninger-20180424,2.5097342,37120286.0,AWXn57m35OzuYdPkErPy,2018-09-17T14:20:49.594Z,2018-09-17T14:20:44.874Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-15-SK,2018-09-17T14:20:45.079Z,,,500000.0,,,,,,,,,,,,,,,,,,,,,,
37120286,2017-07-01,2017-07-01,c253,,http://regnskaber.virk.dk/68202173/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzdjL2YwL2NlLzM2OTUtNGU4Mi1iZWQ3LTFkYTYzNTllNWQ3ZQ.pdf,http://regnskaber.virk.dk/68202173/ZG9rdW1lbnRsYWdlcjovLzAzLzZiL2JlL2U2LzU0LzkyYjktNDdmZS1iNzkxLWJjNmY3ZDU0ZTgwOA.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,8800 Viborg,Vestergade 20,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejerne i Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-05,2015-09-29,2018-09-05,,128117.0,Statsautoriseret revisor,,20222670.0,37120286.0,20222670.0,mne31428,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS.,Ãrsrapport,,7452320.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Witzky,Michael DÃ¸ssing,Steen SÃ¸rensen,Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Viborg,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2018-06-30,2017-07-01,true,2018-09-05,Viborg,,urn:ofk:oid:26118947,indberetninger-20180424,2.5097342,37120286.0,AWXn57m35OzuYdPkErPy,2018-09-17T14:20:49.594Z,2018-09-17T14:20:44.874Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-15-SK,2018-09-17T14:20:45.079Z,,,2527415.0,,,,,,,,,,,,,,,,,,,,,,
37120286,2017-07-01,2017-07-01,c428,,http://regnskaber.virk.dk/68202173/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzdjL2YwL2NlLzM2OTUtNGU4Mi1iZWQ3LTFkYTYzNTllNWQ3ZQ.pdf,http://regnskaber.virk.dk/68202173/ZG9rdW1lbnRsYWdlcjovLzAzLzZiL2JlL2U2LzU0LzkyYjktNDdmZS1iNzkxLWJjNmY3ZDU0ZTgwOA.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,8800 Viborg,Vestergade 20,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejerne i Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-05,2015-09-29,2018-09-05,,128117.0,Statsautoriseret revisor,,20222670.0,37120286.0,20222670.0,mne31428,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS.,Ãrsrapport,,7452320.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Witzky,Michael DÃ¸ssing,Steen SÃ¸rensen,Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Viborg,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2018-06-30,2017-07-01,true,2018-09-05,Viborg,,urn:ofk:oid:26118947,indberetninger-20180424,2.5097342,37120286.0,AWXn57m35OzuYdPkErPy,2018-09-17T14:20:49.594Z,2018-09-17T14:20:44.874Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-15-SK,2018-09-17T14:20:45.079Z,,,,,,,,,,,,,,,,,,,,,,213528.0,12655830.0,,
37120286,2017-07-01,2017-07-01,c455,,http://regnskaber.virk.dk/68202173/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzdjL2YwL2NlLzM2OTUtNGU4Mi1iZWQ3LTFkYTYzNTllNWQ3ZQ.pdf,http://regnskaber.virk.dk/68202173/ZG9rdW1lbnRsYWdlcjovLzAzLzZiL2JlL2U2LzU0LzkyYjktNDdmZS1iNzkxLWJjNmY3ZDU0ZTgwOA.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,8800 Viborg,Vestergade 20,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejerne i Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-05,2015-09-29,2018-09-05,,128117.0,Statsautoriseret revisor,,20222670.0,37120286.0,20222670.0,mne31428,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS.,Ãrsrapport,,7452320.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Witzky,Michael DÃ¸ssing,Steen SÃ¸rensen,Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Viborg,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2018-06-30,2017-07-01,true,2018-09-05,Viborg,,urn:ofk:oid:26118947,indberetninger-20180424,2.5097342,37120286.0,AWXn57m35OzuYdPkErPy,2018-09-17T14:20:49.594Z,2018-09-17T14:20:44.874Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-15-SK,2018-09-17T14:20:45.079Z,,,,,,,,,,,,,,,,,,,,,,,141794.0,,
37120286,2017-07-01,2018-06-30,c173,,http://regnskaber.virk.dk/68202173/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzdjL2YwL2NlLzM2OTUtNGU4Mi1iZWQ3LTFkYTYzNTllNWQ3ZQ.pdf,http://regnskaber.virk.dk/68202173/ZG9rdW1lbnRsYWdlcjovLzAzLzZiL2JlL2U2LzU0LzkyYjktNDdmZS1iNzkxLWJjNmY3ZDU0ZTgwOA.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,8800 Viborg,Vestergade 20,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejerne i Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",3058.0,2018-09-05,2015-09-29,2018-09-05,128117.0,128117.0,Statsautoriseret revisor,113463.0,20222670.0,37120286.0,20222670.0,mne31428,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS.,Ãrsrapport,10651.0,7452320.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Witzky,Michael DÃ¸ssing,Steen SÃ¸rensen,Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS,BDO Statsautoriseret revisionsaktieselskab,99560.0,88909.0,Viborg,2016-07-01,2017-06-30,-117272.0,-114214.0,-14654.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2018-06-30,2017-07-01,true,2018-09-05,Viborg,3058.0,urn:ofk:oid:26118947,indberetninger-20180424,2.5097342,37120286.0,AWXn57m35OzuYdPkErPy,2018-09-17T14:20:49.594Z,2018-09-17T14:20:44.874Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-15-SK,2018-09-17T14:20:45.079Z,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
37120286,2017-07-01,2018-06-30,c194,,http://regnskaber.virk.dk/68202173/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzdjL2YwL2NlLzM2OTUtNGU4Mi1iZWQ3LTFkYTYzNTllNWQ3ZQ.pdf,http://regnskaber.virk.dk/68202173/ZG9rdW1lbnRsYWdlcjovLzAzLzZiL2JlL2U2LzU0LzkyYjktNDdmZS1iNzkxLWJjNmY3ZDU0ZTgwOA.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,8800 Viborg,Vestergade 20,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejerne i Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-05,2015-09-29,2018-09-05,,128117.0,Statsautoriseret revisor,,20222670.0,37120286.0,20222670.0,mne31428,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS.,Ãrsrapport,,7452320.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Witzky,Michael DÃ¸ssing,Steen SÃ¸rensen,Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Viborg,2016-07-01,2017-06-30,-117272.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2018-06-30,2017-07-01,true,2018-09-05,Viborg,,urn:ofk:oid:26118947,indberetninger-20180424,2.5097342,37120286.0,AWXn57m35OzuYdPkErPy,2018-09-17T14:20:49.594Z,2018-09-17T14:20:44.874Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-15-SK,2018-09-17T14:20:45.079Z,,,,,,,,,,,,,,,,,,,,,,,,,
37120286,2017-07-01,2018-06-30,c254,,http://regnskaber.virk.dk/68202173/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzdjL2YwL2NlLzM2OTUtNGU4Mi1iZWQ3LTFkYTYzNTllNWQ3ZQ.pdf,http://regnskaber.virk.dk/68202173/ZG9rdW1lbnRsYWdlcjovLzAzLzZiL2JlL2U2LzU0LzkyYjktNDdmZS1iNzkxLWJjNmY3ZDU0ZTgwOA.xml,true,Viborg,8800.0,"11, 1. sal",Tingvej,8800 Viborg,Vestergade 20,DK-8800 Viborg,"Tingvej 11, 1. sal",Til kapitalejerne i Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-05,2015-09-29,2018-09-05,,128117.0,Statsautoriseret revisor,,20222670.0,37120286.0,20222670.0,mne31428,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS.,Ãrsrapport,,7452320.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Witzky,Michael DÃ¸ssing,Steen SÃ¸rensen,Ejendomsselskabet Ll. Sct. Mikkels Gade 4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Viborg,2016-07-01,2017-06-30,-117272.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2018-06-30,2017-07-01,true,2018-09-05,Viborg,,urn:ofk:oid:26118947,indberetninger-20180424,2.5097342,37120286.0,AWXn57m35OzuYdPkErPy,2018-09-17T14:20:49.594Z,2018-09-17T14:20:44.874Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-15-SK,2018-09-17T14:20:45.079Z,,,,,,,,,,,,,,,,,,,,,,,,,
