entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,Assets,CashAndCashEquivalents,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ContributedCapital,CurrentAssets,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,Equity,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherShorttermPayables,OtherShorttermReceivables,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss
34703450,2012-09-14,2013-06-30,ID_0,http://regnskaber.virk.dk/05430743/Y3ZyLmRrOi8vcGRmcy8zNDcwMzQ1MDtBcFM1MTc2MTU7MjAxMjA5MTQ7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/05430743/Y3ZyLmRrOi8veGJybHMvWC1DODg3OEIyQS0yMDEzMTIxOF8xMzUxMTJfMDQ2.xml,"3450, AllerÃ¸d",Gydevang 39-41,"4600, KÃ¸ge",Ellemarksvej 5,Til kapitalejerne i Hvam Trading ApS,93715.0,75546.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,-80000.0,93715.0,2013-11-29,Registreret revisor,52414.0,53056.0,80480.0,32149863.0,34703450.0,32149863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 14. september 2012 - 30. juni 2013 for Hvam Trading ApS.,"Vi har revideret Ã¥rsregnskabet for Hvam Trading ApS for regnskabsÃ¥ret 14. september 2012 - 30. juni 2013, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,-93715.0,-146771.0,Asger Wiuff,Peter Hvam Ellefsen,Peter Hvam Ellefsen,"Revisionsfirmaet Asger Wiuff Andersen, registreret revisionsanpartsselskab",Hvam Trading ApS,"Revisionsfirmaet Asger Wiuff Andersen, registreret revisionsanpartsselskab",162.0,-134271.0,18169.0,133056.0,132894.0,2013-06-30,2012-09-14,133056.0,-146771.0,18169.0,-12500.0,KÃ¸ge,DirektÃ¸r,urn:ofk:oid:14769925,indberetninger-20180424,2.5122902000000003,34703450.0,,2018-04-02T01:46:37.994Z,2013-12-18T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-09-14,13-311.770,2013-12-18T23:00:00.000Z,
34703450,2012-09-14,2013-06-30,ID_1,http://regnskaber.virk.dk/05430743/Y3ZyLmRrOi8vcGRmcy8zNDcwMzQ1MDtBcFM1MTc2MTU7MjAxMjA5MTQ7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/05430743/Y3ZyLmRrOi8veGJybHMvWC1DODg3OEIyQS0yMDEzMTIxOF8xMzUxMTJfMDQ2.xml,"3450, AllerÃ¸d",Gydevang 39-41,"4600, KÃ¸ge",Ellemarksvej 5,Til kapitalejerne i Hvam Trading ApS,93715.0,75546.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,-80000.0,93715.0,2013-11-29,Registreret revisor,52414.0,53056.0,80480.0,32149863.0,34703450.0,32149863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 14. september 2012 - 30. juni 2013 for Hvam Trading ApS.,"Vi har revideret Ã¥rsregnskabet for Hvam Trading ApS for regnskabsÃ¥ret 14. september 2012 - 30. juni 2013, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,-93715.0,-146771.0,Asger Wiuff,Peter Hvam Ellefsen,Peter Hvam Ellefsen,"Revisionsfirmaet Asger Wiuff Andersen, registreret revisionsanpartsselskab",Hvam Trading ApS,"Revisionsfirmaet Asger Wiuff Andersen, registreret revisionsanpartsselskab",162.0,-134271.0,18169.0,133056.0,132894.0,2013-06-30,2012-09-14,133056.0,-146771.0,18169.0,-12500.0,KÃ¸ge,DirektÃ¸r,urn:ofk:oid:14769925,indberetninger-20180424,2.5122902000000003,34703450.0,,2018-04-02T01:46:37.994Z,2013-12-18T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-09-14,13-311.770,2013-12-18T23:00:00.000Z,
34703450,2012-09-14,2013-06-30,ID_11,http://regnskaber.virk.dk/05430743/Y3ZyLmRrOi8vcGRmcy8zNDcwMzQ1MDtBcFM1MTc2MTU7MjAxMjA5MTQ7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/05430743/Y3ZyLmRrOi8veGJybHMvWC1DODg3OEIyQS0yMDEzMTIxOF8xMzUxMTJfMDQ2.xml,"3450, AllerÃ¸d",Gydevang 39-41,"4600, KÃ¸ge",Ellemarksvej 5,Til kapitalejerne i Hvam Trading ApS,93715.0,75546.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,-80000.0,93715.0,2013-11-29,Registreret revisor,52414.0,53056.0,80480.0,32149863.0,34703450.0,32149863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 14. september 2012 - 30. juni 2013 for Hvam Trading ApS.,"Vi har revideret Ã¥rsregnskabet for Hvam Trading ApS for regnskabsÃ¥ret 14. september 2012 - 30. juni 2013, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,-93715.0,-146771.0,Asger Wiuff,Peter Hvam Ellefsen,Peter Hvam Ellefsen,"Revisionsfirmaet Asger Wiuff Andersen, registreret revisionsanpartsselskab",Hvam Trading ApS,"Revisionsfirmaet Asger Wiuff Andersen, registreret revisionsanpartsselskab",162.0,-134271.0,18169.0,133056.0,132894.0,2013-06-30,2012-09-14,133056.0,-146771.0,18169.0,-12500.0,KÃ¸ge,DirektÃ¸r,urn:ofk:oid:14769925,indberetninger-20180424,2.5122902000000003,34703450.0,,2018-04-02T01:46:37.994Z,2013-12-18T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-09-14,13-311.770,2013-12-18T23:00:00.000Z,
34703450,2012-09-14,2013-06-30,ID_12,http://regnskaber.virk.dk/05430743/Y3ZyLmRrOi8vcGRmcy8zNDcwMzQ1MDtBcFM1MTc2MTU7MjAxMjA5MTQ7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/05430743/Y3ZyLmRrOi8veGJybHMvWC1DODg3OEIyQS0yMDEzMTIxOF8xMzUxMTJfMDQ2.xml,"3450, AllerÃ¸d",Gydevang 39-41,"4600, KÃ¸ge",Ellemarksvej 5,Til kapitalejerne i Hvam Trading ApS,93715.0,75546.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,-80000.0,93715.0,2013-11-29,Registreret revisor,52414.0,53056.0,80480.0,32149863.0,34703450.0,32149863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 14. september 2012 - 30. juni 2013 for Hvam Trading ApS.,"Vi har revideret Ã¥rsregnskabet for Hvam Trading ApS for regnskabsÃ¥ret 14. september 2012 - 30. juni 2013, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,-93715.0,-146771.0,Asger Wiuff,Peter Hvam Ellefsen,Peter Hvam Ellefsen,"Revisionsfirmaet Asger Wiuff Andersen, registreret revisionsanpartsselskab",Hvam Trading ApS,"Revisionsfirmaet Asger Wiuff Andersen, registreret revisionsanpartsselskab",162.0,-134271.0,18169.0,133056.0,132894.0,2013-06-30,2012-09-14,133056.0,-146771.0,18169.0,-12500.0,KÃ¸ge,DirektÃ¸r,urn:ofk:oid:14769925,indberetninger-20180424,2.5122902000000003,34703450.0,,2018-04-02T01:46:37.994Z,2013-12-18T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-09-14,13-311.770,2013-12-18T23:00:00.000Z,
34703450,2012-09-14,2013-06-30,ID_2,http://regnskaber.virk.dk/05430743/Y3ZyLmRrOi8vcGRmcy8zNDcwMzQ1MDtBcFM1MTc2MTU7MjAxMjA5MTQ7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/05430743/Y3ZyLmRrOi8veGJybHMvWC1DODg3OEIyQS0yMDEzMTIxOF8xMzUxMTJfMDQ2.xml,"3450, AllerÃ¸d",Gydevang 39-41,"4600, KÃ¸ge",Ellemarksvej 5,Til kapitalejerne i Hvam Trading ApS,93715.0,75546.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,-80000.0,93715.0,2013-11-29,Registreret revisor,52414.0,53056.0,80480.0,32149863.0,34703450.0,32149863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 14. september 2012 - 30. juni 2013 for Hvam Trading ApS.,"Vi har revideret Ã¥rsregnskabet for Hvam Trading ApS for regnskabsÃ¥ret 14. september 2012 - 30. juni 2013, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,-93715.0,-146771.0,Asger Wiuff,Peter Hvam Ellefsen,Peter Hvam Ellefsen,"Revisionsfirmaet Asger Wiuff Andersen, registreret revisionsanpartsselskab",Hvam Trading ApS,"Revisionsfirmaet Asger Wiuff Andersen, registreret revisionsanpartsselskab",162.0,-134271.0,18169.0,133056.0,132894.0,2013-06-30,2012-09-14,133056.0,-146771.0,18169.0,-12500.0,KÃ¸ge,DirektÃ¸r,urn:ofk:oid:14769925,indberetninger-20180424,2.5122902000000003,34703450.0,,2018-04-02T01:46:37.994Z,2013-12-18T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-09-14,13-311.770,2013-12-18T23:00:00.000Z,
34703450,2012-09-14,2013-06-30,ID_3,http://regnskaber.virk.dk/05430743/Y3ZyLmRrOi8vcGRmcy8zNDcwMzQ1MDtBcFM1MTc2MTU7MjAxMjA5MTQ7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/05430743/Y3ZyLmRrOi8veGJybHMvWC1DODg3OEIyQS0yMDEzMTIxOF8xMzUxMTJfMDQ2.xml,"3450, AllerÃ¸d",Gydevang 39-41,"4600, KÃ¸ge",Ellemarksvej 5,Til kapitalejerne i Hvam Trading ApS,93715.0,75546.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,-80000.0,93715.0,2013-11-29,Registreret revisor,52414.0,53056.0,80480.0,32149863.0,34703450.0,32149863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 14. september 2012 - 30. juni 2013 for Hvam Trading ApS.,"Vi har revideret Ã¥rsregnskabet for Hvam Trading ApS for regnskabsÃ¥ret 14. september 2012 - 30. juni 2013, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,-93715.0,-146771.0,Asger Wiuff,Peter Hvam Ellefsen,Peter Hvam Ellefsen,"Revisionsfirmaet Asger Wiuff Andersen, registreret revisionsanpartsselskab",Hvam Trading ApS,"Revisionsfirmaet Asger Wiuff Andersen, registreret revisionsanpartsselskab",162.0,-134271.0,18169.0,133056.0,132894.0,2013-06-30,2012-09-14,133056.0,-146771.0,18169.0,-12500.0,KÃ¸ge,DirektÃ¸r,urn:ofk:oid:14769925,indberetninger-20180424,2.5122902000000003,34703450.0,,2018-04-02T01:46:37.994Z,2013-12-18T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-09-14,13-311.770,2013-12-18T23:00:00.000Z,
34703450,2012-09-14,2013-06-30,ID_4,http://regnskaber.virk.dk/05430743/Y3ZyLmRrOi8vcGRmcy8zNDcwMzQ1MDtBcFM1MTc2MTU7MjAxMjA5MTQ7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/05430743/Y3ZyLmRrOi8veGJybHMvWC1DODg3OEIyQS0yMDEzMTIxOF8xMzUxMTJfMDQ2.xml,"3450, AllerÃ¸d",Gydevang 39-41,"4600, KÃ¸ge",Ellemarksvej 5,Til kapitalejerne i Hvam Trading ApS,93715.0,75546.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,-80000.0,93715.0,2013-11-29,Registreret revisor,52414.0,53056.0,80480.0,32149863.0,34703450.0,32149863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 14. september 2012 - 30. juni 2013 for Hvam Trading ApS.,"Vi har revideret Ã¥rsregnskabet for Hvam Trading ApS for regnskabsÃ¥ret 14. september 2012 - 30. juni 2013, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,-93715.0,-146771.0,Asger Wiuff,Peter Hvam Ellefsen,Peter Hvam Ellefsen,"Revisionsfirmaet Asger Wiuff Andersen, registreret revisionsanpartsselskab",Hvam Trading ApS,"Revisionsfirmaet Asger Wiuff Andersen, registreret revisionsanpartsselskab",162.0,-134271.0,18169.0,133056.0,132894.0,2013-06-30,2012-09-14,133056.0,-146771.0,18169.0,-12500.0,KÃ¸ge,DirektÃ¸r,urn:ofk:oid:14769925,indberetninger-20180424,2.5122902000000003,34703450.0,,2018-04-02T01:46:37.994Z,2013-12-18T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-09-14,13-311.770,2013-12-18T23:00:00.000Z,
34703450,2012-09-14,2013-06-30,ID_5,http://regnskaber.virk.dk/05430743/Y3ZyLmRrOi8vcGRmcy8zNDcwMzQ1MDtBcFM1MTc2MTU7MjAxMjA5MTQ7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/05430743/Y3ZyLmRrOi8veGJybHMvWC1DODg3OEIyQS0yMDEzMTIxOF8xMzUxMTJfMDQ2.xml,"3450, AllerÃ¸d",Gydevang 39-41,"4600, KÃ¸ge",Ellemarksvej 5,Til kapitalejerne i Hvam Trading ApS,93715.0,75546.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,-80000.0,93715.0,2013-11-29,Registreret revisor,52414.0,53056.0,80480.0,32149863.0,34703450.0,32149863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 14. september 2012 - 30. juni 2013 for Hvam Trading ApS.,"Vi har revideret Ã¥rsregnskabet for Hvam Trading ApS for regnskabsÃ¥ret 14. september 2012 - 30. juni 2013, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,-93715.0,-146771.0,Asger Wiuff,Peter Hvam Ellefsen,Peter Hvam Ellefsen,"Revisionsfirmaet Asger Wiuff Andersen, registreret revisionsanpartsselskab",Hvam Trading ApS,"Revisionsfirmaet Asger Wiuff Andersen, registreret revisionsanpartsselskab",162.0,-134271.0,18169.0,133056.0,132894.0,2013-06-30,2012-09-14,133056.0,-146771.0,18169.0,-12500.0,KÃ¸ge,DirektÃ¸r,urn:ofk:oid:14769925,indberetninger-20180424,2.5122902000000003,34703450.0,,2018-04-02T01:46:37.994Z,2013-12-18T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-09-14,13-311.770,2013-12-18T23:00:00.000Z,
34703450,2012-09-14,2013-06-30,ID_6,http://regnskaber.virk.dk/05430743/Y3ZyLmRrOi8vcGRmcy8zNDcwMzQ1MDtBcFM1MTc2MTU7MjAxMjA5MTQ7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/05430743/Y3ZyLmRrOi8veGJybHMvWC1DODg3OEIyQS0yMDEzMTIxOF8xMzUxMTJfMDQ2.xml,"3450, AllerÃ¸d",Gydevang 39-41,"4600, KÃ¸ge",Ellemarksvej 5,Til kapitalejerne i Hvam Trading ApS,93715.0,75546.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,-80000.0,93715.0,2013-11-29,Registreret revisor,52414.0,53056.0,80480.0,32149863.0,34703450.0,32149863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 14. september 2012 - 30. juni 2013 for Hvam Trading ApS.,"Vi har revideret Ã¥rsregnskabet for Hvam Trading ApS for regnskabsÃ¥ret 14. september 2012 - 30. juni 2013, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,-93715.0,-146771.0,Asger Wiuff,Peter Hvam Ellefsen,Peter Hvam Ellefsen,"Revisionsfirmaet Asger Wiuff Andersen, registreret revisionsanpartsselskab",Hvam Trading ApS,"Revisionsfirmaet Asger Wiuff Andersen, registreret revisionsanpartsselskab",162.0,-134271.0,18169.0,133056.0,132894.0,2013-06-30,2012-09-14,133056.0,-146771.0,18169.0,-12500.0,KÃ¸ge,DirektÃ¸r,urn:ofk:oid:14769925,indberetninger-20180424,2.5122902000000003,34703450.0,,2018-04-02T01:46:37.994Z,2013-12-18T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-09-14,13-311.770,2013-12-18T23:00:00.000Z,
34703450,2012-09-14,2013-06-30,ID_7,http://regnskaber.virk.dk/05430743/Y3ZyLmRrOi8vcGRmcy8zNDcwMzQ1MDtBcFM1MTc2MTU7MjAxMjA5MTQ7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/05430743/Y3ZyLmRrOi8veGJybHMvWC1DODg3OEIyQS0yMDEzMTIxOF8xMzUxMTJfMDQ2.xml,"3450, AllerÃ¸d",Gydevang 39-41,"4600, KÃ¸ge",Ellemarksvej 5,Til kapitalejerne i Hvam Trading ApS,93715.0,75546.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,-80000.0,93715.0,2013-11-29,Registreret revisor,52414.0,53056.0,80480.0,32149863.0,34703450.0,32149863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 14. september 2012 - 30. juni 2013 for Hvam Trading ApS.,"Vi har revideret Ã¥rsregnskabet for Hvam Trading ApS for regnskabsÃ¥ret 14. september 2012 - 30. juni 2013, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,-93715.0,-146771.0,Asger Wiuff,Peter Hvam Ellefsen,Peter Hvam Ellefsen,"Revisionsfirmaet Asger Wiuff Andersen, registreret revisionsanpartsselskab",Hvam Trading ApS,"Revisionsfirmaet Asger Wiuff Andersen, registreret revisionsanpartsselskab",162.0,-134271.0,18169.0,133056.0,132894.0,2013-06-30,2012-09-14,133056.0,-146771.0,18169.0,-12500.0,KÃ¸ge,DirektÃ¸r,urn:ofk:oid:14769925,indberetninger-20180424,2.5122902000000003,34703450.0,,2018-04-02T01:46:37.994Z,2013-12-18T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-09-14,13-311.770,2013-12-18T23:00:00.000Z,133056.0
