entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,EmailOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables
10223636,2014-10-01,2015-09-30,c3,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2ZlL2RmLzNjLzI2NzItNDgxZC1iZjkyLWE5ZjBlZDc0MGNiNg.xhtml,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2IyLzk0L2NlLzMxYmUtNGI0YS1hMmM3LTljMTU3NTRmNDQwNA.pdf,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzBhL2UzL2JlLzgyYzUtNDRhZC05YmNmLTNhODg0YTVkYjY3Yg.xml,true,KÃ¸benhavn K,1402.0,"1, 5",David Balfours Gade,1302  KÃ¸benhavn K,Dronningens TvÃ¦rgade 36 st.,Regnskabsklasse B,2017-01-03,2017-01-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktiver er ikke pantsat til sikkerhed for gÃ¦ld eller kautioner.</p>",torben@calvia.dk,-98622.0,10223636.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben BindesbÃ¸l,Torben Elo BindesbÃ¸l,Torben Elo BindesbÃ¸l,TORBEN BINDESBÃL ApS,Torben Hult,3528130.0,884078.0,KÃ¸benhavn,2014-10-01,2015-09-30,-2281763.0,-2982674.0,-338622.0,2016-09-30,2015-10-01,false,false,-700911.0,20813393.0,false,false,Ingen bistand,240000.0,urn:ofk:oid:23362496,indberetninger-20180424,2.5953592999999997,10223636.0,,2018-03-27T10:23:02.796Z,2017-01-04T13:20:56.631Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BH-29-LG,2017-01-04T13:20:56.831Z,,,,,,,,,,,,,,,,,,
10223636,2014-10-01,2015-09-30,c5,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2ZlL2RmLzNjLzI2NzItNDgxZC1iZjkyLWE5ZjBlZDc0MGNiNg.xhtml,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2IyLzk0L2NlLzMxYmUtNGI0YS1hMmM3LTljMTU3NTRmNDQwNA.pdf,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzBhL2UzL2JlLzgyYzUtNDRhZC05YmNmLTNhODg0YTVkYjY3Yg.xml,true,KÃ¸benhavn K,1402.0,"1, 5",David Balfours Gade,1302  KÃ¸benhavn K,Dronningens TvÃ¦rgade 36 st.,Regnskabsklasse B,2017-01-03,2017-01-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktiver er ikke pantsat til sikkerhed for gÃ¦ld eller kautioner.</p>",torben@calvia.dk,,10223636.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben BindesbÃ¸l,Torben Elo BindesbÃ¸l,Torben Elo BindesbÃ¸l,TORBEN BINDESBÃL ApS,Torben Hult,,,KÃ¸benhavn,2014-10-01,2015-09-30,500000.0,,,2016-09-30,2015-10-01,false,false,,20813393.0,false,false,Ingen bistand,,urn:ofk:oid:23362496,indberetninger-20180424,2.5953592999999997,10223636.0,,2018-03-27T10:23:02.796Z,2017-01-04T13:20:56.631Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BH-29-LG,2017-01-04T13:20:56.831Z,,,,,,,,,,,,,,,,,,
10223636,2014-10-01,2015-09-30,c7,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2ZlL2RmLzNjLzI2NzItNDgxZC1iZjkyLWE5ZjBlZDc0MGNiNg.xhtml,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2IyLzk0L2NlLzMxYmUtNGI0YS1hMmM3LTljMTU3NTRmNDQwNA.pdf,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzBhL2UzL2JlLzgyYzUtNDRhZC05YmNmLTNhODg0YTVkYjY3Yg.xml,true,KÃ¸benhavn K,1402.0,"1, 5",David Balfours Gade,1302  KÃ¸benhavn K,Dronningens TvÃ¦rgade 36 st.,Regnskabsklasse B,2017-01-03,2017-01-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktiver er ikke pantsat til sikkerhed for gÃ¦ld eller kautioner.</p>",torben@calvia.dk,,10223636.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben BindesbÃ¸l,Torben Elo BindesbÃ¸l,Torben Elo BindesbÃ¸l,TORBEN BINDESBÃL ApS,Torben Hult,,,KÃ¸benhavn,2014-10-01,2015-09-30,-2781763.0,,,2016-09-30,2015-10-01,false,false,,20813393.0,false,false,Ingen bistand,,urn:ofk:oid:23362496,indberetninger-20180424,2.5953592999999997,10223636.0,,2018-03-27T10:23:02.796Z,2017-01-04T13:20:56.631Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BH-29-LG,2017-01-04T13:20:56.831Z,,,,,,,,,,,,,,,,,,
10223636,2015-09-30,2015-09-30,c9,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2ZlL2RmLzNjLzI2NzItNDgxZC1iZjkyLWE5ZjBlZDc0MGNiNg.xhtml,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2IyLzk0L2NlLzMxYmUtNGI0YS1hMmM3LTljMTU3NTRmNDQwNA.pdf,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzBhL2UzL2JlLzgyYzUtNDRhZC05YmNmLTNhODg0YTVkYjY3Yg.xml,true,KÃ¸benhavn K,1402.0,"1, 5",David Balfours Gade,1302  KÃ¸benhavn K,Dronningens TvÃ¦rgade 36 st.,Regnskabsklasse B,2017-01-03,2017-01-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktiver er ikke pantsat til sikkerhed for gÃ¦ld eller kautioner.</p>",torben@calvia.dk,,10223636.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben BindesbÃ¸l,Torben Elo BindesbÃ¸l,Torben Elo BindesbÃ¸l,TORBEN BINDESBÃL ApS,Torben Hult,,,KÃ¸benhavn,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,,20813393.0,false,false,Ingen bistand,,urn:ofk:oid:23362496,indberetninger-20180424,2.5953592999999997,10223636.0,,2018-03-27T10:23:02.796Z,2017-01-04T13:20:56.631Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BH-29-LG,2017-01-04T13:20:56.831Z,13666834.0,2761844.0,220000.0,13666834.0,700911.0,13171931.0,13666834.0,494903.0,10048727.0,57665.0,155352.0,500000.0,12451931.0,10048727.0,494903.0,437238.0,856263.0,0.0
10223636,2015-10-01,2016-09-30,c0,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2ZlL2RmLzNjLzI2NzItNDgxZC1iZjkyLWE5ZjBlZDc0MGNiNg.xhtml,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2IyLzk0L2NlLzMxYmUtNGI0YS1hMmM3LTljMTU3NTRmNDQwNA.pdf,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzBhL2UzL2JlLzgyYzUtNDRhZC05YmNmLTNhODg0YTVkYjY3Yg.xml,true,KÃ¸benhavn K,1402.0,"1, 5",David Balfours Gade,1302  KÃ¸benhavn K,Dronningens TvÃ¦rgade 36 st.,Regnskabsklasse B,2017-01-03,2017-01-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktiver er ikke pantsat til sikkerhed for gÃ¦ld eller kautioner.</p>",torben@calvia.dk,-57601.0,10223636.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben BindesbÃ¸l,Torben Elo BindesbÃ¸l,Torben Elo BindesbÃ¸l,TORBEN BINDESBÃL ApS,Torben Hult,1039713.0,1022657.0,KÃ¸benhavn,2014-10-01,2015-09-30,-154431.0,-134657.0,-117601.0,2016-09-30,2015-10-01,false,false,19774.0,20813393.0,false,false,Ingen bistand,60000.0,urn:ofk:oid:23362496,indberetninger-20180424,2.5953592999999997,10223636.0,,2018-03-27T10:23:02.796Z,2017-01-04T13:20:56.631Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BH-29-LG,2017-01-04T13:20:56.831Z,,,,,,,,,,,,,,,,,,
10223636,2015-10-01,2016-09-30,c1,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2ZlL2RmLzNjLzI2NzItNDgxZC1iZjkyLWE5ZjBlZDc0MGNiNg.xhtml,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2IyLzk0L2NlLzMxYmUtNGI0YS1hMmM3LTljMTU3NTRmNDQwNA.pdf,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzBhL2UzL2JlLzgyYzUtNDRhZC05YmNmLTNhODg0YTVkYjY3Yg.xml,true,KÃ¸benhavn K,1402.0,"1, 5",David Balfours Gade,1302  KÃ¸benhavn K,Dronningens TvÃ¦rgade 36 st.,Regnskabsklasse B,2017-01-03,2017-01-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktiver er ikke pantsat til sikkerhed for gÃ¦ld eller kautioner.</p>",torben@calvia.dk,,10223636.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben BindesbÃ¸l,Torben Elo BindesbÃ¸l,Torben Elo BindesbÃ¸l,TORBEN BINDESBÃL ApS,Torben Hult,,,KÃ¸benhavn,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,,20813393.0,false,false,Ingen bistand,,urn:ofk:oid:23362496,indberetninger-20180424,2.5953592999999997,10223636.0,,2018-03-27T10:23:02.796Z,2017-01-04T13:20:56.631Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BH-29-LG,2017-01-04T13:20:56.831Z,,,,,,,,,,,,,,,,,,
10223636,2015-10-01,2016-09-30,c2,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2ZlL2RmLzNjLzI2NzItNDgxZC1iZjkyLWE5ZjBlZDc0MGNiNg.xhtml,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2IyLzk0L2NlLzMxYmUtNGI0YS1hMmM3LTljMTU3NTRmNDQwNA.pdf,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzBhL2UzL2JlLzgyYzUtNDRhZC05YmNmLTNhODg0YTVkYjY3Yg.xml,true,KÃ¸benhavn K,1402.0,"1, 5",David Balfours Gade,1302  KÃ¸benhavn K,Dronningens TvÃ¦rgade 36 st.,Regnskabsklasse B,2017-01-03,2017-01-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktiver er ikke pantsat til sikkerhed for gÃ¦ld eller kautioner.</p>",torben@calvia.dk,,10223636.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben BindesbÃ¸l,Torben Elo BindesbÃ¸l,Torben Elo BindesbÃ¸l,TORBEN BINDESBÃL ApS,Torben Hult,,,KÃ¸benhavn,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,,20813393.0,false,false,Ingen bistand,,urn:ofk:oid:23362496,indberetninger-20180424,2.5953592999999997,10223636.0,,2018-03-27T10:23:02.796Z,2017-01-04T13:20:56.631Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BH-29-LG,2017-01-04T13:20:56.831Z,,,,,,,,,,,,,,,,,,
10223636,2015-10-01,2016-09-30,c4,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2ZlL2RmLzNjLzI2NzItNDgxZC1iZjkyLWE5ZjBlZDc0MGNiNg.xhtml,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2IyLzk0L2NlLzMxYmUtNGI0YS1hMmM3LTljMTU3NTRmNDQwNA.pdf,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzBhL2UzL2JlLzgyYzUtNDRhZC05YmNmLTNhODg0YTVkYjY3Yg.xml,true,KÃ¸benhavn K,1402.0,"1, 5",David Balfours Gade,1302  KÃ¸benhavn K,Dronningens TvÃ¦rgade 36 st.,Regnskabsklasse B,2017-01-03,2017-01-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktiver er ikke pantsat til sikkerhed for gÃ¦ld eller kautioner.</p>",torben@calvia.dk,,10223636.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben BindesbÃ¸l,Torben Elo BindesbÃ¸l,Torben Elo BindesbÃ¸l,TORBEN BINDESBÃL ApS,Torben Hult,,,KÃ¸benhavn,2014-10-01,2015-09-30,700000.0,,,2016-09-30,2015-10-01,false,false,,20813393.0,false,false,Ingen bistand,,urn:ofk:oid:23362496,indberetninger-20180424,2.5953592999999997,10223636.0,,2018-03-27T10:23:02.796Z,2017-01-04T13:20:56.631Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BH-29-LG,2017-01-04T13:20:56.831Z,,,,,,,,,,,,,,,,,,
10223636,2015-10-01,2016-09-30,c6,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2ZlL2RmLzNjLzI2NzItNDgxZC1iZjkyLWE5ZjBlZDc0MGNiNg.xhtml,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2IyLzk0L2NlLzMxYmUtNGI0YS1hMmM3LTljMTU3NTRmNDQwNA.pdf,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzBhL2UzL2JlLzgyYzUtNDRhZC05YmNmLTNhODg0YTVkYjY3Yg.xml,true,KÃ¸benhavn K,1402.0,"1, 5",David Balfours Gade,1302  KÃ¸benhavn K,Dronningens TvÃ¦rgade 36 st.,Regnskabsklasse B,2017-01-03,2017-01-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktiver er ikke pantsat til sikkerhed for gÃ¦ld eller kautioner.</p>",torben@calvia.dk,,10223636.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben BindesbÃ¸l,Torben Elo BindesbÃ¸l,Torben Elo BindesbÃ¸l,TORBEN BINDESBÃL ApS,Torben Hult,,,KÃ¸benhavn,2014-10-01,2015-09-30,-854431.0,,,2016-09-30,2015-10-01,false,false,,20813393.0,false,false,Ingen bistand,,urn:ofk:oid:23362496,indberetninger-20180424,2.5953592999999997,10223636.0,,2018-03-27T10:23:02.796Z,2017-01-04T13:20:56.631Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BH-29-LG,2017-01-04T13:20:56.831Z,,,,,,,,,,,,,,,,,,
10223636,2016-09-30,2016-09-30,c8,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2ZlL2RmLzNjLzI2NzItNDgxZC1iZjkyLWE5ZjBlZDc0MGNiNg.xhtml,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2IyLzk0L2NlLzMxYmUtNGI0YS1hMmM3LTljMTU3NTRmNDQwNA.pdf,http://regnskaber.virk.dk/63632201/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzBhL2UzL2JlLzgyYzUtNDRhZC05YmNmLTNhODg0YTVkYjY3Yg.xml,true,KÃ¸benhavn K,1402.0,"1, 5",David Balfours Gade,1302  KÃ¸benhavn K,Dronningens TvÃ¦rgade 36 st.,Regnskabsklasse B,2017-01-03,2017-01-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktiver er ikke pantsat til sikkerhed for gÃ¦ld eller kautioner.</p>",torben@calvia.dk,,10223636.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben BindesbÃ¸l,Torben Elo BindesbÃ¸l,Torben Elo BindesbÃ¸l,TORBEN BINDESBÃL ApS,Torben Hult,,,KÃ¸benhavn,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,,20813393.0,false,false,Ingen bistand,,urn:ofk:oid:23362496,indberetninger-20180424,2.5953592999999997,10223636.0,,2018-03-27T10:23:02.796Z,2017-01-04T13:20:56.631Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BH-29-LG,2017-01-04T13:20:56.831Z,12546488.0,2527030.0,220000.0,12546488.0,685666.0,12517500.0,12546488.0,28988.0,9235094.0,18750.0,98698.0,700000.0,11597500.0,9235094.0,28988.0,10238.0,784364.0,0.0
