entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfFinancialInstitution,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NotPaidContributedCapital,OtherShorttermPayables,ReserveForUnpaidContributedCapital,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermPayablesToShareholdersAndManagement,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
34609780,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/08790643/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzllL2NkL2Y5LzY5ZDItNDk4Zi04YTMzLTc4OTY5MzU0ZjBhYQ.pdf,http://regnskaber.virk.dk/08790643/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2UzLzc3L2FiL2FmZTEtNGM0Ny1hNGM2LWIxYzExMTRiMzY5Nw.xml,true,"Otterup, 5450",Ãrkebyvej 1 C,Til kapitalejerne i SFH Group A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-08-09,2017-08-09,2012-07-01,2017-08-09,487537.0,560439.0,17128973.0,13737584.0,34609780.0,17128973.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for SFH Group A/S.,Ãrsrapport,JÃ¸rgen Leo Hansen,Kim Hindsgavl,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",Spar Nord Bank A/S,SFH Group A/S,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",5302.0,14.0,Aarup,2015-01-01,2015-12-31,67614.0,67614.0,72902.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"480, Nordfyns",2016-12-31,2016-01-01,false,2017-08-09,Otterup,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24403598,indberetninger-20180424,2.5117178,34609780.0,,2018-03-27T13:00:56.177Z,2017-08-10T14:30:46.699Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AR-37-FK,2017-08-10T14:30:46.873Z,,,,,,,,,,,,,,,,,,
34609780,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/08790643/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzllL2NkL2Y5LzY5ZDItNDk4Zi04YTMzLTc4OTY5MzU0ZjBhYQ.pdf,http://regnskaber.virk.dk/08790643/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2UzLzc3L2FiL2FmZTEtNGM0Ny1hNGM2LWIxYzExMTRiMzY5Nw.xml,true,"Otterup, 5450",Ãrkebyvej 1 C,Til kapitalejerne i SFH Group A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-08-09,2017-08-09,2012-07-01,2017-08-09,,,17128973.0,13737584.0,34609780.0,17128973.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for SFH Group A/S.,Ãrsrapport,JÃ¸rgen Leo Hansen,Kim Hindsgavl,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",Spar Nord Bank A/S,SFH Group A/S,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",,,Aarup,2015-01-01,2015-12-31,-67614.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"480, Nordfyns",2016-12-31,2016-01-01,false,2017-08-09,Otterup,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24403598,indberetninger-20180424,2.5117178,34609780.0,,2018-03-27T13:00:56.177Z,2017-08-10T14:30:46.699Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AR-37-FK,2017-08-10T14:30:46.873Z,,,,,,,,,,,,,,,,,,
34609780,2015-12-31,2015-12-31,ID_8,,http://regnskaber.virk.dk/08790643/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzllL2NkL2Y5LzY5ZDItNDk4Zi04YTMzLTc4OTY5MzU0ZjBhYQ.pdf,http://regnskaber.virk.dk/08790643/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2UzLzc3L2FiL2FmZTEtNGM0Ny1hNGM2LWIxYzExMTRiMzY5Nw.xml,true,"Otterup, 5450",Ãrkebyvej 1 C,Til kapitalejerne i SFH Group A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-08-09,2017-08-09,2012-07-01,2017-08-09,,,17128973.0,13737584.0,34609780.0,17128973.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for SFH Group A/S.,Ãrsrapport,JÃ¸rgen Leo Hansen,Kim Hindsgavl,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",Spar Nord Bank A/S,SFH Group A/S,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",,,Aarup,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"480, Nordfyns",2016-12-31,2016-01-01,false,2017-08-09,Otterup,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24403598,indberetninger-20180424,2.5117178,34609780.0,,2018-03-27T13:00:56.177Z,2017-08-10T14:30:46.699Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AR-37-FK,2017-08-10T14:30:46.873Z,183239.0,183239.0,500000.0,183239.0,-253526.0,183239.0,436765.0,375000.0,179952.0,-375000.0,-766696.0,13170.0,436765.0,256250.0,563.0,,,
34609780,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/08790643/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzllL2NkL2Y5LzY5ZDItNDk4Zi04YTMzLTc4OTY5MzU0ZjBhYQ.pdf,http://regnskaber.virk.dk/08790643/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2UzLzc3L2FiL2FmZTEtNGM0Ny1hNGM2LWIxYzExMTRiMzY5Nw.xml,true,"Otterup, 5450",Ãrkebyvej 1 C,Til kapitalejerne i SFH Group A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-08-09,2017-08-09,2012-07-01,2017-08-09,0.0,-12174.0,17128973.0,13737584.0,34609780.0,17128973.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for SFH Group A/S.,Ãrsrapport,JÃ¸rgen Leo Hansen,Kim Hindsgavl,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",Spar Nord Bank A/S,SFH Group A/S,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",5436.0,0.0,Aarup,2015-01-01,2015-12-31,-17610.0,-17610.0,-12174.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"480, Nordfyns",2016-12-31,2016-01-01,false,2017-08-09,Otterup,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24403598,indberetninger-20180424,2.5117178,34609780.0,,2018-03-27T13:00:56.177Z,2017-08-10T14:30:46.699Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AR-37-FK,2017-08-10T14:30:46.873Z,,,,,,,,,,,,,,,,,,
34609780,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/08790643/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzllL2NkL2Y5LzY5ZDItNDk4Zi04YTMzLTc4OTY5MzU0ZjBhYQ.pdf,http://regnskaber.virk.dk/08790643/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2UzLzc3L2FiL2FmZTEtNGM0Ny1hNGM2LWIxYzExMTRiMzY5Nw.xml,true,"Otterup, 5450",Ãrkebyvej 1 C,Til kapitalejerne i SFH Group A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-08-09,2017-08-09,2012-07-01,2017-08-09,,,17128973.0,13737584.0,34609780.0,17128973.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for SFH Group A/S.,Ãrsrapport,JÃ¸rgen Leo Hansen,Kim Hindsgavl,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",Spar Nord Bank A/S,SFH Group A/S,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",,,Aarup,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"480, Nordfyns",2016-12-31,2016-01-01,false,2017-08-09,Otterup,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24403598,indberetninger-20180424,2.5117178,34609780.0,,2018-03-27T13:00:56.177Z,2017-08-10T14:30:46.699Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AR-37-FK,2017-08-10T14:30:46.873Z,,,,,,,,,,,,,,,,,,
34609780,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/08790643/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzllL2NkL2Y5LzY5ZDItNDk4Zi04YTMzLTc4OTY5MzU0ZjBhYQ.pdf,http://regnskaber.virk.dk/08790643/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2UzLzc3L2FiL2FmZTEtNGM0Ny1hNGM2LWIxYzExMTRiMzY5Nw.xml,true,"Otterup, 5450",Ãrkebyvej 1 C,Til kapitalejerne i SFH Group A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-08-09,2017-08-09,2012-07-01,2017-08-09,,,17128973.0,13737584.0,34609780.0,17128973.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for SFH Group A/S.,Ãrsrapport,JÃ¸rgen Leo Hansen,Kim Hindsgavl,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",Spar Nord Bank A/S,SFH Group A/S,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",,,Aarup,2015-01-01,2015-12-31,17610.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"480, Nordfyns",2016-12-31,2016-01-01,false,2017-08-09,Otterup,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24403598,indberetninger-20180424,2.5117178,34609780.0,,2018-03-27T13:00:56.177Z,2017-08-10T14:30:46.699Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AR-37-FK,2017-08-10T14:30:46.873Z,,,,,,,,,,,,,,,,,,
34609780,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/08790643/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzllL2NkL2Y5LzY5ZDItNDk4Zi04YTMzLTc4OTY5MzU0ZjBhYQ.pdf,http://regnskaber.virk.dk/08790643/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2UzLzc3L2FiL2FmZTEtNGM0Ny1hNGM2LWIxYzExMTRiMzY5Nw.xml,true,"Otterup, 5450",Ãrkebyvej 1 C,Til kapitalejerne i SFH Group A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-08-09,2017-08-09,2012-07-01,2017-08-09,,,17128973.0,13737584.0,34609780.0,17128973.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for SFH Group A/S.,Ãrsrapport,JÃ¸rgen Leo Hansen,Kim Hindsgavl,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",Spar Nord Bank A/S,SFH Group A/S,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",,,Aarup,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"480, Nordfyns",2016-12-31,2016-01-01,false,2017-08-09,Otterup,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24403598,indberetninger-20180424,2.5117178,34609780.0,,2018-03-27T13:00:56.177Z,2017-08-10T14:30:46.699Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AR-37-FK,2017-08-10T14:30:46.873Z,,,,,,,,,,,,,,,,,,
34609780,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/08790643/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzllL2NkL2Y5LzY5ZDItNDk4Zi04YTMzLTc4OTY5MzU0ZjBhYQ.pdf,http://regnskaber.virk.dk/08790643/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2UzLzc3L2FiL2FmZTEtNGM0Ny1hNGM2LWIxYzExMTRiMzY5Nw.xml,true,"Otterup, 5450",Ãrkebyvej 1 C,Til kapitalejerne i SFH Group A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-08-09,2017-08-09,2012-07-01,2017-08-09,,,17128973.0,13737584.0,34609780.0,17128973.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for SFH Group A/S.,Ãrsrapport,JÃ¸rgen Leo Hansen,Kim Hindsgavl,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",Spar Nord Bank A/S,SFH Group A/S,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",,,Aarup,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"480, Nordfyns",2016-12-31,2016-01-01,false,2017-08-09,Otterup,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24403598,indberetninger-20180424,2.5117178,34609780.0,,2018-03-27T13:00:56.177Z,2017-08-10T14:30:46.699Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AR-37-FK,2017-08-10T14:30:46.873Z,,,,,,,,,,,,,,,,Niels Christian Holm,,
34609780,2016-01-01,2016-12-31,ID_4,,http://regnskaber.virk.dk/08790643/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzllL2NkL2Y5LzY5ZDItNDk4Zi04YTMzLTc4OTY5MzU0ZjBhYQ.pdf,http://regnskaber.virk.dk/08790643/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2UzLzc3L2FiL2FmZTEtNGM0Ny1hNGM2LWIxYzExMTRiMzY5Nw.xml,true,"Otterup, 5450",Ãrkebyvej 1 C,Til kapitalejerne i SFH Group A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-08-09,2017-08-09,2012-07-01,2017-08-09,,,17128973.0,13737584.0,34609780.0,17128973.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for SFH Group A/S.,Ãrsrapport,JÃ¸rgen Leo Hansen,Kim Hindsgavl,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",Spar Nord Bank A/S,SFH Group A/S,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",,,Aarup,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"480, Nordfyns",2016-12-31,2016-01-01,false,2017-08-09,Otterup,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24403598,indberetninger-20180424,2.5117178,34609780.0,,2018-03-27T13:00:56.177Z,2017-08-10T14:30:46.699Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AR-37-FK,2017-08-10T14:30:46.873Z,,,,,,,,,,,,,,,,,Niels Christian Holm,Bestyrelsesmedlem/DirektÃ¸r
34609780,2016-01-01,2016-12-31,ID_5,,http://regnskaber.virk.dk/08790643/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzllL2NkL2Y5LzY5ZDItNDk4Zi04YTMzLTc4OTY5MzU0ZjBhYQ.pdf,http://regnskaber.virk.dk/08790643/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2UzLzc3L2FiL2FmZTEtNGM0Ny1hNGM2LWIxYzExMTRiMzY5Nw.xml,true,"Otterup, 5450",Ãrkebyvej 1 C,Til kapitalejerne i SFH Group A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-08-09,2017-08-09,2012-07-01,2017-08-09,,,17128973.0,13737584.0,34609780.0,17128973.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for SFH Group A/S.,Ãrsrapport,JÃ¸rgen Leo Hansen,Kim Hindsgavl,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",Spar Nord Bank A/S,SFH Group A/S,"UNIK-REVISION, Otterup Registreret Revisionsanpartsselskab",,,Aarup,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"480, Nordfyns",2016-12-31,2016-01-01,false,2017-08-09,Otterup,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24403598,indberetninger-20180424,2.5117178,34609780.0,,2018-03-27T13:00:56.177Z,2017-08-10T14:30:46.699Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AR-37-FK,2017-08-10T14:30:46.873Z,,,,,,,,,,,,,,,,,,
