entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
34895864,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2Y5Lzg2L2ExL2U0N2QtNDI4Yy1hOTI1LTI0OTM5ZjUyZDQ5OA.xhtml,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRiLzM3LzMyLzJiMDMtNGRjMC05ZjA1LWE0YWZkZTNlNWE5Mw.pdf,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2RlL2Q5Lzk2L2Q2YzAtNDc4Yi04YjQzLTMzMmZlYjk2YmZhNg.xml,true,Danmark,DK,HjÃ¸rring,9800.0,80.0,Frederikshavnsvej,Frederikshavn,9900.0,519.0,StenhÃ¸jvej,9800 HjÃ¸rring,Frederikshavnsvej 80,Til kapitalejeren i Nordjysk RÃ¸rteknik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-09,2019-04-09,26049.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen sikkerhedsstillelser.</p>",413419.0,471331.0,34895864.0,mne11745,1004292439.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Ekmann HÃ¸rsel,Jan Dahl Andersen,Jan Dahl Andersen,NORDJYSK RÃRTEKNIK ApS,Jan Ekmann HÃ¸rsel,799.0,StenhÃ¸j,2017-01-01,2017-12-31,31064.0,31064.0,31863.0,2018-12-31,2018-01-01,false,2019-04-09,HjÃ¸rring,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26970448,indberetninger-20180424,2.5949402000000004,34895864.0,AWoHPahFRYGX6_YTGxmq,2019-04-10T12:34:15.659Z,2019-04-10T12:34:01.753Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-84-CR,2019-04-10T12:34:01.925Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34895864,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2Y5Lzg2L2ExL2U0N2QtNDI4Yy1hOTI1LTI0OTM5ZjUyZDQ5OA.xhtml,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRiLzM3LzMyLzJiMDMtNGRjMC05ZjA1LWE0YWZkZTNlNWE5Mw.pdf,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2RlL2Q5Lzk2L2Q2YzAtNDc4Yi04YjQzLTMzMmZlYjk2YmZhNg.xml,true,Danmark,DK,HjÃ¸rring,9800.0,80.0,Frederikshavnsvej,Frederikshavn,9900.0,519.0,StenhÃ¸jvej,9800 HjÃ¸rring,Frederikshavnsvej 80,Til kapitalejeren i Nordjysk RÃ¸rteknik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-09,2019-04-09,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen sikkerhedsstillelser.</p>",,,34895864.0,mne11745,1004292439.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Ekmann HÃ¸rsel,Jan Dahl Andersen,Jan Dahl Andersen,NORDJYSK RÃRTEKNIK ApS,Jan Ekmann HÃ¸rsel,,StenhÃ¸j,2017-01-01,2017-12-31,31064.0,,,2018-12-31,2018-01-01,false,2019-04-09,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26970448,indberetninger-20180424,2.5949402000000004,34895864.0,AWoHPahFRYGX6_YTGxmq,2019-04-10T12:34:15.659Z,2019-04-10T12:34:01.753Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-84-CR,2019-04-10T12:34:01.925Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34895864,2017-01-01,2017-12-31,c8,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2Y5Lzg2L2ExL2U0N2QtNDI4Yy1hOTI1LTI0OTM5ZjUyZDQ5OA.xhtml,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRiLzM3LzMyLzJiMDMtNGRjMC05ZjA1LWE0YWZkZTNlNWE5Mw.pdf,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2RlL2Q5Lzk2L2Q2YzAtNDc4Yi04YjQzLTMzMmZlYjk2YmZhNg.xml,true,Danmark,DK,HjÃ¸rring,9800.0,80.0,Frederikshavnsvej,Frederikshavn,9900.0,519.0,StenhÃ¸jvej,9800 HjÃ¸rring,Frederikshavnsvej 80,Til kapitalejeren i Nordjysk RÃ¸rteknik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-09,2019-04-09,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen sikkerhedsstillelser.</p>",,,34895864.0,mne11745,1004292439.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Ekmann HÃ¸rsel,Jan Dahl Andersen,Jan Dahl Andersen,NORDJYSK RÃRTEKNIK ApS,Jan Ekmann HÃ¸rsel,,StenhÃ¸j,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,false,2019-04-09,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26970448,indberetninger-20180424,2.5949402000000004,34895864.0,AWoHPahFRYGX6_YTGxmq,2019-04-10T12:34:15.659Z,2019-04-10T12:34:01.753Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-84-CR,2019-04-10T12:34:01.925Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34895864,2017-12-31,2017-12-31,c10,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2Y5Lzg2L2ExL2U0N2QtNDI4Yy1hOTI1LTI0OTM5ZjUyZDQ5OA.xhtml,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRiLzM3LzMyLzJiMDMtNGRjMC05ZjA1LWE0YWZkZTNlNWE5Mw.pdf,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2RlL2Q5Lzk2L2Q2YzAtNDc4Yi04YjQzLTMzMmZlYjk2YmZhNg.xml,true,Danmark,DK,HjÃ¸rring,9800.0,80.0,Frederikshavnsvej,Frederikshavn,9900.0,519.0,StenhÃ¸jvej,9800 HjÃ¸rring,Frederikshavnsvej 80,Til kapitalejeren i Nordjysk RÃ¸rteknik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-09,2019-04-09,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen sikkerhedsstillelser.</p>",,,34895864.0,mne11745,1004292439.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Ekmann HÃ¸rsel,Jan Dahl Andersen,Jan Dahl Andersen,NORDJYSK RÃRTEKNIK ApS,Jan Ekmann HÃ¸rsel,,StenhÃ¸j,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-04-09,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26970448,indberetninger-20180424,2.5949402000000004,34895864.0,AWoHPahFRYGX6_YTGxmq,2019-04-10T12:34:15.659Z,2019-04-10T12:34:01.753Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-84-CR,2019-04-10T12:34:01.925Z,410758.0,119875.0,80000.0,199831.0,8755.0,111064.0,210927.0,0.0,0.0,70000.0,410758.0,299694.0,210927.0,130297.0,210927.0,31064.0,0.0,0.0,70000.0,0.0,299694.0,165856.0,9956.0,0.0,3541.0,1201.0,,
34895864,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2Y5Lzg2L2ExL2U0N2QtNDI4Yy1hOTI1LTI0OTM5ZjUyZDQ5OA.xhtml,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRiLzM3LzMyLzJiMDMtNGRjMC05ZjA1LWE0YWZkZTNlNWE5Mw.pdf,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2RlL2Q5Lzk2L2Q2YzAtNDc4Yi04YjQzLTMzMmZlYjk2YmZhNg.xml,true,Danmark,DK,HjÃ¸rring,9800.0,80.0,Frederikshavnsvej,Frederikshavn,9900.0,519.0,StenhÃ¸jvej,9800 HjÃ¸rring,Frederikshavnsvej 80,Til kapitalejeren i Nordjysk RÃ¸rteknik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-09,2019-04-09,25049.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen sikkerhedsstillelser.</p>",419376.0,763973.0,34895864.0,mne11745,1004292439.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Ekmann HÃ¸rsel,Jan Dahl Andersen,Jan Dahl Andersen,NORDJYSK RÃRTEKNIK ApS,Jan Ekmann HÃ¸rsel,0.0,StenhÃ¸j,2017-01-01,2017-12-31,241192.0,319548.0,319548.0,2018-12-31,2018-01-01,false,2019-04-09,HjÃ¸rring,78356.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26970448,indberetninger-20180424,2.5949402000000004,34895864.0,AWoHPahFRYGX6_YTGxmq,2019-04-10T12:34:15.659Z,2019-04-10T12:34:01.753Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-84-CR,2019-04-10T12:34:01.925Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34895864,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2Y5Lzg2L2ExL2U0N2QtNDI4Yy1hOTI1LTI0OTM5ZjUyZDQ5OA.xhtml,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRiLzM3LzMyLzJiMDMtNGRjMC05ZjA1LWE0YWZkZTNlNWE5Mw.pdf,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2RlL2Q5Lzk2L2Q2YzAtNDc4Yi04YjQzLTMzMmZlYjk2YmZhNg.xml,true,Danmark,DK,HjÃ¸rring,9800.0,80.0,Frederikshavnsvej,Frederikshavn,9900.0,519.0,StenhÃ¸jvej,9800 HjÃ¸rring,Frederikshavnsvej 80,Til kapitalejeren i Nordjysk RÃ¸rteknik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-09,2019-04-09,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen sikkerhedsstillelser.</p>",,,34895864.0,mne11745,1004292439.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Ekmann HÃ¸rsel,Jan Dahl Andersen,Jan Dahl Andersen,NORDJYSK RÃRTEKNIK ApS,Jan Ekmann HÃ¸rsel,,StenhÃ¸j,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-04-09,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26970448,indberetninger-20180424,2.5949402000000004,34895864.0,AWoHPahFRYGX6_YTGxmq,2019-04-10T12:34:15.659Z,2019-04-10T12:34:01.753Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-84-CR,2019-04-10T12:34:01.925Z,,,,,,,,,,,,,,,,,,,,,,,,,,,20415991.0,J H REGNSKAB V/JAN EKMANN HÃRSEL
34895864,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2Y5Lzg2L2ExL2U0N2QtNDI4Yy1hOTI1LTI0OTM5ZjUyZDQ5OA.xhtml,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRiLzM3LzMyLzJiMDMtNGRjMC05ZjA1LWE0YWZkZTNlNWE5Mw.pdf,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2RlL2Q5Lzk2L2Q2YzAtNDc4Yi04YjQzLTMzMmZlYjk2YmZhNg.xml,true,Danmark,DK,HjÃ¸rring,9800.0,80.0,Frederikshavnsvej,Frederikshavn,9900.0,519.0,StenhÃ¸jvej,9800 HjÃ¸rring,Frederikshavnsvej 80,Til kapitalejeren i Nordjysk RÃ¸rteknik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-09,2019-04-09,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen sikkerhedsstillelser.</p>",,,34895864.0,mne11745,1004292439.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Ekmann HÃ¸rsel,Jan Dahl Andersen,Jan Dahl Andersen,NORDJYSK RÃRTEKNIK ApS,Jan Ekmann HÃ¸rsel,,StenhÃ¸j,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-04-09,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26970448,indberetninger-20180424,2.5949402000000004,34895864.0,AWoHPahFRYGX6_YTGxmq,2019-04-10T12:34:15.659Z,2019-04-10T12:34:01.753Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-84-CR,2019-04-10T12:34:01.925Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34895864,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2Y5Lzg2L2ExL2U0N2QtNDI4Yy1hOTI1LTI0OTM5ZjUyZDQ5OA.xhtml,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRiLzM3LzMyLzJiMDMtNGRjMC05ZjA1LWE0YWZkZTNlNWE5Mw.pdf,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2RlL2Q5Lzk2L2Q2YzAtNDc4Yi04YjQzLTMzMmZlYjk2YmZhNg.xml,true,Danmark,DK,HjÃ¸rring,9800.0,80.0,Frederikshavnsvej,Frederikshavn,9900.0,519.0,StenhÃ¸jvej,9800 HjÃ¸rring,Frederikshavnsvej 80,Til kapitalejeren i Nordjysk RÃ¸rteknik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-09,2019-04-09,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen sikkerhedsstillelser.</p>",,,34895864.0,mne11745,1004292439.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Ekmann HÃ¸rsel,Jan Dahl Andersen,Jan Dahl Andersen,NORDJYSK RÃRTEKNIK ApS,Jan Ekmann HÃ¸rsel,,StenhÃ¸j,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,2019-04-09,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26970448,indberetninger-20180424,2.5949402000000004,34895864.0,AWoHPahFRYGX6_YTGxmq,2019-04-10T12:34:15.659Z,2019-04-10T12:34:01.753Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-84-CR,2019-04-10T12:34:01.925Z,,,,,,,,,,,,,,,,,,,,,,,,,,,20415991.0,J H REGNSKAB V/JAN EKMANN HÃRSEL
34895864,2018-01-01,2018-12-31,c5,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2Y5Lzg2L2ExL2U0N2QtNDI4Yy1hOTI1LTI0OTM5ZjUyZDQ5OA.xhtml,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRiLzM3LzMyLzJiMDMtNGRjMC05ZjA1LWE0YWZkZTNlNWE5Mw.pdf,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2RlL2Q5Lzk2L2Q2YzAtNDc4Yi04YjQzLTMzMmZlYjk2YmZhNg.xml,true,Danmark,DK,HjÃ¸rring,9800.0,80.0,Frederikshavnsvej,Frederikshavn,9900.0,519.0,StenhÃ¸jvej,9800 HjÃ¸rring,Frederikshavnsvej 80,Til kapitalejeren i Nordjysk RÃ¸rteknik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-09,2019-04-09,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen sikkerhedsstillelser.</p>",,,34895864.0,mne11745,1004292439.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Ekmann HÃ¸rsel,Jan Dahl Andersen,Jan Dahl Andersen,NORDJYSK RÃRTEKNIK ApS,Jan Ekmann HÃ¸rsel,,StenhÃ¸j,2017-01-01,2017-12-31,241192.0,,,2018-12-31,2018-01-01,false,2019-04-09,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26970448,indberetninger-20180424,2.5949402000000004,34895864.0,AWoHPahFRYGX6_YTGxmq,2019-04-10T12:34:15.659Z,2019-04-10T12:34:01.753Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-84-CR,2019-04-10T12:34:01.925Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34895864,2018-01-01,2018-12-31,c7,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2Y5Lzg2L2ExL2U0N2QtNDI4Yy1hOTI1LTI0OTM5ZjUyZDQ5OA.xhtml,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRiLzM3LzMyLzJiMDMtNGRjMC05ZjA1LWE0YWZkZTNlNWE5Mw.pdf,http://regnskaber.virk.dk/46859843/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2RlL2Q5Lzk2L2Q2YzAtNDc4Yi04YjQzLTMzMmZlYjk2YmZhNg.xml,true,Danmark,DK,HjÃ¸rring,9800.0,80.0,Frederikshavnsvej,Frederikshavn,9900.0,519.0,StenhÃ¸jvej,9800 HjÃ¸rring,Frederikshavnsvej 80,Til kapitalejeren i Nordjysk RÃ¸rteknik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,2.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-09,2019-04-09,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen sikkerhedsstillelser.</p>",,,34895864.0,mne11745,1004292439.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Ekmann HÃ¸rsel,Jan Dahl Andersen,Jan Dahl Andersen,NORDJYSK RÃRTEKNIK ApS,Jan Ekmann HÃ¸rsel,,StenhÃ¸j,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,false,2019-04-09,HjÃ¸rring,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26970448,indberetninger-20180424,2.5949402000000004,34895864.0,AWoHPahFRYGX6_YTGxmq,2019-04-10T12:34:15.659Z,2019-04-10T12:34:01.753Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-84-CR,2019-04-10T12:34:01.925Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
