entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,AuditorsReportsAccordingToOtherLegislationAndRegulation,ClassOfReportingEntity,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfDeferredTaxAssetsAndLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,FaxNumberOfReportingEntity,GrossProfitLoss,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherProvisions,OtherShorttermReceivables,Provisions,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
entity identifier,2011-01-01,2011-12-31,ID_11,http://regnskaber.virk.dk/09839012/Y3ZyLmRrOi8vcGRmcy8yMTA5Mzg5MDtBL1MyNDY5MzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/09839012/Y3ZyLmRrOi8veGJybHMvWC05MTZERDRFNi0yMDEzMDUzMV8xMzI4NTFfNjc4.xml,"2730, Herlev","c/o Visma Services A/S, LyskÃ¦r 3 CD","Herlev, 2730",LyskÃ¦r 3 CD,Til kapitalejerne i Fortis Lease Danmark A/S / To shareholders of  Fortis Lease Danmark A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the financial statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,1998-05-01,2013-05-31,Statsautoriseret revisor,. Udskudte skatteaktiver og forpligtelser,. Virksomhedens formÃ¥l,44 78 80 38,50667848.0,www.fortislease.com,31061741.0,21093890.0,31061741.0,Ãrsrapport,Kurt Christensen,Kenni Jensen,Peter Eduard J Van Loon,Mazars Denmark Statsautoriseret Revisionspartnerselskab,Fortis Lease Danmark A/S,Visma Services Danmark A/S,25411.0,-575594.0,50117666.0,50117666.0,50667848.0,"Herlev, 163",2012-12-31,2012-01-01,2013-05-31,KÃ¸benhavn,0.0,70 10 76 86,Bestyrelsesmedlem,urn:ofk:oid:20236401,indberetninger-20180424,2.5097473,21093890.0,,2018-04-01T21:53:41.494Z,2013-06-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-34.013,2013-06-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-01-01,2011-12-31,ID_13,http://regnskaber.virk.dk/09839012/Y3ZyLmRrOi8vcGRmcy8yMTA5Mzg5MDtBL1MyNDY5MzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/09839012/Y3ZyLmRrOi8veGJybHMvWC05MTZERDRFNi0yMDEzMDUzMV8xMzI4NTFfNjc4.xml,"2730, Herlev","c/o Visma Services A/S, LyskÃ¦r 3 CD","Herlev, 2730",LyskÃ¦r 3 CD,Til kapitalejerne i Fortis Lease Danmark A/S / To shareholders of  Fortis Lease Danmark A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the financial statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,1998-05-01,2013-05-31,Statsautoriseret revisor,. Udskudte skatteaktiver og forpligtelser,. Virksomhedens formÃ¥l,44 78 80 38,,www.fortislease.com,31061741.0,21093890.0,31061741.0,Ãrsrapport,Kurt Christensen,Kenni Jensen,Peter Eduard J Van Loon,Mazars Denmark Statsautoriseret Revisionspartnerselskab,Fortis Lease Danmark A/S,Visma Services Danmark A/S,,,50117666.0,,,"Herlev, 163",2012-12-31,2012-01-01,2013-05-31,KÃ¸benhavn,,70 10 76 86,Bestyrelsesmedlem,urn:ofk:oid:20236401,indberetninger-20180424,2.5097473,21093890.0,,2018-04-01T21:53:41.494Z,2013-06-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-34.013,2013-06-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-01-01,2011-12-31,ID_15,http://regnskaber.virk.dk/09839012/Y3ZyLmRrOi8vcGRmcy8yMTA5Mzg5MDtBL1MyNDY5MzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/09839012/Y3ZyLmRrOi8veGJybHMvWC05MTZERDRFNi0yMDEzMDUzMV8xMzI4NTFfNjc4.xml,"2730, Herlev","c/o Visma Services A/S, LyskÃ¦r 3 CD","Herlev, 2730",LyskÃ¦r 3 CD,Til kapitalejerne i Fortis Lease Danmark A/S / To shareholders of  Fortis Lease Danmark A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the financial statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,1998-05-01,2013-05-31,Statsautoriseret revisor,. Udskudte skatteaktiver og forpligtelser,. Virksomhedens formÃ¥l,44 78 80 38,,www.fortislease.com,31061741.0,21093890.0,31061741.0,Ãrsrapport,Kurt Christensen,Kenni Jensen,Peter Eduard J Van Loon,Mazars Denmark Statsautoriseret Revisionspartnerselskab,Fortis Lease Danmark A/S,Visma Services Danmark A/S,,,50117666.0,,,"Herlev, 163",2012-12-31,2012-01-01,2013-05-31,KÃ¸benhavn,,70 10 76 86,Bestyrelsesmedlem,urn:ofk:oid:20236401,indberetninger-20180424,2.5097473,21093890.0,,2018-04-01T21:53:41.494Z,2013-06-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-34.013,2013-06-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-12-31,2011-12-31,ID_17,http://regnskaber.virk.dk/09839012/Y3ZyLmRrOi8vcGRmcy8yMTA5Mzg5MDtBL1MyNDY5MzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/09839012/Y3ZyLmRrOi8veGJybHMvWC05MTZERDRFNi0yMDEzMDUzMV8xMzI4NTFfNjc4.xml,"2730, Herlev","c/o Visma Services A/S, LyskÃ¦r 3 CD","Herlev, 2730",LyskÃ¦r 3 CD,Til kapitalejerne i Fortis Lease Danmark A/S / To shareholders of  Fortis Lease Danmark A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the financial statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,1998-05-01,2013-05-31,Statsautoriseret revisor,. Udskudte skatteaktiver og forpligtelser,. Virksomhedens formÃ¥l,44 78 80 38,,www.fortislease.com,31061741.0,21093890.0,31061741.0,Ãrsrapport,Kurt Christensen,Kenni Jensen,Peter Eduard J Van Loon,Mazars Denmark Statsautoriseret Revisionspartnerselskab,Fortis Lease Danmark A/S,Visma Services Danmark A/S,,,,,,"Herlev, 163",2012-12-31,2012-01-01,2013-05-31,KÃ¸benhavn,,70 10 76 86,Bestyrelsesmedlem,urn:ofk:oid:20236401,indberetninger-20180424,2.5097473,21093890.0,,2018-04-01T21:53:41.494Z,2013-06-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-34.013,2013-06-07T22:00:00.000Z,57213867.0,56024385.0,-5100000.0,57203867.0,19597.0,50451719.0,-57213867.0,-1012172.0,10000.0,10000.0,10000.0,-106653413.0,1071380.0,-106653413.0,159801719.0,-104250000.0,-1012172.0,1179481.0,-1012172.0,88505.0,,
entity identifier,2012-01-01,2012-12-31,ID_0,http://regnskaber.virk.dk/09839012/Y3ZyLmRrOi8vcGRmcy8yMTA5Mzg5MDtBL1MyNDY5MzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/09839012/Y3ZyLmRrOi8veGJybHMvWC05MTZERDRFNi0yMDEzMDUzMV8xMzI4NTFfNjc4.xml,"2730, Herlev","c/o Visma Services A/S, LyskÃ¦r 3 CD","Herlev, 2730",LyskÃ¦r 3 CD,Til kapitalejerne i Fortis Lease Danmark A/S / To shareholders of  Fortis Lease Danmark A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the financial statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,1998-05-01,2013-05-31,Statsautoriseret revisor,. Udskudte skatteaktiver og forpligtelser,. Virksomhedens formÃ¥l,44 78 80 38,,www.fortislease.com,31061741.0,21093890.0,31061741.0,Ãrsrapport,Kurt Christensen,Kenni Jensen,Peter Eduard J Van Loon,Mazars Denmark Statsautoriseret Revisionspartnerselskab,Fortis Lease Danmark A/S,Visma Services Danmark A/S,,,,,,"Herlev, 163",2012-12-31,2012-01-01,2013-05-31,KÃ¸benhavn,,70 10 76 86,Bestyrelsesmedlem,urn:ofk:oid:20236401,indberetninger-20180424,2.5097473,21093890.0,,2018-04-01T21:53:41.494Z,2013-06-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-34.013,2013-06-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_1,http://regnskaber.virk.dk/09839012/Y3ZyLmRrOi8vcGRmcy8yMTA5Mzg5MDtBL1MyNDY5MzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/09839012/Y3ZyLmRrOi8veGJybHMvWC05MTZERDRFNi0yMDEzMDUzMV8xMzI4NTFfNjc4.xml,"2730, Herlev","c/o Visma Services A/S, LyskÃ¦r 3 CD","Herlev, 2730",LyskÃ¦r 3 CD,Til kapitalejerne i Fortis Lease Danmark A/S / To shareholders of  Fortis Lease Danmark A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the financial statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,1998-05-01,2013-05-31,Statsautoriseret revisor,. Udskudte skatteaktiver og forpligtelser,. Virksomhedens formÃ¥l,44 78 80 38,,www.fortislease.com,31061741.0,21093890.0,31061741.0,Ãrsrapport,Kurt Christensen,Kenni Jensen,Peter Eduard J Van Loon,Mazars Denmark Statsautoriseret Revisionspartnerselskab,Fortis Lease Danmark A/S,Visma Services Danmark A/S,,,,,,"Herlev, 163",2012-12-31,2012-01-01,2013-05-31,KÃ¸benhavn,,70 10 76 86,Bestyrelsesmedlem,urn:ofk:oid:20236401,indberetninger-20180424,2.5097473,21093890.0,,2018-04-01T21:53:41.494Z,2013-06-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-34.013,2013-06-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_10,http://regnskaber.virk.dk/09839012/Y3ZyLmRrOi8vcGRmcy8yMTA5Mzg5MDtBL1MyNDY5MzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/09839012/Y3ZyLmRrOi8veGJybHMvWC05MTZERDRFNi0yMDEzMDUzMV8xMzI4NTFfNjc4.xml,"2730, Herlev","c/o Visma Services A/S, LyskÃ¦r 3 CD","Herlev, 2730",LyskÃ¦r 3 CD,Til kapitalejerne i Fortis Lease Danmark A/S / To shareholders of  Fortis Lease Danmark A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the financial statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,1998-05-01,2013-05-31,Statsautoriseret revisor,. Udskudte skatteaktiver og forpligtelser,. Virksomhedens formÃ¥l,44 78 80 38,19698428.0,www.fortislease.com,31061741.0,21093890.0,31061741.0,Ãrsrapport,Kurt Christensen,Kenni Jensen,Peter Eduard J Van Loon,Mazars Denmark Statsautoriseret Revisionspartnerselskab,Fortis Lease Danmark A/S,Visma Services Danmark A/S,93.0,-316732.0,18380789.0,19381789.0,19698428.0,"Herlev, 163",2012-12-31,2012-01-01,2013-05-31,KÃ¸benhavn,-1001000.0,70 10 76 86,Bestyrelsesmedlem,urn:ofk:oid:20236401,indberetninger-20180424,2.5097473,21093890.0,,2018-04-01T21:53:41.494Z,2013-06-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-34.013,2013-06-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_12,http://regnskaber.virk.dk/09839012/Y3ZyLmRrOi8vcGRmcy8yMTA5Mzg5MDtBL1MyNDY5MzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/09839012/Y3ZyLmRrOi8veGJybHMvWC05MTZERDRFNi0yMDEzMDUzMV8xMzI4NTFfNjc4.xml,"2730, Herlev","c/o Visma Services A/S, LyskÃ¦r 3 CD","Herlev, 2730",LyskÃ¦r 3 CD,Til kapitalejerne i Fortis Lease Danmark A/S / To shareholders of  Fortis Lease Danmark A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the financial statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,1998-05-01,2013-05-31,Statsautoriseret revisor,. Udskudte skatteaktiver og forpligtelser,. Virksomhedens formÃ¥l,44 78 80 38,,www.fortislease.com,31061741.0,21093890.0,31061741.0,Ãrsrapport,Kurt Christensen,Kenni Jensen,Peter Eduard J Van Loon,Mazars Denmark Statsautoriseret Revisionspartnerselskab,Fortis Lease Danmark A/S,Visma Services Danmark A/S,,,18380789.0,,,"Herlev, 163",2012-12-31,2012-01-01,2013-05-31,KÃ¸benhavn,,70 10 76 86,Bestyrelsesmedlem,urn:ofk:oid:20236401,indberetninger-20180424,2.5097473,21093890.0,,2018-04-01T21:53:41.494Z,2013-06-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-34.013,2013-06-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_14,http://regnskaber.virk.dk/09839012/Y3ZyLmRrOi8vcGRmcy8yMTA5Mzg5MDtBL1MyNDY5MzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/09839012/Y3ZyLmRrOi8veGJybHMvWC05MTZERDRFNi0yMDEzMDUzMV8xMzI4NTFfNjc4.xml,"2730, Herlev","c/o Visma Services A/S, LyskÃ¦r 3 CD","Herlev, 2730",LyskÃ¦r 3 CD,Til kapitalejerne i Fortis Lease Danmark A/S / To shareholders of  Fortis Lease Danmark A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the financial statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,1998-05-01,2013-05-31,Statsautoriseret revisor,. Udskudte skatteaktiver og forpligtelser,. Virksomhedens formÃ¥l,44 78 80 38,,www.fortislease.com,31061741.0,21093890.0,31061741.0,Ãrsrapport,Kurt Christensen,Kenni Jensen,Peter Eduard J Van Loon,Mazars Denmark Statsautoriseret Revisionspartnerselskab,Fortis Lease Danmark A/S,Visma Services Danmark A/S,,,18380789.0,,,"Herlev, 163",2012-12-31,2012-01-01,2013-05-31,KÃ¸benhavn,,70 10 76 86,Bestyrelsesmedlem,urn:ofk:oid:20236401,indberetninger-20180424,2.5097473,21093890.0,,2018-04-01T21:53:41.494Z,2013-06-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-34.013,2013-06-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_18,http://regnskaber.virk.dk/09839012/Y3ZyLmRrOi8vcGRmcy8yMTA5Mzg5MDtBL1MyNDY5MzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/09839012/Y3ZyLmRrOi8veGJybHMvWC05MTZERDRFNi0yMDEzMDUzMV8xMzI4NTFfNjc4.xml,"2730, Herlev","c/o Visma Services A/S, LyskÃ¦r 3 CD","Herlev, 2730",LyskÃ¦r 3 CD,Til kapitalejerne i Fortis Lease Danmark A/S / To shareholders of  Fortis Lease Danmark A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the financial statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,1998-05-01,2013-05-31,Statsautoriseret revisor,. Udskudte skatteaktiver og forpligtelser,. Virksomhedens formÃ¥l,44 78 80 38,,www.fortislease.com,31061741.0,21093890.0,31061741.0,Ãrsrapport,Kurt Christensen,Kenni Jensen,Peter Eduard J Van Loon,Mazars Denmark Statsautoriseret Revisionspartnerselskab,Fortis Lease Danmark A/S,Visma Services Danmark A/S,,,,,,"Herlev, 163",2012-12-31,2012-01-01,2013-05-31,KÃ¸benhavn,,70 10 76 86,Bestyrelsesmedlem,urn:ofk:oid:20236401,indberetninger-20180424,2.5097473,21093890.0,,2018-04-01T21:53:41.494Z,2013-06-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-34.013,2013-06-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
