entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherProvisions,OtherShorttermReceivables,Provisions,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
21093890,2013-01-01,2013-12-31,ID_11,,http://regnskaber.virk.dk/09839012/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2FmLzZhLzE4L2U1NTktNGFmNS04MTk0LTAyMjFhZTk4MzhhYg.pdf,http://regnskaber.virk.dk/09839012/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2MzL2QxLzI3Lzk5ZTctNGYyZC05YjMzLWUxYmJjMDU3OWRkNQ.xml,"2730, Herlev",LyskÃ¦r 3 CD,To the shareholders of Fortis Lease Danmark A/S,Report on the Financial Statements,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2014 and of the results of the Company's operations for the financial year 1 January 2014 - 31 December 2014.",2015-05-29,1998-05-01,2015-05-29,44 78 80 38,www.fortislease.com,21093890.0,31061741.0,"Today, Management has considered and adopted the Annual Report of Fortis Lease Danmark A/S for the financial year 1 January 2014 - 31 December 2014.","We have audited the Financial Statements of Fortis Lease Danmark A/S for the financial year 1 January 2014 - 31 December 2014 comprising Accounting Policies, Income Statement, Balance Sheet and Notes. The Annual Report is presented in accordance with the Danish Financial Statements Act.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Fabrice Perret,Fortis Lease Danmark A/S,Visma Services Danmark A/S,"Copenhagen, 29 May 2015",-21437914.0,We recommend that the Annual Report be adopted at the Annual General Meeting.,"163, Herlev",2014-12-31,2014-01-01,2015-05-29,Copenhagen,70 10 76 86,Manager,RevisionspÃ¥tegning,urn:ofk:oid:5393502,indberetninger-20180424,2.5118417999999996,21093890.0,,2018-03-30T08:04:55.801Z,2015-06-01T10:12:59.478Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-79-XT,2015-06-01T10:12:59.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
21093890,2013-01-01,2013-12-31,ID_13,,http://regnskaber.virk.dk/09839012/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2FmLzZhLzE4L2U1NTktNGFmNS04MTk0LTAyMjFhZTk4MzhhYg.pdf,http://regnskaber.virk.dk/09839012/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2MzL2QxLzI3Lzk5ZTctNGYyZC05YjMzLWUxYmJjMDU3OWRkNQ.xml,"2730, Herlev",LyskÃ¦r 3 CD,To the shareholders of Fortis Lease Danmark A/S,Report on the Financial Statements,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2014 and of the results of the Company's operations for the financial year 1 January 2014 - 31 December 2014.",2015-05-29,1998-05-01,2015-05-29,44 78 80 38,www.fortislease.com,21093890.0,31061741.0,"Today, Management has considered and adopted the Annual Report of Fortis Lease Danmark A/S for the financial year 1 January 2014 - 31 December 2014.","We have audited the Financial Statements of Fortis Lease Danmark A/S for the financial year 1 January 2014 - 31 December 2014 comprising Accounting Policies, Income Statement, Balance Sheet and Notes. The Annual Report is presented in accordance with the Danish Financial Statements Act.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Fabrice Perret,Fortis Lease Danmark A/S,Visma Services Danmark A/S,"Copenhagen, 29 May 2015",-21437914.0,We recommend that the Annual Report be adopted at the Annual General Meeting.,"163, Herlev",2014-12-31,2014-01-01,2015-05-29,Copenhagen,70 10 76 86,Manager,RevisionspÃ¥tegning,urn:ofk:oid:5393502,indberetninger-20180424,2.5118417999999996,21093890.0,,2018-03-30T08:04:55.801Z,2015-06-01T10:12:59.478Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-79-XT,2015-06-01T10:12:59.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
21093890,2013-01-01,2013-12-31,ID_9,,http://regnskaber.virk.dk/09839012/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2FmLzZhLzE4L2U1NTktNGFmNS04MTk0LTAyMjFhZTk4MzhhYg.pdf,http://regnskaber.virk.dk/09839012/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2MzL2QxLzI3Lzk5ZTctNGYyZC05YjMzLWUxYmJjMDU3OWRkNQ.xml,"2730, Herlev",LyskÃ¦r 3 CD,To the shareholders of Fortis Lease Danmark A/S,Report on the Financial Statements,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2014 and of the results of the Company's operations for the financial year 1 January 2014 - 31 December 2014.",2015-05-29,1998-05-01,2015-05-29,44 78 80 38,www.fortislease.com,21093890.0,31061741.0,"Today, Management has considered and adopted the Annual Report of Fortis Lease Danmark A/S for the financial year 1 January 2014 - 31 December 2014.","We have audited the Financial Statements of Fortis Lease Danmark A/S for the financial year 1 January 2014 - 31 December 2014 comprising Accounting Policies, Income Statement, Balance Sheet and Notes. The Annual Report is presented in accordance with the Danish Financial Statements Act.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Fabrice Perret,Fortis Lease Danmark A/S,Visma Services Danmark A/S,"Copenhagen, 29 May 2015",-21437914.0,We recommend that the Annual Report be adopted at the Annual General Meeting.,"163, Herlev",2014-12-31,2014-01-01,2015-05-29,Copenhagen,70 10 76 86,Manager,RevisionspÃ¥tegning,urn:ofk:oid:5393502,indberetninger-20180424,2.5118417999999996,21093890.0,,2018-03-30T08:04:55.801Z,2015-06-01T10:12:59.478Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-79-XT,2015-06-01T10:12:59.547Z,-4130999.0,17463989.0,157074.0,-21437914.0,0.0,,,,,,,,,,,,,,,,,,,,,,
21093890,2013-12-31,2013-12-31,ID_15,,http://regnskaber.virk.dk/09839012/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2FmLzZhLzE4L2U1NTktNGFmNS04MTk0LTAyMjFhZTk4MzhhYg.pdf,http://regnskaber.virk.dk/09839012/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2MzL2QxLzI3Lzk5ZTctNGYyZC05YjMzLWUxYmJjMDU3OWRkNQ.xml,"2730, Herlev",LyskÃ¦r 3 CD,To the shareholders of Fortis Lease Danmark A/S,Report on the Financial Statements,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2014 and of the results of the Company's operations for the financial year 1 January 2014 - 31 December 2014.",2015-05-29,1998-05-01,2015-05-29,44 78 80 38,www.fortislease.com,21093890.0,31061741.0,"Today, Management has considered and adopted the Annual Report of Fortis Lease Danmark A/S for the financial year 1 January 2014 - 31 December 2014.","We have audited the Financial Statements of Fortis Lease Danmark A/S for the financial year 1 January 2014 - 31 December 2014 comprising Accounting Policies, Income Statement, Balance Sheet and Notes. The Annual Report is presented in accordance with the Danish Financial Statements Act.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Fabrice Perret,Fortis Lease Danmark A/S,Visma Services Danmark A/S,"Copenhagen, 29 May 2015",,We recommend that the Annual Report be adopted at the Annual General Meeting.,"163, Herlev",2014-12-31,2014-01-01,2015-05-29,Copenhagen,70 10 76 86,Manager,RevisionspÃ¥tegning,urn:ofk:oid:5393502,indberetninger-20180424,2.5118417999999996,21093890.0,,2018-03-30T08:04:55.801Z,2015-06-01T10:12:59.478Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-79-XT,2015-06-01T10:12:59.547Z,,,,,,69761433.0,60854857.0,5200000.0,69751433.0,29791.0,10000.0,-39770422.0,69761433.0,1598144.0,10000.0,10000.0,107933711.0,8866785.0,107933711.0,-199620422.0,154650000.0,1598144.0,8896576.0,1598144.0,,,
21093890,2014-01-01,2014-12-31,ID_0,,http://regnskaber.virk.dk/09839012/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2FmLzZhLzE4L2U1NTktNGFmNS04MTk0LTAyMjFhZTk4MzhhYg.pdf,http://regnskaber.virk.dk/09839012/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2MzL2QxLzI3Lzk5ZTctNGYyZC05YjMzLWUxYmJjMDU3OWRkNQ.xml,"2730, Herlev",LyskÃ¦r 3 CD,To the shareholders of Fortis Lease Danmark A/S,Report on the Financial Statements,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2014 and of the results of the Company's operations for the financial year 1 January 2014 - 31 December 2014.",2015-05-29,1998-05-01,2015-05-29,44 78 80 38,www.fortislease.com,21093890.0,31061741.0,"Today, Management has considered and adopted the Annual Report of Fortis Lease Danmark A/S for the financial year 1 January 2014 - 31 December 2014.","We have audited the Financial Statements of Fortis Lease Danmark A/S for the financial year 1 January 2014 - 31 December 2014 comprising Accounting Policies, Income Statement, Balance Sheet and Notes. The Annual Report is presented in accordance with the Danish Financial Statements Act.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Fabrice Perret,Fortis Lease Danmark A/S,Visma Services Danmark A/S,"Copenhagen, 29 May 2015",,We recommend that the Annual Report be adopted at the Annual General Meeting.,"163, Herlev",2014-12-31,2014-01-01,2015-05-29,Copenhagen,70 10 76 86,Manager,RevisionspÃ¥tegning,urn:ofk:oid:5393502,indberetninger-20180424,2.5118417999999996,21093890.0,,2018-03-30T08:04:55.801Z,2015-06-01T10:12:59.478Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-79-XT,2015-06-01T10:12:59.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
21093890,2014-01-01,2014-12-31,ID_1,,http://regnskaber.virk.dk/09839012/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2FmLzZhLzE4L2U1NTktNGFmNS04MTk0LTAyMjFhZTk4MzhhYg.pdf,http://regnskaber.virk.dk/09839012/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2MzL2QxLzI3Lzk5ZTctNGYyZC05YjMzLWUxYmJjMDU3OWRkNQ.xml,"2730, Herlev",LyskÃ¦r 3 CD,To the shareholders of Fortis Lease Danmark A/S,Report on the Financial Statements,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2014 and of the results of the Company's operations for the financial year 1 January 2014 - 31 December 2014.",2015-05-29,1998-05-01,2015-05-29,44 78 80 38,www.fortislease.com,21093890.0,31061741.0,"Today, Management has considered and adopted the Annual Report of Fortis Lease Danmark A/S for the financial year 1 January 2014 - 31 December 2014.","We have audited the Financial Statements of Fortis Lease Danmark A/S for the financial year 1 January 2014 - 31 December 2014 comprising Accounting Policies, Income Statement, Balance Sheet and Notes. The Annual Report is presented in accordance with the Danish Financial Statements Act.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Fabrice Perret,Fortis Lease Danmark A/S,Visma Services Danmark A/S,"Copenhagen, 29 May 2015",,We recommend that the Annual Report be adopted at the Annual General Meeting.,"163, Herlev",2014-12-31,2014-01-01,2015-05-29,Copenhagen,70 10 76 86,Manager,RevisionspÃ¥tegning,urn:ofk:oid:5393502,indberetninger-20180424,2.5118417999999996,21093890.0,,2018-03-30T08:04:55.801Z,2015-06-01T10:12:59.478Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-79-XT,2015-06-01T10:12:59.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
21093890,2014-01-01,2014-12-31,ID_10,,http://regnskaber.virk.dk/09839012/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2FmLzZhLzE4L2U1NTktNGFmNS04MTk0LTAyMjFhZTk4MzhhYg.pdf,http://regnskaber.virk.dk/09839012/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2MzL2QxLzI3Lzk5ZTctNGYyZC05YjMzLWUxYmJjMDU3OWRkNQ.xml,"2730, Herlev",LyskÃ¦r 3 CD,To the shareholders of Fortis Lease Danmark A/S,Report on the Financial Statements,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2014 and of the results of the Company's operations for the financial year 1 January 2014 - 31 December 2014.",2015-05-29,1998-05-01,2015-05-29,44 78 80 38,www.fortislease.com,21093890.0,31061741.0,"Today, Management has considered and adopted the Annual Report of Fortis Lease Danmark A/S for the financial year 1 January 2014 - 31 December 2014.","We have audited the Financial Statements of Fortis Lease Danmark A/S for the financial year 1 January 2014 - 31 December 2014 comprising Accounting Policies, Income Statement, Balance Sheet and Notes. The Annual Report is presented in accordance with the Danish Financial Statements Act.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Fabrice Perret,Fortis Lease Danmark A/S,Visma Services Danmark A/S,"Copenhagen, 29 May 2015",4573880.0,We recommend that the Annual Report be adopted at the Annual General Meeting.,"163, Herlev",2014-12-31,2014-01-01,2015-05-29,Copenhagen,70 10 76 86,Manager,RevisionspÃ¥tegning,urn:ofk:oid:5393502,indberetninger-20180424,2.5118417999999996,21093890.0,,2018-03-30T08:04:55.801Z,2015-06-01T10:12:59.478Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-79-XT,2015-06-01T10:12:59.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
21093890,2014-01-01,2014-12-31,ID_12,,http://regnskaber.virk.dk/09839012/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2FmLzZhLzE4L2U1NTktNGFmNS04MTk0LTAyMjFhZTk4MzhhYg.pdf,http://regnskaber.virk.dk/09839012/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2MzL2QxLzI3Lzk5ZTctNGYyZC05YjMzLWUxYmJjMDU3OWRkNQ.xml,"2730, Herlev",LyskÃ¦r 3 CD,To the shareholders of Fortis Lease Danmark A/S,Report on the Financial Statements,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2014 and of the results of the Company's operations for the financial year 1 January 2014 - 31 December 2014.",2015-05-29,1998-05-01,2015-05-29,44 78 80 38,www.fortislease.com,21093890.0,31061741.0,"Today, Management has considered and adopted the Annual Report of Fortis Lease Danmark A/S for the financial year 1 January 2014 - 31 December 2014.","We have audited the Financial Statements of Fortis Lease Danmark A/S for the financial year 1 January 2014 - 31 December 2014 comprising Accounting Policies, Income Statement, Balance Sheet and Notes. The Annual Report is presented in accordance with the Danish Financial Statements Act.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Fabrice Perret,Fortis Lease Danmark A/S,Visma Services Danmark A/S,"Copenhagen, 29 May 2015",4573880.0,We recommend that the Annual Report be adopted at the Annual General Meeting.,"163, Herlev",2014-12-31,2014-01-01,2015-05-29,Copenhagen,70 10 76 86,Manager,RevisionspÃ¥tegning,urn:ofk:oid:5393502,indberetninger-20180424,2.5118417999999996,21093890.0,,2018-03-30T08:04:55.801Z,2015-06-01T10:12:59.478Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-79-XT,2015-06-01T10:12:59.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
21093890,2014-01-01,2014-12-31,ID_16,,http://regnskaber.virk.dk/09839012/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2FmLzZhLzE4L2U1NTktNGFmNS04MTk0LTAyMjFhZTk4MzhhYg.pdf,http://regnskaber.virk.dk/09839012/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2MzL2QxLzI3Lzk5ZTctNGYyZC05YjMzLWUxYmJjMDU3OWRkNQ.xml,"2730, Herlev",LyskÃ¦r 3 CD,To the shareholders of Fortis Lease Danmark A/S,Report on the Financial Statements,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2014 and of the results of the Company's operations for the financial year 1 January 2014 - 31 December 2014.",2015-05-29,1998-05-01,2015-05-29,44 78 80 38,www.fortislease.com,21093890.0,31061741.0,"Today, Management has considered and adopted the Annual Report of Fortis Lease Danmark A/S for the financial year 1 January 2014 - 31 December 2014.","We have audited the Financial Statements of Fortis Lease Danmark A/S for the financial year 1 January 2014 - 31 December 2014 comprising Accounting Policies, Income Statement, Balance Sheet and Notes. The Annual Report is presented in accordance with the Danish Financial Statements Act.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Fabrice Perret,Fortis Lease Danmark A/S,Visma Services Danmark A/S,"Copenhagen, 29 May 2015",,We recommend that the Annual Report be adopted at the Annual General Meeting.,"163, Herlev",2014-12-31,2014-01-01,2015-05-29,Copenhagen,70 10 76 86,Manager,RevisionspÃ¥tegning,urn:ofk:oid:5393502,indberetninger-20180424,2.5118417999999996,21093890.0,,2018-03-30T08:04:55.801Z,2015-06-01T10:12:59.478Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-79-XT,2015-06-01T10:12:59.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
21093890,2014-01-01,2014-12-31,ID_17,,http://regnskaber.virk.dk/09839012/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2FmLzZhLzE4L2U1NTktNGFmNS04MTk0LTAyMjFhZTk4MzhhYg.pdf,http://regnskaber.virk.dk/09839012/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2MzL2QxLzI3Lzk5ZTctNGYyZC05YjMzLWUxYmJjMDU3OWRkNQ.xml,"2730, Herlev",LyskÃ¦r 3 CD,To the shareholders of Fortis Lease Danmark A/S,Report on the Financial Statements,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 31 December 2014 and of the results of the Company's operations for the financial year 1 January 2014 - 31 December 2014.",2015-05-29,1998-05-01,2015-05-29,44 78 80 38,www.fortislease.com,21093890.0,31061741.0,"Today, Management has considered and adopted the Annual Report of Fortis Lease Danmark A/S for the financial year 1 January 2014 - 31 December 2014.","We have audited the Financial Statements of Fortis Lease Danmark A/S for the financial year 1 January 2014 - 31 December 2014 comprising Accounting Policies, Income Statement, Balance Sheet and Notes. The Annual Report is presented in accordance with the Danish Financial Statements Act.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Fabrice Perret,Fortis Lease Danmark A/S,Visma Services Danmark A/S,"Copenhagen, 29 May 2015",,We recommend that the Annual Report be adopted at the Annual General Meeting.,"163, Herlev",2014-12-31,2014-01-01,2015-05-29,Copenhagen,70 10 76 86,Manager,RevisionspÃ¥tegning,urn:ofk:oid:5393502,indberetninger-20180424,2.5118417999999996,21093890.0,,2018-03-30T08:04:55.801Z,2015-06-01T10:12:59.478Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-79-XT,2015-06-01T10:12:59.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
