entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
31080584,2014-01-01,2014-12-31,ID_0,http://regnskaber.virk.dk/48508013/Y3ZyLmRrOi8vcGRmcy8zMTA4MDU4NDtBcFM0MTg4NTI7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/48508013/Y3ZyLmRrOi8veGJybHMvWC1CNTA3MzgxMi0yMDE1MDMwNV8wODM1MDBfODU5.xml,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Talmus ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Ãrsregnskabet er i overensstemmelse med undtagelsesbestemmelserne, ikke revideret. Betingelserne herfor anses stadig for opfyldt.",2007-12-05,2015-03-05,0.0,31080584.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2014 - 31. december 2014 for Talmus ApS.,Ãrsrapport,0.0,Jette Mentz,Nordea,Talmus ApS,"Regnskabsfabrikanten, Godkendt Revisionsaktieselskab",0.0,2014-12-31,2014-01-01,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19077056,indberetninger-20180424,2.5118406,31080584.0,,2018-03-30T15:23:28.161Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-103.282,2015-03-05T23:00:00.000Z,
31080584,2014-01-01,2014-12-31,ID_1,http://regnskaber.virk.dk/48508013/Y3ZyLmRrOi8vcGRmcy8zMTA4MDU4NDtBcFM0MTg4NTI7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/48508013/Y3ZyLmRrOi8veGJybHMvWC1CNTA3MzgxMi0yMDE1MDMwNV8wODM1MDBfODU5.xml,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Talmus ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Ãrsregnskabet er i overensstemmelse med undtagelsesbestemmelserne, ikke revideret. Betingelserne herfor anses stadig for opfyldt.",2007-12-05,2015-03-05,0.0,31080584.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2014 - 31. december 2014 for Talmus ApS.,Ãrsrapport,0.0,Jette Mentz,Nordea,Talmus ApS,"Regnskabsfabrikanten, Godkendt Revisionsaktieselskab",0.0,2014-12-31,2014-01-01,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19077056,indberetninger-20180424,2.5118406,31080584.0,,2018-03-30T15:23:28.161Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-103.282,2015-03-05T23:00:00.000Z,
31080584,2014-01-01,2014-12-31,ID_2,http://regnskaber.virk.dk/48508013/Y3ZyLmRrOi8vcGRmcy8zMTA4MDU4NDtBcFM0MTg4NTI7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/48508013/Y3ZyLmRrOi8veGJybHMvWC1CNTA3MzgxMi0yMDE1MDMwNV8wODM1MDBfODU5.xml,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Talmus ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Ãrsregnskabet er i overensstemmelse med undtagelsesbestemmelserne, ikke revideret. Betingelserne herfor anses stadig for opfyldt.",2007-12-05,2015-03-05,0.0,31080584.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2014 - 31. december 2014 for Talmus ApS.,Ãrsrapport,0.0,Jette Mentz,Nordea,Talmus ApS,"Regnskabsfabrikanten, Godkendt Revisionsaktieselskab",0.0,2014-12-31,2014-01-01,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19077056,indberetninger-20180424,2.5118406,31080584.0,,2018-03-30T15:23:28.161Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-103.282,2015-03-05T23:00:00.000Z,Jette Mentz
31080584,2014-01-01,2014-12-31,ID_3,http://regnskaber.virk.dk/48508013/Y3ZyLmRrOi8vcGRmcy8zMTA4MDU4NDtBcFM0MTg4NTI7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/48508013/Y3ZyLmRrOi8veGJybHMvWC1CNTA3MzgxMi0yMDE1MDMwNV8wODM1MDBfODU5.xml,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Talmus ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Ãrsregnskabet er i overensstemmelse med undtagelsesbestemmelserne, ikke revideret. Betingelserne herfor anses stadig for opfyldt.",2007-12-05,2015-03-05,0.0,31080584.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2014 - 31. december 2014 for Talmus ApS.,Ãrsrapport,0.0,Jette Mentz,Nordea,Talmus ApS,"Regnskabsfabrikanten, Godkendt Revisionsaktieselskab",0.0,2014-12-31,2014-01-01,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19077056,indberetninger-20180424,2.5118406,31080584.0,,2018-03-30T15:23:28.161Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-103.282,2015-03-05T23:00:00.000Z,
31080584,2014-01-01,2014-12-31,ID_4,http://regnskaber.virk.dk/48508013/Y3ZyLmRrOi8vcGRmcy8zMTA4MDU4NDtBcFM0MTg4NTI7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/48508013/Y3ZyLmRrOi8veGJybHMvWC1CNTA3MzgxMi0yMDE1MDMwNV8wODM1MDBfODU5.xml,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Talmus ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Ãrsregnskabet er i overensstemmelse med undtagelsesbestemmelserne, ikke revideret. Betingelserne herfor anses stadig for opfyldt.",2007-12-05,2015-03-05,0.0,31080584.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2014 - 31. december 2014 for Talmus ApS.,Ãrsrapport,0.0,Jette Mentz,Nordea,Talmus ApS,"Regnskabsfabrikanten, Godkendt Revisionsaktieselskab",0.0,2014-12-31,2014-01-01,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19077056,indberetninger-20180424,2.5118406,31080584.0,,2018-03-30T15:23:28.161Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-103.282,2015-03-05T23:00:00.000Z,
31080584,2014-01-01,2014-12-31,ID_5,http://regnskaber.virk.dk/48508013/Y3ZyLmRrOi8vcGRmcy8zMTA4MDU4NDtBcFM0MTg4NTI7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/48508013/Y3ZyLmRrOi8veGJybHMvWC1CNTA3MzgxMi0yMDE1MDMwNV8wODM1MDBfODU5.xml,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Talmus ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Ãrsregnskabet er i overensstemmelse med undtagelsesbestemmelserne, ikke revideret. Betingelserne herfor anses stadig for opfyldt.",2007-12-05,2015-03-05,0.0,31080584.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2014 - 31. december 2014 for Talmus ApS.,Ãrsrapport,0.0,Jette Mentz,Nordea,Talmus ApS,"Regnskabsfabrikanten, Godkendt Revisionsaktieselskab",0.0,2014-12-31,2014-01-01,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19077056,indberetninger-20180424,2.5118406,31080584.0,,2018-03-30T15:23:28.161Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-103.282,2015-03-05T23:00:00.000Z,
31080584,2014-01-01,2014-12-31,ID_6,http://regnskaber.virk.dk/48508013/Y3ZyLmRrOi8vcGRmcy8zMTA4MDU4NDtBcFM0MTg4NTI7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/48508013/Y3ZyLmRrOi8veGJybHMvWC1CNTA3MzgxMi0yMDE1MDMwNV8wODM1MDBfODU5.xml,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Talmus ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Ãrsregnskabet er i overensstemmelse med undtagelsesbestemmelserne, ikke revideret. Betingelserne herfor anses stadig for opfyldt.",2007-12-05,2015-03-05,0.0,31080584.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2014 - 31. december 2014 for Talmus ApS.,Ãrsrapport,0.0,Jette Mentz,Nordea,Talmus ApS,"Regnskabsfabrikanten, Godkendt Revisionsaktieselskab",0.0,2014-12-31,2014-01-01,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19077056,indberetninger-20180424,2.5118406,31080584.0,,2018-03-30T15:23:28.161Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-103.282,2015-03-05T23:00:00.000Z,
31080584,2014-01-01,2014-12-31,ID_7,http://regnskaber.virk.dk/48508013/Y3ZyLmRrOi8vcGRmcy8zMTA4MDU4NDtBcFM0MTg4NTI7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/48508013/Y3ZyLmRrOi8veGJybHMvWC1CNTA3MzgxMi0yMDE1MDMwNV8wODM1MDBfODU5.xml,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Talmus ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Ãrsregnskabet er i overensstemmelse med undtagelsesbestemmelserne, ikke revideret. Betingelserne herfor anses stadig for opfyldt.",2007-12-05,2015-03-05,0.0,31080584.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2014 - 31. december 2014 for Talmus ApS.,Ãrsrapport,0.0,Jette Mentz,Nordea,Talmus ApS,"Regnskabsfabrikanten, Godkendt Revisionsaktieselskab",0.0,2014-12-31,2014-01-01,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19077056,indberetninger-20180424,2.5118406,31080584.0,,2018-03-30T15:23:28.161Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-103.282,2015-03-05T23:00:00.000Z,
31080584,2014-01-01,2014-12-31,ID_8,http://regnskaber.virk.dk/48508013/Y3ZyLmRrOi8vcGRmcy8zMTA4MDU4NDtBcFM0MTg4NTI7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/48508013/Y3ZyLmRrOi8veGJybHMvWC1CNTA3MzgxMi0yMDE1MDMwNV8wODM1MDBfODU5.xml,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Talmus ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Ãrsregnskabet er i overensstemmelse med undtagelsesbestemmelserne, ikke revideret. Betingelserne herfor anses stadig for opfyldt.",2007-12-05,2015-03-05,0.0,31080584.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2014 - 31. december 2014 for Talmus ApS.,Ãrsrapport,0.0,Jette Mentz,Nordea,Talmus ApS,"Regnskabsfabrikanten, Godkendt Revisionsaktieselskab",0.0,2014-12-31,2014-01-01,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19077056,indberetninger-20180424,2.5118406,31080584.0,,2018-03-30T15:23:28.161Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-103.282,2015-03-05T23:00:00.000Z,
31080584,2014-01-01,2014-12-31,ID_9,http://regnskaber.virk.dk/48508013/Y3ZyLmRrOi8vcGRmcy8zMTA4MDU4NDtBcFM0MTg4NTI7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/48508013/Y3ZyLmRrOi8veGJybHMvWC1CNTA3MzgxMi0yMDE1MDMwNV8wODM1MDBfODU5.xml,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Talmus ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Ãrsregnskabet er i overensstemmelse med undtagelsesbestemmelserne, ikke revideret. Betingelserne herfor anses stadig for opfyldt.",2007-12-05,2015-03-05,0.0,31080584.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2014 - 31. december 2014 for Talmus ApS.,Ãrsrapport,0.0,Jette Mentz,Nordea,Talmus ApS,"Regnskabsfabrikanten, Godkendt Revisionsaktieselskab",0.0,2014-12-31,2014-01-01,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19077056,indberetninger-20180424,2.5118406,31080584.0,,2018-03-30T15:23:28.161Z,2015-03-05T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-103.282,2015-03-05T23:00:00.000Z,
