entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmailOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradeReceivables,DividendPaid
37261289,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2E5L2QyLzk0L2U4YjItNDM3My04Zjc1LTYyZmYxYTFjYzRkZA.xhtml,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzlmLzhhLzdkLzliMjEtNGMyOC05Y2I5LTJmMzQ1ZTgzNTFhNA.pdf,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzLzI3L2JmLzY4LzFmLzdiNGYtNDliNi1iNjc2LTIzN2Y3YTA4N2JjYw.xml,true,Karlslunde,2690.0,2.0,Lykkesholm,2690 Karlslunde,Lykkesholm 2,Regnskabsklasse B,2018-06-20,2018-06-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig kautions-, garanti- eller andre eventualforpligtelser, end de i balancen anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger eller stillet sikkerhed.</p>",post@graungaard-solutions.dk,40.0,37261289.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Helena Graungaard,Helena Graungaard,GRAUNGAARD - 4EVER IVS,Helena Graungaard,4385.0,Karlslunde,2016-01-01,2016-12-31,-3412.0,-4345.0,40.0,2017-12-31,2017-01-01,false,false,-933.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25896357,indberetninger-20180424,2.59278,37261289.0,AWQhAntq0wkEsASkt9ov,2018-06-21T06:22:52.413Z,2018-06-21T06:22:43.832Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-67-QG,2018-06-21T06:22:44.121Z,,,,,,,,,,,,,,,,,,
37261289,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2E5L2QyLzk0L2U4YjItNDM3My04Zjc1LTYyZmYxYTFjYzRkZA.xhtml,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzlmLzhhLzdkLzliMjEtNGMyOC05Y2I5LTJmMzQ1ZTgzNTFhNA.pdf,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzLzI3L2JmLzY4LzFmLzdiNGYtNDliNi1iNjc2LTIzN2Y3YTA4N2JjYw.xml,true,Karlslunde,2690.0,2.0,Lykkesholm,2690 Karlslunde,Lykkesholm 2,Regnskabsklasse B,2018-06-20,2018-06-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig kautions-, garanti- eller andre eventualforpligtelser, end de i balancen anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger eller stillet sikkerhed.</p>",post@graungaard-solutions.dk,,37261289.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Helena Graungaard,Helena Graungaard,GRAUNGAARD - 4EVER IVS,Helena Graungaard,,Karlslunde,2016-01-01,2016-12-31,-3412.0,,,2017-12-31,2017-01-01,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25896357,indberetninger-20180424,2.59278,37261289.0,AWQhAntq0wkEsASkt9ov,2018-06-21T06:22:52.413Z,2018-06-21T06:22:43.832Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-67-QG,2018-06-21T06:22:44.121Z,,,,,,,,,,,,,,,,,,
37261289,2016-12-31,2016-12-31,c6,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2E5L2QyLzk0L2U4YjItNDM3My04Zjc1LTYyZmYxYTFjYzRkZA.xhtml,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzlmLzhhLzdkLzliMjEtNGMyOC05Y2I5LTJmMzQ1ZTgzNTFhNA.pdf,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzLzI3L2JmLzY4LzFmLzdiNGYtNDliNi1iNjc2LTIzN2Y3YTA4N2JjYw.xml,true,Karlslunde,2690.0,2.0,Lykkesholm,2690 Karlslunde,Lykkesholm 2,Regnskabsklasse B,2018-06-20,2018-06-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig kautions-, garanti- eller andre eventualforpligtelser, end de i balancen anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger eller stillet sikkerhed.</p>",post@graungaard-solutions.dk,,37261289.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Helena Graungaard,Helena Graungaard,GRAUNGAARD - 4EVER IVS,Helena Graungaard,,Karlslunde,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25896357,indberetninger-20180424,2.59278,37261289.0,AWQhAntq0wkEsASkt9ov,2018-06-21T06:22:52.413Z,2018-06-21T06:22:43.832Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-67-QG,2018-06-21T06:22:44.121Z,39345.0,12900.0,1.0,39345.0,-19851.0,15000.0,39345.0,59196.0,0.0,5787.0,15000.0,-19852.0,59196.0,59196.0,11445.0,5658.0,0.0,
37261289,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2E5L2QyLzk0L2U4YjItNDM3My04Zjc1LTYyZmYxYTFjYzRkZA.xhtml,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzlmLzhhLzdkLzliMjEtNGMyOC05Y2I5LTJmMzQ1ZTgzNTFhNA.pdf,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzLzI3L2JmLzY4LzFmLzdiNGYtNDliNi1iNjc2LTIzN2Y3YTA4N2JjYw.xml,true,Karlslunde,2690.0,2.0,Lykkesholm,2690 Karlslunde,Lykkesholm 2,Regnskabsklasse B,2018-06-20,2018-06-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig kautions-, garanti- eller andre eventualforpligtelser, end de i balancen anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger eller stillet sikkerhed.</p>",post@graungaard-solutions.dk,,37261289.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Helena Graungaard,Helena Graungaard,GRAUNGAARD - 4EVER IVS,Helena Graungaard,,Karlslunde,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25896357,indberetninger-20180424,2.59278,37261289.0,AWQhAntq0wkEsASkt9ov,2018-06-21T06:22:52.413Z,2018-06-21T06:22:43.832Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-67-QG,2018-06-21T06:22:44.121Z,,,,,-19851.0,,,,,,,,,,,,,
37261289,2017-01-01,2017-01-01,c7,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2E5L2QyLzk0L2U4YjItNDM3My04Zjc1LTYyZmYxYTFjYzRkZA.xhtml,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzlmLzhhLzdkLzliMjEtNGMyOC05Y2I5LTJmMzQ1ZTgzNTFhNA.pdf,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzLzI3L2JmLzY4LzFmLzdiNGYtNDliNi1iNjc2LTIzN2Y3YTA4N2JjYw.xml,true,Karlslunde,2690.0,2.0,Lykkesholm,2690 Karlslunde,Lykkesholm 2,Regnskabsklasse B,2018-06-20,2018-06-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig kautions-, garanti- eller andre eventualforpligtelser, end de i balancen anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger eller stillet sikkerhed.</p>",post@graungaard-solutions.dk,,37261289.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Helena Graungaard,Helena Graungaard,GRAUNGAARD - 4EVER IVS,Helena Graungaard,,Karlslunde,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25896357,indberetninger-20180424,2.59278,37261289.0,AWQhAntq0wkEsASkt9ov,2018-06-21T06:22:52.413Z,2018-06-21T06:22:43.832Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-67-QG,2018-06-21T06:22:44.121Z,,,,,1.0,,,,,,,,,,,,,
37261289,2017-01-01,2017-01-01,c8,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2E5L2QyLzk0L2U4YjItNDM3My04Zjc1LTYyZmYxYTFjYzRkZA.xhtml,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzlmLzhhLzdkLzliMjEtNGMyOC05Y2I5LTJmMzQ1ZTgzNTFhNA.pdf,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzLzI3L2JmLzY4LzFmLzdiNGYtNDliNi1iNjc2LTIzN2Y3YTA4N2JjYw.xml,true,Karlslunde,2690.0,2.0,Lykkesholm,2690 Karlslunde,Lykkesholm 2,Regnskabsklasse B,2018-06-20,2018-06-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig kautions-, garanti- eller andre eventualforpligtelser, end de i balancen anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger eller stillet sikkerhed.</p>",post@graungaard-solutions.dk,,37261289.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Helena Graungaard,Helena Graungaard,GRAUNGAARD - 4EVER IVS,Helena Graungaard,,Karlslunde,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25896357,indberetninger-20180424,2.59278,37261289.0,AWQhAntq0wkEsASkt9ov,2018-06-21T06:22:52.413Z,2018-06-21T06:22:43.832Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-67-QG,2018-06-21T06:22:44.121Z,,,,,-19852.0,,,,,,,,,,,,,
37261289,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2E5L2QyLzk0L2U4YjItNDM3My04Zjc1LTYyZmYxYTFjYzRkZA.xhtml,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzlmLzhhLzdkLzliMjEtNGMyOC05Y2I5LTJmMzQ1ZTgzNTFhNA.pdf,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzLzI3L2JmLzY4LzFmLzdiNGYtNDliNi1iNjc2LTIzN2Y3YTA4N2JjYw.xml,true,Karlslunde,2690.0,2.0,Lykkesholm,2690 Karlslunde,Lykkesholm 2,Regnskabsklasse B,2018-06-20,2018-06-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig kautions-, garanti- eller andre eventualforpligtelser, end de i balancen anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger eller stillet sikkerhed.</p>",post@graungaard-solutions.dk,,37261289.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Helena Graungaard,Helena Graungaard,GRAUNGAARD - 4EVER IVS,Helena Graungaard,,Karlslunde,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25896357,indberetninger-20180424,2.59278,37261289.0,AWQhAntq0wkEsASkt9ov,2018-06-21T06:22:52.413Z,2018-06-21T06:22:43.832Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-67-QG,2018-06-21T06:22:44.121Z,,,,,0.0,,,,,,,,,,,,,
37261289,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2E5L2QyLzk0L2U4YjItNDM3My04Zjc1LTYyZmYxYTFjYzRkZA.xhtml,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzlmLzhhLzdkLzliMjEtNGMyOC05Y2I5LTJmMzQ1ZTgzNTFhNA.pdf,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzLzI3L2JmLzY4LzFmLzdiNGYtNDliNi1iNjc2LTIzN2Y3YTA4N2JjYw.xml,true,Karlslunde,2690.0,2.0,Lykkesholm,2690 Karlslunde,Lykkesholm 2,Regnskabsklasse B,2018-06-20,2018-06-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig kautions-, garanti- eller andre eventualforpligtelser, end de i balancen anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger eller stillet sikkerhed.</p>",post@graungaard-solutions.dk,-67937.0,37261289.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Helena Graungaard,Helena Graungaard,GRAUNGAARD - 4EVER IVS,Helena Graungaard,3964.0,Karlslunde,2016-01-01,2016-12-31,-69205.0,-71901.0,-67937.0,2017-12-31,2017-01-01,false,false,-2696.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25896357,indberetninger-20180424,2.59278,37261289.0,AWQhAntq0wkEsASkt9ov,2018-06-21T06:22:52.413Z,2018-06-21T06:22:43.832Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-67-QG,2018-06-21T06:22:44.121Z,,,,,,,,,,,,,,,,,,0.0
37261289,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2E5L2QyLzk0L2U4YjItNDM3My04Zjc1LTYyZmYxYTFjYzRkZA.xhtml,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzlmLzhhLzdkLzliMjEtNGMyOC05Y2I5LTJmMzQ1ZTgzNTFhNA.pdf,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzLzI3L2JmLzY4LzFmLzdiNGYtNDliNi1iNjc2LTIzN2Y3YTA4N2JjYw.xml,true,Karlslunde,2690.0,2.0,Lykkesholm,2690 Karlslunde,Lykkesholm 2,Regnskabsklasse B,2018-06-20,2018-06-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig kautions-, garanti- eller andre eventualforpligtelser, end de i balancen anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger eller stillet sikkerhed.</p>",post@graungaard-solutions.dk,,37261289.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Helena Graungaard,Helena Graungaard,GRAUNGAARD - 4EVER IVS,Helena Graungaard,,Karlslunde,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25896357,indberetninger-20180424,2.59278,37261289.0,AWQhAntq0wkEsASkt9ov,2018-06-21T06:22:52.413Z,2018-06-21T06:22:43.832Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-67-QG,2018-06-21T06:22:44.121Z,,,,,,,,,,,,,,,,,,
37261289,2017-01-01,2017-12-31,c11,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2E5L2QyLzk0L2U4YjItNDM3My04Zjc1LTYyZmYxYTFjYzRkZA.xhtml,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzlmLzhhLzdkLzliMjEtNGMyOC05Y2I5LTJmMzQ1ZTgzNTFhNA.pdf,http://regnskaber.virk.dk/98216273/ZG9rdW1lbnRsYWdlcjovLzAzLzI3L2JmLzY4LzFmLzdiNGYtNDliNi1iNjc2LTIzN2Y3YTA4N2JjYw.xml,true,Karlslunde,2690.0,2.0,Lykkesholm,2690 Karlslunde,Lykkesholm 2,Regnskabsklasse B,2018-06-20,2018-06-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig kautions-, garanti- eller andre eventualforpligtelser, end de i balancen anfÃ¸rte.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger eller stillet sikkerhed.</p>",post@graungaard-solutions.dk,,37261289.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Helena Graungaard,Helena Graungaard,GRAUNGAARD - 4EVER IVS,Helena Graungaard,,Karlslunde,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25896357,indberetninger-20180424,2.59278,37261289.0,AWQhAntq0wkEsASkt9ov,2018-06-21T06:22:52.413Z,2018-06-21T06:22:43.832Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-67-QG,2018-06-21T06:22:44.121Z,,,,,,,,,,,,,,,,,,0.0
