entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToIntangibleAssets,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AmortisationOfIntangibleAssets,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendPaid,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,NameAndSurnameOfMemberOfSupervisoryBoard
28502109,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/90120582/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzg2LzhiLzI0L2YzYTYtNDZmMi1hMDlkLTRjNTMyMTIxY2RjNw.pdf,http://regnskaber.virk.dk/90120582/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2U5LzFiLzNhLzBjNTktNDM1Mi04NWMzLTBkYmY1MDUyMjQ4MA.xml,true,105478.0,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,Kolding,6000.0,146.0,Vejlevej,Kolding,6000.0,31.0,Jernbanegade,6000 Kolding,Metalvej 2A,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejerne i Jobcar A/S,63000.0,47638.0,5.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-08,2005-03-07,2019-05-14,72000.0,Statsautoriseret revisor,-200000.0,1973000.0,2597000.0,20222670.0,28502109.0,20222670.0,mne19692,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jobcar A/S.,Ãrsrapport,0.0,8000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter KlÃ¸vborg,Thomas KjÃ¦rgaard Jensen,Thomas KjÃ¦rgaard Jensen,FrÃ¸s Sparekasse,Andersen Partners,Jobcar A/S,BDO Statsautoriseret revisionsaktieselskab,128000.0,246000.0,8000.0,246000.0,0.0,28000.0,Kolding,160000.0,2017-01-01,2017-12-31,223000.0,286000.0,524000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-12-31,2018-01-01,true,2019-04-08,Kolding,33000.0,63000.0,Formand,1652000.0,urn:ofk:oid:27212026,indberetninger-20180424,2.5118417999999996,28502109.0,AWrkU1NCRYGX6_YTH8rN,2019-05-23T10:54:03.515Z,2019-05-23T10:53:46.372Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-33-JG,2019-05-23T10:53:46.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28502109,2017-01-01,2017-12-31,c213,,http://regnskaber.virk.dk/90120582/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzg2LzhiLzI0L2YzYTYtNDZmMi1hMDlkLTRjNTMyMTIxY2RjNw.pdf,http://regnskaber.virk.dk/90120582/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2U5LzFiLzNhLzBjNTktNDM1Mi04NWMzLTBkYmY1MDUyMjQ4MA.xml,true,105478.0,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,Kolding,6000.0,146.0,Vejlevej,Kolding,6000.0,31.0,Jernbanegade,6000 Kolding,Metalvej 2A,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejerne i Jobcar A/S,,47638.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-08,2005-03-07,2019-05-14,,Statsautoriseret revisor,-200000.0,,,20222670.0,28502109.0,20222670.0,mne19692,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jobcar A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter KlÃ¸vborg,Thomas KjÃ¦rgaard Jensen,Thomas KjÃ¦rgaard Jensen,FrÃ¸s Sparekasse,Andersen Partners,Jobcar A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,,Kolding,,2017-01-01,2017-12-31,23000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-12-31,2018-01-01,true,2019-04-08,Kolding,,,Formand,,urn:ofk:oid:27212026,indberetninger-20180424,2.5118417999999996,28502109.0,AWrkU1NCRYGX6_YTH8rN,2019-05-23T10:54:03.515Z,2019-05-23T10:53:46.372Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-33-JG,2019-05-23T10:53:46.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28502109,2017-01-01,2017-12-31,c218,,http://regnskaber.virk.dk/90120582/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzg2LzhiLzI0L2YzYTYtNDZmMi1hMDlkLTRjNTMyMTIxY2RjNw.pdf,http://regnskaber.virk.dk/90120582/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2U5LzFiLzNhLzBjNTktNDM1Mi04NWMzLTBkYmY1MDUyMjQ4MA.xml,true,105478.0,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,Kolding,6000.0,146.0,Vejlevej,Kolding,6000.0,31.0,Jernbanegade,6000 Kolding,Metalvej 2A,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejerne i Jobcar A/S,,47638.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-08,2005-03-07,2019-05-14,,Statsautoriseret revisor,-200000.0,,,20222670.0,28502109.0,20222670.0,mne19692,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jobcar A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter KlÃ¸vborg,Thomas KjÃ¦rgaard Jensen,Thomas KjÃ¦rgaard Jensen,FrÃ¸s Sparekasse,Andersen Partners,Jobcar A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,,Kolding,,2017-01-01,2017-12-31,200000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-12-31,2018-01-01,true,2019-04-08,Kolding,,,Formand,,urn:ofk:oid:27212026,indberetninger-20180424,2.5118417999999996,28502109.0,AWrkU1NCRYGX6_YTH8rN,2019-05-23T10:54:03.515Z,2019-05-23T10:53:46.372Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-33-JG,2019-05-23T10:53:46.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28502109,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/90120582/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzg2LzhiLzI0L2YzYTYtNDZmMi1hMDlkLTRjNTMyMTIxY2RjNw.pdf,http://regnskaber.virk.dk/90120582/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2U5LzFiLzNhLzBjNTktNDM1Mi04NWMzLTBkYmY1MDUyMjQ4MA.xml,true,105478.0,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,Kolding,6000.0,146.0,Vejlevej,Kolding,6000.0,31.0,Jernbanegade,6000 Kolding,Metalvej 2A,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejerne i Jobcar A/S,,47638.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-08,2005-03-07,2019-05-14,,Statsautoriseret revisor,-200000.0,,,20222670.0,28502109.0,20222670.0,mne19692,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jobcar A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter KlÃ¸vborg,Thomas KjÃ¦rgaard Jensen,Thomas KjÃ¦rgaard Jensen,FrÃ¸s Sparekasse,Andersen Partners,Jobcar A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,,Kolding,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-12-31,2018-01-01,true,2019-04-08,Kolding,,,Formand,,urn:ofk:oid:27212026,indberetninger-20180424,2.5118417999999996,28502109.0,AWrkU1NCRYGX6_YTH8rN,2019-05-23T10:54:03.515Z,2019-05-23T10:53:46.372Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-33-JG,2019-05-23T10:53:46.738Z,197000.0,7578000.0,10000.0,500000.0,272000.0,184000.0,1659000.0,199000.0,197000.0,5962000.0,118000.0,7578000.0,5919000.0,5962000.0,514000.0,64000.0,317000.0,200000.0,959000.0,4463000.0,5919000.0,50000.0,0.0,1092000.0,64000.0,819000.0,508000.0,,,,,,,,,
28502109,2018-01-01,2018-01-01,c230,,http://regnskaber.virk.dk/90120582/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzg2LzhiLzI0L2YzYTYtNDZmMi1hMDlkLTRjNTMyMTIxY2RjNw.pdf,http://regnskaber.virk.dk/90120582/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2U5LzFiLzNhLzBjNTktNDM1Mi04NWMzLTBkYmY1MDUyMjQ4MA.xml,true,105478.0,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,Kolding,6000.0,146.0,Vejlevej,Kolding,6000.0,31.0,Jernbanegade,6000 Kolding,Metalvej 2A,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejerne i Jobcar A/S,,47638.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-08,2005-03-07,2019-05-14,,Statsautoriseret revisor,-200000.0,,,20222670.0,28502109.0,20222670.0,mne19692,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jobcar A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter KlÃ¸vborg,Thomas KjÃ¦rgaard Jensen,Thomas KjÃ¦rgaard Jensen,FrÃ¸s Sparekasse,Andersen Partners,Jobcar A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,,Kolding,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-12-31,2018-01-01,true,2019-04-08,Kolding,,,Formand,,urn:ofk:oid:27212026,indberetninger-20180424,2.5118417999999996,28502109.0,AWrkU1NCRYGX6_YTH8rN,2019-05-23T10:54:03.515Z,2019-05-23T10:53:46.372Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-33-JG,2019-05-23T10:53:46.738Z,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28502109,2018-01-01,2018-01-01,c248,,http://regnskaber.virk.dk/90120582/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzg2LzhiLzI0L2YzYTYtNDZmMi1hMDlkLTRjNTMyMTIxY2RjNw.pdf,http://regnskaber.virk.dk/90120582/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2U5LzFiLzNhLzBjNTktNDM1Mi04NWMzLTBkYmY1MDUyMjQ4MA.xml,true,105478.0,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,Kolding,6000.0,146.0,Vejlevej,Kolding,6000.0,31.0,Jernbanegade,6000 Kolding,Metalvej 2A,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejerne i Jobcar A/S,,47638.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-08,2005-03-07,2019-05-14,,Statsautoriseret revisor,-200000.0,,,20222670.0,28502109.0,20222670.0,mne19692,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jobcar A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter KlÃ¸vborg,Thomas KjÃ¦rgaard Jensen,Thomas KjÃ¦rgaard Jensen,FrÃ¸s Sparekasse,Andersen Partners,Jobcar A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,,Kolding,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-12-31,2018-01-01,true,2019-04-08,Kolding,,,Formand,,urn:ofk:oid:27212026,indberetninger-20180424,2.5118417999999996,28502109.0,AWrkU1NCRYGX6_YTH8rN,2019-05-23T10:54:03.515Z,2019-05-23T10:53:46.372Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-33-JG,2019-05-23T10:53:46.738Z,,,,,,,959015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28502109,2018-01-01,2018-01-01,c254,,http://regnskaber.virk.dk/90120582/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzg2LzhiLzI0L2YzYTYtNDZmMi1hMDlkLTRjNTMyMTIxY2RjNw.pdf,http://regnskaber.virk.dk/90120582/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2U5LzFiLzNhLzBjNTktNDM1Mi04NWMzLTBkYmY1MDUyMjQ4MA.xml,true,105478.0,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,Kolding,6000.0,146.0,Vejlevej,Kolding,6000.0,31.0,Jernbanegade,6000 Kolding,Metalvej 2A,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejerne i Jobcar A/S,,47638.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-08,2005-03-07,2019-05-14,,Statsautoriseret revisor,-200000.0,,,20222670.0,28502109.0,20222670.0,mne19692,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jobcar A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter KlÃ¸vborg,Thomas KjÃ¦rgaard Jensen,Thomas KjÃ¦rgaard Jensen,FrÃ¸s Sparekasse,Andersen Partners,Jobcar A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,,Kolding,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-12-31,2018-01-01,true,2019-04-08,Kolding,,,Formand,,urn:ofk:oid:27212026,indberetninger-20180424,2.5118417999999996,28502109.0,AWrkU1NCRYGX6_YTH8rN,2019-05-23T10:54:03.515Z,2019-05-23T10:53:46.372Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-33-JG,2019-05-23T10:53:46.738Z,,,,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28502109,2018-01-01,2018-01-01,c325,,http://regnskaber.virk.dk/90120582/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzg2LzhiLzI0L2YzYTYtNDZmMi1hMDlkLTRjNTMyMTIxY2RjNw.pdf,http://regnskaber.virk.dk/90120582/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2U5LzFiLzNhLzBjNTktNDM1Mi04NWMzLTBkYmY1MDUyMjQ4MA.xml,true,105478.0,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,Kolding,6000.0,146.0,Vejlevej,Kolding,6000.0,31.0,Jernbanegade,6000 Kolding,Metalvej 2A,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejerne i Jobcar A/S,,47638.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-08,2005-03-07,2019-05-14,,Statsautoriseret revisor,-200000.0,,,20222670.0,28502109.0,20222670.0,mne19692,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jobcar A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter KlÃ¸vborg,Thomas KjÃ¦rgaard Jensen,Thomas KjÃ¦rgaard Jensen,FrÃ¸s Sparekasse,Andersen Partners,Jobcar A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,,Kolding,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-12-31,2018-01-01,true,2019-04-08,Kolding,,,Formand,,urn:ofk:oid:27212026,indberetninger-20180424,2.5118417999999996,28502109.0,AWrkU1NCRYGX6_YTH8rN,2019-05-23T10:54:03.515Z,2019-05-23T10:53:46.372Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-33-JG,2019-05-23T10:53:46.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,3333.0,200000.0,,,,,,,
28502109,2018-01-01,2018-01-01,c506,,http://regnskaber.virk.dk/90120582/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzg2LzhiLzI0L2YzYTYtNDZmMi1hMDlkLTRjNTMyMTIxY2RjNw.pdf,http://regnskaber.virk.dk/90120582/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2U5LzFiLzNhLzBjNTktNDM1Mi04NWMzLTBkYmY1MDUyMjQ4MA.xml,true,105478.0,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,Kolding,6000.0,146.0,Vejlevej,Kolding,6000.0,31.0,Jernbanegade,6000 Kolding,Metalvej 2A,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejerne i Jobcar A/S,,47638.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-08,2005-03-07,2019-05-14,,Statsautoriseret revisor,-200000.0,,,20222670.0,28502109.0,20222670.0,mne19692,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jobcar A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter KlÃ¸vborg,Thomas KjÃ¦rgaard Jensen,Thomas KjÃ¦rgaard Jensen,FrÃ¸s Sparekasse,Andersen Partners,Jobcar A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,,Kolding,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-12-31,2018-01-01,true,2019-04-08,Kolding,,,Formand,,urn:ofk:oid:27212026,indberetninger-20180424,2.5118417999999996,28502109.0,AWrkU1NCRYGX6_YTH8rN,2019-05-23T10:54:03.515Z,2019-05-23T10:53:46.372Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-33-JG,2019-05-23T10:53:46.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95348.0,294443.0,,,,,
28502109,2018-01-01,2018-01-01,c541,,http://regnskaber.virk.dk/90120582/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzg2LzhiLzI0L2YzYTYtNDZmMi1hMDlkLTRjNTMyMTIxY2RjNw.pdf,http://regnskaber.virk.dk/90120582/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2U5LzFiLzNhLzBjNTktNDM1Mi04NWMzLTBkYmY1MDUyMjQ4MA.xml,true,105478.0,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,Kolding,6000.0,146.0,Vejlevej,Kolding,6000.0,31.0,Jernbanegade,6000 Kolding,Metalvej 2A,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejerne i Jobcar A/S,,47638.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-08,2005-03-07,2019-05-14,,Statsautoriseret revisor,-200000.0,,,20222670.0,28502109.0,20222670.0,mne19692,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jobcar A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter KlÃ¸vborg,Thomas KjÃ¦rgaard Jensen,Thomas KjÃ¦rgaard Jensen,FrÃ¸s Sparekasse,Andersen Partners,Jobcar A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,,Kolding,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,2018-12-31,2018-01-01,true,2019-04-08,Kolding,,,Formand,,urn:ofk:oid:27212026,indberetninger-20180424,2.5118417999999996,28502109.0,AWrkU1NCRYGX6_YTH8rN,2019-05-23T10:54:03.515Z,2019-05-23T10:53:46.372Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-33-JG,2019-05-23T10:53:46.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,117828.0,,,,,
