entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,StatementOfChangesInEquity,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,DividendPaid
35482008,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2NlLzE2Lzk5L2FmMzItNDA0NS1hYTk2LWJkNDhjYzYzNTQ0Nw.xhtml,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2ViL2YyLzNjLzUyYzYtNDU5NS1iMmI0LTQ4MTQ3ZjA1ZTdiMA.pdf,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzRmL2Q5LzU3LzJjYzEtNDA3Mi1hZDQzLTQxZTUzMDFkY2VjMg.xml,true,Herning,7400.0,"42, st",TjÃ¸rring Hovedgade,2300.0,"Axel Heides Gade 14, 5","Regnskabsklasse B, mikrovirksomhed",2017-04-30,2017-04-30,0.0,35482008.0,Ãrsrapport,Peder J Jeppesen,Peder JÃ¸rgen Jeppesen,AAASE CAPITAL GROUP ApS,Jesper Warming Hansen,Herning,2015-01-01,2015-12-31,0.0,0.0,0.0,2016-12-31,2016-01-01,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedskapitalen har vÃ¦ret uÃ¦ndret siden stiftelsern.</p>","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",0.0,50469618.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:23783819,indberetninger-20180424,2.5927935,35482008.0,,2018-03-27T17:57:28.237Z,2017-05-01T05:42:43.248Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-11-DL,2017-05-01T05:42:43.375Z,,,,,,,,
35482008,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2NlLzE2Lzk5L2FmMzItNDA0NS1hYTk2LWJkNDhjYzYzNTQ0Nw.xhtml,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2ViL2YyLzNjLzUyYzYtNDU5NS1iMmI0LTQ4MTQ3ZjA1ZTdiMA.pdf,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzRmL2Q5LzU3LzJjYzEtNDA3Mi1hZDQzLTQxZTUzMDFkY2VjMg.xml,true,Herning,7400.0,"42, st",TjÃ¸rring Hovedgade,2300.0,"Axel Heides Gade 14, 5","Regnskabsklasse B, mikrovirksomhed",2017-04-30,2017-04-30,,35482008.0,Ãrsrapport,Peder J Jeppesen,Peder JÃ¸rgen Jeppesen,AAASE CAPITAL GROUP ApS,Jesper Warming Hansen,Herning,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedskapitalen har vÃ¦ret uÃ¦ndret siden stiftelsern.</p>","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",,50469618.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:23783819,indberetninger-20180424,2.5927935,35482008.0,,2018-03-27T17:57:28.237Z,2017-05-01T05:42:43.248Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-11-DL,2017-05-01T05:42:43.375Z,,,,,,,,
35482008,2015-12-31,2015-12-31,c6,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2NlLzE2Lzk5L2FmMzItNDA0NS1hYTk2LWJkNDhjYzYzNTQ0Nw.xhtml,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2ViL2YyLzNjLzUyYzYtNDU5NS1iMmI0LTQ4MTQ3ZjA1ZTdiMA.pdf,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzRmL2Q5LzU3LzJjYzEtNDA3Mi1hZDQzLTQxZTUzMDFkY2VjMg.xml,true,Herning,7400.0,"42, st",TjÃ¸rring Hovedgade,2300.0,"Axel Heides Gade 14, 5","Regnskabsklasse B, mikrovirksomhed",2017-04-30,2017-04-30,,35482008.0,Ãrsrapport,Peder J Jeppesen,Peder JÃ¸rgen Jeppesen,AAASE CAPITAL GROUP ApS,Jesper Warming Hansen,Herning,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedskapitalen har vÃ¦ret uÃ¦ndret siden stiftelsern.</p>","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",,50469618.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:23783819,indberetninger-20180424,2.5927935,35482008.0,,2018-03-27T17:57:28.237Z,2017-05-01T05:42:43.248Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-11-DL,2017-05-01T05:42:43.375Z,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0,
35482008,2016-01-01,2016-01-01,c7,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2NlLzE2Lzk5L2FmMzItNDA0NS1hYTk2LWJkNDhjYzYzNTQ0Nw.xhtml,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2ViL2YyLzNjLzUyYzYtNDU5NS1iMmI0LTQ4MTQ3ZjA1ZTdiMA.pdf,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzRmL2Q5LzU3LzJjYzEtNDA3Mi1hZDQzLTQxZTUzMDFkY2VjMg.xml,true,Herning,7400.0,"42, st",TjÃ¸rring Hovedgade,2300.0,"Axel Heides Gade 14, 5","Regnskabsklasse B, mikrovirksomhed",2017-04-30,2017-04-30,,35482008.0,Ãrsrapport,Peder J Jeppesen,Peder JÃ¸rgen Jeppesen,AAASE CAPITAL GROUP ApS,Jesper Warming Hansen,Herning,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedskapitalen har vÃ¦ret uÃ¦ndret siden stiftelsern.</p>","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",,50469618.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:23783819,indberetninger-20180424,2.5927935,35482008.0,,2018-03-27T17:57:28.237Z,2017-05-01T05:42:43.248Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-11-DL,2017-05-01T05:42:43.375Z,,,,80000.0,,,,
35482008,2016-01-01,2016-01-01,c8,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2NlLzE2Lzk5L2FmMzItNDA0NS1hYTk2LWJkNDhjYzYzNTQ0Nw.xhtml,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2ViL2YyLzNjLzUyYzYtNDU5NS1iMmI0LTQ4MTQ3ZjA1ZTdiMA.pdf,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzRmL2Q5LzU3LzJjYzEtNDA3Mi1hZDQzLTQxZTUzMDFkY2VjMg.xml,true,Herning,7400.0,"42, st",TjÃ¸rring Hovedgade,2300.0,"Axel Heides Gade 14, 5","Regnskabsklasse B, mikrovirksomhed",2017-04-30,2017-04-30,,35482008.0,Ãrsrapport,Peder J Jeppesen,Peder JÃ¸rgen Jeppesen,AAASE CAPITAL GROUP ApS,Jesper Warming Hansen,Herning,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedskapitalen har vÃ¦ret uÃ¦ndret siden stiftelsern.</p>","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",,50469618.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:23783819,indberetninger-20180424,2.5927935,35482008.0,,2018-03-27T17:57:28.237Z,2017-05-01T05:42:43.248Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-11-DL,2017-05-01T05:42:43.375Z,,,,0.0,,,,
35482008,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2NlLzE2Lzk5L2FmMzItNDA0NS1hYTk2LWJkNDhjYzYzNTQ0Nw.xhtml,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2ViL2YyLzNjLzUyYzYtNDU5NS1iMmI0LTQ4MTQ3ZjA1ZTdiMA.pdf,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzRmL2Q5LzU3LzJjYzEtNDA3Mi1hZDQzLTQxZTUzMDFkY2VjMg.xml,true,Herning,7400.0,"42, st",TjÃ¸rring Hovedgade,2300.0,"Axel Heides Gade 14, 5","Regnskabsklasse B, mikrovirksomhed",2017-04-30,2017-04-30,,35482008.0,Ãrsrapport,Peder J Jeppesen,Peder JÃ¸rgen Jeppesen,AAASE CAPITAL GROUP ApS,Jesper Warming Hansen,Herning,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedskapitalen har vÃ¦ret uÃ¦ndret siden stiftelsern.</p>","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",,50469618.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:23783819,indberetninger-20180424,2.5927935,35482008.0,,2018-03-27T17:57:28.237Z,2017-05-01T05:42:43.248Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-11-DL,2017-05-01T05:42:43.375Z,,,,80000.0,,,,
35482008,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2NlLzE2Lzk5L2FmMzItNDA0NS1hYTk2LWJkNDhjYzYzNTQ0Nw.xhtml,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2ViL2YyLzNjLzUyYzYtNDU5NS1iMmI0LTQ4MTQ3ZjA1ZTdiMA.pdf,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzRmL2Q5LzU3LzJjYzEtNDA3Mi1hZDQzLTQxZTUzMDFkY2VjMg.xml,true,Herning,7400.0,"42, st",TjÃ¸rring Hovedgade,2300.0,"Axel Heides Gade 14, 5","Regnskabsklasse B, mikrovirksomhed",2017-04-30,2017-04-30,0.0,35482008.0,Ãrsrapport,Peder J Jeppesen,Peder JÃ¸rgen Jeppesen,AAASE CAPITAL GROUP ApS,Jesper Warming Hansen,Herning,2015-01-01,2015-12-31,0.0,0.0,0.0,2016-12-31,2016-01-01,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedskapitalen har vÃ¦ret uÃ¦ndret siden stiftelsern.</p>","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",0.0,50469618.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:23783819,indberetninger-20180424,2.5927935,35482008.0,,2018-03-27T17:57:28.237Z,2017-05-01T05:42:43.248Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-11-DL,2017-05-01T05:42:43.375Z,,,,,,,,0.0
35482008,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2NlLzE2Lzk5L2FmMzItNDA0NS1hYTk2LWJkNDhjYzYzNTQ0Nw.xhtml,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2ViL2YyLzNjLzUyYzYtNDU5NS1iMmI0LTQ4MTQ3ZjA1ZTdiMA.pdf,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzRmL2Q5LzU3LzJjYzEtNDA3Mi1hZDQzLTQxZTUzMDFkY2VjMg.xml,true,Herning,7400.0,"42, st",TjÃ¸rring Hovedgade,2300.0,"Axel Heides Gade 14, 5","Regnskabsklasse B, mikrovirksomhed",2017-04-30,2017-04-30,,35482008.0,Ãrsrapport,Peder J Jeppesen,Peder JÃ¸rgen Jeppesen,AAASE CAPITAL GROUP ApS,Jesper Warming Hansen,Herning,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedskapitalen har vÃ¦ret uÃ¦ndret siden stiftelsern.</p>","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",,50469618.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:23783819,indberetninger-20180424,2.5927935,35482008.0,,2018-03-27T17:57:28.237Z,2017-05-01T05:42:43.248Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-11-DL,2017-05-01T05:42:43.375Z,,,,,,,,
35482008,2016-01-01,2016-12-31,c10,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2NlLzE2Lzk5L2FmMzItNDA0NS1hYTk2LWJkNDhjYzYzNTQ0Nw.xhtml,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2ViL2YyLzNjLzUyYzYtNDU5NS1iMmI0LTQ4MTQ3ZjA1ZTdiMA.pdf,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzRmL2Q5LzU3LzJjYzEtNDA3Mi1hZDQzLTQxZTUzMDFkY2VjMg.xml,true,Herning,7400.0,"42, st",TjÃ¸rring Hovedgade,2300.0,"Axel Heides Gade 14, 5","Regnskabsklasse B, mikrovirksomhed",2017-04-30,2017-04-30,,35482008.0,Ãrsrapport,Peder J Jeppesen,Peder JÃ¸rgen Jeppesen,AAASE CAPITAL GROUP ApS,Jesper Warming Hansen,Herning,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedskapitalen har vÃ¦ret uÃ¦ndret siden stiftelsern.</p>","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",,50469618.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:23783819,indberetninger-20180424,2.5927935,35482008.0,,2018-03-27T17:57:28.237Z,2017-05-01T05:42:43.248Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-11-DL,2017-05-01T05:42:43.375Z,,,,,,,,0.0
35482008,2016-01-01,2016-12-31,c11,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2NlLzE2Lzk5L2FmMzItNDA0NS1hYTk2LWJkNDhjYzYzNTQ0Nw.xhtml,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2ViL2YyLzNjLzUyYzYtNDU5NS1iMmI0LTQ4MTQ3ZjA1ZTdiMA.pdf,http://regnskaber.virk.dk/80028453/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzRmL2Q5LzU3LzJjYzEtNDA3Mi1hZDQzLTQxZTUzMDFkY2VjMg.xml,true,Herning,7400.0,"42, st",TjÃ¸rring Hovedgade,2300.0,"Axel Heides Gade 14, 5","Regnskabsklasse B, mikrovirksomhed",2017-04-30,2017-04-30,,35482008.0,Ãrsrapport,Peder J Jeppesen,Peder JÃ¸rgen Jeppesen,AAASE CAPITAL GROUP ApS,Jesper Warming Hansen,Herning,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedskapitalen har vÃ¦ret uÃ¦ndret siden stiftelsern.</p>","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",,50469618.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:23783819,indberetninger-20180424,2.5927935,35482008.0,,2018-03-27T17:57:28.237Z,2017-05-01T05:42:43.248Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-11-DL,2017-05-01T05:42:43.375Z,,,,,,,,0.0
