entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,OtherShorttermReceivables,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayablesToGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
35033890,2013-01-30,2013-12-31,ID_12,,http://regnskaber.virk.dk/09833053/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzZlL2Y0LzIxLzQ1OTktNDZhYS05YTdmLTRmNjIyZThmYmE3Yg.pdf,http://regnskaber.virk.dk/09833053/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzY4L2ZmL2RmLzc3MWEtNDIwZC04ZmZkLTY4MTUwZDQ1YjhkNg.xml,"8382, Hinnerup",Trigevej 20,Til kapitalejerne i Gaarslev A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2015-05-28,2013-01-30,2015-05-28,0.0,73649.0,35033890.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Gaarslev A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Boje,Nordea A/S,Gaarslev A/S,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",880.0,"AndkÃ¦r, den 28-05-2015",54357.0,72769.0,73649.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2014-12-31,2014-01-01,2015-05-28,Hinnerup,18412.0,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5631396,indberetninger-20180424,2.5097342,35033890.0,,2018-03-30T07:52:04.579Z,2015-07-01T16:28:35.457Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-94-KX,2015-07-01T16:28:35.531Z,,,,,,,,,,,,,,,,,,,,,,,,,
35033890,2013-01-30,2013-12-31,ID_14,,http://regnskaber.virk.dk/09833053/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzZlL2Y0LzIxLzQ1OTktNDZhYS05YTdmLTRmNjIyZThmYmE3Yg.pdf,http://regnskaber.virk.dk/09833053/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzY4L2ZmL2RmLzc3MWEtNDIwZC04ZmZkLTY4MTUwZDQ1YjhkNg.xml,"8382, Hinnerup",Trigevej 20,Til kapitalejerne i Gaarslev A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2015-05-28,2013-01-30,2015-05-28,,,35033890.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Gaarslev A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Boje,Nordea A/S,Gaarslev A/S,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,"AndkÃ¦r, den 28-05-2015",-54357.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2014-12-31,2014-01-01,2015-05-28,Hinnerup,,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5631396,indberetninger-20180424,2.5097342,35033890.0,,2018-03-30T07:52:04.579Z,2015-07-01T16:28:35.457Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-94-KX,2015-07-01T16:28:35.531Z,,,,,,,,,,,,,,,,,,,,,,,,,
35033890,2013-01-30,2013-12-31,ID_16,,http://regnskaber.virk.dk/09833053/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzZlL2Y0LzIxLzQ1OTktNDZhYS05YTdmLTRmNjIyZThmYmE3Yg.pdf,http://regnskaber.virk.dk/09833053/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzY4L2ZmL2RmLzc3MWEtNDIwZC04ZmZkLTY4MTUwZDQ1YjhkNg.xml,"8382, Hinnerup",Trigevej 20,Til kapitalejerne i Gaarslev A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2015-05-28,2013-01-30,2015-05-28,,,35033890.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Gaarslev A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Boje,Nordea A/S,Gaarslev A/S,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,"AndkÃ¦r, den 28-05-2015",-54357.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2014-12-31,2014-01-01,2015-05-28,Hinnerup,,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5631396,indberetninger-20180424,2.5097342,35033890.0,,2018-03-30T07:52:04.579Z,2015-07-01T16:28:35.457Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-94-KX,2015-07-01T16:28:35.531Z,,,,,,,,,,,,,,,,,,,,,,,,,
35033890,2013-12-31,2013-12-31,ID_18,,http://regnskaber.virk.dk/09833053/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzZlL2Y0LzIxLzQ1OTktNDZhYS05YTdmLTRmNjIyZThmYmE3Yg.pdf,http://regnskaber.virk.dk/09833053/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzY4L2ZmL2RmLzc3MWEtNDIwZC04ZmZkLTY4MTUwZDQ1YjhkNg.xml,"8382, Hinnerup",Trigevej 20,Til kapitalejerne i Gaarslev A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2015-05-28,2013-01-30,2015-05-28,,,35033890.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Gaarslev A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Boje,Nordea A/S,Gaarslev A/S,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,"AndkÃ¦r, den 28-05-2015",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2014-12-31,2014-01-01,2015-05-28,Hinnerup,,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5631396,indberetninger-20180424,2.5097342,35033890.0,,2018-03-30T07:52:04.579Z,2015-07-01T16:28:35.457Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-94-KX,2015-07-01T16:28:35.531Z,8790939.0,7889.0,500000.0,8790939.0,554357.0,8782300.0,8790939.0,8236582.0,8500300.0,28236.0,0.0,282000.0,54357.0,7272759.0,8236582.0,917175.0,0.0,750.0,18412.0,0.0,0.0,750.0,,,
35033890,2014-01-01,2014-12-31,ID_0,,http://regnskaber.virk.dk/09833053/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzZlL2Y0LzIxLzQ1OTktNDZhYS05YTdmLTRmNjIyZThmYmE3Yg.pdf,http://regnskaber.virk.dk/09833053/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzY4L2ZmL2RmLzc3MWEtNDIwZC04ZmZkLTY4MTUwZDQ1YjhkNg.xml,"8382, Hinnerup",Trigevej 20,Til kapitalejerne i Gaarslev A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2015-05-28,2013-01-30,2015-05-28,,,35033890.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Gaarslev A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Boje,Nordea A/S,Gaarslev A/S,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,"AndkÃ¦r, den 28-05-2015",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2014-12-31,2014-01-01,2015-05-28,Hinnerup,,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5631396,indberetninger-20180424,2.5097342,35033890.0,,2018-03-30T07:52:04.579Z,2015-07-01T16:28:35.457Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-94-KX,2015-07-01T16:28:35.531Z,,,,,,,,,,,,,,,,,,,,,,,,,
35033890,2014-01-01,2014-12-31,ID_1,,http://regnskaber.virk.dk/09833053/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzZlL2Y0LzIxLzQ1OTktNDZhYS05YTdmLTRmNjIyZThmYmE3Yg.pdf,http://regnskaber.virk.dk/09833053/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzY4L2ZmL2RmLzc3MWEtNDIwZC04ZmZkLTY4MTUwZDQ1YjhkNg.xml,"8382, Hinnerup",Trigevej 20,Til kapitalejerne i Gaarslev A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2015-05-28,2013-01-30,2015-05-28,,,35033890.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Gaarslev A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Boje,Nordea A/S,Gaarslev A/S,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,"AndkÃ¦r, den 28-05-2015",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2014-12-31,2014-01-01,2015-05-28,Hinnerup,,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5631396,indberetninger-20180424,2.5097342,35033890.0,,2018-03-30T07:52:04.579Z,2015-07-01T16:28:35.457Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-94-KX,2015-07-01T16:28:35.531Z,,,,,,,,,,,,,,,,,,,,,,,,,
35033890,2014-01-01,2014-12-31,ID_10,,http://regnskaber.virk.dk/09833053/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzZlL2Y0LzIxLzQ1OTktNDZhYS05YTdmLTRmNjIyZThmYmE3Yg.pdf,http://regnskaber.virk.dk/09833053/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzY4L2ZmL2RmLzc3MWEtNDIwZC04ZmZkLTY4MTUwZDQ1YjhkNg.xml,"8382, Hinnerup",Trigevej 20,Til kapitalejerne i Gaarslev A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2015-05-28,2013-01-30,2015-05-28,,,35033890.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Gaarslev A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Boje,Nordea A/S,Gaarslev A/S,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,"AndkÃ¦r, den 28-05-2015",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2014-12-31,2014-01-01,2015-05-28,Hinnerup,,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5631396,indberetninger-20180424,2.5097342,35033890.0,,2018-03-30T07:52:04.579Z,2015-07-01T16:28:35.457Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-94-KX,2015-07-01T16:28:35.531Z,,,,,,,,,,,,,,,,,,,,,,,,,
35033890,2014-01-01,2014-12-31,ID_11,,http://regnskaber.virk.dk/09833053/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzZlL2Y0LzIxLzQ1OTktNDZhYS05YTdmLTRmNjIyZThmYmE3Yg.pdf,http://regnskaber.virk.dk/09833053/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzY4L2ZmL2RmLzc3MWEtNDIwZC04ZmZkLTY4MTUwZDQ1YjhkNg.xml,"8382, Hinnerup",Trigevej 20,Til kapitalejerne i Gaarslev A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2015-05-28,2013-01-30,2015-05-28,454277.0,355856.0,35033890.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Gaarslev A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Boje,Nordea A/S,Gaarslev A/S,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",27349.0,"AndkÃ¦r, den 28-05-2015",-64143.0,-125770.0,-98421.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2014-12-31,2014-01-01,2015-05-28,Hinnerup,-61627.0,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5631396,indberetninger-20180424,2.5097342,35033890.0,,2018-03-30T07:52:04.579Z,2015-07-01T16:28:35.457Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-94-KX,2015-07-01T16:28:35.531Z,,,,,,,,,,,,,,,,,,,,,,,,,
35033890,2014-01-01,2014-12-31,ID_13,,http://regnskaber.virk.dk/09833053/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzZlL2Y0LzIxLzQ1OTktNDZhYS05YTdmLTRmNjIyZThmYmE3Yg.pdf,http://regnskaber.virk.dk/09833053/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzY4L2ZmL2RmLzc3MWEtNDIwZC04ZmZkLTY4MTUwZDQ1YjhkNg.xml,"8382, Hinnerup",Trigevej 20,Til kapitalejerne i Gaarslev A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2015-05-28,2013-01-30,2015-05-28,,,35033890.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Gaarslev A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Boje,Nordea A/S,Gaarslev A/S,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,"AndkÃ¦r, den 28-05-2015",64143.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2014-12-31,2014-01-01,2015-05-28,Hinnerup,,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5631396,indberetninger-20180424,2.5097342,35033890.0,,2018-03-30T07:52:04.579Z,2015-07-01T16:28:35.457Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-94-KX,2015-07-01T16:28:35.531Z,,,,,,,,,,,,,,,,,,,,,,,,,
35033890,2014-01-01,2014-12-31,ID_15,,http://regnskaber.virk.dk/09833053/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzZlL2Y0LzIxLzQ1OTktNDZhYS05YTdmLTRmNjIyZThmYmE3Yg.pdf,http://regnskaber.virk.dk/09833053/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzY4L2ZmL2RmLzc3MWEtNDIwZC04ZmZkLTY4MTUwZDQ1YjhkNg.xml,"8382, Hinnerup",Trigevej 20,Til kapitalejerne i Gaarslev A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2015-05-28,2013-01-30,2015-05-28,,,35033890.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Gaarslev A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Boje,Nordea A/S,Gaarslev A/S,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,"AndkÃ¦r, den 28-05-2015",64143.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2014-12-31,2014-01-01,2015-05-28,Hinnerup,,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5631396,indberetninger-20180424,2.5097342,35033890.0,,2018-03-30T07:52:04.579Z,2015-07-01T16:28:35.457Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-94-KX,2015-07-01T16:28:35.531Z,,,,,,,,,,,,,,,,,,,,,,,,,
