entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SocialSecurityContributions,StatementOfChangesInEquity,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables
33574304,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2MyLzJkL2VhLzIwNjQtNGM0Mi1hZTEwLWYwNGU5ZGRkYmFiMA.xhtml,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzE0LzUzLzk2L2NhZTgtNGE3ZC04ZWNmLTI0ZTkyMDc0M2Y3Yw.pdf,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzAyLzZhLzAxLzNmZmEtNDY0Zi05MGI1LTdhZTEzYWY3NWIxZA.xml,true,Randers C,8900.0,1.0,Vestergade,6000 Kolding,Kokholm 1A,"Regnskabsklasse B, mikrovirksomhed",2019-04-05,2019-04-05,12678.0,randers@cyklerogfritid.dk,457210.0,611120.0,33574304.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Henrik Falkenfelth,Henrik Falkenfleth,"CYKLER OG FRITID, RANDERS ApS",Claus Sommer,29610.0,26823.0,Randers,2017-01-01,2017-12-31,88207.0,114409.0,141232.0,2018-12-31,2018-01-01,false,4855.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital er uÃ¦ndret siden selskabets stiftelse.</p>",26202.0,false,Ingen bistand,422745.0,urn:ofk:oid:26963475,indberetninger-20180424,2.5955543999999997,33574304.0,AWoCNjj1RYGX6_YTGvUn,2019-04-09T13:08:47.994Z,2019-04-09T13:07:48.583Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-65-JM,2019-04-09T13:07:48.810Z,,,,,,,,,,,,,,,,,,,,,,,,
33574304,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2MyLzJkL2VhLzIwNjQtNGM0Mi1hZTEwLWYwNGU5ZGRkYmFiMA.xhtml,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzE0LzUzLzk2L2NhZTgtNGE3ZC04ZWNmLTI0ZTkyMDc0M2Y3Yw.pdf,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzAyLzZhLzAxLzNmZmEtNDY0Zi05MGI1LTdhZTEzYWY3NWIxZA.xml,true,Randers C,8900.0,1.0,Vestergade,6000 Kolding,Kokholm 1A,"Regnskabsklasse B, mikrovirksomhed",2019-04-05,2019-04-05,,randers@cyklerogfritid.dk,,,33574304.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Henrik Falkenfelth,Henrik Falkenfleth,"CYKLER OG FRITID, RANDERS ApS",Claus Sommer,,,Randers,2017-01-01,2017-12-31,88207.0,,,2018-12-31,2018-01-01,false,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital er uÃ¦ndret siden selskabets stiftelse.</p>",,false,Ingen bistand,,urn:ofk:oid:26963475,indberetninger-20180424,2.5955543999999997,33574304.0,AWoCNjj1RYGX6_YTGvUn,2019-04-09T13:08:47.994Z,2019-04-09T13:07:48.583Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-65-JM,2019-04-09T13:07:48.810Z,,,,,,,,,,,,,,,,,,,,,,,,
33574304,2017-12-31,2017-12-31,c6,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2MyLzJkL2VhLzIwNjQtNGM0Mi1hZTEwLWYwNGU5ZGRkYmFiMA.xhtml,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzE0LzUzLzk2L2NhZTgtNGE3ZC04ZWNmLTI0ZTkyMDc0M2Y3Yw.pdf,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzAyLzZhLzAxLzNmZmEtNDY0Zi05MGI1LTdhZTEzYWY3NWIxZA.xml,true,Randers C,8900.0,1.0,Vestergade,6000 Kolding,Kokholm 1A,"Regnskabsklasse B, mikrovirksomhed",2019-04-05,2019-04-05,,randers@cyklerogfritid.dk,,,33574304.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Henrik Falkenfelth,Henrik Falkenfleth,"CYKLER OG FRITID, RANDERS ApS",Claus Sommer,,,Randers,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital er uÃ¦ndret siden selskabets stiftelse.</p>",,false,Ingen bistand,,urn:ofk:oid:26963475,indberetninger-20180424,2.5955543999999997,33574304.0,AWoCNjj1RYGX6_YTGvUn,2019-04-09T13:08:47.994Z,2019-04-09T13:07:48.583Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-65-JM,2019-04-09T13:07:48.810Z,1242565.0,15998.0,80000.0,1182827.0,5804.0,59738.0,221759.0,1029167.0,1242565.0,1020806.0,59738.0,1029167.0,59738.0,231490.0,1162.0,141759.0,382594.0,1020806.0,28520.0,265228.0,137662.0,26202.0,86772.0,130696.0
33574304,2018-01-01,2018-01-01,c7,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2MyLzJkL2VhLzIwNjQtNGM0Mi1hZTEwLWYwNGU5ZGRkYmFiMA.xhtml,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzE0LzUzLzk2L2NhZTgtNGE3ZC04ZWNmLTI0ZTkyMDc0M2Y3Yw.pdf,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzAyLzZhLzAxLzNmZmEtNDY0Zi05MGI1LTdhZTEzYWY3NWIxZA.xml,true,Randers C,8900.0,1.0,Vestergade,6000 Kolding,Kokholm 1A,"Regnskabsklasse B, mikrovirksomhed",2019-04-05,2019-04-05,,randers@cyklerogfritid.dk,,,33574304.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Henrik Falkenfelth,Henrik Falkenfleth,"CYKLER OG FRITID, RANDERS ApS",Claus Sommer,,,Randers,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital er uÃ¦ndret siden selskabets stiftelse.</p>",,false,Ingen bistand,,urn:ofk:oid:26963475,indberetninger-20180424,2.5955543999999997,33574304.0,AWoCNjj1RYGX6_YTGvUn,2019-04-09T13:08:47.994Z,2019-04-09T13:07:48.583Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-65-JM,2019-04-09T13:07:48.810Z,,,,,,,80000.0,,,,,,,,,,,,,,,,,
33574304,2018-01-01,2018-01-01,c8,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2MyLzJkL2VhLzIwNjQtNGM0Mi1hZTEwLWYwNGU5ZGRkYmFiMA.xhtml,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzE0LzUzLzk2L2NhZTgtNGE3ZC04ZWNmLTI0ZTkyMDc0M2Y3Yw.pdf,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzAyLzZhLzAxLzNmZmEtNDY0Zi05MGI1LTdhZTEzYWY3NWIxZA.xml,true,Randers C,8900.0,1.0,Vestergade,6000 Kolding,Kokholm 1A,"Regnskabsklasse B, mikrovirksomhed",2019-04-05,2019-04-05,,randers@cyklerogfritid.dk,,,33574304.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Henrik Falkenfelth,Henrik Falkenfleth,"CYKLER OG FRITID, RANDERS ApS",Claus Sommer,,,Randers,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital er uÃ¦ndret siden selskabets stiftelse.</p>",,false,Ingen bistand,,urn:ofk:oid:26963475,indberetninger-20180424,2.5955543999999997,33574304.0,AWoCNjj1RYGX6_YTGvUn,2019-04-09T13:08:47.994Z,2019-04-09T13:07:48.583Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-65-JM,2019-04-09T13:07:48.810Z,,,,,,,141759.0,,,,,,,,,,,,,,,,,
33574304,2018-01-01,2018-01-01,c9,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2MyLzJkL2VhLzIwNjQtNGM0Mi1hZTEwLWYwNGU5ZGRkYmFiMA.xhtml,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzE0LzUzLzk2L2NhZTgtNGE3ZC04ZWNmLTI0ZTkyMDc0M2Y3Yw.pdf,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzAyLzZhLzAxLzNmZmEtNDY0Zi05MGI1LTdhZTEzYWY3NWIxZA.xml,true,Randers C,8900.0,1.0,Vestergade,6000 Kolding,Kokholm 1A,"Regnskabsklasse B, mikrovirksomhed",2019-04-05,2019-04-05,,randers@cyklerogfritid.dk,,,33574304.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Henrik Falkenfelth,Henrik Falkenfleth,"CYKLER OG FRITID, RANDERS ApS",Claus Sommer,,,Randers,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital er uÃ¦ndret siden selskabets stiftelse.</p>",,false,Ingen bistand,,urn:ofk:oid:26963475,indberetninger-20180424,2.5955543999999997,33574304.0,AWoCNjj1RYGX6_YTGvUn,2019-04-09T13:08:47.994Z,2019-04-09T13:07:48.583Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-65-JM,2019-04-09T13:07:48.810Z,,,,,,,221759.0,,,,,,,,,,,,,,,,,
33574304,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2MyLzJkL2VhLzIwNjQtNGM0Mi1hZTEwLWYwNGU5ZGRkYmFiMA.xhtml,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzE0LzUzLzk2L2NhZTgtNGE3ZC04ZWNmLTI0ZTkyMDc0M2Y3Yw.pdf,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzAyLzZhLzAxLzNmZmEtNDY0Zi05MGI1LTdhZTEzYWY3NWIxZA.xml,true,Randers C,8900.0,1.0,Vestergade,6000 Kolding,Kokholm 1A,"Regnskabsklasse B, mikrovirksomhed",2019-04-05,2019-04-05,-488.0,randers@cyklerogfritid.dk,-486115.0,536278.0,33574304.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Henrik Falkenfelth,Henrik Falkenfleth,"CYKLER OG FRITID, RANDERS ApS",Claus Sommer,38918.0,-13121.0,Randers,2017-01-01,2017-12-31,28414.0,36554.0,49675.0,2018-12-31,2018-01-01,false,58860.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital er uÃ¦ndret siden selskabets stiftelse.</p>",-8140.0,false,Ingen bistand,-583893.0,urn:ofk:oid:26963475,indberetninger-20180424,2.5955543999999997,33574304.0,AWoCNjj1RYGX6_YTGvUn,2019-04-09T13:08:47.994Z,2019-04-09T13:07:48.583Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-65-JM,2019-04-09T13:07:48.810Z,,,,,,,,,,,,,,,,,,,,,,,,
33574304,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2MyLzJkL2VhLzIwNjQtNGM0Mi1hZTEwLWYwNGU5ZGRkYmFiMA.xhtml,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzE0LzUzLzk2L2NhZTgtNGE3ZC04ZWNmLTI0ZTkyMDc0M2Y3Yw.pdf,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzAyLzZhLzAxLzNmZmEtNDY0Zi05MGI1LTdhZTEzYWY3NWIxZA.xml,true,Randers C,8900.0,1.0,Vestergade,6000 Kolding,Kokholm 1A,"Regnskabsklasse B, mikrovirksomhed",2019-04-05,2019-04-05,,randers@cyklerogfritid.dk,,,33574304.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Henrik Falkenfelth,Henrik Falkenfleth,"CYKLER OG FRITID, RANDERS ApS",Claus Sommer,,,Randers,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital er uÃ¦ndret siden selskabets stiftelse.</p>",,false,Ingen bistand,,urn:ofk:oid:26963475,indberetninger-20180424,2.5955543999999997,33574304.0,AWoCNjj1RYGX6_YTGvUn,2019-04-09T13:08:47.994Z,2019-04-09T13:07:48.583Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-65-JM,2019-04-09T13:07:48.810Z,,,,,,,,,,,,,,,,,,,,,,,,
33574304,2018-01-01,2018-12-31,c10,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2MyLzJkL2VhLzIwNjQtNGM0Mi1hZTEwLWYwNGU5ZGRkYmFiMA.xhtml,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzE0LzUzLzk2L2NhZTgtNGE3ZC04ZWNmLTI0ZTkyMDc0M2Y3Yw.pdf,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzAyLzZhLzAxLzNmZmEtNDY0Zi05MGI1LTdhZTEzYWY3NWIxZA.xml,true,Randers C,8900.0,1.0,Vestergade,6000 Kolding,Kokholm 1A,"Regnskabsklasse B, mikrovirksomhed",2019-04-05,2019-04-05,,randers@cyklerogfritid.dk,,,33574304.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Henrik Falkenfelth,Henrik Falkenfleth,"CYKLER OG FRITID, RANDERS ApS",Claus Sommer,,,Randers,2017-01-01,2017-12-31,28414.0,,,2018-12-31,2018-01-01,false,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital er uÃ¦ndret siden selskabets stiftelse.</p>",,false,Ingen bistand,,urn:ofk:oid:26963475,indberetninger-20180424,2.5955543999999997,33574304.0,AWoCNjj1RYGX6_YTGvUn,2019-04-09T13:08:47.994Z,2019-04-09T13:07:48.583Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-65-JM,2019-04-09T13:07:48.810Z,,,,,,,,,,,,,,,,,,,,,,,,
33574304,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2MyLzJkL2VhLzIwNjQtNGM0Mi1hZTEwLWYwNGU5ZGRkYmFiMA.xhtml,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzUyLzE0LzUzLzk2L2NhZTgtNGE3ZC04ZWNmLTI0ZTkyMDc0M2Y3Yw.pdf,http://regnskaber.virk.dk/40347533/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzAyLzZhLzAxLzNmZmEtNDY0Zi05MGI1LTdhZTEzYWY3NWIxZA.xml,true,Randers C,8900.0,1.0,Vestergade,6000 Kolding,Kokholm 1A,"Regnskabsklasse B, mikrovirksomhed",2019-04-05,2019-04-05,,randers@cyklerogfritid.dk,,,33574304.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Henrik Falkenfelth,Henrik Falkenfleth,"CYKLER OG FRITID, RANDERS ApS",Claus Sommer,,,Randers,2017-01-01,2017-12-31,28414.0,,,2018-12-31,2018-01-01,false,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital er uÃ¦ndret siden selskabets stiftelse.</p>",,false,Ingen bistand,,urn:ofk:oid:26963475,indberetninger-20180424,2.5955543999999997,33574304.0,AWoCNjj1RYGX6_YTGvUn,2019-04-09T13:08:47.994Z,2019-04-09T13:07:48.583Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-65-JM,2019-04-09T13:07:48.810Z,,,,,,,,,,,,,,,,,,,,,,,,
