entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,FinanceExpensesArisingFromGroupEnterprises,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables
29212856,2016-10-01,2017-09-30,c2,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzU4L2JhLzIzL2ExMzEtNDQzYy04YWIyLTRjMWNhZGMwZDMzYQ.xhtml,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2U0L2QxL2RiL2I1NzQtNDIxYi04ODA0LTY2MDMyZDA1MzBhNg.pdf,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzU5LzEzL2FjLzc5ZjEtNDZjNC05ZmM3LWQ1ZjU4ZGRlYzk0NQ.xml,true,ÃrÃ¸skÃ¸bing,5970.0,4.0,GrÃ¸nnÃ¦svej,7100 Vejle,Fredericiavej 91A,1.0,Regnskabsklasse B,2019-02-28,2019-02-28,29685.0,249165.0,2563.0,184912.0,29212856.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin Nielsen,Martin Nielsen,Nordea,NEM BYG ApS,Allan Aabling Paulsen,ÃrÃ¸skÃ¸bing,2016-10-01,2017-09-30,-73741.0,-94133.0,-93938.0,2018-09-30,2017-10-01,195.0,false,-20392.0,27124276.0,false,false,Ingen bistand,urn:ofk:oid:26801806,indberetninger-20180424,2.5955422,29212856.0,AWlrJVm-RYGX6_YTFvM4,2019-03-11T05:07:13.610Z,2019-03-11T05:06:42.907Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-03-PU,2019-03-11T05:06:43.055Z,,,,,,,,,,,,,,,,,,,,
29212856,2016-10-01,2017-09-30,c4,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzU4L2JhLzIzL2ExMzEtNDQzYy04YWIyLTRjMWNhZGMwZDMzYQ.xhtml,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2U0L2QxL2RiL2I1NzQtNDIxYi04ODA0LTY2MDMyZDA1MzBhNg.pdf,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzU5LzEzL2FjLzc5ZjEtNDZjNC05ZmM3LWQ1ZjU4ZGRlYzk0NQ.xml,true,ÃrÃ¸skÃ¸bing,5970.0,4.0,GrÃ¸nnÃ¦svej,7100 Vejle,Fredericiavej 91A,1.0,Regnskabsklasse B,2019-02-28,2019-02-28,,,2563.0,,29212856.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin Nielsen,Martin Nielsen,Nordea,NEM BYG ApS,Allan Aabling Paulsen,ÃrÃ¸skÃ¸bing,2016-10-01,2017-09-30,-73741.0,,,2018-09-30,2017-10-01,,false,,27124276.0,false,false,Ingen bistand,urn:ofk:oid:26801806,indberetninger-20180424,2.5955422,29212856.0,AWlrJVm-RYGX6_YTFvM4,2019-03-11T05:07:13.610Z,2019-03-11T05:06:42.907Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-03-PU,2019-03-11T05:06:43.055Z,,,,,,,,,,,,,,,,,,,,
29212856,2017-09-30,2017-09-30,c6,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzU4L2JhLzIzL2ExMzEtNDQzYy04YWIyLTRjMWNhZGMwZDMzYQ.xhtml,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2U0L2QxL2RiL2I1NzQtNDIxYi04ODA0LTY2MDMyZDA1MzBhNg.pdf,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzU5LzEzL2FjLzc5ZjEtNDZjNC05ZmM3LWQ1ZjU4ZGRlYzk0NQ.xml,true,ÃrÃ¸skÃ¸bing,5970.0,4.0,GrÃ¸nnÃ¦svej,7100 Vejle,Fredericiavej 91A,1.0,Regnskabsklasse B,2019-02-28,2019-02-28,,,2563.0,,29212856.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin Nielsen,Martin Nielsen,Nordea,NEM BYG ApS,Allan Aabling Paulsen,ÃrÃ¸skÃ¸bing,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,,false,,27124276.0,false,false,Ingen bistand,urn:ofk:oid:26801806,indberetninger-20180424,2.5955422,29212856.0,AWlrJVm-RYGX6_YTFvM4,2019-03-11T05:07:13.610Z,2019-03-11T05:06:42.907Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-03-PU,2019-03-11T05:06:43.055Z,294611.0,2830.0,125000.0,127562.0,27870.0,106961.0,294611.0,187650.0,167049.0,83265.0,6583.0,167049.0,167049.0,-18039.0,187650.0,64064.0,124732.0,0.0,40321.0,90279.0
29212856,2017-10-01,2017-10-01,c10,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzU4L2JhLzIzL2ExMzEtNDQzYy04YWIyLTRjMWNhZGMwZDMzYQ.xhtml,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2U0L2QxL2RiL2I1NzQtNDIxYi04ODA0LTY2MDMyZDA1MzBhNg.pdf,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzU5LzEzL2FjLzc5ZjEtNDZjNC05ZmM3LWQ1ZjU4ZGRlYzk0NQ.xml,true,ÃrÃ¸skÃ¸bing,5970.0,4.0,GrÃ¸nnÃ¦svej,7100 Vejle,Fredericiavej 91A,1.0,Regnskabsklasse B,2019-02-28,2019-02-28,,,2563.0,,29212856.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin Nielsen,Martin Nielsen,Nordea,NEM BYG ApS,Allan Aabling Paulsen,ÃrÃ¸skÃ¸bing,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,,false,,27124276.0,false,false,Ingen bistand,urn:ofk:oid:26801806,indberetninger-20180424,2.5955422,29212856.0,AWlrJVm-RYGX6_YTFvM4,2019-03-11T05:07:13.610Z,2019-03-11T05:06:42.907Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-03-PU,2019-03-11T05:06:43.055Z,,,,,,106961.0,,,,,,,,,,,,,,
29212856,2017-10-01,2017-10-01,c7,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzU4L2JhLzIzL2ExMzEtNDQzYy04YWIyLTRjMWNhZGMwZDMzYQ.xhtml,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2U0L2QxL2RiL2I1NzQtNDIxYi04ODA0LTY2MDMyZDA1MzBhNg.pdf,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzU5LzEzL2FjLzc5ZjEtNDZjNC05ZmM3LWQ1ZjU4ZGRlYzk0NQ.xml,true,ÃrÃ¸skÃ¸bing,5970.0,4.0,GrÃ¸nnÃ¦svej,7100 Vejle,Fredericiavej 91A,1.0,Regnskabsklasse B,2019-02-28,2019-02-28,,,2563.0,,29212856.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin Nielsen,Martin Nielsen,Nordea,NEM BYG ApS,Allan Aabling Paulsen,ÃrÃ¸skÃ¸bing,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,,false,,27124276.0,false,false,Ingen bistand,urn:ofk:oid:26801806,indberetninger-20180424,2.5955422,29212856.0,AWlrJVm-RYGX6_YTFvM4,2019-03-11T05:07:13.610Z,2019-03-11T05:06:42.907Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-03-PU,2019-03-11T05:06:43.055Z,,,,,,125000.0,,,,,,,,,,,,,,
29212856,2017-10-01,2017-10-01,c8,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzU4L2JhLzIzL2ExMzEtNDQzYy04YWIyLTRjMWNhZGMwZDMzYQ.xhtml,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2U0L2QxL2RiL2I1NzQtNDIxYi04ODA0LTY2MDMyZDA1MzBhNg.pdf,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzU5LzEzL2FjLzc5ZjEtNDZjNC05ZmM3LWQ1ZjU4ZGRlYzk0NQ.xml,true,ÃrÃ¸skÃ¸bing,5970.0,4.0,GrÃ¸nnÃ¦svej,7100 Vejle,Fredericiavej 91A,1.0,Regnskabsklasse B,2019-02-28,2019-02-28,,,2563.0,,29212856.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin Nielsen,Martin Nielsen,Nordea,NEM BYG ApS,Allan Aabling Paulsen,ÃrÃ¸skÃ¸bing,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,,false,,27124276.0,false,false,Ingen bistand,urn:ofk:oid:26801806,indberetninger-20180424,2.5955422,29212856.0,AWlrJVm-RYGX6_YTFvM4,2019-03-11T05:07:13.610Z,2019-03-11T05:06:42.907Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-03-PU,2019-03-11T05:06:43.055Z,,,,,,0.0,,,,,,,,,,,,,,
29212856,2017-10-01,2017-10-01,c9,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzU4L2JhLzIzL2ExMzEtNDQzYy04YWIyLTRjMWNhZGMwZDMzYQ.xhtml,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2U0L2QxL2RiL2I1NzQtNDIxYi04ODA0LTY2MDMyZDA1MzBhNg.pdf,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzU5LzEzL2FjLzc5ZjEtNDZjNC05ZmM3LWQ1ZjU4ZGRlYzk0NQ.xml,true,ÃrÃ¸skÃ¸bing,5970.0,4.0,GrÃ¸nnÃ¦svej,7100 Vejle,Fredericiavej 91A,1.0,Regnskabsklasse B,2019-02-28,2019-02-28,,,2563.0,,29212856.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin Nielsen,Martin Nielsen,Nordea,NEM BYG ApS,Allan Aabling Paulsen,ÃrÃ¸skÃ¸bing,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,,false,,27124276.0,false,false,Ingen bistand,urn:ofk:oid:26801806,indberetninger-20180424,2.5955422,29212856.0,AWlrJVm-RYGX6_YTFvM4,2019-03-11T05:07:13.610Z,2019-03-11T05:06:42.907Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-03-PU,2019-03-11T05:06:43.055Z,,,,,,-18039.0,,,,,,,,,,,,,,
29212856,2017-10-01,2018-09-30,c0,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzU4L2JhLzIzL2ExMzEtNDQzYy04YWIyLTRjMWNhZGMwZDMzYQ.xhtml,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2U0L2QxL2RiL2I1NzQtNDIxYi04ODA0LTY2MDMyZDA1MzBhNg.pdf,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzU5LzEzL2FjLzc5ZjEtNDZjNC05ZmM3LWQ1ZjU4ZGRlYzk0NQ.xml,true,ÃrÃ¸skÃ¸bing,5970.0,4.0,GrÃ¸nnÃ¦svej,7100 Vejle,Fredericiavej 91A,1.0,Regnskabsklasse B,2019-02-28,2019-02-28,62032.0,217106.0,2563.0,216164.0,29212856.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin Nielsen,Martin Nielsen,Nordea,NEM BYG ApS,Allan Aabling Paulsen,ÃrÃ¸skÃ¸bing,2016-10-01,2017-09-30,-52907.0,-72078.0,-62974.0,2018-09-30,2017-10-01,6541.0,false,-19171.0,27124276.0,false,false,Ingen bistand,urn:ofk:oid:26801806,indberetninger-20180424,2.5955422,29212856.0,AWlrJVm-RYGX6_YTFvM4,2019-03-11T05:07:13.610Z,2019-03-11T05:06:42.907Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-03-PU,2019-03-11T05:06:43.055Z,,,,,,,,,,,,,,,,,,,,
29212856,2017-10-01,2018-09-30,c1,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzU4L2JhLzIzL2ExMzEtNDQzYy04YWIyLTRjMWNhZGMwZDMzYQ.xhtml,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2U0L2QxL2RiL2I1NzQtNDIxYi04ODA0LTY2MDMyZDA1MzBhNg.pdf,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzU5LzEzL2FjLzc5ZjEtNDZjNC05ZmM3LWQ1ZjU4ZGRlYzk0NQ.xml,true,ÃrÃ¸skÃ¸bing,5970.0,4.0,GrÃ¸nnÃ¦svej,7100 Vejle,Fredericiavej 91A,1.0,Regnskabsklasse B,2019-02-28,2019-02-28,,,2563.0,,29212856.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin Nielsen,Martin Nielsen,Nordea,NEM BYG ApS,Allan Aabling Paulsen,ÃrÃ¸skÃ¸bing,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,,false,,27124276.0,false,false,Ingen bistand,urn:ofk:oid:26801806,indberetninger-20180424,2.5955422,29212856.0,AWlrJVm-RYGX6_YTFvM4,2019-03-11T05:07:13.610Z,2019-03-11T05:06:42.907Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-03-PU,2019-03-11T05:06:43.055Z,,,,,,,,,,,,,,,,,,,,
29212856,2017-10-01,2018-09-30,c11,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzU4L2JhLzIzL2ExMzEtNDQzYy04YWIyLTRjMWNhZGMwZDMzYQ.xhtml,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2U0L2QxL2RiL2I1NzQtNDIxYi04ODA0LTY2MDMyZDA1MzBhNg.pdf,http://regnskaber.virk.dk/65821292/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzU5LzEzL2FjLzc5ZjEtNDZjNC05ZmM3LWQ1ZjU4ZGRlYzk0NQ.xml,true,ÃrÃ¸skÃ¸bing,5970.0,4.0,GrÃ¸nnÃ¦svej,7100 Vejle,Fredericiavej 91A,1.0,Regnskabsklasse B,2019-02-28,2019-02-28,,,2563.0,,29212856.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin Nielsen,Martin Nielsen,Nordea,NEM BYG ApS,Allan Aabling Paulsen,ÃrÃ¸skÃ¸bing,2016-10-01,2017-09-30,-52907.0,,,2018-09-30,2017-10-01,,false,,27124276.0,false,false,Ingen bistand,urn:ofk:oid:26801806,indberetninger-20180424,2.5955422,29212856.0,AWlrJVm-RYGX6_YTFvM4,2019-03-11T05:07:13.610Z,2019-03-11T05:06:42.907Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-03-PU,2019-03-11T05:06:43.055Z,,,,,,,,,,,,,,,,,,,,
