entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AcquiredPatents,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,ExternalExpenses,FixturesFittingsToolsAndEquipment,Goodwill,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IncomeFromInvestmentsInGroupEnterprises,InformationOnTypeOfSubmittedReport,IntangibleAssets,Inventories,LandAndBuildings,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,ManufacturedGoodsAndGoodsForResale,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,NoncurrentAssets,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingIncome,OtherPayables,OtherProvisions,PlaceOfSignatureOfStatement,PlantAndMachinery,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ShorttermDebtToBanks,ShorttermInvestments,ShorttermInvestmentsInAssociates,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TaxPayables,TypeOfAuditorAssistance,WorkInProgress,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,PayablesToGroupEnterprises,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestmentsInGroupEnterprises,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradeReceivables,TradePayables,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm
27189113,2017-01-01,2017-12-31,ctx30,,http://regnskaber.virk.dk/31198172/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzlkL2RlLzI3LzBiNzMtNDA5ZC05M2FkLWYxY2Q5YmEwYzFlYw.pdf,http://regnskaber.virk.dk/31198172/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzIwL2VhLzFlLzJlN2MtNGIzMi1hZTk1LWZhMWQ2MGI2MDI1Nw.xml,0.0,5700 Svendborg,Skovballevej 12,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidigt er det vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2019-06-07,2019-06-07,0.0,statsautoriseret revisor,0.0,-5000.0,0.0,0.0,-2000.0,34213798.0,27189113.0,33883889.0,mne10047,0.0,Ãrsrapport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jahn Thorup,Lars Dalsgaard,"Vestergade 4, Maribo ApS",XBRL Takeoff ApS,0.0,0.0,7077.0,0.0,0.0,0.0,Svendborg den 7. juni 2019,0.0,2017-01-01,2017-12-31,3977.0,5077.0,-2000.0,0.0,0.0,0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: Svendborg,2018-12-31,2018-01-01,0.0,0.0,0.0,0.0,2019-06-07,KÃ¸benhavn,-1100.0,0.0,RevisionspÃ¥tegning,0.0,urn:ofk:oid:27454480,indberetninger-20180424,2.5124211,27189113.0,AWtAI6uYRYGX6_YTImvB,2019-06-10T06:46:57.903Z,2019-06-10T06:46:47.279Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-00-KR,2019-06-10T06:46:47.501Z,,,,,,,,,,,,,,,,,,,
27189113,2017-01-01,2017-12-31,ctx38,,http://regnskaber.virk.dk/31198172/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzlkL2RlLzI3LzBiNzMtNDA5ZC05M2FkLWYxY2Q5YmEwYzFlYw.pdf,http://regnskaber.virk.dk/31198172/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzIwL2VhLzFlLzJlN2MtNGIzMi1hZTk1LWZhMWQ2MGI2MDI1Nw.xml,0.0,5700 Svendborg,Skovballevej 12,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidigt er det vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2019-06-07,2019-06-07,,statsautoriseret revisor,,-5000.0,0.0,0.0,,34213798.0,27189113.0,33883889.0,mne10047,0.0,Ãrsrapport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jahn Thorup,Lars Dalsgaard,"Vestergade 4, Maribo ApS",XBRL Takeoff ApS,0.0,,,0.0,0.0,0.0,Svendborg den 7. juni 2019,0.0,2017-01-01,2017-12-31,3977.0,,,0.0,0.0,0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: Svendborg,2018-12-31,2018-01-01,0.0,0.0,0.0,0.0,2019-06-07,KÃ¸benhavn,,0.0,RevisionspÃ¥tegning,0.0,urn:ofk:oid:27454480,indberetninger-20180424,2.5124211,27189113.0,AWtAI6uYRYGX6_YTImvB,2019-06-10T06:46:57.903Z,2019-06-10T06:46:47.279Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-00-KR,2019-06-10T06:46:47.501Z,,,,,,,,,,,,,,,,,,,
27189113,2017-12-31,2017-12-31,ctx40,,http://regnskaber.virk.dk/31198172/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzlkL2RlLzI3LzBiNzMtNDA5ZC05M2FkLWYxY2Q5YmEwYzFlYw.pdf,http://regnskaber.virk.dk/31198172/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzIwL2VhLzFlLzJlN2MtNGIzMi1hZTk1LWZhMWQ2MGI2MDI1Nw.xml,0.0,5700 Svendborg,Skovballevej 12,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidigt er det vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2019-06-07,2019-06-07,,statsautoriseret revisor,,-5000.0,0.0,0.0,,34213798.0,27189113.0,33883889.0,mne10047,0.0,Ãrsrapport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jahn Thorup,Lars Dalsgaard,"Vestergade 4, Maribo ApS",XBRL Takeoff ApS,0.0,,,0.0,0.0,0.0,Svendborg den 7. juni 2019,0.0,2017-01-01,2017-12-31,,,,0.0,0.0,0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: Svendborg,2018-12-31,2018-01-01,0.0,0.0,0.0,0.0,2019-06-07,KÃ¸benhavn,,0.0,RevisionspÃ¥tegning,0.0,urn:ofk:oid:27454480,indberetninger-20180424,2.5124211,27189113.0,AWtAI6uYRYGX6_YTImvB,2019-06-10T06:46:57.903Z,2019-06-10T06:46:47.279Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-00-KR,2019-06-10T06:46:47.501Z,148609.0,0.0,125000.0,148609.0,0.0,120375.0,148609.0,28234.0,0.0,3925.0,0.0,-4625.0,0.0,28234.0,148609.0,0.0,24309.0,,
27189113,2018-01-01,2018-12-31,ctx21,,http://regnskaber.virk.dk/31198172/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzlkL2RlLzI3LzBiNzMtNDA5ZC05M2FkLWYxY2Q5YmEwYzFlYw.pdf,http://regnskaber.virk.dk/31198172/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzIwL2VhLzFlLzJlN2MtNGIzMi1hZTk1LWZhMWQ2MGI2MDI1Nw.xml,0.0,5700 Svendborg,Skovballevej 12,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidigt er det vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2019-06-07,2019-06-07,0.0,statsautoriseret revisor,0.0,-5000.0,0.0,0.0,-2000.0,34213798.0,27189113.0,33883889.0,mne10047,0.0,Ãrsrapport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jahn Thorup,Lars Dalsgaard,"Vestergade 4, Maribo ApS",XBRL Takeoff ApS,0.0,0.0,7030.0,0.0,0.0,0.0,Svendborg den 7. juni 2019,0.0,2017-01-01,2017-12-31,3930.0,5030.0,-2000.0,0.0,0.0,0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: Svendborg,2018-12-31,2018-01-01,0.0,0.0,0.0,0.0,2019-06-07,KÃ¸benhavn,-1100.0,0.0,RevisionspÃ¥tegning,0.0,urn:ofk:oid:27454480,indberetninger-20180424,2.5124211,27189113.0,AWtAI6uYRYGX6_YTImvB,2019-06-10T06:46:57.903Z,2019-06-10T06:46:47.279Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-00-KR,2019-06-10T06:46:47.501Z,,,,,,,,,,,,,,,,,,,
27189113,2018-01-01,2018-12-31,ctx22,,http://regnskaber.virk.dk/31198172/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzlkL2RlLzI3LzBiNzMtNDA5ZC05M2FkLWYxY2Q5YmEwYzFlYw.pdf,http://regnskaber.virk.dk/31198172/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzIwL2VhLzFlLzJlN2MtNGIzMi1hZTk1LWZhMWQ2MGI2MDI1Nw.xml,0.0,5700 Svendborg,Skovballevej 12,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidigt er det vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2019-06-07,2019-06-07,,statsautoriseret revisor,,-5000.0,0.0,0.0,,34213798.0,27189113.0,33883889.0,mne10047,0.0,Ãrsrapport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jahn Thorup,Lars Dalsgaard,"Vestergade 4, Maribo ApS",XBRL Takeoff ApS,0.0,,,0.0,0.0,0.0,Svendborg den 7. juni 2019,0.0,2017-01-01,2017-12-31,,,,0.0,0.0,0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: Svendborg,2018-12-31,2018-01-01,0.0,0.0,0.0,0.0,2019-06-07,KÃ¸benhavn,,0.0,RevisionspÃ¥tegning,0.0,urn:ofk:oid:27454480,indberetninger-20180424,2.5124211,27189113.0,AWtAI6uYRYGX6_YTImvB,2019-06-10T06:46:57.903Z,2019-06-10T06:46:47.279Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-00-KR,2019-06-10T06:46:47.501Z,,,,,,,,,,,,,,,,,,,
27189113,2018-01-01,2018-12-31,ctx23,,http://regnskaber.virk.dk/31198172/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzlkL2RlLzI3LzBiNzMtNDA5ZC05M2FkLWYxY2Q5YmEwYzFlYw.pdf,http://regnskaber.virk.dk/31198172/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzIwL2VhLzFlLzJlN2MtNGIzMi1hZTk1LWZhMWQ2MGI2MDI1Nw.xml,0.0,5700 Svendborg,Skovballevej 12,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidigt er det vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2019-06-07,2019-06-07,,statsautoriseret revisor,,-5000.0,0.0,0.0,,34213798.0,27189113.0,33883889.0,mne10047,0.0,Ãrsrapport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jahn Thorup,Lars Dalsgaard,"Vestergade 4, Maribo ApS",XBRL Takeoff ApS,0.0,,,0.0,0.0,0.0,Svendborg den 7. juni 2019,0.0,2017-01-01,2017-12-31,,,,0.0,0.0,0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: Svendborg,2018-12-31,2018-01-01,0.0,0.0,0.0,0.0,2019-06-07,KÃ¸benhavn,,0.0,RevisionspÃ¥tegning,0.0,urn:ofk:oid:27454480,indberetninger-20180424,2.5124211,27189113.0,AWtAI6uYRYGX6_YTImvB,2019-06-10T06:46:57.903Z,2019-06-10T06:46:47.279Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-00-KR,2019-06-10T06:46:47.501Z,,,,,,,,,,,,,,,,,,Lars Dalsgaard,
27189113,2018-01-01,2018-12-31,ctx25,,http://regnskaber.virk.dk/31198172/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzlkL2RlLzI3LzBiNzMtNDA5ZC05M2FkLWYxY2Q5YmEwYzFlYw.pdf,http://regnskaber.virk.dk/31198172/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzIwL2VhLzFlLzJlN2MtNGIzMi1hZTk1LWZhMWQ2MGI2MDI1Nw.xml,0.0,5700 Svendborg,Skovballevej 12,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidigt er det vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2019-06-07,2019-06-07,,statsautoriseret revisor,,-5000.0,0.0,0.0,,34213798.0,27189113.0,33883889.0,mne10047,0.0,Ãrsrapport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jahn Thorup,Lars Dalsgaard,"Vestergade 4, Maribo ApS",XBRL Takeoff ApS,0.0,,,0.0,0.0,0.0,Svendborg den 7. juni 2019,0.0,2017-01-01,2017-12-31,,,,0.0,0.0,0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: Svendborg,2018-12-31,2018-01-01,0.0,0.0,0.0,0.0,2019-06-07,KÃ¸benhavn,,0.0,RevisionspÃ¥tegning,0.0,urn:ofk:oid:27454480,indberetninger-20180424,2.5124211,27189113.0,AWtAI6uYRYGX6_YTImvB,2019-06-10T06:46:57.903Z,2019-06-10T06:46:47.279Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-00-KR,2019-06-10T06:46:47.501Z,,,,,,,,,,,,,,,,,,,Advisor-Revision
27189113,2018-01-01,2018-12-31,ctx26,,http://regnskaber.virk.dk/31198172/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzlkL2RlLzI3LzBiNzMtNDA5ZC05M2FkLWYxY2Q5YmEwYzFlYw.pdf,http://regnskaber.virk.dk/31198172/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzIwL2VhLzFlLzJlN2MtNGIzMi1hZTk1LWZhMWQ2MGI2MDI1Nw.xml,0.0,5700 Svendborg,Skovballevej 12,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidigt er det vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2019-06-07,2019-06-07,,statsautoriseret revisor,,-5000.0,0.0,0.0,,34213798.0,27189113.0,33883889.0,mne10047,0.0,Ãrsrapport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jahn Thorup,Lars Dalsgaard,"Vestergade 4, Maribo ApS",XBRL Takeoff ApS,0.0,,,0.0,0.0,0.0,Svendborg den 7. juni 2019,0.0,2017-01-01,2017-12-31,,,,0.0,0.0,0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: Svendborg,2018-12-31,2018-01-01,0.0,0.0,0.0,0.0,2019-06-07,KÃ¸benhavn,,0.0,RevisionspÃ¥tegning,0.0,urn:ofk:oid:27454480,indberetninger-20180424,2.5124211,27189113.0,AWtAI6uYRYGX6_YTImvB,2019-06-10T06:46:57.903Z,2019-06-10T06:46:47.279Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-00-KR,2019-06-10T06:46:47.501Z,,,,,,,,,,,,,,,,,,,Statsautoriseret Revisionsanpartsselskab
27189113,2018-01-01,2018-12-31,ctx27,,http://regnskaber.virk.dk/31198172/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzlkL2RlLzI3LzBiNzMtNDA5ZC05M2FkLWYxY2Q5YmEwYzFlYw.pdf,http://regnskaber.virk.dk/31198172/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzIwL2VhLzFlLzJlN2MtNGIzMi1hZTk1LWZhMWQ2MGI2MDI1Nw.xml,0.0,5700 Svendborg,Skovballevej 12,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidigt er det vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2019-06-07,2019-06-07,,statsautoriseret revisor,,-5000.0,0.0,0.0,,34213798.0,27189113.0,33883889.0,mne10047,0.0,Ãrsrapport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jahn Thorup,Lars Dalsgaard,"Vestergade 4, Maribo ApS",XBRL Takeoff ApS,0.0,,,0.0,0.0,0.0,Svendborg den 7. juni 2019,0.0,2017-01-01,2017-12-31,,,,0.0,0.0,0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: Svendborg,2018-12-31,2018-01-01,0.0,0.0,0.0,0.0,2019-06-07,KÃ¸benhavn,,0.0,RevisionspÃ¥tegning,0.0,urn:ofk:oid:27454480,indberetninger-20180424,2.5124211,27189113.0,AWtAI6uYRYGX6_YTImvB,2019-06-10T06:46:57.903Z,2019-06-10T06:46:47.279Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-00-KR,2019-06-10T06:46:47.501Z,,,,,,,,,,,,,,,,,,Lars Dalsgaard,
27189113,2018-01-01,2018-12-31,ctx28,,http://regnskaber.virk.dk/31198172/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzlkL2RlLzI3LzBiNzMtNDA5ZC05M2FkLWYxY2Q5YmEwYzFlYw.pdf,http://regnskaber.virk.dk/31198172/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzIwL2VhLzFlLzJlN2MtNGIzMi1hZTk1LWZhMWQ2MGI2MDI1Nw.xml,0.0,5700 Svendborg,Skovballevej 12,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver og passiver finansielle stilling samt resultatet. Samtidigt er det vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",2019-06-07,2019-06-07,,statsautoriseret revisor,,-5000.0,0.0,0.0,,34213798.0,27189113.0,33883889.0,mne10047,0.0,Ãrsrapport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jahn Thorup,Lars Dalsgaard,"Vestergade 4, Maribo ApS",XBRL Takeoff ApS,0.0,,,0.0,0.0,0.0,Svendborg den 7. juni 2019,0.0,2017-01-01,2017-12-31,,,,0.0,0.0,0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemstedskommune: Svendborg,2018-12-31,2018-01-01,0.0,0.0,0.0,0.0,2019-06-07,KÃ¸benhavn,,0.0,RevisionspÃ¥tegning,0.0,urn:ofk:oid:27454480,indberetninger-20180424,2.5124211,27189113.0,AWtAI6uYRYGX6_YTImvB,2019-06-10T06:46:57.903Z,2019-06-10T06:46:47.279Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-00-KR,2019-06-10T06:46:47.501Z,,,,,,,,,,,,,,,,,,,Advisor-Revision
