entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
35410279,2014-08-01,2015-07-31,ID_5,,http://regnskaber.virk.dk/97201453/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzEzL2QyL2NhLzVhN2ItNDg4Ni04ZjdlLTAyOWZhYjRjNjcxMQ.pdf,http://regnskaber.virk.dk/97201453/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzk0L2Q0L2RiLzhjY2ItNGM5Mi04ZmM3LTM4NWZkZTZjY2I5YQ.xml,"7330, Brande",Fredskovvej 5,Til kapitalejerne i Aktieselskabet af 5.8.2013,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016.",2016-11-01,2013-08-05,2016-11-01,-22000.0,35410279.0,30700228.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016 for Aktieselskabet af 5.8.2013.,"Vi har revideret Ã¥rsregnskabet for Aktieselskabet af 5.8.2013 for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren From,Aktieselskabet af 5.8.2013,Marianne Juler Kristensen,20000.0,11000.0,"Brande, den 1. november 2016",2014-08-01,2015-07-31,-22000.0,-31000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2016-07-31,2015-08-01,2016-11-01,Aarhus,-9000.0,99423200.0,RevisionspÃ¥tegning,urn:ofk:oid:23119291,indberetninger-20180424,2.5122902000000003,35410279.0,,2018-03-28T19:38:29.608Z,2016-11-04T08:48:42.487Z,regnskab,0.0,,2016-07-31,2015-08-01,X16-BG-49-JA,2016-11-04T08:48:42.641Z,,,,,,,,,,,,,,,
35410279,2014-08-01,2015-07-31,ID_7,,http://regnskaber.virk.dk/97201453/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzEzL2QyL2NhLzVhN2ItNDg4Ni04ZjdlLTAyOWZhYjRjNjcxMQ.pdf,http://regnskaber.virk.dk/97201453/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzk0L2Q0L2RiLzhjY2ItNGM5Mi04ZmM3LTM4NWZkZTZjY2I5YQ.xml,"7330, Brande",Fredskovvej 5,Til kapitalejerne i Aktieselskabet af 5.8.2013,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016.",2016-11-01,2013-08-05,2016-11-01,,35410279.0,30700228.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016 for Aktieselskabet af 5.8.2013.,"Vi har revideret Ã¥rsregnskabet for Aktieselskabet af 5.8.2013 for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren From,Aktieselskabet af 5.8.2013,Marianne Juler Kristensen,,,"Brande, den 1. november 2016",2014-08-01,2015-07-31,22000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2016-07-31,2015-08-01,2016-11-01,Aarhus,,99423200.0,RevisionspÃ¥tegning,urn:ofk:oid:23119291,indberetninger-20180424,2.5122902000000003,35410279.0,,2018-03-28T19:38:29.608Z,2016-11-04T08:48:42.487Z,regnskab,0.0,,2016-07-31,2015-08-01,X16-BG-49-JA,2016-11-04T08:48:42.641Z,,,,,,,,,,,,,,,
35410279,2015-07-31,2015-07-31,ID_9,,http://regnskaber.virk.dk/97201453/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzEzL2QyL2NhLzVhN2ItNDg4Ni04ZjdlLTAyOWZhYjRjNjcxMQ.pdf,http://regnskaber.virk.dk/97201453/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzk0L2Q0L2RiLzhjY2ItNGM5Mi04ZmM3LTM4NWZkZTZjY2I5YQ.xml,"7330, Brande",Fredskovvej 5,Til kapitalejerne i Aktieselskabet af 5.8.2013,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016.",2016-11-01,2013-08-05,2016-11-01,,35410279.0,30700228.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016 for Aktieselskabet af 5.8.2013.,"Vi har revideret Ã¥rsregnskabet for Aktieselskabet af 5.8.2013 for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren From,Aktieselskabet af 5.8.2013,Marianne Juler Kristensen,,,"Brande, den 1. november 2016",2014-08-01,2015-07-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2016-07-31,2015-08-01,2016-11-01,Aarhus,,99423200.0,RevisionspÃ¥tegning,urn:ofk:oid:23119291,indberetninger-20180424,2.5122902000000003,35410279.0,,2018-03-28T19:38:29.608Z,2016-11-04T08:48:42.487Z,regnskab,0.0,,2016-07-31,2015-08-01,X16-BG-49-JA,2016-11-04T08:48:42.641Z,720000.0,711000.0,500000.0,720000.0,710000.0,720000.0,10000.0,10000.0,210000.0,10000.0,9000.0,9000.0,,,
35410279,2015-08-01,2016-07-31,ID_0,,http://regnskaber.virk.dk/97201453/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzEzL2QyL2NhLzVhN2ItNDg4Ni04ZjdlLTAyOWZhYjRjNjcxMQ.pdf,http://regnskaber.virk.dk/97201453/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzk0L2Q0L2RiLzhjY2ItNGM5Mi04ZmM3LTM4NWZkZTZjY2I5YQ.xml,"7330, Brande",Fredskovvej 5,Til kapitalejerne i Aktieselskabet af 5.8.2013,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016.",2016-11-01,2013-08-05,2016-11-01,-16000.0,35410279.0,30700228.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016 for Aktieselskabet af 5.8.2013.,"Vi har revideret Ã¥rsregnskabet for Aktieselskabet af 5.8.2013 for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren From,Aktieselskabet af 5.8.2013,Marianne Juler Kristensen,4000.0,0.0,"Brande, den 1. november 2016",2014-08-01,2015-07-31,-16000.0,-20000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2016-07-31,2015-08-01,2016-11-01,Aarhus,-4000.0,99423200.0,RevisionspÃ¥tegning,urn:ofk:oid:23119291,indberetninger-20180424,2.5122902000000003,35410279.0,,2018-03-28T19:38:29.608Z,2016-11-04T08:48:42.487Z,regnskab,0.0,,2016-07-31,2015-08-01,X16-BG-49-JA,2016-11-04T08:48:42.641Z,,,,,,,,,,,,,,,
35410279,2015-08-01,2016-07-31,ID_1,,http://regnskaber.virk.dk/97201453/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzEzL2QyL2NhLzVhN2ItNDg4Ni04ZjdlLTAyOWZhYjRjNjcxMQ.pdf,http://regnskaber.virk.dk/97201453/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzk0L2Q0L2RiLzhjY2ItNGM5Mi04ZmM3LTM4NWZkZTZjY2I5YQ.xml,"7330, Brande",Fredskovvej 5,Til kapitalejerne i Aktieselskabet af 5.8.2013,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016.",2016-11-01,2013-08-05,2016-11-01,,35410279.0,30700228.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016 for Aktieselskabet af 5.8.2013.,"Vi har revideret Ã¥rsregnskabet for Aktieselskabet af 5.8.2013 for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren From,Aktieselskabet af 5.8.2013,Marianne Juler Kristensen,,,"Brande, den 1. november 2016",2014-08-01,2015-07-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2016-07-31,2015-08-01,2016-11-01,Aarhus,,99423200.0,RevisionspÃ¥tegning,urn:ofk:oid:23119291,indberetninger-20180424,2.5122902000000003,35410279.0,,2018-03-28T19:38:29.608Z,2016-11-04T08:48:42.487Z,regnskab,0.0,,2016-07-31,2015-08-01,X16-BG-49-JA,2016-11-04T08:48:42.641Z,,,,,,,,,,,,,Anders Holch Povlsen,Bestyrelsesmedlem,
35410279,2015-08-01,2016-07-31,ID_10,,http://regnskaber.virk.dk/97201453/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzEzL2QyL2NhLzVhN2ItNDg4Ni04ZjdlLTAyOWZhYjRjNjcxMQ.pdf,http://regnskaber.virk.dk/97201453/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzk0L2Q0L2RiLzhjY2ItNGM5Mi04ZmM3LTM4NWZkZTZjY2I5YQ.xml,"7330, Brande",Fredskovvej 5,Til kapitalejerne i Aktieselskabet af 5.8.2013,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016.",2016-11-01,2013-08-05,2016-11-01,,35410279.0,30700228.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016 for Aktieselskabet af 5.8.2013.,"Vi har revideret Ã¥rsregnskabet for Aktieselskabet af 5.8.2013 for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren From,Aktieselskabet af 5.8.2013,Marianne Juler Kristensen,,,"Brande, den 1. november 2016",2014-08-01,2015-07-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2016-07-31,2015-08-01,2016-11-01,Aarhus,,99423200.0,RevisionspÃ¥tegning,urn:ofk:oid:23119291,indberetninger-20180424,2.5122902000000003,35410279.0,,2018-03-28T19:38:29.608Z,2016-11-04T08:48:42.487Z,regnskab,0.0,,2016-07-31,2015-08-01,X16-BG-49-JA,2016-11-04T08:48:42.641Z,,,,,,,,,,,,,,,
35410279,2015-08-01,2016-07-31,ID_11,,http://regnskaber.virk.dk/97201453/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzEzL2QyL2NhLzVhN2ItNDg4Ni04ZjdlLTAyOWZhYjRjNjcxMQ.pdf,http://regnskaber.virk.dk/97201453/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzk0L2Q0L2RiLzhjY2ItNGM5Mi04ZmM3LTM4NWZkZTZjY2I5YQ.xml,"7330, Brande",Fredskovvej 5,Til kapitalejerne i Aktieselskabet af 5.8.2013,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016.",2016-11-01,2013-08-05,2016-11-01,,35410279.0,30700228.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016 for Aktieselskabet af 5.8.2013.,"Vi har revideret Ã¥rsregnskabet for Aktieselskabet af 5.8.2013 for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren From,Aktieselskabet af 5.8.2013,Marianne Juler Kristensen,,,"Brande, den 1. november 2016",2014-08-01,2015-07-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2016-07-31,2015-08-01,2016-11-01,Aarhus,,99423200.0,RevisionspÃ¥tegning,urn:ofk:oid:23119291,indberetninger-20180424,2.5122902000000003,35410279.0,,2018-03-28T19:38:29.608Z,2016-11-04T08:48:42.487Z,regnskab,0.0,,2016-07-31,2015-08-01,X16-BG-49-JA,2016-11-04T08:48:42.641Z,,,,,,,,,,,,,,,
35410279,2015-08-01,2016-07-31,ID_2,,http://regnskaber.virk.dk/97201453/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzEzL2QyL2NhLzVhN2ItNDg4Ni04ZjdlLTAyOWZhYjRjNjcxMQ.pdf,http://regnskaber.virk.dk/97201453/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzk0L2Q0L2RiLzhjY2ItNGM5Mi04ZmM3LTM4NWZkZTZjY2I5YQ.xml,"7330, Brande",Fredskovvej 5,Til kapitalejerne i Aktieselskabet af 5.8.2013,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016.",2016-11-01,2013-08-05,2016-11-01,,35410279.0,30700228.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016 for Aktieselskabet af 5.8.2013.,"Vi har revideret Ã¥rsregnskabet for Aktieselskabet af 5.8.2013 for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren From,Aktieselskabet af 5.8.2013,Marianne Juler Kristensen,,,"Brande, den 1. november 2016",2014-08-01,2015-07-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2016-07-31,2015-08-01,2016-11-01,Aarhus,,99423200.0,RevisionspÃ¥tegning,urn:ofk:oid:23119291,indberetninger-20180424,2.5122902000000003,35410279.0,,2018-03-28T19:38:29.608Z,2016-11-04T08:48:42.487Z,regnskab,0.0,,2016-07-31,2015-08-01,X16-BG-49-JA,2016-11-04T08:48:42.641Z,,,,,,,,,,,,,Anne Kirstine Storm Pedersen,Bestyrelsesmedlem,
35410279,2015-08-01,2016-07-31,ID_3,,http://regnskaber.virk.dk/97201453/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzEzL2QyL2NhLzVhN2ItNDg4Ni04ZjdlLTAyOWZhYjRjNjcxMQ.pdf,http://regnskaber.virk.dk/97201453/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzk0L2Q0L2RiLzhjY2ItNGM5Mi04ZmM3LTM4NWZkZTZjY2I5YQ.xml,"7330, Brande",Fredskovvej 5,Til kapitalejerne i Aktieselskabet af 5.8.2013,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016.",2016-11-01,2013-08-05,2016-11-01,,35410279.0,30700228.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016 for Aktieselskabet af 5.8.2013.,"Vi har revideret Ã¥rsregnskabet for Aktieselskabet af 5.8.2013 for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren From,Aktieselskabet af 5.8.2013,Marianne Juler Kristensen,,,"Brande, den 1. november 2016",2014-08-01,2015-07-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2016-07-31,2015-08-01,2016-11-01,Aarhus,,99423200.0,RevisionspÃ¥tegning,urn:ofk:oid:23119291,indberetninger-20180424,2.5122902000000003,35410279.0,,2018-03-28T19:38:29.608Z,2016-11-04T08:48:42.487Z,regnskab,0.0,,2016-07-31,2015-08-01,X16-BG-49-JA,2016-11-04T08:48:42.641Z,,,,,,,,,,,,,Lise Kaae,Bestyrelsesformand,
35410279,2015-08-01,2016-07-31,ID_4,,http://regnskaber.virk.dk/97201453/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzEzL2QyL2NhLzVhN2ItNDg4Ni04ZjdlLTAyOWZhYjRjNjcxMQ.pdf,http://regnskaber.virk.dk/97201453/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzk0L2Q0L2RiLzhjY2ItNGM5Mi04ZmM3LTM4NWZkZTZjY2I5YQ.xml,"7330, Brande",Fredskovvej 5,Til kapitalejerne i Aktieselskabet af 5.8.2013,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016.",2016-11-01,2013-08-05,2016-11-01,,35410279.0,30700228.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016 for Aktieselskabet af 5.8.2013.,"Vi har revideret Ã¥rsregnskabet for Aktieselskabet af 5.8.2013 for regnskabsÃ¥ret 1. august 2015 - 31. juli 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren From,Aktieselskabet af 5.8.2013,Marianne Juler Kristensen,,,"Brande, den 1. november 2016",2014-08-01,2015-07-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2016-07-31,2015-08-01,2016-11-01,Aarhus,,99423200.0,RevisionspÃ¥tegning,urn:ofk:oid:23119291,indberetninger-20180424,2.5122902000000003,35410279.0,,2018-03-28T19:38:29.608Z,2016-11-04T08:48:42.487Z,regnskab,0.0,,2016-07-31,2015-08-01,X16-BG-49-JA,2016-11-04T08:48:42.641Z,,,,,,,,,,,,,,,Anders Holch Povlsen
