entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DisposalsOfPropertyPlantAndEquipment,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PropertyPlantAndEquipmentGross,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,ReversalsOfImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
28670990,2011-10-01,2011-10-01,c723,http://regnskaber.virk.dk/09907682/Y3ZyLmRrOi8vcGRmcy8yODY3MDk5MDtBcFMzOTE0NjI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09907682/Y3ZyLmRrOi8veGJybHMvWC1DMEJERDEwOC0yMDE0MDMyOF8xMzE5MzBfMTQ1.xml,64800.0,Malling,8340.0,Frederiksen,c/o Gitte,"8210, Aarhus V","Sommervej, 31 C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2014-03-25,2014-03-25,2014-03-25,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, og tab pÃ¥ debitorer.",108000.0,125000.0,28670990.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012/13 for BlueCare ApS.,Ãrsrapport,Gitte Frederiksen,Gitte Pauli Frederiksen,BlueCare ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Malling,108000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-09-30,2012-10-01,64800.0,2014-03-25,Aarhus,87478180.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18100206,indberetninger-20180424,2.5097342,28670990.0,,2018-04-01T05:07:23.811Z,2014-03-28T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-370.093,2014-03-28T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28670990,2011-10-01,2012-09-30,c123,http://regnskaber.virk.dk/09907682/Y3ZyLmRrOi8vcGRmcy8yODY3MDk5MDtBcFMzOTE0NjI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09907682/Y3ZyLmRrOi8veGJybHMvWC1DMEJERDEwOC0yMDE0MDMyOF8xMzE5MzBfMTQ1.xml,64800.0,Malling,8340.0,Frederiksen,c/o Gitte,"8210, Aarhus V","Sommervej, 31 C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2014-03-25,2014-03-25,2014-03-25,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, og tab pÃ¥ debitorer.",108000.0,,28670990.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012/13 for BlueCare ApS.,Ãrsrapport,Gitte Frederiksen,Gitte Pauli Frederiksen,BlueCare ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Malling,108000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-09-30,2012-10-01,64800.0,2014-03-25,Aarhus,87478180.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18100206,indberetninger-20180424,2.5097342,28670990.0,,2018-04-01T05:07:23.811Z,2014-03-28T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-370.093,2014-03-28T23:00:00.000Z,-180499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28670990,2011-10-01,2012-09-30,c3,http://regnskaber.virk.dk/09907682/Y3ZyLmRrOi8vcGRmcy8yODY3MDk5MDtBcFMzOTE0NjI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09907682/Y3ZyLmRrOi8veGJybHMvWC1DMEJERDEwOC0yMDE0MDMyOF8xMzE5MzBfMTQ1.xml,64800.0,Malling,8340.0,Frederiksen,c/o Gitte,"8210, Aarhus V","Sommervej, 31 C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2014-03-25,2014-03-25,2014-03-25,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, og tab pÃ¥ debitorer.",108000.0,,28670990.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012/13 for BlueCare ApS.,Ãrsrapport,Gitte Frederiksen,Gitte Pauli Frederiksen,BlueCare ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Malling,108000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-09-30,2012-10-01,64800.0,2014-03-25,Aarhus,87478180.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18100206,indberetninger-20180424,2.5097342,28670990.0,,2018-04-01T05:07:23.811Z,2014-03-28T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-370.093,2014-03-28T23:00:00.000Z,-180499.0,21600.0,113254.0,-64631.0,9795.0,38874.0,560.0,38874.0,-237799.0,-199485.0,169.0,-57300.0,103290.0,,,,,,,,,,,,,,,,,,,,,
28670990,2011-10-01,2012-09-30,c742,http://regnskaber.virk.dk/09907682/Y3ZyLmRrOi8vcGRmcy8yODY3MDk5MDtBcFMzOTE0NjI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09907682/Y3ZyLmRrOi8veGJybHMvWC1DMEJERDEwOC0yMDE0MDMyOF8xMzE5MzBfMTQ1.xml,64800.0,Malling,8340.0,Frederiksen,c/o Gitte,"8210, Aarhus V","Sommervej, 31 C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2014-03-25,2014-03-25,2014-03-25,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, og tab pÃ¥ debitorer.",108000.0,,28670990.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012/13 for BlueCare ApS.,Ãrsrapport,Gitte Frederiksen,Gitte Pauli Frederiksen,BlueCare ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Malling,108000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-09-30,2012-10-01,64800.0,2014-03-25,Aarhus,87478180.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18100206,indberetninger-20180424,2.5097342,28670990.0,,2018-04-01T05:07:23.811Z,2014-03-28T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-370.093,2014-03-28T23:00:00.000Z,-114543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28670990,2012-09-30,2012-09-30,c4,http://regnskaber.virk.dk/09907682/Y3ZyLmRrOi8vcGRmcy8yODY3MDk5MDtBcFMzOTE0NjI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09907682/Y3ZyLmRrOi8veGJybHMvWC1DMEJERDEwOC0yMDE0MDMyOF8xMzE5MzBfMTQ1.xml,64800.0,Malling,8340.0,Frederiksen,c/o Gitte,"8210, Aarhus V","Sommervej, 31 C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2014-03-25,2014-03-25,2014-03-25,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, og tab pÃ¥ debitorer.",108000.0,10457.0,28670990.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012/13 for BlueCare ApS.,Ãrsrapport,Gitte Frederiksen,Gitte Pauli Frederiksen,BlueCare ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Malling,108000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-09-30,2012-10-01,64800.0,2014-03-25,Aarhus,87478180.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18100206,indberetninger-20180424,2.5097342,28670990.0,,2018-04-01T05:07:23.811Z,2014-03-28T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-370.093,2014-03-28T23:00:00.000Z,,,,,,,,,,,,,,679392.0,15312.0,125000.0,636192.0,73100.0,43200.0,412240.0,679392.0,668935.0,43200.0,242929.0,17074.0,43200.0,412240.0,-114543.0,293832.0,668935.0,208640.0,12000.0,132174.0,106466.0
28670990,2012-09-30,2012-09-30,c722,http://regnskaber.virk.dk/09907682/Y3ZyLmRrOi8vcGRmcy8yODY3MDk5MDtBcFMzOTE0NjI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09907682/Y3ZyLmRrOi8veGJybHMvWC1DMEJERDEwOC0yMDE0MDMyOF8xMzE5MzBfMTQ1.xml,64800.0,Malling,8340.0,Frederiksen,c/o Gitte,"8210, Aarhus V","Sommervej, 31 C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2014-03-25,2014-03-25,2014-03-25,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, og tab pÃ¥ debitorer.",108000.0,125000.0,28670990.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012/13 for BlueCare ApS.,Ãrsrapport,Gitte Frederiksen,Gitte Pauli Frederiksen,BlueCare ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Malling,108000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-09-30,2012-10-01,64800.0,2014-03-25,Aarhus,87478180.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18100206,indberetninger-20180424,2.5097342,28670990.0,,2018-04-01T05:07:23.811Z,2014-03-28T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-370.093,2014-03-28T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28670990,2012-09-30,2012-09-30,c743,http://regnskaber.virk.dk/09907682/Y3ZyLmRrOi8vcGRmcy8yODY3MDk5MDtBcFMzOTE0NjI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09907682/Y3ZyLmRrOi8veGJybHMvWC1DMEJERDEwOC0yMDE0MDMyOF8xMzE5MzBfMTQ1.xml,64800.0,Malling,8340.0,Frederiksen,c/o Gitte,"8210, Aarhus V","Sommervej, 31 C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2014-03-25,2014-03-25,2014-03-25,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, og tab pÃ¥ debitorer.",108000.0,-114543.0,28670990.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012/13 for BlueCare ApS.,Ãrsrapport,Gitte Frederiksen,Gitte Pauli Frederiksen,BlueCare ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Malling,108000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-09-30,2012-10-01,64800.0,2014-03-25,Aarhus,87478180.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18100206,indberetninger-20180424,2.5097342,28670990.0,,2018-04-01T05:07:23.811Z,2014-03-28T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-370.093,2014-03-28T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28670990,2012-10-01,2012-10-01,c160,http://regnskaber.virk.dk/09907682/Y3ZyLmRrOi8vcGRmcy8yODY3MDk5MDtBcFMzOTE0NjI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09907682/Y3ZyLmRrOi8veGJybHMvWC1DMEJERDEwOC0yMDE0MDMyOF8xMzE5MzBfMTQ1.xml,64800.0,Malling,8340.0,Frederiksen,c/o Gitte,"8210, Aarhus V","Sommervej, 31 C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2014-03-25,2014-03-25,2014-03-25,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, og tab pÃ¥ debitorer.",108000.0,,28670990.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012/13 for BlueCare ApS.,Ãrsrapport,Gitte Frederiksen,Gitte Pauli Frederiksen,BlueCare ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Malling,108000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-09-30,2012-10-01,64800.0,2014-03-25,Aarhus,87478180.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18100206,indberetninger-20180424,2.5097342,28670990.0,,2018-04-01T05:07:23.811Z,2014-03-28T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-370.093,2014-03-28T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28670990,2012-10-01,2012-10-01,c430,http://regnskaber.virk.dk/09907682/Y3ZyLmRrOi8vcGRmcy8yODY3MDk5MDtBcFMzOTE0NjI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09907682/Y3ZyLmRrOi8veGJybHMvWC1DMEJERDEwOC0yMDE0MDMyOF8xMzE5MzBfMTQ1.xml,64800.0,Malling,8340.0,Frederiksen,c/o Gitte,"8210, Aarhus V","Sommervej, 31 C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2014-03-25,2014-03-25,2014-03-25,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, og tab pÃ¥ debitorer.",108000.0,125000.0,28670990.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012/13 for BlueCare ApS.,Ãrsrapport,Gitte Frederiksen,Gitte Pauli Frederiksen,BlueCare ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Malling,108000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-09-30,2012-10-01,64800.0,2014-03-25,Aarhus,87478180.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18100206,indberetninger-20180424,2.5097342,28670990.0,,2018-04-01T05:07:23.811Z,2014-03-28T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-370.093,2014-03-28T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28670990,2012-10-01,2013-09-30,c1,http://regnskaber.virk.dk/09907682/Y3ZyLmRrOi8vcGRmcy8yODY3MDk5MDtBcFMzOTE0NjI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09907682/Y3ZyLmRrOi8veGJybHMvWC1DMEJERDEwOC0yMDE0MDMyOF8xMzE5MzBfMTQ1.xml,64800.0,Malling,8340.0,Frederiksen,c/o Gitte,"8210, Aarhus V","Sommervej, 31 C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2014-03-25,2014-03-25,2014-03-25,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, og tab pÃ¥ debitorer.",108000.0,,28670990.0,30506804.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2012/13 for BlueCare ApS.,Ãrsrapport,Gitte Frederiksen,Gitte Pauli Frederiksen,BlueCare ApS,"rgd revision, statsautoriseret revisionspartnerselskab",Malling,108000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-09-30,2012-10-01,64800.0,2014-03-25,Aarhus,87478180.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18100206,indberetninger-20180424,2.5097342,28670990.0,,2018-04-01T05:07:23.811Z,2014-03-28T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-370.093,2014-03-28T23:00:00.000Z,-443379.0,8200.0,135650.0,-195443.0,-52296.0,31093.0,107.0,31093.0,-370279.0,-339293.0,349.0,73100.0,187597.0,,,,,,,,,,,,,,,,,,,,,
