entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
30284895,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/59848203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzlkLzU3L2E1L2Y1NTQtNGNkNy04MGI4LTJjZmE1NmVhMWM5YQ.pdf,http://regnskaber.virk.dk/59848203/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2Q4LzAyLzQ5LzY0M2EtNGE3NS1iMTA5LTY1ODA1MDZjMWVkNQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i VesterhusByg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-06,2017-06-06,2007-02-26,2017-06-06,36563877.0,30284895.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for VesterhusByg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Taylor Hansen,Rasmus Krag Husballe,LMO Erhvervsrevision,Handelsbanken,VesterhusByg ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Gadbjerg,2015-01-01,2015-12-31,-313407.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Vejle, 630",2016-12-31,2016-01-01,false,2017-06-06,Horsens,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24186674,indberetninger-20180424,2.5117235,30284895.0,,2018-03-29T09:09:55.696Z,2017-06-13T10:45:28.795Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-83-XQ,2017-06-13T10:45:29.005Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30284895,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/59848203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzlkLzU3L2E1L2Y1NTQtNGNkNy04MGI4LTJjZmE1NmVhMWM5YQ.pdf,http://regnskaber.virk.dk/59848203/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2Q4LzAyLzQ5LzY0M2EtNGE3NS1iMTA5LTY1ODA1MDZjMWVkNQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i VesterhusByg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-06,2017-06-06,2007-02-26,2017-06-06,36563877.0,30284895.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for VesterhusByg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Taylor Hansen,Rasmus Krag Husballe,LMO Erhvervsrevision,Handelsbanken,VesterhusByg ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Gadbjerg,2015-01-01,2015-12-31,-202400.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Vejle, 630",2016-12-31,2016-01-01,false,2017-06-06,Horsens,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24186674,indberetninger-20180424,2.5117235,30284895.0,,2018-03-29T09:09:55.696Z,2017-06-13T10:45:28.795Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-83-XQ,2017-06-13T10:45:29.005Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30284895,2015-01-01,2015-12-31,ID_8,,http://regnskaber.virk.dk/59848203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzlkLzU3L2E1L2Y1NTQtNGNkNy04MGI4LTJjZmE1NmVhMWM5YQ.pdf,http://regnskaber.virk.dk/59848203/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2Q4LzAyLzQ5LzY0M2EtNGE3NS1iMTA5LTY1ODA1MDZjMWVkNQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i VesterhusByg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-06,2017-06-06,2007-02-26,2017-06-06,36563877.0,30284895.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for VesterhusByg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Taylor Hansen,Rasmus Krag Husballe,LMO Erhvervsrevision,Handelsbanken,VesterhusByg ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Gadbjerg,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Vejle, 630",2016-12-31,2016-01-01,false,2017-06-06,Horsens,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24186674,indberetninger-20180424,2.5117235,30284895.0,,2018-03-29T09:09:55.696Z,2017-06-13T10:45:28.795Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-83-XQ,2017-06-13T10:45:29.005Z,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30284895,2015-01-01,2015-12-31,ID_9,,http://regnskaber.virk.dk/59848203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzlkLzU3L2E1L2Y1NTQtNGNkNy04MGI4LTJjZmE1NmVhMWM5YQ.pdf,http://regnskaber.virk.dk/59848203/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2Q4LzAyLzQ5LzY0M2EtNGE3NS1iMTA5LTY1ODA1MDZjMWVkNQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i VesterhusByg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-06,2017-06-06,2007-02-26,2017-06-06,36563877.0,30284895.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for VesterhusByg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Taylor Hansen,Rasmus Krag Husballe,LMO Erhvervsrevision,Handelsbanken,VesterhusByg ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Gadbjerg,2015-01-01,2015-12-31,515807.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Vejle, 630",2016-12-31,2016-01-01,false,2017-06-06,Horsens,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24186674,indberetninger-20180424,2.5117235,30284895.0,,2018-03-29T09:09:55.696Z,2017-06-13T10:45:28.795Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-83-XQ,2017-06-13T10:45:29.005Z,,22000.0,929174.0,1679859.0,52062.0,676623.0,728684.0,160816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30284895,2015-12-31,2015-12-31,ID_6,,http://regnskaber.virk.dk/59848203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzlkLzU3L2E1L2Y1NTQtNGNkNy04MGI4LTJjZmE1NmVhMWM5YQ.pdf,http://regnskaber.virk.dk/59848203/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2Q4LzAyLzQ5LzY0M2EtNGE3NS1iMTA5LTY1ODA1MDZjMWVkNQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i VesterhusByg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-06,2017-06-06,2007-02-26,2017-06-06,36563877.0,30284895.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for VesterhusByg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Taylor Hansen,Rasmus Krag Husballe,LMO Erhvervsrevision,Handelsbanken,VesterhusByg ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Gadbjerg,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Vejle, 630",2016-12-31,2016-01-01,false,2017-06-06,Horsens,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24186674,indberetninger-20180424,2.5117235,30284895.0,,2018-03-29T09:09:55.696Z,2017-06-13T10:45:28.795Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-83-XQ,2017-06-13T10:45:29.005Z,,,,,,,,,2361733.0,464000.0,125000.0,1948898.0,3888.0,646279.0,12835.0,20000.0,400000.0,2361733.0,1715454.0,412835.0,553306.0,0.0,412835.0,202400.0,20000.0,318879.0,383165.0,79624.0,1715454.0,65863.0,1928898.0,166242.0,0.0,467254.0,1461010.0,,
30284895,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/59848203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzlkLzU3L2E1L2Y1NTQtNGNkNy04MGI4LTJjZmE1NmVhMWM5YQ.pdf,http://regnskaber.virk.dk/59848203/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2Q4LzAyLzQ5LzY0M2EtNGE3NS1iMTA5LTY1ODA1MDZjMWVkNQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i VesterhusByg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-06,2017-06-06,2007-02-26,2017-06-06,36563877.0,30284895.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for VesterhusByg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Taylor Hansen,Rasmus Krag Husballe,LMO Erhvervsrevision,Handelsbanken,VesterhusByg ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Gadbjerg,2015-01-01,2015-12-31,-184199.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Vejle, 630",2016-12-31,2016-01-01,false,2017-06-06,Horsens,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24186674,indberetninger-20180424,2.5117235,30284895.0,,2018-03-29T09:09:55.696Z,2017-06-13T10:45:28.795Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-83-XQ,2017-06-13T10:45:29.005Z,,12835.0,888372.0,747204.0,71241.0,-225244.0,-154003.0,-41045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30284895,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/59848203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzlkLzU3L2E1L2Y1NTQtNGNkNy04MGI4LTJjZmE1NmVhMWM5YQ.pdf,http://regnskaber.virk.dk/59848203/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2Q4LzAyLzQ5LzY0M2EtNGE3NS1iMTA5LTY1ODA1MDZjMWVkNQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i VesterhusByg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-06,2017-06-06,2007-02-26,2017-06-06,36563877.0,30284895.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for VesterhusByg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Taylor Hansen,Rasmus Krag Husballe,LMO Erhvervsrevision,Handelsbanken,VesterhusByg ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Gadbjerg,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Vejle, 630",2016-12-31,2016-01-01,false,2017-06-06,Horsens,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24186674,indberetninger-20180424,2.5117235,30284895.0,,2018-03-29T09:09:55.696Z,2017-06-13T10:45:28.795Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-83-XQ,2017-06-13T10:45:29.005Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30284895,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/59848203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzlkLzU3L2E1L2Y1NTQtNGNkNy04MGI4LTJjZmE1NmVhMWM5YQ.pdf,http://regnskaber.virk.dk/59848203/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2Q4LzAyLzQ5LzY0M2EtNGE3NS1iMTA5LTY1ODA1MDZjMWVkNQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i VesterhusByg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-06,2017-06-06,2007-02-26,2017-06-06,36563877.0,30284895.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for VesterhusByg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Taylor Hansen,Rasmus Krag Husballe,LMO Erhvervsrevision,Handelsbanken,VesterhusByg ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Gadbjerg,2015-01-01,2015-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Vejle, 630",2016-12-31,2016-01-01,false,2017-06-06,Horsens,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24186674,indberetninger-20180424,2.5117235,30284895.0,,2018-03-29T09:09:55.696Z,2017-06-13T10:45:28.795Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-83-XQ,2017-06-13T10:45:29.005Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30284895,2016-01-01,2016-12-31,ID_13,,http://regnskaber.virk.dk/59848203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzlkLzU3L2E1L2Y1NTQtNGNkNy04MGI4LTJjZmE1NmVhMWM5YQ.pdf,http://regnskaber.virk.dk/59848203/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2Q4LzAyLzQ5LzY0M2EtNGE3NS1iMTA5LTY1ODA1MDZjMWVkNQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i VesterhusByg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-06,2017-06-06,2007-02-26,2017-06-06,36563877.0,30284895.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for VesterhusByg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Taylor Hansen,Rasmus Krag Husballe,LMO Erhvervsrevision,Handelsbanken,VesterhusByg ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Gadbjerg,2015-01-01,2015-12-31,184199.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Vejle, 630",2016-12-31,2016-01-01,false,2017-06-06,Horsens,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24186674,indberetninger-20180424,2.5117235,30284895.0,,2018-03-29T09:09:55.696Z,2017-06-13T10:45:28.795Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-83-XQ,2017-06-13T10:45:29.005Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30284895,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/59848203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzlkLzU3L2E1L2Y1NTQtNGNkNy04MGI4LTJjZmE1NmVhMWM5YQ.pdf,http://regnskaber.virk.dk/59848203/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2Q4LzAyLzQ5LzY0M2EtNGE3NS1iMTA5LTY1ODA1MDZjMWVkNQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i VesterhusByg ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-06,2017-06-06,2007-02-26,2017-06-06,36563877.0,30284895.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for VesterhusByg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Taylor Hansen,Rasmus Krag Husballe,LMO Erhvervsrevision,Handelsbanken,VesterhusByg ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Gadbjerg,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Vejle, 630",2016-12-31,2016-01-01,false,2017-06-06,Horsens,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24186674,indberetninger-20180424,2.5117235,30284895.0,,2018-03-29T09:09:55.696Z,2017-06-13T10:45:28.795Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-83-XQ,2017-06-13T10:45:29.005Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rasmus Krag Husballe,DirektÃ¸r
