entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmailOfReportingEntity,EmployeeBenefitsExpense,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RawMaterialsAndConsumablesUsed,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLeaseCommitments,LongtermLiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
34722056,2012-10-08,2013-12-31,c5,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzMzLzdiL2FhLzI4MjAtNDg4MS1iYmE5LTVjNDY5OTc5ZWFiNA.xhtml,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2Q2LzcwLzI4L2FmN2MtNGU1Ny1iNzNkLTY0NjcxMWMzZTEyNQ.pdf,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzhiLzVlLzBhLzQyYzUtNDAzMS05ZjI1LTQ1ZTE5MzhkNjY1Zg.xml,HolbÃ¦k,4300.0,Ahlgade 20-24,HolbÃ¦k,4300.0,55.0,RÃ¸rvangsvej,2950 VedbÃ¦k,Fredensvej 11,Regnskabsklasse B,2015-05-29,2015-05-29,85079.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",jm@trailerbutikken.dk,154364.0,-163670.0,79961.0,34722056.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jannick Magnussen,Jannick Magnussen,"Nordea Bank, HolbÃ¦k Afdeling",KASTANJEHÃJ TRAILERCENTER ApS,Kurt Bendix Petersen,363242.0,4194.0,6.0,0.0,HolbÃ¦k,2012-10-08,2013-12-31,-163670.0,-163670.0,-159482.0,2827954.0,2014-12-31,2014-01-01,3271157.0,0.0,59121214.0,Ingen bistand,urn:ofk:oid:5352958,indberetninger-20180424,2.5928001,34722056.0,,2018-03-30T21:13:54.751Z,2015-05-29T11:04:30.770Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-52-HW,2015-05-29T11:04:31.019Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34722056,2012-10-08,2013-12-31,c7,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzMzLzdiL2FhLzI4MjAtNDg4MS1iYmE5LTVjNDY5OTc5ZWFiNA.xhtml,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2Q2LzcwLzI4L2FmN2MtNGU1Ny1iNzNkLTY0NjcxMWMzZTEyNQ.pdf,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzhiLzVlLzBhLzQyYzUtNDAzMS05ZjI1LTQ1ZTE5MzhkNjY1Zg.xml,HolbÃ¦k,4300.0,Ahlgade 20-24,HolbÃ¦k,4300.0,55.0,RÃ¸rvangsvej,2950 VedbÃ¦k,Fredensvej 11,Regnskabsklasse B,2015-05-29,2015-05-29,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",jm@trailerbutikken.dk,,,,34722056.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jannick Magnussen,Jannick Magnussen,"Nordea Bank, HolbÃ¦k Afdeling",KASTANJEHÃJ TRAILERCENTER ApS,Kurt Bendix Petersen,,,,,HolbÃ¦k,2012-10-08,2013-12-31,0.0,,,,2014-12-31,2014-01-01,,,59121214.0,Ingen bistand,urn:ofk:oid:5352958,indberetninger-20180424,2.5928001,34722056.0,,2018-03-30T21:13:54.751Z,2015-05-29T11:04:30.770Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-52-HW,2015-05-29T11:04:31.019Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34722056,2012-10-08,2013-12-31,c9,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzMzLzdiL2FhLzI4MjAtNDg4MS1iYmE5LTVjNDY5OTc5ZWFiNA.xhtml,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2Q2LzcwLzI4L2FmN2MtNGU1Ny1iNzNkLTY0NjcxMWMzZTEyNQ.pdf,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzhiLzVlLzBhLzQyYzUtNDAzMS05ZjI1LTQ1ZTE5MzhkNjY1Zg.xml,HolbÃ¦k,4300.0,Ahlgade 20-24,HolbÃ¦k,4300.0,55.0,RÃ¸rvangsvej,2950 VedbÃ¦k,Fredensvej 11,Regnskabsklasse B,2015-05-29,2015-05-29,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",jm@trailerbutikken.dk,,,,34722056.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jannick Magnussen,Jannick Magnussen,"Nordea Bank, HolbÃ¦k Afdeling",KASTANJEHÃJ TRAILERCENTER ApS,Kurt Bendix Petersen,,,,,HolbÃ¦k,2012-10-08,2013-12-31,-163670.0,,,,2014-12-31,2014-01-01,,,59121214.0,Ingen bistand,urn:ofk:oid:5352958,indberetninger-20180424,2.5928001,34722056.0,,2018-03-30T21:13:54.751Z,2015-05-29T11:04:30.770Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-52-HW,2015-05-29T11:04:31.019Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34722056,2013-12-31,2013-12-31,c11,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzMzLzdiL2FhLzI4MjAtNDg4MS1iYmE5LTVjNDY5OTc5ZWFiNA.xhtml,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2Q2LzcwLzI4L2FmN2MtNGU1Ny1iNzNkLTY0NjcxMWMzZTEyNQ.pdf,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzhiLzVlLzBhLzQyYzUtNDAzMS05ZjI1LTQ1ZTE5MzhkNjY1Zg.xml,HolbÃ¦k,4300.0,Ahlgade 20-24,HolbÃ¦k,4300.0,55.0,RÃ¸rvangsvej,2950 VedbÃ¦k,Fredensvej 11,Regnskabsklasse B,2015-05-29,2015-05-29,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",jm@trailerbutikken.dk,,,,34722056.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jannick Magnussen,Jannick Magnussen,"Nordea Bank, HolbÃ¦k Afdeling",KASTANJEHÃJ TRAILERCENTER ApS,Kurt Bendix Petersen,,,,,HolbÃ¦k,2012-10-08,2013-12-31,,,,,2014-12-31,2014-01-01,,,59121214.0,Ingen bistand,urn:ofk:oid:5352958,indberetninger-20180424,2.5928001,34722056.0,,2018-03-30T21:13:54.751Z,2015-05-29T11:04:30.770Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-52-HW,2015-05-29T11:04:31.019Z,932734.0,165423.0,80000.0,706855.0,18484.0,-83670.0,160979.0,406065.0,932734.0,1016404.0,160979.0,220979.0,406065.0,225879.0,60000.0,139581.0,0.0,64900.0,225879.0,0.0,0.0,0.0,0.0,-163670.0,795425.0,135367.0,2756.0,0.0,655844.0,114127.0,
34722056,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzMzLzdiL2FhLzI4MjAtNDg4MS1iYmE5LTVjNDY5OTc5ZWFiNA.xhtml,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2Q2LzcwLzI4L2FmN2MtNGU1Ny1iNzNkLTY0NjcxMWMzZTEyNQ.pdf,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzhiLzVlLzBhLzQyYzUtNDAzMS05ZjI1LTQ1ZTE5MzhkNjY1Zg.xml,HolbÃ¦k,4300.0,Ahlgade 20-24,HolbÃ¦k,4300.0,55.0,RÃ¸rvangsvej,2950 VedbÃ¦k,Fredensvej 11,Regnskabsklasse B,2015-05-29,2015-05-29,94310.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",jm@trailerbutikken.dk,162870.0,-3562.0,264508.0,34722056.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jannick Magnussen,Jannick Magnussen,"Nordea Bank, HolbÃ¦k Afdeling",KASTANJEHÃJ TRAILERCENTER ApS,Kurt Bendix Petersen,506138.0,10890.0,0.0,0.0,HolbÃ¦k,2012-10-08,2013-12-31,-3562.0,-3562.0,7328.0,3595045.0,2014-12-31,2014-01-01,4365691.0,0.0,59121214.0,Ingen bistand,urn:ofk:oid:5352958,indberetninger-20180424,2.5928001,34722056.0,,2018-03-30T21:13:54.751Z,2015-05-29T11:04:30.770Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-52-HW,2015-05-29T11:04:31.019Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34722056,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzMzLzdiL2FhLzI4MjAtNDg4MS1iYmE5LTVjNDY5OTc5ZWFiNA.xhtml,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2Q2LzcwLzI4L2FmN2MtNGU1Ny1iNzNkLTY0NjcxMWMzZTEyNQ.pdf,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzhiLzVlLzBhLzQyYzUtNDAzMS05ZjI1LTQ1ZTE5MzhkNjY1Zg.xml,HolbÃ¦k,4300.0,Ahlgade 20-24,HolbÃ¦k,4300.0,55.0,RÃ¸rvangsvej,2950 VedbÃ¦k,Fredensvej 11,Regnskabsklasse B,2015-05-29,2015-05-29,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",jm@trailerbutikken.dk,,,,34722056.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jannick Magnussen,Jannick Magnussen,"Nordea Bank, HolbÃ¦k Afdeling",KASTANJEHÃJ TRAILERCENTER ApS,Kurt Bendix Petersen,,,,,HolbÃ¦k,2012-10-08,2013-12-31,,,,,2014-12-31,2014-01-01,,,59121214.0,Ingen bistand,urn:ofk:oid:5352958,indberetninger-20180424,2.5928001,34722056.0,,2018-03-30T21:13:54.751Z,2015-05-29T11:04:30.770Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-52-HW,2015-05-29T11:04:31.019Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34722056,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzMzLzdiL2FhLzI4MjAtNDg4MS1iYmE5LTVjNDY5OTc5ZWFiNA.xhtml,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2Q2LzcwLzI4L2FmN2MtNGU1Ny1iNzNkLTY0NjcxMWMzZTEyNQ.pdf,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzhiLzVlLzBhLzQyYzUtNDAzMS05ZjI1LTQ1ZTE5MzhkNjY1Zg.xml,HolbÃ¦k,4300.0,Ahlgade 20-24,HolbÃ¦k,4300.0,55.0,RÃ¸rvangsvej,2950 VedbÃ¦k,Fredensvej 11,Regnskabsklasse B,2015-05-29,2015-05-29,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",jm@trailerbutikken.dk,,,,34722056.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jannick Magnussen,Jannick Magnussen,"Nordea Bank, HolbÃ¦k Afdeling",KASTANJEHÃJ TRAILERCENTER ApS,Kurt Bendix Petersen,,,,,HolbÃ¦k,2012-10-08,2013-12-31,,,,,2014-12-31,2014-01-01,,,59121214.0,Ingen bistand,urn:ofk:oid:5352958,indberetninger-20180424,2.5928001,34722056.0,,2018-03-30T21:13:54.751Z,2015-05-29T11:04:30.770Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-52-HW,2015-05-29T11:04:31.019Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jannick Magnussen
34722056,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzMzLzdiL2FhLzI4MjAtNDg4MS1iYmE5LTVjNDY5OTc5ZWFiNA.xhtml,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2Q2LzcwLzI4L2FmN2MtNGU1Ny1iNzNkLTY0NjcxMWMzZTEyNQ.pdf,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzhiLzVlLzBhLzQyYzUtNDAzMS05ZjI1LTQ1ZTE5MzhkNjY1Zg.xml,HolbÃ¦k,4300.0,Ahlgade 20-24,HolbÃ¦k,4300.0,55.0,RÃ¸rvangsvej,2950 VedbÃ¦k,Fredensvej 11,Regnskabsklasse B,2015-05-29,2015-05-29,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",jm@trailerbutikken.dk,,,,34722056.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jannick Magnussen,Jannick Magnussen,"Nordea Bank, HolbÃ¦k Afdeling",KASTANJEHÃJ TRAILERCENTER ApS,Kurt Bendix Petersen,,,,,HolbÃ¦k,2012-10-08,2013-12-31,,,,,2014-12-31,2014-01-01,,,59121214.0,Ingen bistand,urn:ofk:oid:5352958,indberetninger-20180424,2.5928001,34722056.0,,2018-03-30T21:13:54.751Z,2015-05-29T11:04:30.770Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-52-HW,2015-05-29T11:04:31.019Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marissa Dawson Magnussen
34722056,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzMzLzdiL2FhLzI4MjAtNDg4MS1iYmE5LTVjNDY5OTc5ZWFiNA.xhtml,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2Q2LzcwLzI4L2FmN2MtNGU1Ny1iNzNkLTY0NjcxMWMzZTEyNQ.pdf,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzhiLzVlLzBhLzQyYzUtNDAzMS05ZjI1LTQ1ZTE5MzhkNjY1Zg.xml,HolbÃ¦k,4300.0,Ahlgade 20-24,HolbÃ¦k,4300.0,55.0,RÃ¸rvangsvej,2950 VedbÃ¦k,Fredensvej 11,Regnskabsklasse B,2015-05-29,2015-05-29,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",jm@trailerbutikken.dk,,,,34722056.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jannick Magnussen,Jannick Magnussen,"Nordea Bank, HolbÃ¦k Afdeling",KASTANJEHÃJ TRAILERCENTER ApS,Kurt Bendix Petersen,,,,,HolbÃ¦k,2012-10-08,2013-12-31,,,,,2014-12-31,2014-01-01,,,59121214.0,Ingen bistand,urn:ofk:oid:5352958,indberetninger-20180424,2.5928001,34722056.0,,2018-03-30T21:13:54.751Z,2015-05-29T11:04:30.770Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-52-HW,2015-05-29T11:04:31.019Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Nymark
34722056,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzMzLzdiL2FhLzI4MjAtNDg4MS1iYmE5LTVjNDY5OTc5ZWFiNA.xhtml,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2Q2LzcwLzI4L2FmN2MtNGU1Ny1iNzNkLTY0NjcxMWMzZTEyNQ.pdf,http://regnskaber.virk.dk/65022743/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzhiLzVlLzBhLzQyYzUtNDAzMS05ZjI1LTQ1ZTE5MzhkNjY1Zg.xml,HolbÃ¦k,4300.0,Ahlgade 20-24,HolbÃ¦k,4300.0,55.0,RÃ¸rvangsvej,2950 VedbÃ¦k,Fredensvej 11,Regnskabsklasse B,2015-05-29,2015-05-29,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",jm@trailerbutikken.dk,,,,34722056.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jannick Magnussen,Jannick Magnussen,"Nordea Bank, HolbÃ¦k Afdeling",KASTANJEHÃJ TRAILERCENTER ApS,Kurt Bendix Petersen,,,,,HolbÃ¦k,2012-10-08,2013-12-31,0.0,,,,2014-12-31,2014-01-01,,,59121214.0,Ingen bistand,urn:ofk:oid:5352958,indberetninger-20180424,2.5928001,34722056.0,,2018-03-30T21:13:54.751Z,2015-05-29T11:04:30.770Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-52-HW,2015-05-29T11:04:31.019Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
