entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance
27985947,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/74958972/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2E0LzAyLzY5LzUyMmEtNDljNi1hOTRmLTFkOTJhN2VkYjUzYw.pdf,http://regnskaber.virk.dk/74958972/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzM3LzBlLzk5L2ZjZDAtNGNlOS04YWRkLTZhMjJiZmQyNTYyMQ.xml,true,107319.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1459.0,1.0,Frederiksberggade,2900 Hellerup,Norgesmindevej 32,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Sunrise Pre'School ApS,653.0,11.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",30382.0,2019-06-07,2004-06-30,2019-06-07,7316.0,18048.0,Statsautoriseret revisor,2914488.0,3062946.0,20222670.0,27985947.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Sunrise Pre'School ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Ting Hessellund,Ting Hessellund,Danske Bank,Sunrise Pre'School ApS,BDO Statsautoriseret revisionsaktieselskab,36007.0,0.0,Hellerup,75651.0,2017-01-01,2017-12-31,110107.0,141142.0,141142.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hellerup,2018-12-31,2018-01-01,false,2019-06-07,KÃ¸benhavn,29933.0,31035.0,2772897.0,urn:ofk:oid:27509036,indberetninger-20180424,2.5117178,27985947.0,AWtWjTWuGQc-fA3G3KX-,2019-06-14T15:14:41.308Z,2019-06-14T15:13:42.720Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-61-ZF,2019-06-14T15:13:42.887Z,,,,,,,,,,,,,,,,,,,,,,,,
27985947,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/74958972/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2E0LzAyLzY5LzUyMmEtNDljNi1hOTRmLTFkOTJhN2VkYjUzYw.pdf,http://regnskaber.virk.dk/74958972/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzM3LzBlLzk5L2ZjZDAtNGNlOS04YWRkLTZhMjJiZmQyNTYyMQ.xml,true,107319.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1459.0,1.0,Frederiksberggade,2900 Hellerup,Norgesmindevej 32,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Sunrise Pre'School ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-07,2004-06-30,2019-06-07,,18048.0,Statsautoriseret revisor,,,20222670.0,27985947.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Sunrise Pre'School ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Ting Hessellund,Ting Hessellund,Danske Bank,Sunrise Pre'School ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hellerup,,2017-01-01,2017-12-31,110107.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hellerup,2018-12-31,2018-01-01,false,2019-06-07,KÃ¸benhavn,,,,urn:ofk:oid:27509036,indberetninger-20180424,2.5117178,27985947.0,AWtWjTWuGQc-fA3G3KX-,2019-06-14T15:14:41.308Z,2019-06-14T15:13:42.720Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-61-ZF,2019-06-14T15:13:42.887Z,,,,,,,,,,,,,,,,,,,,,,,,
27985947,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/74958972/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2E0LzAyLzY5LzUyMmEtNDljNi1hOTRmLTFkOTJhN2VkYjUzYw.pdf,http://regnskaber.virk.dk/74958972/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzM3LzBlLzk5L2ZjZDAtNGNlOS04YWRkLTZhMjJiZmQyNTYyMQ.xml,true,107319.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1459.0,1.0,Frederiksberggade,2900 Hellerup,Norgesmindevej 32,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Sunrise Pre'School ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-07,2004-06-30,2019-06-07,,18048.0,Statsautoriseret revisor,,,20222670.0,27985947.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Sunrise Pre'School ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Ting Hessellund,Ting Hessellund,Danske Bank,Sunrise Pre'School ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hellerup,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hellerup,2018-12-31,2018-01-01,false,2019-06-07,KÃ¸benhavn,,,,urn:ofk:oid:27509036,indberetninger-20180424,2.5117178,27985947.0,AWtWjTWuGQc-fA3G3KX-,2019-06-14T15:14:41.308Z,2019-06-14T15:13:42.720Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-61-ZF,2019-06-14T15:13:42.887Z,1652265.0,1562545.0,125000.0,710465.0,51210.0,1652265.0,937324.0,51210.0,0.0,51210.0,4476.0,4476.0,585465.0,937324.0,504000.0,38510.0,0.0,1618.0,70612.0,36892.0,,,,
27985947,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/74958972/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2E0LzAyLzY5LzUyMmEtNDljNi1hOTRmLTFkOTJhN2VkYjUzYw.pdf,http://regnskaber.virk.dk/74958972/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzM3LzBlLzk5L2ZjZDAtNGNlOS04YWRkLTZhMjJiZmQyNTYyMQ.xml,true,107319.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1459.0,1.0,Frederiksberggade,2900 Hellerup,Norgesmindevej 32,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Sunrise Pre'School ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-07,2004-06-30,2019-06-07,,18048.0,Statsautoriseret revisor,,,20222670.0,27985947.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Sunrise Pre'School ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Ting Hessellund,Ting Hessellund,Danske Bank,Sunrise Pre'School ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hellerup,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hellerup,2018-12-31,2018-01-01,false,2019-06-07,KÃ¸benhavn,,,,urn:ofk:oid:27509036,indberetninger-20180424,2.5117178,27985947.0,AWtWjTWuGQc-fA3G3KX-,2019-06-14T15:14:41.308Z,2019-06-14T15:13:42.720Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-61-ZF,2019-06-14T15:13:42.887Z,,,,125000.0,,,,,,,,,,,,,,,,,,,,
27985947,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/74958972/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2E0LzAyLzY5LzUyMmEtNDljNi1hOTRmLTFkOTJhN2VkYjUzYw.pdf,http://regnskaber.virk.dk/74958972/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzM3LzBlLzk5L2ZjZDAtNGNlOS04YWRkLTZhMjJiZmQyNTYyMQ.xml,true,107319.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1459.0,1.0,Frederiksberggade,2900 Hellerup,Norgesmindevej 32,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Sunrise Pre'School ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-07,2004-06-30,2019-06-07,,18048.0,Statsautoriseret revisor,,,20222670.0,27985947.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Sunrise Pre'School ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Ting Hessellund,Ting Hessellund,Danske Bank,Sunrise Pre'School ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hellerup,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hellerup,2018-12-31,2018-01-01,false,2019-06-07,KÃ¸benhavn,,,,urn:ofk:oid:27509036,indberetninger-20180424,2.5117178,27985947.0,AWtWjTWuGQc-fA3G3KX-,2019-06-14T15:14:41.308Z,2019-06-14T15:13:42.720Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-61-ZF,2019-06-14T15:13:42.887Z,,,,585466.0,,,,,,,,,,,,,,,,,,,,
27985947,2018-01-01,2018-01-01,c507,,http://regnskaber.virk.dk/74958972/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2E0LzAyLzY5LzUyMmEtNDljNi1hOTRmLTFkOTJhN2VkYjUzYw.pdf,http://regnskaber.virk.dk/74958972/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzM3LzBlLzk5L2ZjZDAtNGNlOS04YWRkLTZhMjJiZmQyNTYyMQ.xml,true,107319.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1459.0,1.0,Frederiksberggade,2900 Hellerup,Norgesmindevej 32,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Sunrise Pre'School ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-07,2004-06-30,2019-06-07,,18048.0,Statsautoriseret revisor,,,20222670.0,27985947.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Sunrise Pre'School ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Ting Hessellund,Ting Hessellund,Danske Bank,Sunrise Pre'School ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hellerup,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hellerup,2018-12-31,2018-01-01,false,2019-06-07,KÃ¸benhavn,,,,urn:ofk:oid:27509036,indberetninger-20180424,2.5117178,27985947.0,AWtWjTWuGQc-fA3G3KX-,2019-06-14T15:14:41.308Z,2019-06-14T15:13:42.720Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-61-ZF,2019-06-14T15:13:42.887Z,,,,,,,,,,,,,,,,,,,,,21947.0,73156.0,,
27985947,2018-01-01,2018-12-31,c174,,http://regnskaber.virk.dk/74958972/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2E0LzAyLzY5LzUyMmEtNDljNi1hOTRmLTFkOTJhN2VkYjUzYw.pdf,http://regnskaber.virk.dk/74958972/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzM3LzBlLzk5L2ZjZDAtNGNlOS04YWRkLTZhMjJiZmQyNTYyMQ.xml,true,107319.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1459.0,1.0,Frederiksberggade,2900 Hellerup,Norgesmindevej 32,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Sunrise Pre'School ApS,3630.0,11.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",29304.0,2019-06-07,2004-06-30,2019-06-07,18048.0,18048.0,Statsautoriseret revisor,2959406.0,3127666.0,20222670.0,27985947.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Sunrise Pre'School ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Ting Hessellund,Ting Hessellund,Danske Bank,Sunrise Pre'School ApS,BDO Statsautoriseret revisionsaktieselskab,34235.0,505.0,Hellerup,150090.0,2017-01-01,2017-12-31,116773.0,149707.0,150212.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hellerup,2018-12-31,2018-01-01,false,2019-06-07,KÃ¸benhavn,29423.0,32934.0,2745658.0,urn:ofk:oid:27509036,indberetninger-20180424,2.5117178,27985947.0,AWtWjTWuGQc-fA3G3KX-,2019-06-14T15:14:41.308Z,2019-06-14T15:13:42.720Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-61-ZF,2019-06-14T15:13:42.887Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
27985947,2018-01-01,2018-12-31,c213,,http://regnskaber.virk.dk/74958972/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2E0LzAyLzY5LzUyMmEtNDljNi1hOTRmLTFkOTJhN2VkYjUzYw.pdf,http://regnskaber.virk.dk/74958972/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzM3LzBlLzk5L2ZjZDAtNGNlOS04YWRkLTZhMjJiZmQyNTYyMQ.xml,true,107319.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1459.0,1.0,Frederiksberggade,2900 Hellerup,Norgesmindevej 32,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Sunrise Pre'School ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-07,2004-06-30,2019-06-07,,18048.0,Statsautoriseret revisor,,,20222670.0,27985947.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Sunrise Pre'School ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Ting Hessellund,Ting Hessellund,Danske Bank,Sunrise Pre'School ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hellerup,,2017-01-01,2017-12-31,116773.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hellerup,2018-12-31,2018-01-01,false,2019-06-07,KÃ¸benhavn,,,,urn:ofk:oid:27509036,indberetninger-20180424,2.5117178,27985947.0,AWtWjTWuGQc-fA3G3KX-,2019-06-14T15:14:41.308Z,2019-06-14T15:13:42.720Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-61-ZF,2019-06-14T15:13:42.887Z,,,,,,,,,,,,,,,,,,,,,,,,
27985947,2018-01-01,2018-12-31,c248,,http://regnskaber.virk.dk/74958972/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2E0LzAyLzY5LzUyMmEtNDljNi1hOTRmLTFkOTJhN2VkYjUzYw.pdf,http://regnskaber.virk.dk/74958972/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzM3LzBlLzk5L2ZjZDAtNGNlOS04YWRkLTZhMjJiZmQyNTYyMQ.xml,true,107319.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1459.0,1.0,Frederiksberggade,2900 Hellerup,Norgesmindevej 32,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Sunrise Pre'School ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-07,2004-06-30,2019-06-07,,18048.0,Statsautoriseret revisor,,,20222670.0,27985947.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Sunrise Pre'School ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Ting Hessellund,Ting Hessellund,Danske Bank,Sunrise Pre'School ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hellerup,,2017-01-01,2017-12-31,116773.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hellerup,2018-12-31,2018-01-01,false,2019-06-07,KÃ¸benhavn,,,,urn:ofk:oid:27509036,indberetninger-20180424,2.5117178,27985947.0,AWtWjTWuGQc-fA3G3KX-,2019-06-14T15:14:41.308Z,2019-06-14T15:13:42.720Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-61-ZF,2019-06-14T15:13:42.887Z,,,,,,,,,,,,,,,,,,,,,,,,
27985947,2018-01-01,2018-12-31,c307,,http://regnskaber.virk.dk/74958972/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2E0LzAyLzY5LzUyMmEtNDljNi1hOTRmLTFkOTJhN2VkYjUzYw.pdf,http://regnskaber.virk.dk/74958972/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzM3LzBlLzk5L2ZjZDAtNGNlOS04YWRkLTZhMjJiZmQyNTYyMQ.xml,true,107319.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1459.0,1.0,Frederiksberggade,2900 Hellerup,Norgesmindevej 32,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Sunrise Pre'School ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-07,2004-06-30,2019-06-07,,18048.0,Statsautoriseret revisor,,,20222670.0,27985947.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Sunrise Pre'School ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Ting Hessellund,Ting Hessellund,Danske Bank,Sunrise Pre'School ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hellerup,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hellerup,2018-12-31,2018-01-01,false,2019-06-07,KÃ¸benhavn,,,,urn:ofk:oid:27509036,indberetninger-20180424,2.5117178,27985947.0,AWtWjTWuGQc-fA3G3KX-,2019-06-14T15:14:41.308Z,2019-06-14T15:13:42.720Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-61-ZF,2019-06-14T15:13:42.887Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
