entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,FinanceExpensesArisingFromGroupEnterprises,GrossProfitLoss,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,SharePremium,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
31491673,2015-01-01,2015-12-31,ID_6,,http://regnskaber.virk.dk/37619413/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2JlL2U1LzUzL2ZkMzEtNDFlMC04MDhlLTM1YzFhZmNiYWQyMQ.pdf,http://regnskaber.virk.dk/37619413/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzdhLzYwLzNmLzhhYjQtNDU5OC1iNmU4LTg0MmRkZjQ0OWM3OA.xml,true,"8220, Brabrand",PorskÃ¦r 25,7.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-07-06,2017-07-06,2017-07-06,31491673.0,26900743.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for AA Malerne ApS.,Ãrsrapport,Tommy Vester,AA Malerne ApS,Dennis Rasmussen,Galten,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24352481,indberetninger-20180424,2.5122566,31491673.0,,2018-03-27T11:29:42.979Z,2017-07-10T21:02:42.949Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-10-AF,2017-07-10T21:02:43.140Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31491673,2015-01-01,2015-12-31,ID_7,,http://regnskaber.virk.dk/37619413/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2JlL2U1LzUzL2ZkMzEtNDFlMC04MDhlLTM1YzFhZmNiYWQyMQ.pdf,http://regnskaber.virk.dk/37619413/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzdhLzYwLzNmLzhhYjQtNDU5OC1iNmU4LTg0MmRkZjQ0OWM3OA.xml,true,"8220, Brabrand",PorskÃ¦r 25,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-07-06,2017-07-06,2017-07-06,31491673.0,26900743.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for AA Malerne ApS.,Ãrsrapport,Tommy Vester,AA Malerne ApS,Dennis Rasmussen,Galten,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24352481,indberetninger-20180424,2.5122566,31491673.0,,2018-03-27T11:29:42.979Z,2017-07-10T21:02:42.949Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-10-AF,2017-07-10T21:02:43.140Z,38455.0,2135940.0,1231.0,2112439.0,-89550.0,-109790.0,-61956.0,46603.0,-20240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31491673,2015-01-01,2015-12-31,ID_9,,http://regnskaber.virk.dk/37619413/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2JlL2U1LzUzL2ZkMzEtNDFlMC04MDhlLTM1YzFhZmNiYWQyMQ.pdf,http://regnskaber.virk.dk/37619413/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzdhLzYwLzNmLzhhYjQtNDU5OC1iNmU4LTg0MmRkZjQ0OWM3OA.xml,true,"8220, Brabrand",PorskÃ¦r 25,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-07-06,2017-07-06,2017-07-06,31491673.0,26900743.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for AA Malerne ApS.,Ãrsrapport,Tommy Vester,AA Malerne ApS,Dennis Rasmussen,Galten,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24352481,indberetninger-20180424,2.5122566,31491673.0,,2018-03-27T11:29:42.979Z,2017-07-10T21:02:42.949Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-10-AF,2017-07-10T21:02:43.140Z,,,,,89550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31491673,2015-12-31,2015-12-31,ID_4,,http://regnskaber.virk.dk/37619413/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2JlL2U1LzUzL2ZkMzEtNDFlMC04MDhlLTM1YzFhZmNiYWQyMQ.pdf,http://regnskaber.virk.dk/37619413/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzdhLzYwLzNmLzhhYjQtNDU5OC1iNmU4LTg0MmRkZjQ0OWM3OA.xml,true,"8220, Brabrand",PorskÃ¦r 25,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-07-06,2017-07-06,2017-07-06,31491673.0,26900743.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for AA Malerne ApS.,Ãrsrapport,Tommy Vester,AA Malerne ApS,Dennis Rasmussen,Galten,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24352481,indberetninger-20180424,2.5122566,31491673.0,,2018-03-27T11:29:42.979Z,2017-07-10T21:02:42.949Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-10-AF,2017-07-10T21:02:43.140Z,,,,,,,,,,1085645.0,0.0,325000.0,125000.0,1052916.0,44837.0,28148.0,15600.0,1576.0,17129.0,26000.0,1085645.0,1084069.0,15600.0,32729.0,767204.0,7294.0,17129.0,26000.0,-678012.0,554588.0,149303.0,1084069.0,29195.0,1026916.0,138367.0,621637.0,
31491673,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/37619413/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2JlL2U1LzUzL2ZkMzEtNDFlMC04MDhlLTM1YzFhZmNiYWQyMQ.pdf,http://regnskaber.virk.dk/37619413/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzdhLzYwLzNmLzhhYjQtNDU5OC1iNmU4LTg0MmRkZjQ0OWM3OA.xml,true,"8220, Brabrand",PorskÃ¦r 25,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-07-06,2017-07-06,2017-07-06,31491673.0,26900743.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for AA Malerne ApS.,Ãrsrapport,Tommy Vester,AA Malerne ApS,Dennis Rasmussen,Galten,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24352481,indberetninger-20180424,2.5122566,31491673.0,,2018-03-27T11:29:42.979Z,2017-07-10T21:02:42.949Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-10-AF,2017-07-10T21:02:43.140Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tommy N. Vester
31491673,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/37619413/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2JlL2U1LzUzL2ZkMzEtNDFlMC04MDhlLTM1YzFhZmNiYWQyMQ.pdf,http://regnskaber.virk.dk/37619413/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzdhLzYwLzNmLzhhYjQtNDU5OC1iNmU4LTg0MmRkZjQ0OWM3OA.xml,true,"8220, Brabrand",PorskÃ¦r 25,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-07-06,2017-07-06,2017-07-06,31491673.0,26900743.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for AA Malerne ApS.,Ãrsrapport,Tommy Vester,AA Malerne ApS,Dennis Rasmussen,Galten,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24352481,indberetninger-20180424,2.5122566,31491673.0,,2018-03-27T11:29:42.979Z,2017-07-10T21:02:42.949Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-10-AF,2017-07-10T21:02:43.140Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31491673,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/37619413/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2JlL2U1LzUzL2ZkMzEtNDFlMC04MDhlLTM1YzFhZmNiYWQyMQ.pdf,http://regnskaber.virk.dk/37619413/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzdhLzYwLzNmLzhhYjQtNDU5OC1iNmU4LTg0MmRkZjQ0OWM3OA.xml,true,"8220, Brabrand",PorskÃ¦r 25,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-07-06,2017-07-06,2017-07-06,31491673.0,26900743.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for AA Malerne ApS.,Ãrsrapport,Tommy Vester,AA Malerne ApS,Dennis Rasmussen,Galten,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24352481,indberetninger-20180424,2.5122566,31491673.0,,2018-03-27T11:29:42.979Z,2017-07-10T21:02:42.949Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-10-AF,2017-07-10T21:02:43.140Z,17129.0,2011354.0,1200.0,2089109.0,7180.0,15584.0,60626.0,43842.0,8404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31491673,2016-01-01,2016-12-31,ID_5,,http://regnskaber.virk.dk/37619413/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2JlL2U1LzUzL2ZkMzEtNDFlMC04MDhlLTM1YzFhZmNiYWQyMQ.pdf,http://regnskaber.virk.dk/37619413/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzdhLzYwLzNmLzhhYjQtNDU5OC1iNmU4LTg0MmRkZjQ0OWM3OA.xml,true,"8220, Brabrand",PorskÃ¦r 25,7.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-07-06,2017-07-06,2017-07-06,31491673.0,26900743.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for AA Malerne ApS.,Ãrsrapport,Tommy Vester,AA Malerne ApS,Dennis Rasmussen,Galten,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24352481,indberetninger-20180424,2.5122566,31491673.0,,2018-03-27T11:29:42.979Z,2017-07-10T21:02:42.949Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-10-AF,2017-07-10T21:02:43.140Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31491673,2016-01-01,2016-12-31,ID_8,,http://regnskaber.virk.dk/37619413/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2JlL2U1LzUzL2ZkMzEtNDFlMC04MDhlLTM1YzFhZmNiYWQyMQ.pdf,http://regnskaber.virk.dk/37619413/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzdhLzYwLzNmLzhhYjQtNDU5OC1iNmU4LTg0MmRkZjQ0OWM3OA.xml,true,"8220, Brabrand",PorskÃ¦r 25,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-07-06,2017-07-06,2017-07-06,31491673.0,26900743.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for AA Malerne ApS.,Ãrsrapport,Tommy Vester,AA Malerne ApS,Dennis Rasmussen,Galten,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24352481,indberetninger-20180424,2.5122566,31491673.0,,2018-03-27T11:29:42.979Z,2017-07-10T21:02:42.949Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-10-AF,2017-07-10T21:02:43.140Z,,,,,-7180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31491673,2016-12-31,2016-12-31,ID_3,,http://regnskaber.virk.dk/37619413/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2JlL2U1LzUzL2ZkMzEtNDFlMC04MDhlLTM1YzFhZmNiYWQyMQ.pdf,http://regnskaber.virk.dk/37619413/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzdhLzYwLzNmLzhhYjQtNDU5OC1iNmU4LTg0MmRkZjQ0OWM3OA.xml,true,"8220, Brabrand",PorskÃ¦r 25,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-07-06,2017-07-06,2017-07-06,31491673.0,26900743.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for AA Malerne ApS.,Ãrsrapport,Tommy Vester,AA Malerne ApS,Dennis Rasmussen,Galten,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24352481,indberetninger-20180424,2.5122566,31491673.0,,2018-03-27T11:29:42.979Z,2017-07-10T21:02:42.949Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-10-AF,2017-07-10T21:02:43.140Z,,,,,,,,,,1600171.0,107200.0,325000.0,125000.0,1584571.0,36433.0,26145.0,15600.0,8754.0,0.0,270000.0,1600171.0,1591417.0,15600.0,15600.0,1032580.0,36865.0,0.0,270000.0,-670834.0,554588.0,13582.0,1591417.0,30395.0,1207371.0,514860.0,782928.0,
