entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,Dividend,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,InvestmentsGross,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RegisteredOfficeOfReportingEntity,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,EquityRatio,ExchangeRateLoss,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,InvestmentInPropertyPlantAndEquipment,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProfitLossOnRealisations,ResultsFromNetFinancials,ReturnOnCapitalEmployed,ReturnOnEquity,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,AmortisationOfGoodwillOfInvestments,DividendIncomeRelatedToInvestments,ProfitLossRelatedToInvestments,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLeaseCommitments,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PaidContributedCapital,PropertyPlantAndEquipment,PropertyPlantAndEquipmentInProgress,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLeaseCommitments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,LongtermLiabilitiesOtherThanProvisionsDueBetweenOneAndFiveYears,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfCurrentTaxReceivablesAndLiabilities,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfImpairmentLossesAndDepreciation,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfIncomeAndExpensesFromInvestmentsInGroupEnterprisesAndAssociates,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfInvestments,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,DescriptionOfQualificationsOfAuditedFinancialStatements,DisclosureOfEmployeeBenefitsExpense,DisclosureOfPropertyPlantAndEquipment,ExplanationOfNotDisclosingCashFlowsStatements,ExplanationOfPrepayments,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnOmissionOfConsolidatedFinancialStatement,ManagementsStatementAboutManagementsReview,OpinionOnAuditedFinancialStatements,RecommendationForApprovalOfAnnualReportByGeneralMeeting,SignatureOfAuditorsDate,IncreaseOfCapital,AdditionsToPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ReversalsOfImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
26283647,2016-10-01,2016-10-01,c166,,http://regnskaber.virk.dk/74638262/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzZhL2RiLzljLzY4ZTgtNGZiMy04NjRkLWFkMGUxZDYxOWQwNA.pdf,http://regnskaber.virk.dk/74638262/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzZhL2YwLzQ0LzhhNTctNDgxYi1iY2U5LTM4NWI1YmIxN2Y0NA.xml,4144803.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,Lynge,3540.0,2.0,StensÃ¸vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,20000000.0,44 34 23 23,33771231.0,26283647.0,33771231.0,Ãrsrapport,13051500.0,Henrik Axel Juul Nordenlund,Martin Klitgaard,City Container Danmark A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Lynge,2016-10-01,2017-09-30,AllerÃ¸d,City Container Fyn A/S,"Odense, Danmark",2018-09-30,2017-10-01,1.0,100.0,Hellerup,70 23 72 72,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26802644,indberetninger-20180424,2.3637113999999997,26283647.0,AWlryUwLRYGX6_YTFvcn,2019-03-11T08:06:14.176Z,2019-03-11T08:05:47.006Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-31-MY,2019-03-11T08:05:47.705Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26283647,2016-10-01,2017-09-30,c100,,http://regnskaber.virk.dk/74638262/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzZhL2RiLzljLzY4ZTgtNGZiMy04NjRkLWFkMGUxZDYxOWQwNA.pdf,http://regnskaber.virk.dk/74638262/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzZhL2YwLzQ0LzhhNTctNDgxYi1iY2U5LTM4NWI1YmIxN2Y0NA.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,Lynge,3540.0,2.0,StensÃ¸vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,20000000.0,44 34 23 23,33771231.0,26283647.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Martin Klitgaard,City Container Danmark A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Lynge,2016-10-01,2017-09-30,AllerÃ¸d,City Container Fyn A/S,"Odense, Danmark",2018-09-30,2017-10-01,1.0,100.0,Hellerup,70 23 72 72,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26802644,indberetninger-20180424,2.3637113999999997,26283647.0,AWlryUwLRYGX6_YTFvcn,2019-03-11T08:06:14.176Z,2019-03-11T08:05:47.006Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-31-MY,2019-03-11T08:05:47.705Z,290883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26283647,2016-10-01,2017-09-30,c106,,http://regnskaber.virk.dk/74638262/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzZhL2RiLzljLzY4ZTgtNGZiMy04NjRkLWFkMGUxZDYxOWQwNA.pdf,http://regnskaber.virk.dk/74638262/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzZhL2YwLzQ0LzhhNTctNDgxYi1iY2U5LTM4NWI1YmIxN2Y0NA.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,Lynge,3540.0,2.0,StensÃ¸vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,20000000.0,44 34 23 23,33771231.0,26283647.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Martin Klitgaard,City Container Danmark A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Lynge,2016-10-01,2017-09-30,AllerÃ¸d,City Container Fyn A/S,"Odense, Danmark",2018-09-30,2017-10-01,1.0,100.0,Hellerup,70 23 72 72,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26802644,indberetninger-20180424,2.3637113999999997,26283647.0,AWlryUwLRYGX6_YTFvcn,2019-03-11T08:06:14.176Z,2019-03-11T08:05:47.006Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-31-MY,2019-03-11T08:05:47.705Z,14528189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26283647,2016-10-01,2017-09-30,c118,,http://regnskaber.virk.dk/74638262/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzZhL2RiLzljLzY4ZTgtNGZiMy04NjRkLWFkMGUxZDYxOWQwNA.pdf,http://regnskaber.virk.dk/74638262/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzZhL2YwLzQ0LzhhNTctNDgxYi1iY2U5LTM4NWI1YmIxN2Y0NA.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,Lynge,3540.0,2.0,StensÃ¸vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,20000000.0,44 34 23 23,33771231.0,26283647.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Martin Klitgaard,City Container Danmark A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Lynge,2016-10-01,2017-09-30,AllerÃ¸d,City Container Fyn A/S,"Odense, Danmark",2018-09-30,2017-10-01,1.0,100.0,Hellerup,70 23 72 72,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26802644,indberetninger-20180424,2.3637113999999997,26283647.0,AWlryUwLRYGX6_YTFvcn,2019-03-11T08:06:14.176Z,2019-03-11T08:05:47.006Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-31-MY,2019-03-11T08:05:47.705Z,14819072.0,-19195000.0,128.0,24838330.0,33978049.0,35863336.0,58662042.0,9.6,0.0,112542222.0,290883.0,244432.0,5401998.0,42682000.0,627556.0,5222122.0,5491510.0,4977690.0,89512.0,4392713.0,20462402.0,19902131.0,-1885287.0,560000.0,7.3,10.7,1856237.0,5643330.0,5643330.0,51785536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26283647,2016-10-01,2017-09-30,c168,,http://regnskaber.virk.dk/74638262/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzZhL2RiLzljLzY4ZTgtNGZiMy04NjRkLWFkMGUxZDYxOWQwNA.pdf,http://regnskaber.virk.dk/74638262/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzZhL2YwLzQ0LzhhNTctNDgxYi1iY2U5LTM4NWI1YmIxN2Y0NA.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,Lynge,3540.0,2.0,StensÃ¸vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,20000000.0,44 34 23 23,33771231.0,26283647.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Martin Klitgaard,City Container Danmark A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Lynge,2016-10-01,2017-09-30,AllerÃ¸d,City Container Fyn A/S,"Odense, Danmark",2018-09-30,2017-10-01,1.0,100.0,Hellerup,70 23 72 72,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26802644,indberetninger-20180424,2.3637113999999997,26283647.0,AWlryUwLRYGX6_YTFvcn,2019-03-11T08:06:14.176Z,2019-03-11T08:05:47.006Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-31-MY,2019-03-11T08:05:47.705Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1927060.0,-4100000.0,2217943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26283647,2016-10-01,2017-09-30,c94,,http://regnskaber.virk.dk/74638262/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzZhL2RiLzljLzY4ZTgtNGZiMy04NjRkLWFkMGUxZDYxOWQwNA.pdf,http://regnskaber.virk.dk/74638262/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzZhL2YwLzQ0LzhhNTctNDgxYi1iY2U5LTM4NWI1YmIxN2Y0NA.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,Lynge,3540.0,2.0,StensÃ¸vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,20000000.0,44 34 23 23,33771231.0,26283647.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Martin Klitgaard,City Container Danmark A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Lynge,2016-10-01,2017-09-30,AllerÃ¸d,City Container Fyn A/S,"Odense, Danmark",2018-09-30,2017-10-01,1.0,100.0,Hellerup,70 23 72 72,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26802644,indberetninger-20180424,2.3637113999999997,26283647.0,AWlryUwLRYGX6_YTFvcn,2019-03-11T08:06:14.176Z,2019-03-11T08:05:47.006Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-31-MY,2019-03-11T08:05:47.705Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26283647,2017-09-30,2017-09-30,c163,,http://regnskaber.virk.dk/74638262/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzZhL2RiLzljLzY4ZTgtNGZiMy04NjRkLWFkMGUxZDYxOWQwNA.pdf,http://regnskaber.virk.dk/74638262/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzZhL2YwLzQ0LzhhNTctNDgxYi1iY2U5LTM4NWI1YmIxN2Y0NA.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,Lynge,3540.0,2.0,StensÃ¸vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,20000000.0,44 34 23 23,33771231.0,26283647.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Martin Klitgaard,City Container Danmark A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Lynge,2016-10-01,2017-09-30,AllerÃ¸d,City Container Fyn A/S,"Odense, Danmark",2018-09-30,2017-10-01,1.0,100.0,Hellerup,70 23 72 72,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26802644,indberetninger-20180424,2.3637113999999997,26283647.0,AWlryUwLRYGX6_YTFvcn,2019-03-11T08:06:14.176Z,2019-03-11T08:05:47.006Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-31-MY,2019-03-11T08:05:47.705Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271092506.0,7381528.0,11000000.0,33969895.0,13299000.0,1132295.0,25913304.0,134475009.0,0.0,77349543.0,271092506.0,245179202.0,18081901.0,13387186.0,155379849.0,180218179.0,24838330.0,237122611.0,4694715.0,16934436.0,17805.0,11000000.0,219040710.0,7216158.0,0.0,335686.0,14577618.0,7769.0,37803774.0,64961023.0,6648088.0,26588367.0,199788.0,0.0,3566956.0,11939479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26283647,2017-09-30,2017-09-30,c170,,http://regnskaber.virk.dk/74638262/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzZhL2RiLzljLzY4ZTgtNGZiMy04NjRkLWFkMGUxZDYxOWQwNA.pdf,http://regnskaber.virk.dk/74638262/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzZhL2YwLzQ0LzhhNTctNDgxYi1iY2U5LTM4NWI1YmIxN2Y0NA.xml,335686.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,Lynge,3540.0,2.0,StensÃ¸vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,20000000.0,44 34 23 23,33771231.0,26283647.0,33771231.0,Ãrsrapport,13051500.0,Henrik Axel Juul Nordenlund,Martin Klitgaard,City Container Danmark A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Lynge,2016-10-01,2017-09-30,AllerÃ¸d,City Container Fyn A/S,"Odense, Danmark",2018-09-30,2017-10-01,1.0,100.0,Hellerup,70 23 72 72,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26802644,indberetninger-20180424,2.3637113999999997,26283647.0,AWlryUwLRYGX6_YTFvcn,2019-03-11T08:06:14.176Z,2019-03-11T08:05:47.006Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-31-MY,2019-03-11T08:05:47.705Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26283647,2017-09-30,2017-09-30,c444,,http://regnskaber.virk.dk/74638262/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzZhL2RiLzljLzY4ZTgtNGZiMy04NjRkLWFkMGUxZDYxOWQwNA.pdf,http://regnskaber.virk.dk/74638262/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzZhL2YwLzQ0LzhhNTctNDgxYi1iY2U5LTM4NWI1YmIxN2Y0NA.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,Lynge,3540.0,2.0,StensÃ¸vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,20000000.0,44 34 23 23,33771231.0,26283647.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Martin Klitgaard,City Container Danmark A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Lynge,2016-10-01,2017-09-30,AllerÃ¸d,City Container Fyn A/S,"Odense, Danmark",2018-09-30,2017-10-01,1.0,100.0,Hellerup,70 23 72 72,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26802644,indberetninger-20180424,2.3637113999999997,26283647.0,AWlryUwLRYGX6_YTFvcn,2019-03-11T08:06:14.176Z,2019-03-11T08:05:47.006Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-31-MY,2019-03-11T08:05:47.705Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24838330.0,,,,,,,,,,,,,,,,,,,,,24838330.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26283647,2017-10-01,2017-10-01,c16,,http://regnskaber.virk.dk/74638262/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzZhL2RiLzljLzY4ZTgtNGZiMy04NjRkLWFkMGUxZDYxOWQwNA.pdf,http://regnskaber.virk.dk/74638262/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzZhL2YwLzQ0LzhhNTctNDgxYi1iY2U5LTM4NWI1YmIxN2Y0NA.xml,,Danmark,Hellerup,2900.0,44.0,Strandvejen,Lynge,3540.0,2.0,StensÃ¸vej,2900 Hellerup,Strandvejen 44,"Regnskabsklasse C, mellemstor virksomhed",2019-02-20,2019-02-20,20000000.0,44 34 23 23,33771231.0,26283647.0,33771231.0,Ãrsrapport,,Henrik Axel Juul Nordenlund,Martin Klitgaard,City Container Danmark A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Lynge,2016-10-01,2017-09-30,AllerÃ¸d,City Container Fyn A/S,"Odense, Danmark",2018-09-30,2017-10-01,1.0,100.0,Hellerup,70 23 72 72,direktÃ¸r,formand,RevisionspÃ¥tegning,urn:ofk:oid:26802644,indberetninger-20180424,2.3637113999999997,26283647.0,AWlryUwLRYGX6_YTFvcn,2019-03-11T08:06:14.176Z,2019-03-11T08:05:47.006Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-31-MY,2019-03-11T08:05:47.705Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
