entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendIncomeRelatedToInvestments,DividendPaid,EmailOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTradePayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,EquityTransfersToReserves
32448631,2016-08-01,2017-07-31,c174,,http://regnskaber.virk.dk/13684423/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzBkL2YwLzllLzExYjQtNDUwNi04NDc0LWU4MDMxOTE5ZWU2Yg.pdf,http://regnskaber.virk.dk/13684423/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2VlLzViLzk1LzVhNmQtNDc3NC1hN2FiLTJkNDc5ZmVmZjY0Yw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus N,8200.0,1.0,Stjernepladsen,8200 Aarhus N,c/o Herluf Veng Juul,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Herluf Juul Christiansen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018.",2019-01-15,2009-09-07,2019-01-15,Statsautoriseret revisor,-400000.0,-103400.0,herluf80@hotmail.com,-11542.0,20222670.0,32448631.0,20222670.0,mne24680,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018 for Herluf Juul Christiansen Holding ApS.,1055381.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Herluf Veng Juul,Herluf Veng Juul,Danske Bank,Herluf Juul Christiansen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-08-01,2017-07-31,1043839.0,1043839.0,-11542.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-07-31,2017-08-01,-799592.0,true,2019-01-15,Aarhus,0.0,urn:ofk:oid:26568183,indberetninger-20180424,2.5116677000000003,32448631.0,AWhVsetnet7j816DxwWP,2019-01-16T08:06:40.730Z,2019-01-16T08:05:46.689Z,regnskab,0.0,,2018-07-31,2017-08-01,X19-AD-82-CK,2019-01-16T08:05:46.852Z,,,,,,,,,,,,,,,,,,,,,
32448631,2016-08-01,2017-07-31,c177,,http://regnskaber.virk.dk/13684423/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzBkL2YwLzllLzExYjQtNDUwNi04NDc0LWU4MDMxOTE5ZWU2Yg.pdf,http://regnskaber.virk.dk/13684423/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2VlLzViLzk1LzVhNmQtNDc3NC1hN2FiLTJkNDc5ZmVmZjY0Yw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus N,8200.0,1.0,Stjernepladsen,8200 Aarhus N,c/o Herluf Veng Juul,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Herluf Juul Christiansen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018.",2019-01-15,2009-09-07,2019-01-15,Statsautoriseret revisor,-400000.0,-103400.0,herluf80@hotmail.com,,20222670.0,32448631.0,20222670.0,mne24680,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018 for Herluf Juul Christiansen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Herluf Veng Juul,Herluf Veng Juul,Danske Bank,Herluf Juul Christiansen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-08-01,2017-07-31,103400.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-07-31,2017-08-01,-799592.0,true,2019-01-15,Aarhus,,urn:ofk:oid:26568183,indberetninger-20180424,2.5116677000000003,32448631.0,AWhVsetnet7j816DxwWP,2019-01-16T08:06:40.730Z,2019-01-16T08:05:46.689Z,regnskab,0.0,,2018-07-31,2017-08-01,X19-AD-82-CK,2019-01-16T08:05:46.852Z,,,,,,,,,,,,,,,,,,,,,
32448631,2016-08-01,2017-07-31,c185,,http://regnskaber.virk.dk/13684423/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzBkL2YwLzllLzExYjQtNDUwNi04NDc0LWU4MDMxOTE5ZWU2Yg.pdf,http://regnskaber.virk.dk/13684423/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2VlLzViLzk1LzVhNmQtNDc3NC1hN2FiLTJkNDc5ZmVmZjY0Yw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus N,8200.0,1.0,Stjernepladsen,8200 Aarhus N,c/o Herluf Veng Juul,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Herluf Juul Christiansen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018.",2019-01-15,2009-09-07,2019-01-15,Statsautoriseret revisor,-400000.0,-103400.0,herluf80@hotmail.com,,20222670.0,32448631.0,20222670.0,mne24680,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018 for Herluf Juul Christiansen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Herluf Veng Juul,Herluf Veng Juul,Danske Bank,Herluf Juul Christiansen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-08-01,2017-07-31,955381.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-07-31,2017-08-01,-799592.0,true,2019-01-15,Aarhus,,urn:ofk:oid:26568183,indberetninger-20180424,2.5116677000000003,32448631.0,AWhVsetnet7j816DxwWP,2019-01-16T08:06:40.730Z,2019-01-16T08:05:46.689Z,regnskab,0.0,,2018-07-31,2017-08-01,X19-AD-82-CK,2019-01-16T08:05:46.852Z,,,,,,,,,,,,,,,,,,,,,
32448631,2016-08-01,2017-07-31,c195,,http://regnskaber.virk.dk/13684423/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzBkL2YwLzllLzExYjQtNDUwNi04NDc0LWU4MDMxOTE5ZWU2Yg.pdf,http://regnskaber.virk.dk/13684423/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2VlLzViLzk1LzVhNmQtNDc3NC1hN2FiLTJkNDc5ZmVmZjY0Yw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus N,8200.0,1.0,Stjernepladsen,8200 Aarhus N,c/o Herluf Veng Juul,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Herluf Juul Christiansen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018.",2019-01-15,2009-09-07,2019-01-15,Statsautoriseret revisor,-400000.0,-103400.0,herluf80@hotmail.com,,20222670.0,32448631.0,20222670.0,mne24680,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018 for Herluf Juul Christiansen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Herluf Veng Juul,Herluf Veng Juul,Danske Bank,Herluf Juul Christiansen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-08-01,2017-07-31,-14942.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-07-31,2017-08-01,-799592.0,true,2019-01-15,Aarhus,,urn:ofk:oid:26568183,indberetninger-20180424,2.5116677000000003,32448631.0,AWhVsetnet7j816DxwWP,2019-01-16T08:06:40.730Z,2019-01-16T08:05:46.689Z,regnskab,0.0,,2018-07-31,2017-08-01,X19-AD-82-CK,2019-01-16T08:05:46.852Z,,,,,,,,,,,,,,,,,,,,,
32448631,2017-07-31,2017-07-31,c172,,http://regnskaber.virk.dk/13684423/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzBkL2YwLzllLzExYjQtNDUwNi04NDc0LWU4MDMxOTE5ZWU2Yg.pdf,http://regnskaber.virk.dk/13684423/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2VlLzViLzk1LzVhNmQtNDc3NC1hN2FiLTJkNDc5ZmVmZjY0Yw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus N,8200.0,1.0,Stjernepladsen,8200 Aarhus N,c/o Herluf Veng Juul,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Herluf Juul Christiansen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018.",2019-01-15,2009-09-07,2019-01-15,Statsautoriseret revisor,-400000.0,-103400.0,herluf80@hotmail.com,,20222670.0,32448631.0,20222670.0,mne24680,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018 for Herluf Juul Christiansen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Herluf Veng Juul,Herluf Veng Juul,Danske Bank,Herluf Juul Christiansen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-08-01,2017-07-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-07-31,2017-08-01,-799592.0,true,2019-01-15,Aarhus,,urn:ofk:oid:26568183,indberetninger-20180424,2.5116677000000003,32448631.0,AWhVsetnet7j816DxwWP,2019-01-16T08:06:40.730Z,2019-01-16T08:05:46.689Z,regnskab,0.0,,2018-07-31,2017-08-01,X19-AD-82-CK,2019-01-16T08:05:46.852Z,2701249.0,745364.0,125000.0,2664613.0,2701249.0,36636.0,1953949.0,1953949.0,1953949.0,103400.0,1643405.0,792808.0,36636.0,1936.0,1936.0,6250.0,,,,,
32448631,2017-08-01,2017-08-01,c226,,http://regnskaber.virk.dk/13684423/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzBkL2YwLzllLzExYjQtNDUwNi04NDc0LWU4MDMxOTE5ZWU2Yg.pdf,http://regnskaber.virk.dk/13684423/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2VlLzViLzk1LzVhNmQtNDc3NC1hN2FiLTJkNDc5ZmVmZjY0Yw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus N,8200.0,1.0,Stjernepladsen,8200 Aarhus N,c/o Herluf Veng Juul,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Herluf Juul Christiansen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018.",2019-01-15,2009-09-07,2019-01-15,Statsautoriseret revisor,-400000.0,-103400.0,herluf80@hotmail.com,,20222670.0,32448631.0,20222670.0,mne24680,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018 for Herluf Juul Christiansen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Herluf Veng Juul,Herluf Veng Juul,Danske Bank,Herluf Juul Christiansen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-08-01,2017-07-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-07-31,2017-08-01,-799592.0,true,2019-01-15,Aarhus,,urn:ofk:oid:26568183,indberetninger-20180424,2.5116677000000003,32448631.0,AWhVsetnet7j816DxwWP,2019-01-16T08:06:40.730Z,2019-01-16T08:05:46.689Z,regnskab,0.0,,2018-07-31,2017-08-01,X19-AD-82-CK,2019-01-16T08:05:46.852Z,,,,125000.0,,,,,,,,,,,,,,,,,
32448631,2017-08-01,2017-08-01,c235,,http://regnskaber.virk.dk/13684423/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzBkL2YwLzllLzExYjQtNDUwNi04NDc0LWU4MDMxOTE5ZWU2Yg.pdf,http://regnskaber.virk.dk/13684423/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2VlLzViLzk1LzVhNmQtNDc3NC1hN2FiLTJkNDc5ZmVmZjY0Yw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus N,8200.0,1.0,Stjernepladsen,8200 Aarhus N,c/o Herluf Veng Juul,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Herluf Juul Christiansen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018.",2019-01-15,2009-09-07,2019-01-15,Statsautoriseret revisor,-400000.0,-103400.0,herluf80@hotmail.com,,20222670.0,32448631.0,20222670.0,mne24680,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018 for Herluf Juul Christiansen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Herluf Veng Juul,Herluf Veng Juul,Danske Bank,Herluf Juul Christiansen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-08-01,2017-07-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-07-31,2017-08-01,-799592.0,true,2019-01-15,Aarhus,,urn:ofk:oid:26568183,indberetninger-20180424,2.5116677000000003,32448631.0,AWhVsetnet7j816DxwWP,2019-01-16T08:06:40.730Z,2019-01-16T08:05:46.689Z,regnskab,0.0,,2018-07-31,2017-08-01,X19-AD-82-CK,2019-01-16T08:05:46.852Z,,,,1643405.0,,,,,,,,,,,,,,,,,
32448631,2017-08-01,2017-08-01,c253,,http://regnskaber.virk.dk/13684423/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzBkL2YwLzllLzExYjQtNDUwNi04NDc0LWU4MDMxOTE5ZWU2Yg.pdf,http://regnskaber.virk.dk/13684423/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2VlLzViLzk1LzVhNmQtNDc3NC1hN2FiLTJkNDc5ZmVmZjY0Yw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus N,8200.0,1.0,Stjernepladsen,8200 Aarhus N,c/o Herluf Veng Juul,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Herluf Juul Christiansen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018.",2019-01-15,2009-09-07,2019-01-15,Statsautoriseret revisor,-400000.0,-103400.0,herluf80@hotmail.com,,20222670.0,32448631.0,20222670.0,mne24680,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018 for Herluf Juul Christiansen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Herluf Veng Juul,Herluf Veng Juul,Danske Bank,Herluf Juul Christiansen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-08-01,2017-07-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-07-31,2017-08-01,-799592.0,true,2019-01-15,Aarhus,,urn:ofk:oid:26568183,indberetninger-20180424,2.5116677000000003,32448631.0,AWhVsetnet7j816DxwWP,2019-01-16T08:06:40.730Z,2019-01-16T08:05:46.689Z,regnskab,0.0,,2018-07-31,2017-08-01,X19-AD-82-CK,2019-01-16T08:05:46.852Z,,,,792809.0,,,,,,,,,,,,,,,,,
32448631,2017-08-01,2017-08-01,c257,,http://regnskaber.virk.dk/13684423/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzBkL2YwLzllLzExYjQtNDUwNi04NDc0LWU4MDMxOTE5ZWU2Yg.pdf,http://regnskaber.virk.dk/13684423/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2VlLzViLzk1LzVhNmQtNDc3NC1hN2FiLTJkNDc5ZmVmZjY0Yw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus N,8200.0,1.0,Stjernepladsen,8200 Aarhus N,c/o Herluf Veng Juul,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Herluf Juul Christiansen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018.",2019-01-15,2009-09-07,2019-01-15,Statsautoriseret revisor,-400000.0,-103400.0,herluf80@hotmail.com,,20222670.0,32448631.0,20222670.0,mne24680,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018 for Herluf Juul Christiansen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Herluf Veng Juul,Herluf Veng Juul,Danske Bank,Herluf Juul Christiansen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-08-01,2017-07-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-07-31,2017-08-01,-799592.0,true,2019-01-15,Aarhus,,urn:ofk:oid:26568183,indberetninger-20180424,2.5116677000000003,32448631.0,AWhVsetnet7j816DxwWP,2019-01-16T08:06:40.730Z,2019-01-16T08:05:46.689Z,regnskab,0.0,,2018-07-31,2017-08-01,X19-AD-82-CK,2019-01-16T08:05:46.852Z,,,,103400.0,,,,,,,,,,,,,,,,,
32448631,2017-08-01,2017-08-01,c567,,http://regnskaber.virk.dk/13684423/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzBkL2YwLzllLzExYjQtNDUwNi04NDc0LWU4MDMxOTE5ZWU2Yg.pdf,http://regnskaber.virk.dk/13684423/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2VlLzViLzk1LzVhNmQtNDc3NC1hN2FiLTJkNDc5ZmVmZjY0Yw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus N,8200.0,1.0,Stjernepladsen,8200 Aarhus N,c/o Herluf Veng Juul,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Herluf Juul Christiansen Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. juli 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018.",2019-01-15,2009-09-07,2019-01-15,Statsautoriseret revisor,-400000.0,-103400.0,herluf80@hotmail.com,,20222670.0,32448631.0,20222670.0,mne24680,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. august 2017 - 31. juli 2018 for Herluf Juul Christiansen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Herluf Veng Juul,Herluf Veng Juul,Danske Bank,Herluf Juul Christiansen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Aarhus,2016-08-01,2017-07-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-07-31,2017-08-01,-799592.0,true,2019-01-15,Aarhus,,urn:ofk:oid:26568183,indberetninger-20180424,2.5116677000000003,32448631.0,AWhVsetnet7j816DxwWP,2019-01-16T08:06:40.730Z,2019-01-16T08:05:46.689Z,regnskab,0.0,,2018-07-31,2017-08-01,X19-AD-82-CK,2019-01-16T08:05:46.852Z,,,,,,,,,,,,,,,,,1643405.0,310544.0,,,
