entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherFinanceExpenses,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,DepreciationOfPropertyPlantAndEquipment
30073495,2017-01-01,2017-01-01,c704,,http://regnskaber.virk.dk/59437003/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzE4LzI4L2QwLzIxYjctNDQ0MS05MWMzLTE1N2QwM2VlMGQ5OA.pdf,http://regnskaber.virk.dk/59437003/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzdjLzhjLzllL2RiMDYtNDNiMS1hZDlkLTdiZjg4MThiYTIwNQ.xml,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,HÃ¸rsholm,2970.0,2.0,Sandbjergvej,"1264, KÃ¸benhavn K","Store Kongensgade, 68",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-06-03,2019-06-03,2006-11-23,2019-06-11,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, administration, lokaler",ck@ck.dk,125000.0,15915641.0,30073495.0,15915641.0,mne25075,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Steen Bundgaard ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sven-Erik Vejlby,Steen Poul Bundgaard,Steen Poul Bundgaard,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Steen Bundgaard ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",HÃ¸rsholm,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-12-31,2018-01-01,2019-06-03,KÃ¸benhavn,+45 33 30 15 15,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27508529,indberetninger-20180424,2.5117178,30073495.0,AWtWVdZ_GQc-fA3G3KVo,2019-06-14T14:14:13.533Z,2019-06-14T14:13:14.150Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-61-MK,2019-06-14T14:13:14.303Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30073495,2017-01-01,2017-01-01,c725,,http://regnskaber.virk.dk/59437003/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzE4LzI4L2QwLzIxYjctNDQ0MS05MWMzLTE1N2QwM2VlMGQ5OA.pdf,http://regnskaber.virk.dk/59437003/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzdjLzhjLzllL2RiMDYtNDNiMS1hZDlkLTdiZjg4MThiYTIwNQ.xml,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,HÃ¸rsholm,2970.0,2.0,Sandbjergvej,"1264, KÃ¸benhavn K","Store Kongensgade, 68",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-06-03,2019-06-03,2006-11-23,2019-06-11,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, administration, lokaler",ck@ck.dk,5053345.0,15915641.0,30073495.0,15915641.0,mne25075,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Steen Bundgaard ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sven-Erik Vejlby,Steen Poul Bundgaard,Steen Poul Bundgaard,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Steen Bundgaard ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",HÃ¸rsholm,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-12-31,2018-01-01,2019-06-03,KÃ¸benhavn,+45 33 30 15 15,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27508529,indberetninger-20180424,2.5117178,30073495.0,AWtWVdZ_GQc-fA3G3KVo,2019-06-14T14:14:13.533Z,2019-06-14T14:13:14.150Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-61-MK,2019-06-14T14:13:14.303Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30073495,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/59437003/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzE4LzI4L2QwLzIxYjctNDQ0MS05MWMzLTE1N2QwM2VlMGQ5OA.pdf,http://regnskaber.virk.dk/59437003/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzdjLzhjLzllL2RiMDYtNDNiMS1hZDlkLTdiZjg4MThiYTIwNQ.xml,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,HÃ¸rsholm,2970.0,2.0,Sandbjergvej,"1264, KÃ¸benhavn K","Store Kongensgade, 68",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-06-03,2019-06-03,2006-11-23,2019-06-11,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, administration, lokaler",ck@ck.dk,,15915641.0,30073495.0,15915641.0,mne25075,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Steen Bundgaard ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sven-Erik Vejlby,Steen Poul Bundgaard,Steen Poul Bundgaard,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Steen Bundgaard ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",HÃ¸rsholm,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-12-31,2018-01-01,2019-06-03,KÃ¸benhavn,+45 33 30 15 15,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27508529,indberetninger-20180424,2.5117178,30073495.0,AWtWVdZ_GQc-fA3G3KVo,2019-06-14T14:14:13.533Z,2019-06-14T14:13:14.150Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-61-MK,2019-06-14T14:13:14.303Z,-275326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30073495,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/59437003/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzE4LzI4L2QwLzIxYjctNDQ0MS05MWMzLTE1N2QwM2VlMGQ5OA.pdf,http://regnskaber.virk.dk/59437003/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzdjLzhjLzllL2RiMDYtNDNiMS1hZDlkLTdiZjg4MThiYTIwNQ.xml,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,HÃ¸rsholm,2970.0,2.0,Sandbjergvej,"1264, KÃ¸benhavn K","Store Kongensgade, 68",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-06-03,2019-06-03,2006-11-23,2019-06-11,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, administration, lokaler",ck@ck.dk,,15915641.0,30073495.0,15915641.0,mne25075,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Steen Bundgaard ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sven-Erik Vejlby,Steen Poul Bundgaard,Steen Poul Bundgaard,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Steen Bundgaard ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",HÃ¸rsholm,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-12-31,2018-01-01,2019-06-03,KÃ¸benhavn,+45 33 30 15 15,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27508529,indberetninger-20180424,2.5117178,30073495.0,AWtWVdZ_GQc-fA3G3KVo,2019-06-14T14:14:13.533Z,2019-06-14T14:13:14.150Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-61-MK,2019-06-14T14:13:14.303Z,-275326.0,227307.0,30941.0,78960.0,78960.0,-275326.0,-196366.0,,,,,,,,,,,,,,,,,,,,,,
30073495,2017-01-01,2017-12-31,c726,,http://regnskaber.virk.dk/59437003/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzE4LzI4L2QwLzIxYjctNDQ0MS05MWMzLTE1N2QwM2VlMGQ5OA.pdf,http://regnskaber.virk.dk/59437003/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzdjLzhjLzllL2RiMDYtNDNiMS1hZDlkLTdiZjg4MThiYTIwNQ.xml,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,HÃ¸rsholm,2970.0,2.0,Sandbjergvej,"1264, KÃ¸benhavn K","Store Kongensgade, 68",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-06-03,2019-06-03,2006-11-23,2019-06-11,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, administration, lokaler",ck@ck.dk,,15915641.0,30073495.0,15915641.0,mne25075,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Steen Bundgaard ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sven-Erik Vejlby,Steen Poul Bundgaard,Steen Poul Bundgaard,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Steen Bundgaard ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",HÃ¸rsholm,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-12-31,2018-01-01,2019-06-03,KÃ¸benhavn,+45 33 30 15 15,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27508529,indberetninger-20180424,2.5117178,30073495.0,AWtWVdZ_GQc-fA3G3KVo,2019-06-14T14:14:13.533Z,2019-06-14T14:13:14.150Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-61-MK,2019-06-14T14:13:14.303Z,-275326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30073495,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/59437003/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzE4LzI4L2QwLzIxYjctNDQ0MS05MWMzLTE1N2QwM2VlMGQ5OA.pdf,http://regnskaber.virk.dk/59437003/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzdjLzhjLzllL2RiMDYtNDNiMS1hZDlkLTdiZjg4MThiYTIwNQ.xml,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,HÃ¸rsholm,2970.0,2.0,Sandbjergvej,"1264, KÃ¸benhavn K","Store Kongensgade, 68",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-06-03,2019-06-03,2006-11-23,2019-06-11,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, administration, lokaler",ck@ck.dk,4903019.0,15915641.0,30073495.0,15915641.0,mne25075,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Steen Bundgaard ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sven-Erik Vejlby,Steen Poul Bundgaard,Steen Poul Bundgaard,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Steen Bundgaard ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",HÃ¸rsholm,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-12-31,2018-01-01,2019-06-03,KÃ¸benhavn,+45 33 30 15 15,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27508529,indberetninger-20180424,2.5117178,30073495.0,AWtWVdZ_GQc-fA3G3KVo,2019-06-14T14:14:13.533Z,2019-06-14T14:13:14.150Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-61-MK,2019-06-14T14:13:14.303Z,,,,,,,,7451623.0,5290.0,125000.0,3121977.0,529520.0,3800126.0,7451623.0,2548604.0,1707000.0,1707000.0,4329646.0,756054.0,3116687.0,4329646.0,4778019.0,919.0,841604.0,3116687.0,84631.0,,,
30073495,2017-12-31,2017-12-31,c706,,http://regnskaber.virk.dk/59437003/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzE4LzI4L2QwLzIxYjctNDQ0MS05MWMzLTE1N2QwM2VlMGQ5OA.pdf,http://regnskaber.virk.dk/59437003/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzdjLzhjLzllL2RiMDYtNDNiMS1hZDlkLTdiZjg4MThiYTIwNQ.xml,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,HÃ¸rsholm,2970.0,2.0,Sandbjergvej,"1264, KÃ¸benhavn K","Store Kongensgade, 68",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-06-03,2019-06-03,2006-11-23,2019-06-11,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, administration, lokaler",ck@ck.dk,125000.0,15915641.0,30073495.0,15915641.0,mne25075,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Steen Bundgaard ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sven-Erik Vejlby,Steen Poul Bundgaard,Steen Poul Bundgaard,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Steen Bundgaard ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",HÃ¸rsholm,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-12-31,2018-01-01,2019-06-03,KÃ¸benhavn,+45 33 30 15 15,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27508529,indberetninger-20180424,2.5117178,30073495.0,AWtWVdZ_GQc-fA3G3KVo,2019-06-14T14:14:13.533Z,2019-06-14T14:13:14.150Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-61-MK,2019-06-14T14:13:14.303Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30073495,2017-12-31,2017-12-31,c727,,http://regnskaber.virk.dk/59437003/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzE4LzI4L2QwLzIxYjctNDQ0MS05MWMzLTE1N2QwM2VlMGQ5OA.pdf,http://regnskaber.virk.dk/59437003/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzdjLzhjLzllL2RiMDYtNDNiMS1hZDlkLTdiZjg4MThiYTIwNQ.xml,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,HÃ¸rsholm,2970.0,2.0,Sandbjergvej,"1264, KÃ¸benhavn K","Store Kongensgade, 68",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-06-03,2019-06-03,2006-11-23,2019-06-11,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, administration, lokaler",ck@ck.dk,4778019.0,15915641.0,30073495.0,15915641.0,mne25075,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Steen Bundgaard ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sven-Erik Vejlby,Steen Poul Bundgaard,Steen Poul Bundgaard,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Steen Bundgaard ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",HÃ¸rsholm,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-12-31,2018-01-01,2019-06-03,KÃ¸benhavn,+45 33 30 15 15,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27508529,indberetninger-20180424,2.5117178,30073495.0,AWtWVdZ_GQc-fA3G3KVo,2019-06-14T14:14:13.533Z,2019-06-14T14:13:14.150Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-61-MK,2019-06-14T14:13:14.303Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30073495,2018-01-01,2018-01-01,c142,,http://regnskaber.virk.dk/59437003/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzE4LzI4L2QwLzIxYjctNDQ0MS05MWMzLTE1N2QwM2VlMGQ5OA.pdf,http://regnskaber.virk.dk/59437003/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzdjLzhjLzllL2RiMDYtNDNiMS1hZDlkLTdiZjg4MThiYTIwNQ.xml,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,HÃ¸rsholm,2970.0,2.0,Sandbjergvej,"1264, KÃ¸benhavn K","Store Kongensgade, 68",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-06-03,2019-06-03,2006-11-23,2019-06-11,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, administration, lokaler",ck@ck.dk,,15915641.0,30073495.0,15915641.0,mne25075,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Steen Bundgaard ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sven-Erik Vejlby,Steen Poul Bundgaard,Steen Poul Bundgaard,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Steen Bundgaard ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",HÃ¸rsholm,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-12-31,2018-01-01,2019-06-03,KÃ¸benhavn,+45 33 30 15 15,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27508529,indberetninger-20180424,2.5117178,30073495.0,AWtWVdZ_GQc-fA3G3KVo,2019-06-14T14:14:13.533Z,2019-06-14T14:13:14.150Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-61-MK,2019-06-14T14:13:14.303Z,,,,,,,,,,,,,,,,,,,,,,,,,,,29788.0,3829914.0,
30073495,2018-01-01,2018-01-01,c157,,http://regnskaber.virk.dk/59437003/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzE4LzI4L2QwLzIxYjctNDQ0MS05MWMzLTE1N2QwM2VlMGQ5OA.pdf,http://regnskaber.virk.dk/59437003/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzdjLzhjLzllL2RiMDYtNDNiMS1hZDlkLTdiZjg4MThiYTIwNQ.xml,Danmark,KÃ¸benhavn K,1264.0,68.0,Store Kongensgade,HÃ¸rsholm,2970.0,2.0,Sandbjergvej,"1264, KÃ¸benhavn K","Store Kongensgade, 68",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-06-03,2019-06-03,2006-11-23,2019-06-11,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, administration, lokaler",ck@ck.dk,,15915641.0,30073495.0,15915641.0,mne25075,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Steen Bundgaard ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sven-Erik Vejlby,Steen Poul Bundgaard,Steen Poul Bundgaard,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",Steen Bundgaard ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",HÃ¸rsholm,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-12-31,2018-01-01,2019-06-03,KÃ¸benhavn,+45 33 30 15 15,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27508529,indberetninger-20180424,2.5117178,30073495.0,AWtWVdZ_GQc-fA3G3KVo,2019-06-14T14:14:13.533Z,2019-06-14T14:13:14.150Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-61-MK,2019-06-14T14:13:14.303Z,,,,,,,,,,,,,,,,,,,,,,,,,,,1109348.0,1638868.0,
