entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
25767799,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2YxL2VjL2JlL2ZiNmUtNDE5Yy04OGU4LTI0YzU2MDJjNjZhNQ.pdf,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI1L2Y0LzcyLzRhZWMtNGQ1Yi1hYzdiLTI3NjA4YzU2YjA5NA.xml,true,"4672, Klippinge",RÃ¥mosevej 11A,Til den daglige ledelse i Larsen Fuel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-09,2018-03-09,2000-11-23,2018-04-18,15735376.0,25767799.0,15735376.0,mne10769,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Larsen Fuel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Jens Aage Larsen,"bp-revision, registrerede revisorer",Nykredit Bank,Larsen Fuel ApS,"bp-revision, registrerede revisorer, godkendt revisionsfirma",Haslev,2016-01-01,2016-12-31,-256484.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-09,Klippinge,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25323076,indberetninger-20180424,2.5097342,25767799.0,AWLX4Y2Gx8uVRSOdfy-A,2018-04-18T08:32:22.632Z,2018-04-18T08:31:43.755Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-22-TU,2018-04-18T08:31:43.916Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25767799,2016-01-01,2016-12-31,ID_8,,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2YxL2VjL2JlL2ZiNmUtNDE5Yy04OGU4LTI0YzU2MDJjNjZhNQ.pdf,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI1L2Y0LzcyLzRhZWMtNGQ1Yi1hYzdiLTI3NjA4YzU2YjA5NA.xml,true,"4672, Klippinge",RÃ¥mosevej 11A,Til den daglige ledelse i Larsen Fuel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-09,2018-03-09,2000-11-23,2018-04-18,15735376.0,25767799.0,15735376.0,mne10769,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Larsen Fuel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Jens Aage Larsen,"bp-revision, registrerede revisorer",Nykredit Bank,Larsen Fuel ApS,"bp-revision, registrerede revisorer, godkendt revisionsfirma",Haslev,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-09,Klippinge,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25323076,indberetninger-20180424,2.5097342,25767799.0,AWLX4Y2Gx8uVRSOdfy-A,2018-04-18T08:32:22.632Z,2018-04-18T08:31:43.755Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-22-TU,2018-04-18T08:31:43.916Z,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25767799,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2YxL2VjL2JlL2ZiNmUtNDE5Yy04OGU4LTI0YzU2MDJjNjZhNQ.pdf,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI1L2Y0LzcyLzRhZWMtNGQ1Yi1hYzdiLTI3NjA4YzU2YjA5NA.xml,true,"4672, Klippinge",RÃ¥mosevej 11A,Til den daglige ledelse i Larsen Fuel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-09,2018-03-09,2000-11-23,2018-04-18,15735376.0,25767799.0,15735376.0,mne10769,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Larsen Fuel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Jens Aage Larsen,"bp-revision, registrerede revisorer",Nykredit Bank,Larsen Fuel ApS,"bp-revision, registrerede revisorer, godkendt revisionsfirma",Haslev,2016-01-01,2016-12-31,256484.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-09,Klippinge,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25323076,indberetninger-20180424,2.5097342,25767799.0,AWLX4Y2Gx8uVRSOdfy-A,2018-04-18T08:32:22.632Z,2018-04-18T08:31:43.755Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-22-TU,2018-04-18T08:31:43.916Z,,80981.0,728296.0,1286852.0,125158.0,352417.0,477575.0,95933.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25767799,2016-12-31,2016-12-31,ID_5,,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2YxL2VjL2JlL2ZiNmUtNDE5Yy04OGU4LTI0YzU2MDJjNjZhNQ.pdf,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI1L2Y0LzcyLzRhZWMtNGQ1Yi1hYzdiLTI3NjA4YzU2YjA5NA.xml,true,"4672, Klippinge",RÃ¥mosevej 11A,Til den daglige ledelse i Larsen Fuel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-09,2018-03-09,2000-11-23,2018-04-18,15735376.0,25767799.0,15735376.0,mne10769,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Larsen Fuel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Jens Aage Larsen,"bp-revision, registrerede revisorer",Nykredit Bank,Larsen Fuel ApS,"bp-revision, registrerede revisorer, godkendt revisionsfirma",Haslev,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-09,Klippinge,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25323076,indberetninger-20180424,2.5097342,25767799.0,AWLX4Y2Gx8uVRSOdfy-A,2018-04-18T08:32:22.632Z,2018-04-18T08:31:43.755Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-22-TU,2018-04-18T08:31:43.916Z,,,,,,,,,6308060.0,585491.0,125000.0,696953.0,1382220.0,53074.0,5400000.0,6308060.0,4598946.0,2381709.0,2381709.0,5611107.0,230964.0,0.0,211107.0,5611107.0,326894.0,326894.0,53074.0,1257220.0,2217237.0,317000.0,1569839.0,53460.0,58388.0,45974.0,58388.0,
25767799,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2YxL2VjL2JlL2ZiNmUtNDE5Yy04OGU4LTI0YzU2MDJjNjZhNQ.pdf,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI1L2Y0LzcyLzRhZWMtNGQ1Yi1hYzdiLTI3NjA4YzU2YjA5NA.xml,true,"4672, Klippinge",RÃ¥mosevej 11A,Til den daglige ledelse i Larsen Fuel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-09,2018-03-09,2000-11-23,2018-04-18,15735376.0,25767799.0,15735376.0,mne10769,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Larsen Fuel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Jens Aage Larsen,"bp-revision, registrerede revisorer",Nykredit Bank,Larsen Fuel ApS,"bp-revision, registrerede revisorer, godkendt revisionsfirma",Haslev,2016-01-01,2016-12-31,198149.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-09,Klippinge,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25323076,indberetninger-20180424,2.5097342,25767799.0,AWLX4Y2Gx8uVRSOdfy-A,2018-04-18T08:32:22.632Z,2018-04-18T08:31:43.755Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-22-TU,2018-04-18T08:31:43.916Z,,42834.0,791961.0,1199446.0,115884.0,248767.0,364651.0,50618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25767799,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2YxL2VjL2JlL2ZiNmUtNDE5Yy04OGU4LTI0YzU2MDJjNjZhNQ.pdf,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI1L2Y0LzcyLzRhZWMtNGQ1Yi1hYzdiLTI3NjA4YzU2YjA5NA.xml,true,"4672, Klippinge",RÃ¥mosevej 11A,Til den daglige ledelse i Larsen Fuel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-09,2018-03-09,2000-11-23,2018-04-18,15735376.0,25767799.0,15735376.0,mne10769,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Larsen Fuel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Jens Aage Larsen,"bp-revision, registrerede revisorer",Nykredit Bank,Larsen Fuel ApS,"bp-revision, registrerede revisorer, godkendt revisionsfirma",Haslev,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-09,Klippinge,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25323076,indberetninger-20180424,2.5097342,25767799.0,AWLX4Y2Gx8uVRSOdfy-A,2018-04-18T08:32:22.632Z,2018-04-18T08:31:43.755Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-22-TU,2018-04-18T08:31:43.916Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25767799,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2YxL2VjL2JlL2ZiNmUtNDE5Yy04OGU4LTI0YzU2MDJjNjZhNQ.pdf,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI1L2Y0LzcyLzRhZWMtNGQ1Yi1hYzdiLTI3NjA4YzU2YjA5NA.xml,true,"4672, Klippinge",RÃ¥mosevej 11A,Til den daglige ledelse i Larsen Fuel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-09,2018-03-09,2000-11-23,2018-04-18,15735376.0,25767799.0,15735376.0,mne10769,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Larsen Fuel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Jens Aage Larsen,"bp-revision, registrerede revisorer",Nykredit Bank,Larsen Fuel ApS,"bp-revision, registrerede revisorer, godkendt revisionsfirma",Haslev,2016-01-01,2016-12-31,-198149.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-09,Klippinge,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25323076,indberetninger-20180424,2.5097342,25767799.0,AWLX4Y2Gx8uVRSOdfy-A,2018-04-18T08:32:22.632Z,2018-04-18T08:31:43.755Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-22-TU,2018-04-18T08:31:43.916Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25767799,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2YxL2VjL2JlL2ZiNmUtNDE5Yy04OGU4LTI0YzU2MDJjNjZhNQ.pdf,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI1L2Y0LzcyLzRhZWMtNGQ1Yi1hYzdiLTI3NjA4YzU2YjA5NA.xml,true,"4672, Klippinge",RÃ¥mosevej 11A,Til den daglige ledelse i Larsen Fuel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-09,2018-03-09,2000-11-23,2018-04-18,15735376.0,25767799.0,15735376.0,mne10769,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Larsen Fuel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Jens Aage Larsen,"bp-revision, registrerede revisorer",Nykredit Bank,Larsen Fuel ApS,"bp-revision, registrerede revisorer, godkendt revisionsfirma",Haslev,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-09,Klippinge,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25323076,indberetninger-20180424,2.5097342,25767799.0,AWLX4Y2Gx8uVRSOdfy-A,2018-04-18T08:32:22.632Z,2018-04-18T08:31:43.755Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-22-TU,2018-04-18T08:31:43.916Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25767799,2017-01-01,2017-12-31,ID_3,,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2YxL2VjL2JlL2ZiNmUtNDE5Yy04OGU4LTI0YzU2MDJjNjZhNQ.pdf,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI1L2Y0LzcyLzRhZWMtNGQ1Yi1hYzdiLTI3NjA4YzU2YjA5NA.xml,true,"4672, Klippinge",RÃ¥mosevej 11A,Til den daglige ledelse i Larsen Fuel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-09,2018-03-09,2000-11-23,2018-04-18,15735376.0,25767799.0,15735376.0,mne10769,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Larsen Fuel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Jens Aage Larsen,"bp-revision, registrerede revisorer",Nykredit Bank,Larsen Fuel ApS,"bp-revision, registrerede revisorer, godkendt revisionsfirma",Haslev,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-09,Klippinge,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25323076,indberetninger-20180424,2.5097342,25767799.0,AWLX4Y2Gx8uVRSOdfy-A,2018-04-18T08:32:22.632Z,2018-04-18T08:31:43.755Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-22-TU,2018-04-18T08:31:43.916Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Aage Larsen
25767799,2017-01-01,2017-12-31,ID_4,,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzhkL2YxL2VjL2JlL2ZiNmUtNDE5Yy04OGU4LTI0YzU2MDJjNjZhNQ.pdf,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI1L2Y0LzcyLzRhZWMtNGQ1Yi1hYzdiLTI3NjA4YzU2YjA5NA.xml,true,"4672, Klippinge",RÃ¥mosevej 11A,Til den daglige ledelse i Larsen Fuel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-09,2018-03-09,2000-11-23,2018-04-18,15735376.0,25767799.0,15735376.0,mne10769,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Larsen Fuel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Jens Aage Larsen,"bp-revision, registrerede revisorer",Nykredit Bank,Larsen Fuel ApS,"bp-revision, registrerede revisorer, godkendt revisionsfirma",Haslev,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-09,Klippinge,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25323076,indberetninger-20180424,2.5097342,25767799.0,AWLX4Y2Gx8uVRSOdfy-A,2018-04-18T08:32:22.632Z,2018-04-18T08:31:43.755Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-22-TU,2018-04-18T08:31:43.916Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
