entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,PlantAndMachinery,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
25767799,2014-01-01,2014-12-31,ID_11,,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzJkLzM3LzY2L2VlNTEtNGRkMy05YTU0LWVhNWFmYjBmMGQ0Ng.pdf,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzk1LzhhL2RmLzUxNTYtNGQyNC1iZGJmLTE3N2U3MjJiZjZkYQ.xml,"4672, Klippinge",RÃ¥mosevej 11 A,Til kapitalejerne i Larsen Fuel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-05-12,2000-11-23,2016-05-18,25767799.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Larsen Fuel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Aage Larsen,Nykredit Bank,Larsen Fuel ApS,"bp-revision, registreret revisorer FSR - danske revisorer","Haslev, den 12-05-2016",2014-01-01,2014-12-31,-893084.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-12,Klippinge,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22386767,indberetninger-20180424,2.5118535,25767799.0,,2018-03-28T21:49:26.951Z,2016-05-19T07:32:28.988Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-18-YX,2016-05-19T07:32:29.128Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25767799,2014-01-01,2014-12-31,ID_13,,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzJkLzM3LzY2L2VlNTEtNGRkMy05YTU0LWVhNWFmYjBmMGQ0Ng.pdf,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzk1LzhhL2RmLzUxNTYtNGQyNC1iZGJmLTE3N2U3MjJiZjZkYQ.xml,"4672, Klippinge",RÃ¥mosevej 11 A,Til kapitalejerne i Larsen Fuel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-05-12,2000-11-23,2016-05-18,25767799.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Larsen Fuel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Aage Larsen,Nykredit Bank,Larsen Fuel ApS,"bp-revision, registreret revisorer FSR - danske revisorer","Haslev, den 12-05-2016",2014-01-01,2014-12-31,-893084.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-12,Klippinge,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22386767,indberetninger-20180424,2.5118535,25767799.0,,2018-03-28T21:49:26.951Z,2016-05-19T07:32:28.988Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-18-YX,2016-05-19T07:32:29.128Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25767799,2014-01-01,2014-12-31,ID_9,,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzJkLzM3LzY2L2VlNTEtNGRkMy05YTU0LWVhNWFmYjBmMGQ0Ng.pdf,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzk1LzhhL2RmLzUxNTYtNGQyNC1iZGJmLTE3N2U3MjJiZjZkYQ.xml,"4672, Klippinge",RÃ¥mosevej 11 A,Til kapitalejerne i Larsen Fuel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-05-12,2000-11-23,2016-05-18,25767799.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Larsen Fuel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Aage Larsen,Nykredit Bank,Larsen Fuel ApS,"bp-revision, registreret revisorer FSR - danske revisorer","Haslev, den 12-05-2016",2014-01-01,2014-12-31,893084.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-12,Klippinge,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22386767,indberetninger-20180424,2.5118535,25767799.0,,2018-03-28T21:49:26.951Z,2016-05-19T07:32:28.988Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-18-YX,2016-05-19T07:32:29.128Z,256304.0,722639.0,1410732.0,244592.0,48312.0,235509.0,431789.0,-657575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25767799,2014-12-31,2014-12-31,ID_15,,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzJkLzM3LzY2L2VlNTEtNGRkMy05YTU0LWVhNWFmYjBmMGQ0Ng.pdf,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzk1LzhhL2RmLzUxNTYtNGQyNC1iZGJmLTE3N2U3MjJiZjZkYQ.xml,"4672, Klippinge",RÃ¥mosevej 11 A,Til kapitalejerne i Larsen Fuel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-05-12,2000-11-23,2016-05-18,25767799.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Larsen Fuel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Aage Larsen,Nykredit Bank,Larsen Fuel ApS,"bp-revision, registreret revisorer FSR - danske revisorer","Haslev, den 12-05-2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-12,Klippinge,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22386767,indberetninger-20180424,2.5118535,25767799.0,,2018-03-28T21:49:26.951Z,2016-05-19T07:32:28.988Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-18-YX,2016-05-19T07:32:29.128Z,,,,,,,,,6623765.0,720496.0,125000.0,1000715.0,11490.0,1019409.0,154247.0,5555363.0,6623765.0,5323821.0,2995472.0,2995472.0,154247.0,5623050.0,250441.0,67687.0,5623050.0,280535.0,280535.0,894409.0,2328349.0,230000.0,1770337.0,10483.0,125972.0,2733.0,33639.0,33449.0,111749.0,
25767799,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzJkLzM3LzY2L2VlNTEtNGRkMy05YTU0LWVhNWFmYjBmMGQ0Ng.pdf,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzk1LzhhL2RmLzUxNTYtNGQyNC1iZGJmLTE3N2U3MjJiZjZkYQ.xml,"4672, Klippinge",RÃ¥mosevej 11 A,Til kapitalejerne i Larsen Fuel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-05-12,2000-11-23,2016-05-18,25767799.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Larsen Fuel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Aage Larsen,Nykredit Bank,Larsen Fuel ApS,"bp-revision, registreret revisorer FSR - danske revisorer","Haslev, den 12-05-2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-12,Klippinge,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22386767,indberetninger-20180424,2.5118535,25767799.0,,2018-03-28T21:49:26.951Z,2016-05-19T07:32:28.988Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-18-YX,2016-05-19T07:32:29.128Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25767799,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzJkLzM3LzY2L2VlNTEtNGRkMy05YTU0LWVhNWFmYjBmMGQ0Ng.pdf,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzk1LzhhL2RmLzUxNTYtNGQyNC1iZGJmLTE3N2U3MjJiZjZkYQ.xml,"4672, Klippinge",RÃ¥mosevej 11 A,Til kapitalejerne i Larsen Fuel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-05-12,2000-11-23,2016-05-18,25767799.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Larsen Fuel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Aage Larsen,Nykredit Bank,Larsen Fuel ApS,"bp-revision, registreret revisorer FSR - danske revisorer","Haslev, den 12-05-2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-12,Klippinge,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22386767,indberetninger-20180424,2.5118535,25767799.0,,2018-03-28T21:49:26.951Z,2016-05-19T07:32:28.988Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-18-YX,2016-05-19T07:32:29.128Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25767799,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzJkLzM3LzY2L2VlNTEtNGRkMy05YTU0LWVhNWFmYjBmMGQ0Ng.pdf,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzk1LzhhL2RmLzUxNTYtNGQyNC1iZGJmLTE3N2U3MjJiZjZkYQ.xml,"4672, Klippinge",RÃ¥mosevej 11 A,Til kapitalejerne i Larsen Fuel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-05-12,2000-11-23,2016-05-18,25767799.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Larsen Fuel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Aage Larsen,Nykredit Bank,Larsen Fuel ApS,"bp-revision, registreret revisorer FSR - danske revisorer","Haslev, den 12-05-2016",2014-01-01,2014-12-31,-44403.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-12,Klippinge,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22386767,indberetninger-20180424,2.5118535,25767799.0,,2018-03-28T21:49:26.951Z,2016-05-19T07:32:28.988Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-18-YX,2016-05-19T07:32:29.128Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25767799,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzJkLzM3LzY2L2VlNTEtNGRkMy05YTU0LWVhNWFmYjBmMGQ0Ng.pdf,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzk1LzhhL2RmLzUxNTYtNGQyNC1iZGJmLTE3N2U3MjJiZjZkYQ.xml,"4672, Klippinge",RÃ¥mosevej 11 A,Til kapitalejerne i Larsen Fuel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-05-12,2000-11-23,2016-05-18,25767799.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Larsen Fuel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Aage Larsen,Nykredit Bank,Larsen Fuel ApS,"bp-revision, registreret revisorer FSR - danske revisorer","Haslev, den 12-05-2016",2014-01-01,2014-12-31,-44403.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-12,Klippinge,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22386767,indberetninger-20180424,2.5118535,25767799.0,,2018-03-28T21:49:26.951Z,2016-05-19T07:32:28.988Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-18-YX,2016-05-19T07:32:29.128Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25767799,2015-01-01,2015-12-31,ID_16,,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzJkLzM3LzY2L2VlNTEtNGRkMy05YTU0LWVhNWFmYjBmMGQ0Ng.pdf,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzk1LzhhL2RmLzUxNTYtNGQyNC1iZGJmLTE3N2U3MjJiZjZkYQ.xml,"4672, Klippinge",RÃ¥mosevej 11 A,Til kapitalejerne i Larsen Fuel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-05-12,2000-11-23,2016-05-18,25767799.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Larsen Fuel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Aage Larsen,Nykredit Bank,Larsen Fuel ApS,"bp-revision, registreret revisorer FSR - danske revisorer","Haslev, den 12-05-2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-12,Klippinge,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22386767,indberetninger-20180424,2.5118535,25767799.0,,2018-03-28T21:49:26.951Z,2016-05-19T07:32:28.988Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-18-YX,2016-05-19T07:32:29.128Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25767799,2015-01-01,2015-12-31,ID_17,,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzJkLzM3LzY2L2VlNTEtNGRkMy05YTU0LWVhNWFmYjBmMGQ0Ng.pdf,http://regnskaber.virk.dk/99776752/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzk1LzhhL2RmLzUxNTYtNGQyNC1iZGJmLTE3N2U3MjJiZjZkYQ.xml,"4672, Klippinge",RÃ¥mosevej 11 A,Til kapitalejerne i Larsen Fuel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-05-12,2000-11-23,2016-05-18,25767799.0,15735376.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Larsen Fuel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Aage Larsen,Nykredit Bank,Larsen Fuel ApS,"bp-revision, registreret revisorer FSR - danske revisorer","Haslev, den 12-05-2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-12,Klippinge,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22386767,indberetninger-20180424,2.5118535,25767799.0,,2018-03-28T21:49:26.951Z,2016-05-19T07:32:28.988Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-18-YX,2016-05-19T07:32:29.128Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
