entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermReceivables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables
32092772,2016-07-01,2017-06-30,c2,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzUwLzljL2VlLzU5ZDEtNGE5MS1iNWJhLWZhMTEzYmJhODBiOA.xhtml,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2I1Lzc3L2JmL2RjODYtNDY2ZS04YTAyLWVkZmRlNWNjNjU5MQ.pdf,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzQxLzFjL2M0LzAwYzAtNGEzMi04Mzk1LWQyYmYwNDYyNmE3NQ.xml,true,Aalborg,9000.0,Storvorde,9280.0,25.0,VandvÃ¦rksvej,9280 Storvorde,Doravej 9,Regnskabsklasse B,2018-12-07,2018-12-07,-7795.0,32092772.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Toldbod,Jacob ElstrÃ¸m Toldbod,Handelsbanken,J.P. HOLDING AF 2009 ApS,Anja Nielsen,84185.0,Storvorde,2016-07-01,2017-06-30,76390.0,76390.0,-7795.0,2018-06-30,2017-07-01,false,false,Ja,0.0,false,false,Ingen bistand,urn:ofk:oid:26441697,indberetninger-20180424,2.5953624,32092772.0,AWeYqes-et7j816DxXbg,2018-12-10T15:09:07.393Z,2018-12-10T15:08:49.014Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-71-LA,2018-12-10T15:08:49.269Z,,,,,,,,,,,,,,,,,
32092772,2016-07-01,2017-06-30,c4,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzUwLzljL2VlLzU5ZDEtNGE5MS1iNWJhLWZhMTEzYmJhODBiOA.xhtml,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2I1Lzc3L2JmL2RjODYtNDY2ZS04YTAyLWVkZmRlNWNjNjU5MQ.pdf,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzQxLzFjL2M0LzAwYzAtNGEzMi04Mzk1LWQyYmYwNDYyNmE3NQ.xml,true,Aalborg,9000.0,Storvorde,9280.0,25.0,VandvÃ¦rksvej,9280 Storvorde,Doravej 9,Regnskabsklasse B,2018-12-07,2018-12-07,,32092772.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Toldbod,Jacob ElstrÃ¸m Toldbod,Handelsbanken,J.P. HOLDING AF 2009 ApS,Anja Nielsen,,Storvorde,2016-07-01,2017-06-30,84185.0,,,2018-06-30,2017-07-01,false,false,Ja,,false,false,Ingen bistand,urn:ofk:oid:26441697,indberetninger-20180424,2.5953624,32092772.0,AWeYqes-et7j816DxXbg,2018-12-10T15:09:07.393Z,2018-12-10T15:08:49.014Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-71-LA,2018-12-10T15:08:49.269Z,,,,,,,,,,,,,,,,,
32092772,2016-07-01,2017-06-30,c6,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzUwLzljL2VlLzU5ZDEtNGE5MS1iNWJhLWZhMTEzYmJhODBiOA.xhtml,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2I1Lzc3L2JmL2RjODYtNDY2ZS04YTAyLWVkZmRlNWNjNjU5MQ.pdf,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzQxLzFjL2M0LzAwYzAtNGEzMi04Mzk1LWQyYmYwNDYyNmE3NQ.xml,true,Aalborg,9000.0,Storvorde,9280.0,25.0,VandvÃ¦rksvej,9280 Storvorde,Doravej 9,Regnskabsklasse B,2018-12-07,2018-12-07,,32092772.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Toldbod,Jacob ElstrÃ¸m Toldbod,Handelsbanken,J.P. HOLDING AF 2009 ApS,Anja Nielsen,,Storvorde,2016-07-01,2017-06-30,-7795.0,,,2018-06-30,2017-07-01,false,false,Ja,,false,false,Ingen bistand,urn:ofk:oid:26441697,indberetninger-20180424,2.5953624,32092772.0,AWeYqes-et7j816DxXbg,2018-12-10T15:09:07.393Z,2018-12-10T15:08:49.014Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-71-LA,2018-12-10T15:08:49.269Z,,,,,,,,,,,,,,,,,
32092772,2017-06-30,2017-06-30,c8,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzUwLzljL2VlLzU5ZDEtNGE5MS1iNWJhLWZhMTEzYmJhODBiOA.xhtml,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2I1Lzc3L2JmL2RjODYtNDY2ZS04YTAyLWVkZmRlNWNjNjU5MQ.pdf,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzQxLzFjL2M0LzAwYzAtNGEzMi04Mzk1LWQyYmYwNDYyNmE3NQ.xml,true,Aalborg,9000.0,Storvorde,9280.0,25.0,VandvÃ¦rksvej,9280 Storvorde,Doravej 9,Regnskabsklasse B,2018-12-07,2018-12-07,,32092772.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Toldbod,Jacob ElstrÃ¸m Toldbod,Handelsbanken,J.P. HOLDING AF 2009 ApS,Anja Nielsen,,Storvorde,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,Ja,,false,false,Ingen bistand,urn:ofk:oid:26441697,indberetninger-20180424,2.5953624,32092772.0,AWeYqes-et7j816DxXbg,2018-12-10T15:09:07.393Z,2018-12-10T15:08:49.014Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-71-LA,2018-12-10T15:08:49.269Z,2290394.0,1636.0,125000.0,165033.0,1955178.0,2290394.0,335216.0,2125361.0,2125361.0,2125361.0,163397.0,1870361.0,-40183.0,335216.0,316841.0,163397.0,18375.0
32092772,2017-07-01,2017-07-01,c10,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzUwLzljL2VlLzU5ZDEtNGE5MS1iNWJhLWZhMTEzYmJhODBiOA.xhtml,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2I1Lzc3L2JmL2RjODYtNDY2ZS04YTAyLWVkZmRlNWNjNjU5MQ.pdf,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzQxLzFjL2M0LzAwYzAtNGEzMi04Mzk1LWQyYmYwNDYyNmE3NQ.xml,true,Aalborg,9000.0,Storvorde,9280.0,25.0,VandvÃ¦rksvej,9280 Storvorde,Doravej 9,Regnskabsklasse B,2018-12-07,2018-12-07,,32092772.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Toldbod,Jacob ElstrÃ¸m Toldbod,Handelsbanken,J.P. HOLDING AF 2009 ApS,Anja Nielsen,,Storvorde,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,Ja,,false,false,Ingen bistand,urn:ofk:oid:26441697,indberetninger-20180424,2.5953624,32092772.0,AWeYqes-et7j816DxXbg,2018-12-10T15:09:07.393Z,2018-12-10T15:08:49.014Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-71-LA,2018-12-10T15:08:49.269Z,,,,,1870361.0,,,,,,,,,,,,
32092772,2017-07-01,2017-07-01,c11,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzUwLzljL2VlLzU5ZDEtNGE5MS1iNWJhLWZhMTEzYmJhODBiOA.xhtml,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2I1Lzc3L2JmL2RjODYtNDY2ZS04YTAyLWVkZmRlNWNjNjU5MQ.pdf,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzQxLzFjL2M0LzAwYzAtNGEzMi04Mzk1LWQyYmYwNDYyNmE3NQ.xml,true,Aalborg,9000.0,Storvorde,9280.0,25.0,VandvÃ¦rksvej,9280 Storvorde,Doravej 9,Regnskabsklasse B,2018-12-07,2018-12-07,,32092772.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Toldbod,Jacob ElstrÃ¸m Toldbod,Handelsbanken,J.P. HOLDING AF 2009 ApS,Anja Nielsen,,Storvorde,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,Ja,,false,false,Ingen bistand,urn:ofk:oid:26441697,indberetninger-20180424,2.5953624,32092772.0,AWeYqes-et7j816DxXbg,2018-12-10T15:09:07.393Z,2018-12-10T15:08:49.014Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-71-LA,2018-12-10T15:08:49.269Z,,,,,-40183.0,,,,,,,,,,,,
32092772,2017-07-01,2017-07-01,c12,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzUwLzljL2VlLzU5ZDEtNGE5MS1iNWJhLWZhMTEzYmJhODBiOA.xhtml,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2I1Lzc3L2JmL2RjODYtNDY2ZS04YTAyLWVkZmRlNWNjNjU5MQ.pdf,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzQxLzFjL2M0LzAwYzAtNGEzMi04Mzk1LWQyYmYwNDYyNmE3NQ.xml,true,Aalborg,9000.0,Storvorde,9280.0,25.0,VandvÃ¦rksvej,9280 Storvorde,Doravej 9,Regnskabsklasse B,2018-12-07,2018-12-07,,32092772.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Toldbod,Jacob ElstrÃ¸m Toldbod,Handelsbanken,J.P. HOLDING AF 2009 ApS,Anja Nielsen,,Storvorde,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,Ja,,false,false,Ingen bistand,urn:ofk:oid:26441697,indberetninger-20180424,2.5953624,32092772.0,AWeYqes-et7j816DxXbg,2018-12-10T15:09:07.393Z,2018-12-10T15:08:49.014Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-71-LA,2018-12-10T15:08:49.269Z,,,,,1955178.0,,,,,,,,,,,,
32092772,2017-07-01,2017-07-01,c9,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzUwLzljL2VlLzU5ZDEtNGE5MS1iNWJhLWZhMTEzYmJhODBiOA.xhtml,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2I1Lzc3L2JmL2RjODYtNDY2ZS04YTAyLWVkZmRlNWNjNjU5MQ.pdf,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzQxLzFjL2M0LzAwYzAtNGEzMi04Mzk1LWQyYmYwNDYyNmE3NQ.xml,true,Aalborg,9000.0,Storvorde,9280.0,25.0,VandvÃ¦rksvej,9280 Storvorde,Doravej 9,Regnskabsklasse B,2018-12-07,2018-12-07,,32092772.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Toldbod,Jacob ElstrÃ¸m Toldbod,Handelsbanken,J.P. HOLDING AF 2009 ApS,Anja Nielsen,,Storvorde,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,Ja,,false,false,Ingen bistand,urn:ofk:oid:26441697,indberetninger-20180424,2.5953624,32092772.0,AWeYqes-et7j816DxXbg,2018-12-10T15:09:07.393Z,2018-12-10T15:08:49.014Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-71-LA,2018-12-10T15:08:49.269Z,,,,,125000.0,,,,,,,,,,,,
32092772,2017-07-01,2018-06-30,c0,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzUwLzljL2VlLzU5ZDEtNGE5MS1iNWJhLWZhMTEzYmJhODBiOA.xhtml,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2I1Lzc3L2JmL2RjODYtNDY2ZS04YTAyLWVkZmRlNWNjNjU5MQ.pdf,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzQxLzFjL2M0LzAwYzAtNGEzMi04Mzk1LWQyYmYwNDYyNmE3NQ.xml,true,Aalborg,9000.0,Storvorde,9280.0,25.0,VandvÃ¦rksvej,9280 Storvorde,Doravej 9,Regnskabsklasse B,2018-12-07,2018-12-07,-5121.0,32092772.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Toldbod,Jacob ElstrÃ¸m Toldbod,Handelsbanken,J.P. HOLDING AF 2009 ApS,Anja Nielsen,199144.0,Storvorde,2016-07-01,2017-06-30,193909.0,194023.0,-5121.0,2018-06-30,2017-07-01,false,false,Ja,114.0,false,false,Ingen bistand,urn:ofk:oid:26441697,indberetninger-20180424,2.5953624,32092772.0,AWeYqes-et7j816DxXbg,2018-12-10T15:09:07.393Z,2018-12-10T15:08:49.014Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-71-LA,2018-12-10T15:08:49.269Z,,,,,,,,,,,,,,,,,
32092772,2017-07-01,2018-06-30,c1,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzUwLzljL2VlLzU5ZDEtNGE5MS1iNWJhLWZhMTEzYmJhODBiOA.xhtml,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2I1Lzc3L2JmL2RjODYtNDY2ZS04YTAyLWVkZmRlNWNjNjU5MQ.pdf,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzQxLzFjL2M0LzAwYzAtNGEzMi04Mzk1LWQyYmYwNDYyNmE3NQ.xml,true,Aalborg,9000.0,Storvorde,9280.0,25.0,VandvÃ¦rksvej,9280 Storvorde,Doravej 9,Regnskabsklasse B,2018-12-07,2018-12-07,,32092772.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Toldbod,Jacob ElstrÃ¸m Toldbod,Handelsbanken,J.P. HOLDING AF 2009 ApS,Anja Nielsen,,Storvorde,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,Ja,,false,false,Ingen bistand,urn:ofk:oid:26441697,indberetninger-20180424,2.5953624,32092772.0,AWeYqes-et7j816DxXbg,2018-12-10T15:09:07.393Z,2018-12-10T15:08:49.014Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-71-LA,2018-12-10T15:08:49.269Z,,,,,,,,,,,,,,,,,
