entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,InformationOnAuditorsFees,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermReceivables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables
32092772,2015-07-01,2016-06-30,c3,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzA1L2IzLzhlL2QyNDItNDY4Zi1hZmIzLWYyZmE4YjE4OGVlMQ.xhtml,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2FhL2E4L2E3L2NlNmQtNDM2MS1iZmQ2LTM4ODQ3NDdiYmIyZQ.pdf,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2RhL2ViLzRjL2ZkNmItNGMxNC1iM2E0LWU0ODA1ZDc3ZjVkZg.xml,true,Aalborg,9000.0,Storvorde,9280.0,25.0,VandvÃ¦rksvej,9280 Storvorde,TofthÃ¸jvej 11B,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-11-30,2017-12-04,Registreret Revisor,-4920.0,76647518.0,32092772.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Det samlede revisionshonorar udgÃ¸r 7.375,-</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Jacob Toldbod,Jacob ElstrÃ¸m Toldbod,Revisionsanpartsselskabet Erling G. Jensen,Handelsbanken,J.P. HOLDING AF 2009 ApS,Anja Nielsen,783420.0,Storvorde,2015-07-01,2016-06-30,778500.0,778500.0,-4920.0,2017-06-30,2016-07-01,false,false,2017-11-30,Storvorde,Ja,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24796537,indberetninger-20180424,2.5955422,32092772.0,,2018-03-28T01:10:31.797Z,2017-12-06T08:37:11.709Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-18-TU,2017-12-06T08:37:12.132Z,,,,,,,,,,,,,,,,,
32092772,2015-07-01,2016-06-30,c5,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzA1L2IzLzhlL2QyNDItNDY4Zi1hZmIzLWYyZmE4YjE4OGVlMQ.xhtml,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2FhL2E4L2E3L2NlNmQtNDM2MS1iZmQ2LTM4ODQ3NDdiYmIyZQ.pdf,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2RhL2ViLzRjL2ZkNmItNGMxNC1iM2E0LWU0ODA1ZDc3ZjVkZg.xml,true,Aalborg,9000.0,Storvorde,9280.0,25.0,VandvÃ¦rksvej,9280 Storvorde,TofthÃ¸jvej 11B,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-11-30,2017-12-04,Registreret Revisor,,76647518.0,32092772.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Det samlede revisionshonorar udgÃ¸r 7.375,-</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Jacob Toldbod,Jacob ElstrÃ¸m Toldbod,Revisionsanpartsselskabet Erling G. Jensen,Handelsbanken,J.P. HOLDING AF 2009 ApS,Anja Nielsen,,Storvorde,2015-07-01,2016-06-30,783420.0,,,2017-06-30,2016-07-01,false,false,2017-11-30,Storvorde,Ja,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24796537,indberetninger-20180424,2.5955422,32092772.0,,2018-03-28T01:10:31.797Z,2017-12-06T08:37:11.709Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-18-TU,2017-12-06T08:37:12.132Z,,,,,,,,,,,,,,,,,
32092772,2015-07-01,2016-06-30,c7,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzA1L2IzLzhlL2QyNDItNDY4Zi1hZmIzLWYyZmE4YjE4OGVlMQ.xhtml,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2FhL2E4L2E3L2NlNmQtNDM2MS1iZmQ2LTM4ODQ3NDdiYmIyZQ.pdf,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2RhL2ViLzRjL2ZkNmItNGMxNC1iM2E0LWU0ODA1ZDc3ZjVkZg.xml,true,Aalborg,9000.0,Storvorde,9280.0,25.0,VandvÃ¦rksvej,9280 Storvorde,TofthÃ¸jvej 11B,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-11-30,2017-12-04,Registreret Revisor,,76647518.0,32092772.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Det samlede revisionshonorar udgÃ¸r 7.375,-</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Jacob Toldbod,Jacob ElstrÃ¸m Toldbod,Revisionsanpartsselskabet Erling G. Jensen,Handelsbanken,J.P. HOLDING AF 2009 ApS,Anja Nielsen,,Storvorde,2015-07-01,2016-06-30,-4920.0,,,2017-06-30,2016-07-01,false,false,2017-11-30,Storvorde,Ja,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24796537,indberetninger-20180424,2.5955422,32092772.0,,2018-03-28T01:10:31.797Z,2017-12-06T08:37:11.709Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-18-TU,2017-12-06T08:37:12.132Z,,,,,,,,,,,,,,,,,
32092772,2016-06-30,2016-06-30,c9,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzA1L2IzLzhlL2QyNDItNDY4Zi1hZmIzLWYyZmE4YjE4OGVlMQ.xhtml,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2FhL2E4L2E3L2NlNmQtNDM2MS1iZmQ2LTM4ODQ3NDdiYmIyZQ.pdf,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2RhL2ViLzRjL2ZkNmItNGMxNC1iM2E0LWU0ODA1ZDc3ZjVkZg.xml,true,Aalborg,9000.0,Storvorde,9280.0,25.0,VandvÃ¦rksvej,9280 Storvorde,TofthÃ¸jvej 11B,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-11-30,2017-12-04,Registreret Revisor,,76647518.0,32092772.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Det samlede revisionshonorar udgÃ¸r 7.375,-</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Jacob Toldbod,Jacob ElstrÃ¸m Toldbod,Revisionsanpartsselskabet Erling G. Jensen,Handelsbanken,J.P. HOLDING AF 2009 ApS,Anja Nielsen,,Storvorde,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-11-30,Storvorde,Ja,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24796537,indberetninger-20180424,2.5955422,32092772.0,,2018-03-28T01:10:31.797Z,2017-12-06T08:37:11.709Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-18-TU,2017-12-06T08:37:12.132Z,2073232.0,32056.0,125000.0,32056.0,1878788.0,2073232.0,194444.0,2041176.0,2041176.0,2041176.0,0.0,1786176.0,-32388.0,194444.0,80000.0,0.0,114444.0
32092772,2016-07-01,2016-07-01,c10,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzA1L2IzLzhlL2QyNDItNDY4Zi1hZmIzLWYyZmE4YjE4OGVlMQ.xhtml,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2FhL2E4L2E3L2NlNmQtNDM2MS1iZmQ2LTM4ODQ3NDdiYmIyZQ.pdf,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2RhL2ViLzRjL2ZkNmItNGMxNC1iM2E0LWU0ODA1ZDc3ZjVkZg.xml,true,Aalborg,9000.0,Storvorde,9280.0,25.0,VandvÃ¦rksvej,9280 Storvorde,TofthÃ¸jvej 11B,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-11-30,2017-12-04,Registreret Revisor,,76647518.0,32092772.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Det samlede revisionshonorar udgÃ¸r 7.375,-</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Jacob Toldbod,Jacob ElstrÃ¸m Toldbod,Revisionsanpartsselskabet Erling G. Jensen,Handelsbanken,J.P. HOLDING AF 2009 ApS,Anja Nielsen,,Storvorde,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-11-30,Storvorde,Ja,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24796537,indberetninger-20180424,2.5955422,32092772.0,,2018-03-28T01:10:31.797Z,2017-12-06T08:37:11.709Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-18-TU,2017-12-06T08:37:12.132Z,,,,,125000.0,,,,,,,,,,,,
32092772,2016-07-01,2016-07-01,c11,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzA1L2IzLzhlL2QyNDItNDY4Zi1hZmIzLWYyZmE4YjE4OGVlMQ.xhtml,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2FhL2E4L2E3L2NlNmQtNDM2MS1iZmQ2LTM4ODQ3NDdiYmIyZQ.pdf,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2RhL2ViLzRjL2ZkNmItNGMxNC1iM2E0LWU0ODA1ZDc3ZjVkZg.xml,true,Aalborg,9000.0,Storvorde,9280.0,25.0,VandvÃ¦rksvej,9280 Storvorde,TofthÃ¸jvej 11B,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-11-30,2017-12-04,Registreret Revisor,,76647518.0,32092772.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Det samlede revisionshonorar udgÃ¸r 7.375,-</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Jacob Toldbod,Jacob ElstrÃ¸m Toldbod,Revisionsanpartsselskabet Erling G. Jensen,Handelsbanken,J.P. HOLDING AF 2009 ApS,Anja Nielsen,,Storvorde,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-11-30,Storvorde,Ja,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24796537,indberetninger-20180424,2.5955422,32092772.0,,2018-03-28T01:10:31.797Z,2017-12-06T08:37:11.709Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-18-TU,2017-12-06T08:37:12.132Z,,,,,1786176.0,,,,,,,,,,,,
32092772,2016-07-01,2016-07-01,c12,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzA1L2IzLzhlL2QyNDItNDY4Zi1hZmIzLWYyZmE4YjE4OGVlMQ.xhtml,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2FhL2E4L2E3L2NlNmQtNDM2MS1iZmQ2LTM4ODQ3NDdiYmIyZQ.pdf,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2RhL2ViLzRjL2ZkNmItNGMxNC1iM2E0LWU0ODA1ZDc3ZjVkZg.xml,true,Aalborg,9000.0,Storvorde,9280.0,25.0,VandvÃ¦rksvej,9280 Storvorde,TofthÃ¸jvej 11B,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-11-30,2017-12-04,Registreret Revisor,,76647518.0,32092772.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Det samlede revisionshonorar udgÃ¸r 7.375,-</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Jacob Toldbod,Jacob ElstrÃ¸m Toldbod,Revisionsanpartsselskabet Erling G. Jensen,Handelsbanken,J.P. HOLDING AF 2009 ApS,Anja Nielsen,,Storvorde,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-11-30,Storvorde,Ja,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24796537,indberetninger-20180424,2.5955422,32092772.0,,2018-03-28T01:10:31.797Z,2017-12-06T08:37:11.709Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-18-TU,2017-12-06T08:37:12.132Z,,,,,-32388.0,,,,,,,,,,,,
32092772,2016-07-01,2016-07-01,c13,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzA1L2IzLzhlL2QyNDItNDY4Zi1hZmIzLWYyZmE4YjE4OGVlMQ.xhtml,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2FhL2E4L2E3L2NlNmQtNDM2MS1iZmQ2LTM4ODQ3NDdiYmIyZQ.pdf,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2RhL2ViLzRjL2ZkNmItNGMxNC1iM2E0LWU0ODA1ZDc3ZjVkZg.xml,true,Aalborg,9000.0,Storvorde,9280.0,25.0,VandvÃ¦rksvej,9280 Storvorde,TofthÃ¸jvej 11B,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-11-30,2017-12-04,Registreret Revisor,,76647518.0,32092772.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Det samlede revisionshonorar udgÃ¸r 7.375,-</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Jacob Toldbod,Jacob ElstrÃ¸m Toldbod,Revisionsanpartsselskabet Erling G. Jensen,Handelsbanken,J.P. HOLDING AF 2009 ApS,Anja Nielsen,,Storvorde,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-11-30,Storvorde,Ja,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24796537,indberetninger-20180424,2.5955422,32092772.0,,2018-03-28T01:10:31.797Z,2017-12-06T08:37:11.709Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-18-TU,2017-12-06T08:37:12.132Z,,,,,1878788.0,,,,,,,,,,,,
32092772,2016-07-01,2017-06-30,c0,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzA1L2IzLzhlL2QyNDItNDY4Zi1hZmIzLWYyZmE4YjE4OGVlMQ.xhtml,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2FhL2E4L2E3L2NlNmQtNDM2MS1iZmQ2LTM4ODQ3NDdiYmIyZQ.pdf,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2RhL2ViLzRjL2ZkNmItNGMxNC1iM2E0LWU0ODA1ZDc3ZjVkZg.xml,true,Aalborg,9000.0,Storvorde,9280.0,25.0,VandvÃ¦rksvej,9280 Storvorde,TofthÃ¸jvej 11B,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-11-30,2017-12-04,Registreret Revisor,-7795.0,76647518.0,32092772.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Det samlede revisionshonorar udgÃ¸r 7.375,-</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Jacob Toldbod,Jacob ElstrÃ¸m Toldbod,Revisionsanpartsselskabet Erling G. Jensen,Handelsbanken,J.P. HOLDING AF 2009 ApS,Anja Nielsen,84185.0,Storvorde,2015-07-01,2016-06-30,76390.0,76390.0,-7795.0,2017-06-30,2016-07-01,false,false,2017-11-30,Storvorde,Ja,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24796537,indberetninger-20180424,2.5955422,32092772.0,,2018-03-28T01:10:31.797Z,2017-12-06T08:37:11.709Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-18-TU,2017-12-06T08:37:12.132Z,,,,,,,,,,,,,,,,,
32092772,2016-07-01,2017-06-30,c1,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzA1L2IzLzhlL2QyNDItNDY4Zi1hZmIzLWYyZmE4YjE4OGVlMQ.xhtml,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2FhL2E4L2E3L2NlNmQtNDM2MS1iZmQ2LTM4ODQ3NDdiYmIyZQ.pdf,http://regnskaber.virk.dk/27729023/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2RhL2ViLzRjL2ZkNmItNGMxNC1iM2E0LWU0ODA1ZDc3ZjVkZg.xml,true,Aalborg,9000.0,Storvorde,9280.0,25.0,VandvÃ¦rksvej,9280 Storvorde,TofthÃ¸jvej 11B,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-11-30,2017-12-04,Registreret Revisor,,76647518.0,32092772.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Det samlede revisionshonorar udgÃ¸r 7.375,-</p>",Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling G. Jensen,Jacob Toldbod,Jacob ElstrÃ¸m Toldbod,Revisionsanpartsselskabet Erling G. Jensen,Handelsbanken,J.P. HOLDING AF 2009 ApS,Anja Nielsen,,Storvorde,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-11-30,Storvorde,Ja,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24796537,indberetninger-20180424,2.5955422,32092772.0,,2018-03-28T01:10:31.797Z,2017-12-06T08:37:11.709Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-18-TU,2017-12-06T08:37:12.132Z,,,,,,,,,,,,,,,,,
