entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm
18905205,2013-01-01,2013-12-31,c3,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzc1LzFiLzYzLzJmZTktNDNhYi1iMjM0LTgyNzczODIzMDU4OA.xhtml,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2E3LzYwL2ExL2Q3YjMtNDQ1MC05NDJkLTQyNThmYjU4YmVhYg.pdf,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzVlLzU2LzZlLzllZjEtNDJmZC1iZGYzLTEzNzllN2NkM2IzOQ.xml,Danmark,DK,Vejle,7100.0,4 A,Hjulmagervej,Fredericia,7000.0,17.0,Fredericiavej,7100 Vejle,Hjulmagervej 4 A,Til den daglige ledelse i Surface ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-20,2015-05-20,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,11062.0,25593995.0,18905205.0,1019291576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Jensen,John Le Fevre,John le Fevre,SURFACE ApS,CJ Revision,17061.0,Fredericia,2013-01-01,2013-12-31,24941.0,28123.0,11062.0,2014-12-31,2014-01-01,0.0,2015-05-20,Vejle,3182.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5283983,indberetninger-20180424,2.595548,18905205.0,,2018-03-30T14:47:34.343Z,2015-05-22T09:09:12.716Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-07-DH,2015-05-22T09:09:12.869Z,,,,,,,,,,,,,,,,,,,,
18905205,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzc1LzFiLzYzLzJmZTktNDNhYi1iMjM0LTgyNzczODIzMDU4OA.xhtml,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2E3LzYwL2ExL2Q3YjMtNDQ1MC05NDJkLTQyNThmYjU4YmVhYg.pdf,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzVlLzU2LzZlLzllZjEtNDJmZC1iZGYzLTEzNzllN2NkM2IzOQ.xml,Danmark,DK,Vejle,7100.0,4 A,Hjulmagervej,Fredericia,7000.0,17.0,Fredericiavej,7100 Vejle,Hjulmagervej 4 A,Til den daglige ledelse i Surface ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-20,2015-05-20,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,25593995.0,18905205.0,1019291576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Jensen,John Le Fevre,John le Fevre,SURFACE ApS,CJ Revision,,Fredericia,2013-01-01,2013-12-31,0.0,,,2014-12-31,2014-01-01,,2015-05-20,Vejle,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5283983,indberetninger-20180424,2.595548,18905205.0,,2018-03-30T14:47:34.343Z,2015-05-22T09:09:12.716Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-07-DH,2015-05-22T09:09:12.869Z,,,,,,,,,,,,,,,,,,,,
18905205,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzc1LzFiLzYzLzJmZTktNDNhYi1iMjM0LTgyNzczODIzMDU4OA.xhtml,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2E3LzYwL2ExL2Q3YjMtNDQ1MC05NDJkLTQyNThmYjU4YmVhYg.pdf,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzVlLzU2LzZlLzllZjEtNDJmZC1iZGYzLTEzNzllN2NkM2IzOQ.xml,Danmark,DK,Vejle,7100.0,4 A,Hjulmagervej,Fredericia,7000.0,17.0,Fredericiavej,7100 Vejle,Hjulmagervej 4 A,Til den daglige ledelse i Surface ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-20,2015-05-20,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,25593995.0,18905205.0,1019291576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Jensen,John Le Fevre,John le Fevre,SURFACE ApS,CJ Revision,,Fredericia,2013-01-01,2013-12-31,24941.0,,,2014-12-31,2014-01-01,,2015-05-20,Vejle,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5283983,indberetninger-20180424,2.595548,18905205.0,,2018-03-30T14:47:34.343Z,2015-05-22T09:09:12.716Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-07-DH,2015-05-22T09:09:12.869Z,,,,,,,,,,,,,,,,,,,,
18905205,2013-12-31,2013-12-31,c9,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzc1LzFiLzYzLzJmZTktNDNhYi1iMjM0LTgyNzczODIzMDU4OA.xhtml,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2E3LzYwL2ExL2Q3YjMtNDQ1MC05NDJkLTQyNThmYjU4YmVhYg.pdf,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzVlLzU2LzZlLzllZjEtNDJmZC1iZGYzLTEzNzllN2NkM2IzOQ.xml,Danmark,DK,Vejle,7100.0,4 A,Hjulmagervej,Fredericia,7000.0,17.0,Fredericiavej,7100 Vejle,Hjulmagervej 4 A,Til den daglige ledelse i Surface ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-20,2015-05-20,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,25593995.0,18905205.0,1019291576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Jensen,John Le Fevre,John le Fevre,SURFACE ApS,CJ Revision,,Fredericia,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,2015-05-20,Vejle,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5283983,indberetninger-20180424,2.595548,18905205.0,,2018-03-30T14:47:34.343Z,2015-05-22T09:09:12.716Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-07-DH,2015-05-22T09:09:12.869Z,200963.0,32743.0,125000.0,34815.0,172572.0,200963.0,28391.0,166148.0,166148.0,166148.0,21104.0,0.0,47572.0,28391.0,2072.0,0.0,1334.0,7287.0,738.0,
18905205,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzc1LzFiLzYzLzJmZTktNDNhYi1iMjM0LTgyNzczODIzMDU4OA.xhtml,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2E3LzYwL2ExL2Q3YjMtNDQ1MC05NDJkLTQyNThmYjU4YmVhYg.pdf,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzVlLzU2LzZlLzllZjEtNDJmZC1iZGYzLTEzNzllN2NkM2IzOQ.xml,Danmark,DK,Vejle,7100.0,4 A,Hjulmagervej,Fredericia,7000.0,17.0,Fredericiavej,7100 Vejle,Hjulmagervej 4 A,Til den daglige ledelse i Surface ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-20,2015-05-20,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",66000.0,87208.0,25593995.0,18905205.0,1019291576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Jensen,John Le Fevre,John le Fevre,SURFACE ApS,CJ Revision,38214.0,Fredericia,2013-01-01,2013-12-31,52155.0,57793.0,21208.0,2014-12-31,2014-01-01,1629.0,2015-05-20,Vejle,5638.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5283983,indberetninger-20180424,2.595548,18905205.0,,2018-03-30T14:47:34.343Z,2015-05-22T09:09:12.716Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-07-DH,2015-05-22T09:09:12.869Z,,,,,,,,,,,,,,,,,,,,
18905205,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzc1LzFiLzYzLzJmZTktNDNhYi1iMjM0LTgyNzczODIzMDU4OA.xhtml,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2E3LzYwL2ExL2Q3YjMtNDQ1MC05NDJkLTQyNThmYjU4YmVhYg.pdf,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzVlLzU2LzZlLzllZjEtNDJmZC1iZGYzLTEzNzllN2NkM2IzOQ.xml,Danmark,DK,Vejle,7100.0,4 A,Hjulmagervej,Fredericia,7000.0,17.0,Fredericiavej,7100 Vejle,Hjulmagervej 4 A,Til den daglige ledelse i Surface ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-20,2015-05-20,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,25593995.0,18905205.0,1019291576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Jensen,John Le Fevre,John le Fevre,SURFACE ApS,CJ Revision,,Fredericia,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,2015-05-20,Vejle,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5283983,indberetninger-20180424,2.595548,18905205.0,,2018-03-30T14:47:34.343Z,2015-05-22T09:09:12.716Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-07-DH,2015-05-22T09:09:12.869Z,,,,,,,,,,,,,,,,,,,,CJ Revision Reg Revisionsvirksomhed
18905205,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzc1LzFiLzYzLzJmZTktNDNhYi1iMjM0LTgyNzczODIzMDU4OA.xhtml,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2E3LzYwL2ExL2Q3YjMtNDQ1MC05NDJkLTQyNThmYjU4YmVhYg.pdf,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzVlLzU2LzZlLzllZjEtNDJmZC1iZGYzLTEzNzllN2NkM2IzOQ.xml,Danmark,DK,Vejle,7100.0,4 A,Hjulmagervej,Fredericia,7000.0,17.0,Fredericiavej,7100 Vejle,Hjulmagervej 4 A,Til den daglige ledelse i Surface ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-20,2015-05-20,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,25593995.0,18905205.0,1019291576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Jensen,John Le Fevre,John le Fevre,SURFACE ApS,CJ Revision,,Fredericia,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,2015-05-20,Vejle,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5283983,indberetninger-20180424,2.595548,18905205.0,,2018-03-30T14:47:34.343Z,2015-05-22T09:09:12.716Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-07-DH,2015-05-22T09:09:12.869Z,,,,,,,,,,,,,,,,,,,,
18905205,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzc1LzFiLzYzLzJmZTktNDNhYi1iMjM0LTgyNzczODIzMDU4OA.xhtml,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2E3LzYwL2ExL2Q3YjMtNDQ1MC05NDJkLTQyNThmYjU4YmVhYg.pdf,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzVlLzU2LzZlLzllZjEtNDJmZC1iZGYzLTEzNzllN2NkM2IzOQ.xml,Danmark,DK,Vejle,7100.0,4 A,Hjulmagervej,Fredericia,7000.0,17.0,Fredericiavej,7100 Vejle,Hjulmagervej 4 A,Til den daglige ledelse i Surface ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-20,2015-05-20,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,25593995.0,18905205.0,1019291576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Jensen,John Le Fevre,John le Fevre,SURFACE ApS,CJ Revision,,Fredericia,2013-01-01,2013-12-31,35000.0,,,2014-12-31,2014-01-01,,2015-05-20,Vejle,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5283983,indberetninger-20180424,2.595548,18905205.0,,2018-03-30T14:47:34.343Z,2015-05-22T09:09:12.716Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-07-DH,2015-05-22T09:09:12.869Z,,,,,,,,,,,,,,,,,,,,
18905205,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzc1LzFiLzYzLzJmZTktNDNhYi1iMjM0LTgyNzczODIzMDU4OA.xhtml,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2E3LzYwL2ExL2Q3YjMtNDQ1MC05NDJkLTQyNThmYjU4YmVhYg.pdf,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzVlLzU2LzZlLzllZjEtNDJmZC1iZGYzLTEzNzllN2NkM2IzOQ.xml,Danmark,DK,Vejle,7100.0,4 A,Hjulmagervej,Fredericia,7000.0,17.0,Fredericiavej,7100 Vejle,Hjulmagervej 4 A,Til den daglige ledelse i Surface ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-20,2015-05-20,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,25593995.0,18905205.0,1019291576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Jensen,John Le Fevre,John le Fevre,SURFACE ApS,CJ Revision,,Fredericia,2013-01-01,2013-12-31,17155.0,,,2014-12-31,2014-01-01,,2015-05-20,Vejle,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5283983,indberetninger-20180424,2.595548,18905205.0,,2018-03-30T14:47:34.343Z,2015-05-22T09:09:12.716Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-07-DH,2015-05-22T09:09:12.869Z,,,,,,,,,,,,,,,,,,,,
18905205,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzc1LzFiLzYzLzJmZTktNDNhYi1iMjM0LTgyNzczODIzMDU4OA.xhtml,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2E3LzYwL2ExL2Q3YjMtNDQ1MC05NDJkLTQyNThmYjU4YmVhYg.pdf,http://regnskaber.virk.dk/50250981/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzVlLzU2LzZlLzllZjEtNDJmZC1iZGYzLTEzNzllN2NkM2IzOQ.xml,Danmark,DK,Vejle,7100.0,4 A,Hjulmagervej,Fredericia,7000.0,17.0,Fredericiavej,7100 Vejle,Hjulmagervej 4 A,Til den daglige ledelse i Surface ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-20,2015-05-20,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,25593995.0,18905205.0,1019291576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Jensen,John Le Fevre,John le Fevre,SURFACE ApS,CJ Revision,,Fredericia,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,2015-05-20,Vejle,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5283983,indberetninger-20180424,2.595548,18905205.0,,2018-03-30T14:47:34.343Z,2015-05-22T09:09:12.716Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-07-DH,2015-05-22T09:09:12.869Z,245242.0,96465.0,125000.0,107328.0,224727.0,245242.0,20515.0,137914.0,137914.0,137914.0,9904.0,35000.0,64727.0,20515.0,10863.0,3324.0,0.0,7287.0,10863.0,
