entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,RetainedEarnings
36714239,2015-04-16,2015-12-31,c3,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2IyLzRlLzllL2I4NjctNDZlOS05NDAwLTA5YzJhM2FlMzY3Yw.xhtml,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2UxL2RmL2NjL2Q1ZGYtNDEyMy05YWU5LTJlMWMxZWE0OTkwMQ.pdf,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzQ2LzM5L2I1LzVlOTMtNDlhZi1iYzZkLWQ3ODkwMWQyNzYxZg.xml,true,Viborg,8800.0,5.0,Drosselvej,8800 Viborg,LÃ¦sÃ¸vej 2 B,Til den daglige ledelse i Pixarfilm Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-06-10,2017-06-13,18018594.0,36714239.0,68984.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth AmmitzbÃ¸ll,Kenneth AmmitzbÃ¸ll,Pixarfilm Holding ApS,Revisionsfirmaet Borregaard & Maagaard,Viborg,2015-04-16,2015-12-31,68984.0,68984.0,2016-12-31,2016-01-01,false,false,2017-06-09,Viborg,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24191496,indberetninger-20180424,2.595406,36714239.0,,2018-03-29T09:35:30.401Z,2017-06-13T14:12:19.355Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-61-GK,2017-06-13T14:12:19.549Z,,,,,,,,
36714239,2015-04-16,2015-12-31,c5,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2IyLzRlLzllL2I4NjctNDZlOS05NDAwLTA5YzJhM2FlMzY3Yw.xhtml,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2UxL2RmL2NjL2Q1ZGYtNDEyMy05YWU5LTJlMWMxZWE0OTkwMQ.pdf,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzQ2LzM5L2I1LzVlOTMtNDlhZi1iYzZkLWQ3ODkwMWQyNzYxZg.xml,true,Viborg,8800.0,5.0,Drosselvej,8800 Viborg,LÃ¦sÃ¸vej 2 B,Til den daglige ledelse i Pixarfilm Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-06-10,2017-06-13,18018594.0,36714239.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth AmmitzbÃ¸ll,Kenneth AmmitzbÃ¸ll,Pixarfilm Holding ApS,Revisionsfirmaet Borregaard & Maagaard,Viborg,2015-04-16,2015-12-31,0.0,,2016-12-31,2016-01-01,false,false,2017-06-09,Viborg,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24191496,indberetninger-20180424,2.595406,36714239.0,,2018-03-29T09:35:30.401Z,2017-06-13T14:12:19.355Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-61-GK,2017-06-13T14:12:19.549Z,,,,,,,,
36714239,2015-04-16,2015-12-31,c7,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2IyLzRlLzllL2I4NjctNDZlOS05NDAwLTA5YzJhM2FlMzY3Yw.xhtml,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2UxL2RmL2NjL2Q1ZGYtNDEyMy05YWU5LTJlMWMxZWE0OTkwMQ.pdf,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzQ2LzM5L2I1LzVlOTMtNDlhZi1iYzZkLWQ3ODkwMWQyNzYxZg.xml,true,Viborg,8800.0,5.0,Drosselvej,8800 Viborg,LÃ¦sÃ¸vej 2 B,Til den daglige ledelse i Pixarfilm Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-06-10,2017-06-13,18018594.0,36714239.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth AmmitzbÃ¸ll,Kenneth AmmitzbÃ¸ll,Pixarfilm Holding ApS,Revisionsfirmaet Borregaard & Maagaard,Viborg,2015-04-16,2015-12-31,68984.0,,2016-12-31,2016-01-01,false,false,2017-06-09,Viborg,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24191496,indberetninger-20180424,2.595406,36714239.0,,2018-03-29T09:35:30.401Z,2017-06-13T14:12:19.355Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-61-GK,2017-06-13T14:12:19.549Z,,,,,,,,
36714239,2015-12-31,2015-12-31,c9,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2IyLzRlLzllL2I4NjctNDZlOS05NDAwLTA5YzJhM2FlMzY3Yw.xhtml,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2UxL2RmL2NjL2Q1ZGYtNDEyMy05YWU5LTJlMWMxZWE0OTkwMQ.pdf,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzQ2LzM5L2I1LzVlOTMtNDlhZi1iYzZkLWQ3ODkwMWQyNzYxZg.xml,true,Viborg,8800.0,5.0,Drosselvej,8800 Viborg,LÃ¦sÃ¸vej 2 B,Til den daglige ledelse i Pixarfilm Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-06-10,2017-06-13,18018594.0,36714239.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth AmmitzbÃ¸ll,Kenneth AmmitzbÃ¸ll,Pixarfilm Holding ApS,Revisionsfirmaet Borregaard & Maagaard,Viborg,2015-04-16,2015-12-31,,,2016-12-31,2016-01-01,false,false,2017-06-09,Viborg,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24191496,indberetninger-20180424,2.595406,36714239.0,,2018-03-29T09:35:30.401Z,2017-06-13T14:12:19.355Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-61-GK,2017-06-13T14:12:19.549Z,118984.0,50000.0,118984.0,118984.0,118984.0,118984.0,118984.0,68984.0
36714239,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2IyLzRlLzllL2I4NjctNDZlOS05NDAwLTA5YzJhM2FlMzY3Yw.xhtml,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2UxL2RmL2NjL2Q1ZGYtNDEyMy05YWU5LTJlMWMxZWE0OTkwMQ.pdf,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzQ2LzM5L2I1LzVlOTMtNDlhZi1iYzZkLWQ3ODkwMWQyNzYxZg.xml,true,Viborg,8800.0,5.0,Drosselvej,8800 Viborg,LÃ¦sÃ¸vej 2 B,Til den daglige ledelse i Pixarfilm Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-06-10,2017-06-13,18018594.0,36714239.0,-2712.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth AmmitzbÃ¸ll,Kenneth AmmitzbÃ¸ll,Pixarfilm Holding ApS,Revisionsfirmaet Borregaard & Maagaard,Viborg,2015-04-16,2015-12-31,-2712.0,-2712.0,2016-12-31,2016-01-01,false,false,2017-06-09,Viborg,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24191496,indberetninger-20180424,2.595406,36714239.0,,2018-03-29T09:35:30.401Z,2017-06-13T14:12:19.355Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-61-GK,2017-06-13T14:12:19.549Z,,,,,,,,
36714239,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2IyLzRlLzllL2I4NjctNDZlOS05NDAwLTA5YzJhM2FlMzY3Yw.xhtml,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2UxL2RmL2NjL2Q1ZGYtNDEyMy05YWU5LTJlMWMxZWE0OTkwMQ.pdf,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzQ2LzM5L2I1LzVlOTMtNDlhZi1iYzZkLWQ3ODkwMWQyNzYxZg.xml,true,Viborg,8800.0,5.0,Drosselvej,8800 Viborg,LÃ¦sÃ¸vej 2 B,Til den daglige ledelse i Pixarfilm Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-06-10,2017-06-13,18018594.0,36714239.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth AmmitzbÃ¸ll,Kenneth AmmitzbÃ¸ll,Pixarfilm Holding ApS,Revisionsfirmaet Borregaard & Maagaard,Viborg,2015-04-16,2015-12-31,,,2016-12-31,2016-01-01,false,false,2017-06-09,Viborg,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24191496,indberetninger-20180424,2.595406,36714239.0,,2018-03-29T09:35:30.401Z,2017-06-13T14:12:19.355Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-61-GK,2017-06-13T14:12:19.549Z,,,,,,,,
36714239,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2IyLzRlLzllL2I4NjctNDZlOS05NDAwLTA5YzJhM2FlMzY3Yw.xhtml,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2UxL2RmL2NjL2Q1ZGYtNDEyMy05YWU5LTJlMWMxZWE0OTkwMQ.pdf,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzQ2LzM5L2I1LzVlOTMtNDlhZi1iYzZkLWQ3ODkwMWQyNzYxZg.xml,true,Viborg,8800.0,5.0,Drosselvej,8800 Viborg,LÃ¦sÃ¸vej 2 B,Til den daglige ledelse i Pixarfilm Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-06-10,2017-06-13,18018594.0,36714239.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth AmmitzbÃ¸ll,Kenneth AmmitzbÃ¸ll,Pixarfilm Holding ApS,Revisionsfirmaet Borregaard & Maagaard,Viborg,2015-04-16,2015-12-31,,,2016-12-31,2016-01-01,false,false,2017-06-09,Viborg,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24191496,indberetninger-20180424,2.595406,36714239.0,,2018-03-29T09:35:30.401Z,2017-06-13T14:12:19.355Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-61-GK,2017-06-13T14:12:19.549Z,,,,,,,,
36714239,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2IyLzRlLzllL2I4NjctNDZlOS05NDAwLTA5YzJhM2FlMzY3Yw.xhtml,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2UxL2RmL2NjL2Q1ZGYtNDEyMy05YWU5LTJlMWMxZWE0OTkwMQ.pdf,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzQ2LzM5L2I1LzVlOTMtNDlhZi1iYzZkLWQ3ODkwMWQyNzYxZg.xml,true,Viborg,8800.0,5.0,Drosselvej,8800 Viborg,LÃ¦sÃ¸vej 2 B,Til den daglige ledelse i Pixarfilm Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-06-10,2017-06-13,18018594.0,36714239.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth AmmitzbÃ¸ll,Kenneth AmmitzbÃ¸ll,Pixarfilm Holding ApS,Revisionsfirmaet Borregaard & Maagaard,Viborg,2015-04-16,2015-12-31,0.0,,2016-12-31,2016-01-01,false,false,2017-06-09,Viborg,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24191496,indberetninger-20180424,2.595406,36714239.0,,2018-03-29T09:35:30.401Z,2017-06-13T14:12:19.355Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-61-GK,2017-06-13T14:12:19.549Z,,,,,,,,
36714239,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2IyLzRlLzllL2I4NjctNDZlOS05NDAwLTA5YzJhM2FlMzY3Yw.xhtml,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2UxL2RmL2NjL2Q1ZGYtNDEyMy05YWU5LTJlMWMxZWE0OTkwMQ.pdf,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzQ2LzM5L2I1LzVlOTMtNDlhZi1iYzZkLWQ3ODkwMWQyNzYxZg.xml,true,Viborg,8800.0,5.0,Drosselvej,8800 Viborg,LÃ¦sÃ¸vej 2 B,Til den daglige ledelse i Pixarfilm Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-06-10,2017-06-13,18018594.0,36714239.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth AmmitzbÃ¸ll,Kenneth AmmitzbÃ¸ll,Pixarfilm Holding ApS,Revisionsfirmaet Borregaard & Maagaard,Viborg,2015-04-16,2015-12-31,-2712.0,,2016-12-31,2016-01-01,false,false,2017-06-09,Viborg,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24191496,indberetninger-20180424,2.595406,36714239.0,,2018-03-29T09:35:30.401Z,2017-06-13T14:12:19.355Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-61-GK,2017-06-13T14:12:19.549Z,,,,,,,,
36714239,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2IyLzRlLzllL2I4NjctNDZlOS05NDAwLTA5YzJhM2FlMzY3Yw.xhtml,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2UxL2RmL2NjL2Q1ZGYtNDEyMy05YWU5LTJlMWMxZWE0OTkwMQ.pdf,http://regnskaber.virk.dk/93241763/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzQ2LzM5L2I1LzVlOTMtNDlhZi1iYzZkLWQ3ODkwMWQyNzYxZg.xml,true,Viborg,8800.0,5.0,Drosselvej,8800 Viborg,LÃ¦sÃ¸vej 2 B,Til den daglige ledelse i Pixarfilm Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-06-10,2017-06-13,18018594.0,36714239.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth AmmitzbÃ¸ll,Kenneth AmmitzbÃ¸ll,Pixarfilm Holding ApS,Revisionsfirmaet Borregaard & Maagaard,Viborg,2015-04-16,2015-12-31,,,2016-12-31,2016-01-01,false,false,2017-06-09,Viborg,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24191496,indberetninger-20180424,2.595406,36714239.0,,2018-03-29T09:35:30.401Z,2017-06-13T14:12:19.355Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-61-GK,2017-06-13T14:12:19.549Z,116272.0,50000.0,116272.0,116272.0,116272.0,116272.0,116272.0,66272.0
