entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,DateOfApprovalOfReport,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ReportingPeriodEndDate,ReportingPeriodStartDate,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermReceivables,PayablesToGroupEnterprises,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ClassOfReportingEntity
28849532,2016-05-01,2017-04-30,ctx4,,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2QxL2Q2LzMxLzY3OTEtNDgyNC1hNzUyLTI5ZjlmODc5ZDAxMw.pdf,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzAwLzdmLzBhL2Q3MjQtNDU3NC1iNmE2LTRjMzhjNmRkMDJjMg.xml,Kassemosevej 16a,2670 Greve,Ole Larsensvej 1,2018-09-14,2018-09-14,0.0,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff ApS,0.0,2016-05-01,2017-04-30,0.0,0.0,2018-04-30,2017-05-01,0.0,Ingen bistand,urn:ofk:oid:26117124,indberetninger-20180424,2.5097342,28849532.0,AWXmxLBY5OzuYdPkEq_A,2018-09-17T09:03:39.119Z,2018-09-17T09:02:51.332Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AX-11-YS,2018-09-17T09:02:51.973Z,,,,,,,,,,,,,,,,
28849532,2016-05-01,2017-04-30,ctx6,,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2QxL2Q2LzMxLzY3OTEtNDgyNC1hNzUyLTI5ZjlmODc5ZDAxMw.pdf,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzAwLzdmLzBhL2Q3MjQtNDU3NC1iNmE2LTRjMzhjNmRkMDJjMg.xml,Kassemosevej 16a,2670 Greve,Ole Larsensvej 1,2018-09-14,2018-09-14,,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff ApS,,2016-05-01,2017-04-30,0.0,,2018-04-30,2017-05-01,,Ingen bistand,urn:ofk:oid:26117124,indberetninger-20180424,2.5097342,28849532.0,AWXmxLBY5OzuYdPkEq_A,2018-09-17T09:03:39.119Z,2018-09-17T09:02:51.332Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AX-11-YS,2018-09-17T09:02:51.973Z,,,,,,,,,,,,,,,,
28849532,2016-05-01,2017-04-30,ctx8,,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2QxL2Q2LzMxLzY3OTEtNDgyNC1hNzUyLTI5ZjlmODc5ZDAxMw.pdf,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzAwLzdmLzBhL2Q3MjQtNDU3NC1iNmE2LTRjMzhjNmRkMDJjMg.xml,Kassemosevej 16a,2670 Greve,Ole Larsensvej 1,2018-09-14,2018-09-14,,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff ApS,,2016-05-01,2017-04-30,0.0,,2018-04-30,2017-05-01,,Ingen bistand,urn:ofk:oid:26117124,indberetninger-20180424,2.5097342,28849532.0,AWXmxLBY5OzuYdPkEq_A,2018-09-17T09:03:39.119Z,2018-09-17T09:02:51.332Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AX-11-YS,2018-09-17T09:02:51.973Z,,,,,,,,,,,,,,,,
28849532,2017-04-30,2017-04-30,ctx10,,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2QxL2Q2LzMxLzY3OTEtNDgyNC1hNzUyLTI5ZjlmODc5ZDAxMw.pdf,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzAwLzdmLzBhL2Q3MjQtNDU3NC1iNmE2LTRjMzhjNmRkMDJjMg.xml,Kassemosevej 16a,2670 Greve,Ole Larsensvej 1,2018-09-14,2018-09-14,,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff ApS,,2016-05-01,2017-04-30,,,2018-04-30,2017-05-01,,Ingen bistand,urn:ofk:oid:26117124,indberetninger-20180424,2.5097342,28849532.0,AWXmxLBY5OzuYdPkEq_A,2018-09-17T09:03:39.119Z,2018-09-17T09:02:51.332Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AX-11-YS,2018-09-17T09:02:51.973Z,192600.0,0.0,90000.0,0.0,96156.0,192600.0,96444.0,193600.0,192600.0,192600.0,0.0,96444.0,6156.0,96444.0,0.0,
28849532,2017-05-01,2018-04-30,ctx1,,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2QxL2Q2LzMxLzY3OTEtNDgyNC1hNzUyLTI5ZjlmODc5ZDAxMw.pdf,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzAwLzdmLzBhL2Q3MjQtNDU3NC1iNmE2LTRjMzhjNmRkMDJjMg.xml,Kassemosevej 16a,2670 Greve,Ole Larsensvej 1,2018-09-14,2018-09-14,-213000.0,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff ApS,-213000.0,2016-05-01,2017-04-30,-213000.0,-213000.0,2018-04-30,2017-05-01,0.0,Ingen bistand,urn:ofk:oid:26117124,indberetninger-20180424,2.5097342,28849532.0,AWXmxLBY5OzuYdPkEq_A,2018-09-17T09:03:39.119Z,2018-09-17T09:02:51.332Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AX-11-YS,2018-09-17T09:02:51.973Z,,,,,,,,,,,,,,,,Regnskabsklasse B
28849532,2017-05-01,2018-04-30,ctx11,,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2QxL2Q2LzMxLzY3OTEtNDgyNC1hNzUyLTI5ZjlmODc5ZDAxMw.pdf,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzAwLzdmLzBhL2Q3MjQtNDU3NC1iNmE2LTRjMzhjNmRkMDJjMg.xml,Kassemosevej 16a,2670 Greve,Ole Larsensvej 1,2018-09-14,2018-09-14,,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff ApS,,2016-05-01,2017-04-30,,,2018-04-30,2017-05-01,,Ingen bistand,urn:ofk:oid:26117124,indberetninger-20180424,2.5097342,28849532.0,AWXmxLBY5OzuYdPkEq_A,2018-09-17T09:03:39.119Z,2018-09-17T09:02:51.332Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AX-11-YS,2018-09-17T09:02:51.973Z,,,,,,,,,,,,,,,,
28849532,2017-05-01,2018-04-30,ctx2,,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2QxL2Q2LzMxLzY3OTEtNDgyNC1hNzUyLTI5ZjlmODc5ZDAxMw.pdf,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzAwLzdmLzBhL2Q3MjQtNDU3NC1iNmE2LTRjMzhjNmRkMDJjMg.xml,Kassemosevej 16a,2670 Greve,Ole Larsensvej 1,2018-09-14,2018-09-14,,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff ApS,,2016-05-01,2017-04-30,,,2018-04-30,2017-05-01,,Ingen bistand,urn:ofk:oid:26117124,indberetninger-20180424,2.5097342,28849532.0,AWXmxLBY5OzuYdPkEq_A,2018-09-17T09:03:39.119Z,2018-09-17T09:02:51.332Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AX-11-YS,2018-09-17T09:02:51.973Z,,,,,,,,,,,,,,,,
28849532,2017-05-01,2018-04-30,ctx3,,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2QxL2Q2LzMxLzY3OTEtNDgyNC1hNzUyLTI5ZjlmODc5ZDAxMw.pdf,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzAwLzdmLzBhL2Q3MjQtNDU3NC1iNmE2LTRjMzhjNmRkMDJjMg.xml,Kassemosevej 16a,2670 Greve,Ole Larsensvej 1,2018-09-14,2018-09-14,,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff ApS,,2016-05-01,2017-04-30,,,2018-04-30,2017-05-01,,Ingen bistand,urn:ofk:oid:26117124,indberetninger-20180424,2.5097342,28849532.0,AWXmxLBY5OzuYdPkEq_A,2018-09-17T09:03:39.119Z,2018-09-17T09:02:51.332Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AX-11-YS,2018-09-17T09:02:51.973Z,,,,,,,,,,,,,,,,
28849532,2017-05-01,2018-04-30,ctx5,,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2QxL2Q2LzMxLzY3OTEtNDgyNC1hNzUyLTI5ZjlmODc5ZDAxMw.pdf,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzAwLzdmLzBhL2Q3MjQtNDU3NC1iNmE2LTRjMzhjNmRkMDJjMg.xml,Kassemosevej 16a,2670 Greve,Ole Larsensvej 1,2018-09-14,2018-09-14,,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff ApS,,2016-05-01,2017-04-30,-213000.0,,2018-04-30,2017-05-01,,Ingen bistand,urn:ofk:oid:26117124,indberetninger-20180424,2.5097342,28849532.0,AWXmxLBY5OzuYdPkEq_A,2018-09-17T09:03:39.119Z,2018-09-17T09:02:51.332Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AX-11-YS,2018-09-17T09:02:51.973Z,,,,,,,,,,,,,,,,
28849532,2017-05-01,2018-04-30,ctx7,,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzL2RmL2QxL2Q2LzMxLzY3OTEtNDgyNC1hNzUyLTI5ZjlmODc5ZDAxMw.pdf,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzAwLzdmLzBhL2Q3MjQtNDU3NC1iNmE2LTRjMzhjNmRkMDJjMg.xml,Kassemosevej 16a,2670 Greve,Ole Larsensvej 1,2018-09-14,2018-09-14,,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff ApS,,2016-05-01,2017-04-30,-213000.0,,2018-04-30,2017-05-01,,Ingen bistand,urn:ofk:oid:26117124,indberetninger-20180424,2.5097342,28849532.0,AWXmxLBY5OzuYdPkEq_A,2018-09-17T09:03:39.119Z,2018-09-17T09:02:51.332Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AX-11-YS,2018-09-17T09:02:51.973Z,,,,,,,,,,,,,,,,
