entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfReport,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables
28849532,2017-05-01,2018-04-30,ctx23,,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzdlL2Q1L2Q3LzUzODktNDA3NS1hMTk4LWU2MmUzYzUxOWIzNQ.pdf,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzkzLzFjL2VmLzk5ZWYtNGZmNS05YzY0LWI0NGU2Mzk0ZWE5OA.xml,2750 Ballerup,Borup Vang 3,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,2019-09-30,2019-09-30,-213000.0,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff ApS,-213000.0,"Ballerup, den 30. september 2019",2017-05-01,2018-04-30,-213000.0,-213000.0,2019-04-30,2018-05-01,2019-09-03,Kongen Lyngby,0.0,Ingen bistand,urn:ofk:oid:27911904,indberetninger-20180424,2.5097342,28849532.0,AW25c7O0IXJRhhXBOdTy,2019-10-11T06:14:12.944Z,2019-10-11T06:13:48.776Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DA-63-UD,2019-10-11T06:13:50.135Z,,,,,,,,,,,,,,,
28849532,2017-05-01,2018-04-30,ctx25,,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzdlL2Q1L2Q3LzUzODktNDA3NS1hMTk4LWU2MmUzYzUxOWIzNQ.pdf,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzkzLzFjL2VmLzk5ZWYtNGZmNS05YzY0LWI0NGU2Mzk0ZWE5OA.xml,2750 Ballerup,Borup Vang 3,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,2019-09-30,2019-09-30,,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff ApS,,"Ballerup, den 30. september 2019",2017-05-01,2018-04-30,-213000.0,,2019-04-30,2018-05-01,2019-09-03,Kongen Lyngby,,Ingen bistand,urn:ofk:oid:27911904,indberetninger-20180424,2.5097342,28849532.0,AW25c7O0IXJRhhXBOdTy,2019-10-11T06:14:12.944Z,2019-10-11T06:13:48.776Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DA-63-UD,2019-10-11T06:13:50.135Z,,,,,,,,,,,,,,,
28849532,2017-05-01,2018-04-30,ctx27,,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzdlL2Q1L2Q3LzUzODktNDA3NS1hMTk4LWU2MmUzYzUxOWIzNQ.pdf,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzkzLzFjL2VmLzk5ZWYtNGZmNS05YzY0LWI0NGU2Mzk0ZWE5OA.xml,2750 Ballerup,Borup Vang 3,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,2019-09-30,2019-09-30,,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff ApS,,"Ballerup, den 30. september 2019",2017-05-01,2018-04-30,-213000.0,,2019-04-30,2018-05-01,2019-09-03,Kongen Lyngby,,Ingen bistand,urn:ofk:oid:27911904,indberetninger-20180424,2.5097342,28849532.0,AW25c7O0IXJRhhXBOdTy,2019-10-11T06:14:12.944Z,2019-10-11T06:13:48.776Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DA-63-UD,2019-10-11T06:13:50.135Z,,,,,,,,,,,,,,,
28849532,2018-04-30,2018-04-30,ctx29,,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzdlL2Q1L2Q3LzUzODktNDA3NS1hMTk4LWU2MmUzYzUxOWIzNQ.pdf,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzkzLzFjL2VmLzk5ZWYtNGZmNS05YzY0LWI0NGU2Mzk0ZWE5OA.xml,2750 Ballerup,Borup Vang 3,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,2019-09-30,2019-09-30,,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff ApS,,"Ballerup, den 30. september 2019",2017-05-01,2018-04-30,,,2019-04-30,2018-05-01,2019-09-03,Kongen Lyngby,,Ingen bistand,urn:ofk:oid:27911904,indberetninger-20180424,2.5097342,28849532.0,AW25c7O0IXJRhhXBOdTy,2019-10-11T06:14:12.944Z,2019-10-11T06:13:48.776Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DA-63-UD,2019-10-11T06:13:50.135Z,807800.0,1957.0,112500.0,15200.0,483156.0,807800.0,324644.0,792600.0,792600.0,792600.0,324644.0,13243.0,370656.0,324644.0,13243.0
28849532,2018-05-01,2019-04-30,ctx21,,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzdlL2Q1L2Q3LzUzODktNDA3NS1hMTk4LWU2MmUzYzUxOWIzNQ.pdf,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzkzLzFjL2VmLzk5ZWYtNGZmNS05YzY0LWI0NGU2Mzk0ZWE5OA.xml,2750 Ballerup,Borup Vang 3,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,2019-09-30,2019-09-30,-117700.0,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff ApS,-117700.0,"Ballerup, den 30. september 2019",2017-05-01,2018-04-30,-117700.0,-117700.0,2019-04-30,2018-05-01,2019-09-03,Kongen Lyngby,0.0,Ingen bistand,urn:ofk:oid:27911904,indberetninger-20180424,2.5097342,28849532.0,AW25c7O0IXJRhhXBOdTy,2019-10-11T06:14:12.944Z,2019-10-11T06:13:48.776Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DA-63-UD,2019-10-11T06:13:50.135Z,,,,,,,,,,,,,,,
28849532,2018-05-01,2019-04-30,ctx22,,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzdlL2Q1L2Q3LzUzODktNDA3NS1hMTk4LWU2MmUzYzUxOWIzNQ.pdf,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzkzLzFjL2VmLzk5ZWYtNGZmNS05YzY0LWI0NGU2Mzk0ZWE5OA.xml,2750 Ballerup,Borup Vang 3,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,2019-09-30,2019-09-30,,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff ApS,,"Ballerup, den 30. september 2019",2017-05-01,2018-04-30,,,2019-04-30,2018-05-01,2019-09-03,Kongen Lyngby,,Ingen bistand,urn:ofk:oid:27911904,indberetninger-20180424,2.5097342,28849532.0,AW25c7O0IXJRhhXBOdTy,2019-10-11T06:14:12.944Z,2019-10-11T06:13:48.776Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DA-63-UD,2019-10-11T06:13:50.135Z,,,,,,,,,,,,,,,
28849532,2018-05-01,2019-04-30,ctx24,,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzdlL2Q1L2Q3LzUzODktNDA3NS1hMTk4LWU2MmUzYzUxOWIzNQ.pdf,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzkzLzFjL2VmLzk5ZWYtNGZmNS05YzY0LWI0NGU2Mzk0ZWE5OA.xml,2750 Ballerup,Borup Vang 3,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,2019-09-30,2019-09-30,,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff ApS,,"Ballerup, den 30. september 2019",2017-05-01,2018-04-30,-117700.0,,2019-04-30,2018-05-01,2019-09-03,Kongen Lyngby,,Ingen bistand,urn:ofk:oid:27911904,indberetninger-20180424,2.5097342,28849532.0,AW25c7O0IXJRhhXBOdTy,2019-10-11T06:14:12.944Z,2019-10-11T06:13:48.776Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DA-63-UD,2019-10-11T06:13:50.135Z,,,,,,,,,,,,,,,
28849532,2018-05-01,2019-04-30,ctx26,,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzdlL2Q1L2Q3LzUzODktNDA3NS1hMTk4LWU2MmUzYzUxOWIzNQ.pdf,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzkzLzFjL2VmLzk5ZWYtNGZmNS05YzY0LWI0NGU2Mzk0ZWE5OA.xml,2750 Ballerup,Borup Vang 3,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,2019-09-30,2019-09-30,,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff ApS,,"Ballerup, den 30. september 2019",2017-05-01,2018-04-30,-117700.0,,2019-04-30,2018-05-01,2019-09-03,Kongen Lyngby,,Ingen bistand,urn:ofk:oid:27911904,indberetninger-20180424,2.5097342,28849532.0,AW25c7O0IXJRhhXBOdTy,2019-10-11T06:14:12.944Z,2019-10-11T06:13:48.776Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DA-63-UD,2019-10-11T06:13:50.135Z,,,,,,,,,,,,,,,
28849532,2018-05-01,2019-04-30,ctx30,,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzdlL2Q1L2Q3LzUzODktNDA3NS1hMTk4LWU2MmUzYzUxOWIzNQ.pdf,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzkzLzFjL2VmLzk5ZWYtNGZmNS05YzY0LWI0NGU2Mzk0ZWE5OA.xml,2750 Ballerup,Borup Vang 3,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,2019-09-30,2019-09-30,,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff ApS,,"Ballerup, den 30. september 2019",2017-05-01,2018-04-30,,,2019-04-30,2018-05-01,2019-09-03,Kongen Lyngby,,Ingen bistand,urn:ofk:oid:27911904,indberetninger-20180424,2.5097342,28849532.0,AW25c7O0IXJRhhXBOdTy,2019-10-11T06:14:12.944Z,2019-10-11T06:13:48.776Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DA-63-UD,2019-10-11T06:13:50.135Z,,,,,,,,,,,,,,,
28849532,2019-04-30,2019-04-30,ctx28,,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzdlL2Q1L2Q3LzUzODktNDA3NS1hMTk4LWU2MmUzYzUxOWIzNQ.pdf,http://regnskaber.virk.dk/23594882/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzkzLzFjL2VmLzk5ZWYtNGZmNS05YzY0LWI0NGU2Mzk0ZWE5OA.xml,2750 Ballerup,Borup Vang 3,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,2019-09-30,2019-09-30,,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff ApS,,"Ballerup, den 30. september 2019",2017-05-01,2018-04-30,,,2019-04-30,2018-05-01,2019-09-03,Kongen Lyngby,,Ingen bistand,urn:ofk:oid:27911904,indberetninger-20180424,2.5097342,28849532.0,AW25c7O0IXJRhhXBOdTy,2019-10-11T06:14:12.944Z,2019-10-11T06:13:48.776Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-DA-63-UD,2019-10-11T06:13:50.135Z,3358557.0,357.0,112500.0,48957.0,365456.0,3358557.0,2993101.0,3309600.0,3309600.0,3309600.0,2993101.0,48600.0,252956.0,2993101.0,48600.0
