entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermInvestments,PayablesToGroupEnterprises,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,NameAndSurnameOfMemberOfExecutiveBoard
28849532,2012-05-01,2013-04-30,ctx5,http://regnskaber.virk.dk/23594882/Y3ZyLmRrOi8vcGRmcy8yODg0OTUzMjtBcFMzNTA5MjU7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/23594882/Y3ZyLmRrOi8veGJybHMvWC00REU0RDRDQi0yMDE0MTAyMF8xOTA1MzhfMjUx.xml,3520 Farum,Kassemosevej 16a,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,Selskabet har fravalgt revision. Ledelsen anser betingelserne for opfyldt herfor.,2014-10-08,2014-10-09,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff,0.0,"Farum, den 8. oktober 2014",0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemsted - FuresÃ¸ kommune,2014-04-30,2013-05-01,0.0,Ingen bistand,urn:ofk:oid:16823357,indberetninger-20180424,2.5097417999999996,28849532.0,,2018-03-31T18:51:33.844Z,2014-10-20T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-222.801,2014-10-20T22:00:00.000Z,,,,,,,,,,,,
28849532,2012-05-01,2013-04-30,ctx7,http://regnskaber.virk.dk/23594882/Y3ZyLmRrOi8vcGRmcy8yODg0OTUzMjtBcFMzNTA5MjU7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/23594882/Y3ZyLmRrOi8veGJybHMvWC00REU0RDRDQi0yMDE0MTAyMF8xOTA1MzhfMjUx.xml,3520 Farum,Kassemosevej 16a,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,Selskabet har fravalgt revision. Ledelsen anser betingelserne for opfyldt herfor.,2014-10-08,2014-10-09,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff,,"Farum, den 8. oktober 2014",0.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemsted - FuresÃ¸ kommune,2014-04-30,2013-05-01,,Ingen bistand,urn:ofk:oid:16823357,indberetninger-20180424,2.5097417999999996,28849532.0,,2018-03-31T18:51:33.844Z,2014-10-20T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-222.801,2014-10-20T22:00:00.000Z,,,,,,,,,,,,
28849532,2012-05-01,2013-04-30,ctx9,http://regnskaber.virk.dk/23594882/Y3ZyLmRrOi8vcGRmcy8yODg0OTUzMjtBcFMzNTA5MjU7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/23594882/Y3ZyLmRrOi8veGJybHMvWC00REU0RDRDQi0yMDE0MTAyMF8xOTA1MzhfMjUx.xml,3520 Farum,Kassemosevej 16a,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,Selskabet har fravalgt revision. Ledelsen anser betingelserne for opfyldt herfor.,2014-10-08,2014-10-09,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff,,"Farum, den 8. oktober 2014",0.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemsted - FuresÃ¸ kommune,2014-04-30,2013-05-01,,Ingen bistand,urn:ofk:oid:16823357,indberetninger-20180424,2.5097417999999996,28849532.0,,2018-03-31T18:51:33.844Z,2014-10-20T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-222.801,2014-10-20T22:00:00.000Z,,,,,,,,,,,,
28849532,2013-04-30,2013-04-30,ctx11,http://regnskaber.virk.dk/23594882/Y3ZyLmRrOi8vcGRmcy8yODg0OTUzMjtBcFMzNTA5MjU7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/23594882/Y3ZyLmRrOi8veGJybHMvWC00REU0RDRDQi0yMDE0MTAyMF8xOTA1MzhfMjUx.xml,3520 Farum,Kassemosevej 16a,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,Selskabet har fravalgt revision. Ledelsen anser betingelserne for opfyldt herfor.,2014-10-08,2014-10-09,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff,,"Farum, den 8. oktober 2014",,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemsted - FuresÃ¸ kommune,2014-04-30,2013-05-01,,Ingen bistand,urn:ofk:oid:16823357,indberetninger-20180424,2.5097417999999996,28849532.0,,2018-03-31T18:51:33.844Z,2014-10-20T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-222.801,2014-10-20T22:00:00.000Z,1512000.0,90000.0,96156.0,1512000.0,1415844.0,1512000.0,1512000.0,1512000.0,1415844.0,6156.0,1415844.0,
28849532,2013-05-01,2014-04-30,ctx1,http://regnskaber.virk.dk/23594882/Y3ZyLmRrOi8vcGRmcy8yODg0OTUzMjtBcFMzNTA5MjU7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/23594882/Y3ZyLmRrOi8veGJybHMvWC00REU0RDRDQi0yMDE0MTAyMF8xOTA1MzhfMjUx.xml,3520 Farum,Kassemosevej 16a,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,Selskabet har fravalgt revision. Ledelsen anser betingelserne for opfyldt herfor.,2014-10-08,2014-10-09,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff,0.0,"Farum, den 8. oktober 2014",0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemsted - FuresÃ¸ kommune,2014-04-30,2013-05-01,0.0,Ingen bistand,urn:ofk:oid:16823357,indberetninger-20180424,2.5097417999999996,28849532.0,,2018-03-31T18:51:33.844Z,2014-10-20T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-222.801,2014-10-20T22:00:00.000Z,,,,,,,,,,,,
28849532,2013-05-01,2014-04-30,ctx2,http://regnskaber.virk.dk/23594882/Y3ZyLmRrOi8vcGRmcy8yODg0OTUzMjtBcFMzNTA5MjU7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/23594882/Y3ZyLmRrOi8veGJybHMvWC00REU0RDRDQi0yMDE0MTAyMF8xOTA1MzhfMjUx.xml,3520 Farum,Kassemosevej 16a,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,Selskabet har fravalgt revision. Ledelsen anser betingelserne for opfyldt herfor.,2014-10-08,2014-10-09,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff,,"Farum, den 8. oktober 2014",,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemsted - FuresÃ¸ kommune,2014-04-30,2013-05-01,,Ingen bistand,urn:ofk:oid:16823357,indberetninger-20180424,2.5097417999999996,28849532.0,,2018-03-31T18:51:33.844Z,2014-10-20T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-222.801,2014-10-20T22:00:00.000Z,,,,,,,,,,,,Per Eriksen
28849532,2013-05-01,2014-04-30,ctx3,http://regnskaber.virk.dk/23594882/Y3ZyLmRrOi8vcGRmcy8yODg0OTUzMjtBcFMzNTA5MjU7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/23594882/Y3ZyLmRrOi8veGJybHMvWC00REU0RDRDQi0yMDE0MTAyMF8xOTA1MzhfMjUx.xml,3520 Farum,Kassemosevej 16a,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,Selskabet har fravalgt revision. Ledelsen anser betingelserne for opfyldt herfor.,2014-10-08,2014-10-09,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff,,"Farum, den 8. oktober 2014",,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemsted - FuresÃ¸ kommune,2014-04-30,2013-05-01,,Ingen bistand,urn:ofk:oid:16823357,indberetninger-20180424,2.5097417999999996,28849532.0,,2018-03-31T18:51:33.844Z,2014-10-20T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-222.801,2014-10-20T22:00:00.000Z,,,,,,,,,,,,Per Eriksen
28849532,2013-05-01,2014-04-30,ctx4,http://regnskaber.virk.dk/23594882/Y3ZyLmRrOi8vcGRmcy8yODg0OTUzMjtBcFMzNTA5MjU7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/23594882/Y3ZyLmRrOi8veGJybHMvWC00REU0RDRDQi0yMDE0MTAyMF8xOTA1MzhfMjUx.xml,3520 Farum,Kassemosevej 16a,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,Selskabet har fravalgt revision. Ledelsen anser betingelserne for opfyldt herfor.,2014-10-08,2014-10-09,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff,,"Farum, den 8. oktober 2014",,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemsted - FuresÃ¸ kommune,2014-04-30,2013-05-01,,Ingen bistand,urn:ofk:oid:16823357,indberetninger-20180424,2.5097417999999996,28849532.0,,2018-03-31T18:51:33.844Z,2014-10-20T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-222.801,2014-10-20T22:00:00.000Z,,,,,,,,,,,,
28849532,2013-05-01,2014-04-30,ctx6,http://regnskaber.virk.dk/23594882/Y3ZyLmRrOi8vcGRmcy8yODg0OTUzMjtBcFMzNTA5MjU7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/23594882/Y3ZyLmRrOi8veGJybHMvWC00REU0RDRDQi0yMDE0MTAyMF8xOTA1MzhfMjUx.xml,3520 Farum,Kassemosevej 16a,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,Selskabet har fravalgt revision. Ledelsen anser betingelserne for opfyldt herfor.,2014-10-08,2014-10-09,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff,,"Farum, den 8. oktober 2014",0.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemsted - FuresÃ¸ kommune,2014-04-30,2013-05-01,,Ingen bistand,urn:ofk:oid:16823357,indberetninger-20180424,2.5097417999999996,28849532.0,,2018-03-31T18:51:33.844Z,2014-10-20T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-222.801,2014-10-20T22:00:00.000Z,,,,,,,,,,,,
28849532,2013-05-01,2014-04-30,ctx8,http://regnskaber.virk.dk/23594882/Y3ZyLmRrOi8vcGRmcy8yODg0OTUzMjtBcFMzNTA5MjU7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/23594882/Y3ZyLmRrOi8veGJybHMvWC00REU0RDRDQi0yMDE0MTAyMF8xOTA1MzhfMjUx.xml,3520 Farum,Kassemosevej 16a,2670 Greve,Ole Larsensvej 1,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,Selskabet har fravalgt revision. Ledelsen anser betingelserne for opfyldt herfor.,2014-10-08,2014-10-09,28849532.0,33883889.0,Ãrsrapport,Per Eriksen,Lyngen Ejendomme Holding ApS,XBRL Takeoff,,"Farum, den 8. oktober 2014",0.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjemsted - FuresÃ¸ kommune,2014-04-30,2013-05-01,,Ingen bistand,urn:ofk:oid:16823357,indberetninger-20180424,2.5097417999999996,28849532.0,,2018-03-31T18:51:33.844Z,2014-10-20T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-222.801,2014-10-20T22:00:00.000Z,,,,,,,,,,,,
