entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,FinanceExpensesArisingFromGroupEnterprises,GrossProfitLoss,OtherFinanceIncomeFromGroupEnterprises,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpenseOnOrdinaryActivities,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,ReserveForLoansAndCollaterals,RetainedEarnings,RevaluationReserve,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
89901510,2016-01-01,2016-12-31,ID_13,,http://regnskaber.virk.dk/01510998/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzc2LzQyLzVhLzc0NTktNGQxZS04NTgyLTJmZmEwNjllZDBiYw.pdf,http://regnskaber.virk.dk/01510998/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzdjLzUyLzg1LzlhMjQtNGU0MS04OGQ0LTMxOTU0OGNhOTZhMQ.xml,true,"Aalborg SV, 9200",Vandmanden 10A,Til kapitalejerne i JS PROPUTEC A/S,13.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-08,2018-03-08,1982-09-03,2018-03-08,33357966.0,89901510.0,33357966.0,mne28659,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for JS PROPUTEC A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Ovesen,Niels Otto Andersen,Attiri Statsautoriseret Revisionsaktieselskab,JS PROPUTEC A/S,Attiri Statsautoriseret Revisionsaktieselskab,HjÃ¸rring,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HjÃ¸rring, 860",2017-12-31,2017-01-01,false,2018-03-08,Aalborg,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25155258,indberetninger-20180424,2.5117235,89901510.0,,2018-04-04T04:46:51.940Z,2018-03-09T09:25:50.057Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-39-GX,2018-03-09T09:25:50.849Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89901510,2016-01-01,2016-12-31,ID_14,,http://regnskaber.virk.dk/01510998/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzc2LzQyLzVhLzc0NTktNGQxZS04NTgyLTJmZmEwNjllZDBiYw.pdf,http://regnskaber.virk.dk/01510998/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzdjLzUyLzg1LzlhMjQtNGU0MS04OGQ0LTMxOTU0OGNhOTZhMQ.xml,true,"Aalborg SV, 9200",Vandmanden 10A,Til kapitalejerne i JS PROPUTEC A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-08,2018-03-08,1982-09-03,2018-03-08,33357966.0,89901510.0,33357966.0,mne28659,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for JS PROPUTEC A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Ovesen,Niels Otto Andersen,Attiri Statsautoriseret Revisionsaktieselskab,JS PROPUTEC A/S,Attiri Statsautoriseret Revisionsaktieselskab,HjÃ¸rring,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HjÃ¸rring, 860",2017-12-31,2017-01-01,false,2018-03-08,Aalborg,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25155258,indberetninger-20180424,2.5117235,89901510.0,,2018-04-04T04:46:51.940Z,2018-03-09T09:25:50.057Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-39-GX,2018-03-09T09:25:50.849Z,254658.0,6650635.0,0.0,8893445.0,26720.0,1384136.0,1774976.0,1988152.0,239896.0,390840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89901510,2016-01-01,2016-12-31,ID_16,,http://regnskaber.virk.dk/01510998/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzc2LzQyLzVhLzc0NTktNGQxZS04NTgyLTJmZmEwNjllZDBiYw.pdf,http://regnskaber.virk.dk/01510998/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzdjLzUyLzg1LzlhMjQtNGU0MS04OGQ0LTMxOTU0OGNhOTZhMQ.xml,true,"Aalborg SV, 9200",Vandmanden 10A,Til kapitalejerne i JS PROPUTEC A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-08,2018-03-08,1982-09-03,2018-03-08,33357966.0,89901510.0,33357966.0,mne28659,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for JS PROPUTEC A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Ovesen,Niels Otto Andersen,Attiri Statsautoriseret Revisionsaktieselskab,JS PROPUTEC A/S,Attiri Statsautoriseret Revisionsaktieselskab,HjÃ¸rring,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HjÃ¸rring, 860",2017-12-31,2017-01-01,false,2018-03-08,Aalborg,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25155258,indberetninger-20180424,2.5117235,89901510.0,,2018-04-04T04:46:51.940Z,2018-03-09T09:25:50.057Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-39-GX,2018-03-09T09:25:50.849Z,,,,,,-1800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89901510,2016-01-01,2016-12-31,ID_18,,http://regnskaber.virk.dk/01510998/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzc2LzQyLzVhLzc0NTktNGQxZS04NTgyLTJmZmEwNjllZDBiYw.pdf,http://regnskaber.virk.dk/01510998/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzdjLzUyLzg1LzlhMjQtNGU0MS04OGQ0LTMxOTU0OGNhOTZhMQ.xml,true,"Aalborg SV, 9200",Vandmanden 10A,Til kapitalejerne i JS PROPUTEC A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-08,2018-03-08,1982-09-03,2018-03-08,33357966.0,89901510.0,33357966.0,mne28659,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for JS PROPUTEC A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Ovesen,Niels Otto Andersen,Attiri Statsautoriseret Revisionsaktieselskab,JS PROPUTEC A/S,Attiri Statsautoriseret Revisionsaktieselskab,HjÃ¸rring,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HjÃ¸rring, 860",2017-12-31,2017-01-01,false,2018-03-08,Aalborg,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25155258,indberetninger-20180424,2.5117235,89901510.0,,2018-04-04T04:46:51.940Z,2018-03-09T09:25:50.057Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-39-GX,2018-03-09T09:25:50.849Z,,,,,,1030445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89901510,2016-01-01,2016-12-31,ID_20,,http://regnskaber.virk.dk/01510998/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzc2LzQyLzVhLzc0NTktNGQxZS04NTgyLTJmZmEwNjllZDBiYw.pdf,http://regnskaber.virk.dk/01510998/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzdjLzUyLzg1LzlhMjQtNGU0MS04OGQ0LTMxOTU0OGNhOTZhMQ.xml,true,"Aalborg SV, 9200",Vandmanden 10A,Til kapitalejerne i JS PROPUTEC A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-08,2018-03-08,1982-09-03,2018-03-08,33357966.0,89901510.0,33357966.0,mne28659,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for JS PROPUTEC A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Ovesen,Niels Otto Andersen,Attiri Statsautoriseret Revisionsaktieselskab,JS PROPUTEC A/S,Attiri Statsautoriseret Revisionsaktieselskab,HjÃ¸rring,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HjÃ¸rring, 860",2017-12-31,2017-01-01,false,2018-03-08,Aalborg,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25155258,indberetninger-20180424,2.5117235,89901510.0,,2018-04-04T04:46:51.940Z,2018-03-09T09:25:50.057Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-39-GX,2018-03-09T09:25:50.849Z,,,,,,-614581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89901510,2016-12-31,2016-12-31,ID_11,,http://regnskaber.virk.dk/01510998/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzc2LzQyLzVhLzc0NTktNGQxZS04NTgyLTJmZmEwNjllZDBiYw.pdf,http://regnskaber.virk.dk/01510998/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzdjLzUyLzg1LzlhMjQtNGU0MS04OGQ0LTMxOTU0OGNhOTZhMQ.xml,true,"Aalborg SV, 9200",Vandmanden 10A,Til kapitalejerne i JS PROPUTEC A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-08,2018-03-08,1982-09-03,2018-03-08,33357966.0,89901510.0,33357966.0,mne28659,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for JS PROPUTEC A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Ovesen,Niels Otto Andersen,Attiri Statsautoriseret Revisionsaktieselskab,JS PROPUTEC A/S,Attiri Statsautoriseret Revisionsaktieselskab,HjÃ¸rring,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HjÃ¸rring, 860",2017-12-31,2017-01-01,false,2018-03-08,Aalborg,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25155258,indberetninger-20180424,2.5117235,89901510.0,,2018-04-04T04:46:51.940Z,2018-03-09T09:25:50.057Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-39-GX,2018-03-09T09:25:50.849Z,,,,,,,,,,,23850.0,16026800.0,1364.0,475715.0,1000000.0,8739703.0,466391.0,6634468.0,215440.0,23850.0,4811449.0,6869116.0,16026800.0,8273332.0,740122.0,3689097.0,2948975.0,245157.0,7287097.0,955199.0,321269.0,178691.0,7263247.0,1800000.0,1119000.0,1119000.0,4566292.0,575000.0,619490.0,2639978.0,845421.0,4584235.0,360000.0,0.0,940947.0,3926890.0,1082415.0,260840.0,1221828.0,1581100.0,,,
89901510,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/01510998/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzc2LzQyLzVhLzc0NTktNGQxZS04NTgyLTJmZmEwNjllZDBiYw.pdf,http://regnskaber.virk.dk/01510998/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzdjLzUyLzg1LzlhMjQtNGU0MS04OGQ0LTMxOTU0OGNhOTZhMQ.xml,true,"Aalborg SV, 9200",Vandmanden 10A,Til kapitalejerne i JS PROPUTEC A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-08,2018-03-08,1982-09-03,2018-03-08,33357966.0,89901510.0,33357966.0,mne28659,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for JS PROPUTEC A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Ovesen,Niels Otto Andersen,Attiri Statsautoriseret Revisionsaktieselskab,JS PROPUTEC A/S,Attiri Statsautoriseret Revisionsaktieselskab,HjÃ¸rring,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HjÃ¸rring, 860",2017-12-31,2017-01-01,false,2018-03-08,Aalborg,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25155258,indberetninger-20180424,2.5117235,89901510.0,,2018-04-04T04:46:51.940Z,2018-03-09T09:25:50.057Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-39-GX,2018-03-09T09:25:50.849Z,224498.0,7373248.0,5412.0,8949920.0,0.0,911798.0,1175910.0,1352174.0,170852.0,264112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89901510,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/01510998/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzc2LzQyLzVhLzc0NTktNGQxZS04NTgyLTJmZmEwNjllZDBiYw.pdf,http://regnskaber.virk.dk/01510998/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzdjLzUyLzg1LzlhMjQtNGU0MS04OGQ0LTMxOTU0OGNhOTZhMQ.xml,true,"Aalborg SV, 9200",Vandmanden 10A,Til kapitalejerne i JS PROPUTEC A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-08,2018-03-08,1982-09-03,2018-03-08,33357966.0,89901510.0,33357966.0,mne28659,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for JS PROPUTEC A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Ovesen,Niels Otto Andersen,Attiri Statsautoriseret Revisionsaktieselskab,JS PROPUTEC A/S,Attiri Statsautoriseret Revisionsaktieselskab,HjÃ¸rring,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HjÃ¸rring, 860",2017-12-31,2017-01-01,false,2018-03-08,Aalborg,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25155258,indberetninger-20180424,2.5117235,89901510.0,,2018-04-04T04:46:51.940Z,2018-03-09T09:25:50.057Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-39-GX,2018-03-09T09:25:50.849Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89901510,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/01510998/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzc2LzQyLzVhLzc0NTktNGQxZS04NTgyLTJmZmEwNjllZDBiYw.pdf,http://regnskaber.virk.dk/01510998/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzdjLzUyLzg1LzlhMjQtNGU0MS04OGQ0LTMxOTU0OGNhOTZhMQ.xml,true,"Aalborg SV, 9200",Vandmanden 10A,Til kapitalejerne i JS PROPUTEC A/S,15.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-08,2018-03-08,1982-09-03,2018-03-08,33357966.0,89901510.0,33357966.0,mne28659,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for JS PROPUTEC A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Ovesen,Niels Otto Andersen,Attiri Statsautoriseret Revisionsaktieselskab,JS PROPUTEC A/S,Attiri Statsautoriseret Revisionsaktieselskab,HjÃ¸rring,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HjÃ¸rring, 860",2017-12-31,2017-01-01,false,2018-03-08,Aalborg,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25155258,indberetninger-20180424,2.5117235,89901510.0,,2018-04-04T04:46:51.940Z,2018-03-09T09:25:50.057Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-39-GX,2018-03-09T09:25:50.849Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89901510,2017-01-01,2017-12-31,ID_15,,http://regnskaber.virk.dk/01510998/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzc2LzQyLzVhLzc0NTktNGQxZS04NTgyLTJmZmEwNjllZDBiYw.pdf,http://regnskaber.virk.dk/01510998/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzdjLzUyLzg1LzlhMjQtNGU0MS04OGQ0LTMxOTU0OGNhOTZhMQ.xml,true,"Aalborg SV, 9200",Vandmanden 10A,Til kapitalejerne i JS PROPUTEC A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-08,2018-03-08,1982-09-03,2018-03-08,33357966.0,89901510.0,33357966.0,mne28659,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for JS PROPUTEC A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Ovesen,Niels Otto Andersen,Attiri Statsautoriseret Revisionsaktieselskab,JS PROPUTEC A/S,Attiri Statsautoriseret Revisionsaktieselskab,HjÃ¸rring,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HjÃ¸rring, 860",2017-12-31,2017-01-01,false,2018-03-08,Aalborg,Administrerende direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25155258,indberetninger-20180424,2.5117235,89901510.0,,2018-04-04T04:46:51.940Z,2018-03-09T09:25:50.057Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-39-GX,2018-03-09T09:25:50.849Z,,,,,,-1600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
