entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
33150318,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzIxLzU0LzRmLzk0L2E0ZDMtNGFjMC04NDgwLTAzY2U5OGJkNmJmNA.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzY3L2JiL2ZhLzVlLzk4Y2ItNDc1YS1hNWRmLThmMmU1MThkODYyOA.xml,false,"7000, Fredericia",Vejlevej 12,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-06-10,2018-06-10,2010-09-06,2018-06-11,505480.0,417576.0,38980149.0,33150318.0,38980149.0,mne33679,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Bell Ottosen,Regnskabsfabrikanten A/S,Openflow ApS,Regnskabsfabrikanten A/S,Risskov,2016-01-01,2016-12-31,-69589.0,-91148.0,-87904.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,3244.0,false,2018-06-11,Fredericia,-21559.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25801504,indberetninger-20180424,2.5118417999999996,33150318.0,AWP1n0Kj0wkEsASktrPt,2018-06-12T20:11:48.191Z,2018-06-12T20:10:44.383Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-45-HD,2018-06-12T20:10:44.552Z,,,,,,,,,,,,,,,,,,,,,,
33150318,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzIxLzU0LzRmLzk0L2E0ZDMtNGFjMC04NDgwLTAzY2U5OGJkNmJmNA.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzY3L2JiL2ZhLzVlLzk4Y2ItNDc1YS1hNWRmLThmMmU1MThkODYyOA.xml,false,"7000, Fredericia",Vejlevej 12,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-06-10,2018-06-10,2010-09-06,2018-06-11,,,38980149.0,33150318.0,38980149.0,mne33679,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Bell Ottosen,Regnskabsfabrikanten A/S,Openflow ApS,Regnskabsfabrikanten A/S,Risskov,2016-01-01,2016-12-31,69589.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,,false,2018-06-11,Fredericia,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25801504,indberetninger-20180424,2.5118417999999996,33150318.0,AWP1n0Kj0wkEsASktrPt,2018-06-12T20:11:48.191Z,2018-06-12T20:10:44.383Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-45-HD,2018-06-12T20:10:44.552Z,,,,,,,,,,,,,,,,,,,,,,
33150318,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzIxLzU0LzRmLzk0L2E0ZDMtNGFjMC04NDgwLTAzY2U5OGJkNmJmNA.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzY3L2JiL2ZhLzVlLzk4Y2ItNDc1YS1hNWRmLThmMmU1MThkODYyOA.xml,false,"7000, Fredericia",Vejlevej 12,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-06-10,2018-06-10,2010-09-06,2018-06-11,,,38980149.0,33150318.0,38980149.0,mne33679,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Bell Ottosen,Regnskabsfabrikanten A/S,Openflow ApS,Regnskabsfabrikanten A/S,Risskov,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,,false,2018-06-11,Fredericia,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25801504,indberetninger-20180424,2.5118417999999996,33150318.0,AWP1n0Kj0wkEsASktrPt,2018-06-12T20:11:48.191Z,2018-06-12T20:10:44.383Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-45-HD,2018-06-12T20:10:44.552Z,1.0,,,,,,,,,,,,,,,,,,,,,
33150318,2016-12-31,2016-12-31,ID_7,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzIxLzU0LzRmLzk0L2E0ZDMtNGFjMC04NDgwLTAzY2U5OGJkNmJmNA.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzY3L2JiL2ZhLzVlLzk4Y2ItNDc1YS1hNWRmLThmMmU1MThkODYyOA.xml,false,"7000, Fredericia",Vejlevej 12,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-06-10,2018-06-10,2010-09-06,2018-06-11,,,38980149.0,33150318.0,38980149.0,mne33679,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Bell Ottosen,Regnskabsfabrikanten A/S,Openflow ApS,Regnskabsfabrikanten A/S,Risskov,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,,false,2018-06-11,Fredericia,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25801504,indberetninger-20180424,2.5118417999999996,33150318.0,AWP1n0Kj0wkEsASktrPt,2018-06-12T20:11:48.191Z,2018-06-12T20:10:44.383Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-45-HD,2018-06-12T20:10:44.552Z,,251119.0,0.0,103000.0,80000.0,243419.0,26480.0,43466.0,251119.0,207653.0,7700.0,7700.0,7700.0,124633.0,-36534.0,69784.0,207653.0,243419.0,20225.0,13236.0,93714.0,
33150318,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzIxLzU0LzRmLzk0L2E0ZDMtNGFjMC04NDgwLTAzY2U5OGJkNmJmNA.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzY3L2JiL2ZhLzVlLzk4Y2ItNDc1YS1hNWRmLThmMmU1MThkODYyOA.xml,false,"7000, Fredericia",Vejlevej 12,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-06-10,2018-06-10,2010-09-06,2018-06-11,564390.0,631165.0,38980149.0,33150318.0,38980149.0,mne33679,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Bell Ottosen,Regnskabsfabrikanten A/S,Openflow ApS,Regnskabsfabrikanten A/S,Risskov,2016-01-01,2016-12-31,47135.0,63472.0,66775.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,3303.0,false,2018-06-11,Fredericia,16337.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25801504,indberetninger-20180424,2.5118417999999996,33150318.0,AWP1n0Kj0wkEsASktrPt,2018-06-12T20:11:48.191Z,2018-06-12T20:10:44.383Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-45-HD,2018-06-12T20:10:44.552Z,,,,,,,,,,,,,,,,,,,,,,
33150318,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzIxLzU0LzRmLzk0L2E0ZDMtNGFjMC04NDgwLTAzY2U5OGJkNmJmNA.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzY3L2JiL2ZhLzVlLzk4Y2ItNDc1YS1hNWRmLThmMmU1MThkODYyOA.xml,false,"7000, Fredericia",Vejlevej 12,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-06-10,2018-06-10,2010-09-06,2018-06-11,,,38980149.0,33150318.0,38980149.0,mne33679,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Bell Ottosen,Regnskabsfabrikanten A/S,Openflow ApS,Regnskabsfabrikanten A/S,Risskov,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,,false,2018-06-11,Fredericia,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25801504,indberetninger-20180424,2.5118417999999996,33150318.0,AWP1n0Kj0wkEsASktrPt,2018-06-12T20:11:48.191Z,2018-06-12T20:10:44.383Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-45-HD,2018-06-12T20:10:44.552Z,,,,,,,,,,,,,,,,,,,,,,
33150318,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzIxLzU0LzRmLzk0L2E0ZDMtNGFjMC04NDgwLTAzY2U5OGJkNmJmNA.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzY3L2JiL2ZhLzVlLzk4Y2ItNDc1YS1hNWRmLThmMmU1MThkODYyOA.xml,false,"7000, Fredericia",Vejlevej 12,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-06-10,2018-06-10,2010-09-06,2018-06-11,,,38980149.0,33150318.0,38980149.0,mne33679,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Bell Ottosen,Regnskabsfabrikanten A/S,Openflow ApS,Regnskabsfabrikanten A/S,Risskov,2016-01-01,2016-12-31,-47135.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,,false,2018-06-11,Fredericia,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25801504,indberetninger-20180424,2.5118417999999996,33150318.0,AWP1n0Kj0wkEsASktrPt,2018-06-12T20:11:48.191Z,2018-06-12T20:10:44.383Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-45-HD,2018-06-12T20:10:44.552Z,,,,,,,,,,,,,,,,,,,,,,
33150318,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzIxLzU0LzRmLzk0L2E0ZDMtNGFjMC04NDgwLTAzY2U5OGJkNmJmNA.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzY3L2JiL2ZhLzVlLzk4Y2ItNDc1YS1hNWRmLThmMmU1MThkODYyOA.xml,false,"7000, Fredericia",Vejlevej 12,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-06-10,2018-06-10,2010-09-06,2018-06-11,,,38980149.0,33150318.0,38980149.0,mne33679,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Bell Ottosen,Regnskabsfabrikanten A/S,Openflow ApS,Regnskabsfabrikanten A/S,Risskov,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,,false,2018-06-11,Fredericia,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25801504,indberetninger-20180424,2.5118417999999996,33150318.0,AWP1n0Kj0wkEsASktrPt,2018-06-12T20:11:48.191Z,2018-06-12T20:10:44.383Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-45-HD,2018-06-12T20:10:44.552Z,,,,,,,,,,,,,,,,,,,,,,
33150318,2017-01-01,2017-12-31,ID_3,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzIxLzU0LzRmLzk0L2E0ZDMtNGFjMC04NDgwLTAzY2U5OGJkNmJmNA.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzY3L2JiL2ZhLzVlLzk4Y2ItNDc1YS1hNWRmLThmMmU1MThkODYyOA.xml,false,"7000, Fredericia",Vejlevej 12,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-06-10,2018-06-10,2010-09-06,2018-06-11,,,38980149.0,33150318.0,38980149.0,mne33679,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Bell Ottosen,Regnskabsfabrikanten A/S,Openflow ApS,Regnskabsfabrikanten A/S,Risskov,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,,false,2018-06-11,Fredericia,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25801504,indberetninger-20180424,2.5118417999999996,33150318.0,AWP1n0Kj0wkEsASktrPt,2018-06-12T20:11:48.191Z,2018-06-12T20:10:44.383Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-45-HD,2018-06-12T20:10:44.552Z,,,,,,,,,,,,,,,,,,,,,,Thomas Bell Ottosen
33150318,2017-01-01,2017-12-31,ID_4,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzIxLzU0LzRmLzk0L2E0ZDMtNGFjMC04NDgwLTAzY2U5OGJkNmJmNA.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzY3L2JiL2ZhLzVlLzk4Y2ItNDc1YS1hNWRmLThmMmU1MThkODYyOA.xml,false,"7000, Fredericia",Vejlevej 12,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-06-10,2018-06-10,2010-09-06,2018-06-11,,,38980149.0,33150318.0,38980149.0,mne33679,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Bell Ottosen,Regnskabsfabrikanten A/S,Openflow ApS,Regnskabsfabrikanten A/S,Risskov,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,,false,2018-06-11,Fredericia,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25801504,indberetninger-20180424,2.5118417999999996,33150318.0,AWP1n0Kj0wkEsASktrPt,2018-06-12T20:11:48.191Z,2018-06-12T20:10:44.383Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-45-HD,2018-06-12T20:10:44.552Z,,,,,,,,,,,,,,,,,,,,,,
