entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,EmployeeBenefitsExpense,GrossProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
33150318,2015-01-01,2015-12-31,ID_11,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2ExL2VlL2RlLzE5ZmYtNDdkYy05YmY3LTVlNzIxN2EzZGY2YQ.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzZhLzI0L2I1L2RkNjQtNGE2MC04OTZmLWYxNGUxMzNmYTZmMw.xml,true,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-08,2017-06-08,2010-09-06,2017-06-08,33750889.0,33150318.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Bell Ottosen,Regnskabsfabrikanten,Openflow ApS,"Regnskabsfabrikanten, Godkendt Revisionsaktieselskab",Risskov,2015-01-01,2015-12-31,33230.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,true,2017-06-08,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24149329,indberetninger-20180424,2.5097508,33150318.0,,2018-03-29T05:35:02.784Z,2017-06-08T12:37:07.750Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-84-UF,2017-06-08T12:37:07.883Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33150318,2015-01-01,2015-12-31,ID_8,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2ExL2VlL2RlLzE5ZmYtNDdkYy05YmY3LTVlNzIxN2EzZGY2YQ.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzZhLzI0L2I1L2RkNjQtNGE2MC04OTZmLWYxNGUxMzNmYTZmMw.xml,true,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-08,2017-06-08,2010-09-06,2017-06-08,33750889.0,33150318.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Bell Ottosen,Regnskabsfabrikanten,Openflow ApS,"Regnskabsfabrikanten, Godkendt Revisionsaktieselskab",Risskov,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,true,2017-06-08,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24149329,indberetninger-20180424,2.5097508,33150318.0,,2018-03-29T05:35:02.784Z,2017-06-08T12:37:07.750Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-84-UF,2017-06-08T12:37:07.883Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33150318,2015-01-01,2015-12-31,ID_9,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2ExL2VlL2RlLzE5ZmYtNDdkYy05YmY3LTVlNzIxN2EzZGY2YQ.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzZhLzI0L2I1L2RkNjQtNGE2MC04OTZmLWYxNGUxMzNmYTZmMw.xml,true,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-08,2017-06-08,2010-09-06,2017-06-08,33750889.0,33150318.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Bell Ottosen,Regnskabsfabrikanten,Openflow ApS,"Regnskabsfabrikanten, Godkendt Revisionsaktieselskab",Risskov,2015-01-01,2015-12-31,-33230.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,true,2017-06-08,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24149329,indberetninger-20180424,2.5097508,33150318.0,,2018-03-29T05:35:02.784Z,2017-06-08T12:37:07.750Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-84-UF,2017-06-08T12:37:07.883Z,,567796.0,530148.0,-39164.0,-37648.0,1516.0,-5934.0,,,,,,,,,,,,,,,,,,,,,,
33150318,2015-12-31,2015-12-31,ID_5,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2ExL2VlL2RlLzE5ZmYtNDdkYy05YmY3LTVlNzIxN2EzZGY2YQ.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzZhLzI0L2I1L2RkNjQtNGE2MC04OTZmLWYxNGUxMzNmYTZmMw.xml,true,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-08,2017-06-08,2010-09-06,2017-06-08,33750889.0,33150318.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Bell Ottosen,Regnskabsfabrikanten,Openflow ApS,"Regnskabsfabrikanten, Godkendt Revisionsaktieselskab",Risskov,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,true,2017-06-08,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24149329,indberetninger-20180424,2.5097508,33150318.0,,2018-03-29T05:35:02.784Z,2017-06-08T12:37:07.750Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-84-UF,2017-06-08T12:37:07.883Z,,,,,,,,253839.0,40624.0,153500.0,80000.0,246139.0,4921.0,113055.0,253839.0,140784.0,7700.0,7700.0,7700.0,128803.0,33055.0,0.0,140784.0,205515.0,14250.0,6000.0,11981.0,26844.0,
33150318,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2ExL2VlL2RlLzE5ZmYtNDdkYy05YmY3LTVlNzIxN2EzZGY2YQ.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzZhLzI0L2I1L2RkNjQtNGE2MC04OTZmLWYxNGUxMzNmYTZmMw.xml,true,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-08,2017-06-08,2010-09-06,2017-06-08,33750889.0,33150318.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Bell Ottosen,Regnskabsfabrikanten,Openflow ApS,"Regnskabsfabrikanten, Godkendt Revisionsaktieselskab",Risskov,2015-01-01,2015-12-31,-69589.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,true,2017-06-08,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24149329,indberetninger-20180424,2.5097508,33150318.0,,2018-03-29T05:35:02.784Z,2017-06-08T12:37:07.750Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-84-UF,2017-06-08T12:37:07.883Z,,505480.0,417576.0,-91148.0,-87904.0,3244.0,-21559.0,,,,,,,,,,,,,,,,,,,,,,
33150318,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2ExL2VlL2RlLzE5ZmYtNDdkYy05YmY3LTVlNzIxN2EzZGY2YQ.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzZhLzI0L2I1L2RkNjQtNGE2MC04OTZmLWYxNGUxMzNmYTZmMw.xml,true,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-08,2017-06-08,2010-09-06,2017-06-08,33750889.0,33150318.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Bell Ottosen,Regnskabsfabrikanten,Openflow ApS,"Regnskabsfabrikanten, Godkendt Revisionsaktieselskab",Risskov,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,true,2017-06-08,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24149329,indberetninger-20180424,2.5097508,33150318.0,,2018-03-29T05:35:02.784Z,2017-06-08T12:37:07.750Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-84-UF,2017-06-08T12:37:07.883Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33150318,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2ExL2VlL2RlLzE5ZmYtNDdkYy05YmY3LTVlNzIxN2EzZGY2YQ.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzZhLzI0L2I1L2RkNjQtNGE2MC04OTZmLWYxNGUxMzNmYTZmMw.xml,true,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-08,2017-06-08,2010-09-06,2017-06-08,33750889.0,33150318.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Bell Ottosen,Regnskabsfabrikanten,Openflow ApS,"Regnskabsfabrikanten, Godkendt Revisionsaktieselskab",Risskov,2015-01-01,2015-12-31,69589.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,true,2017-06-08,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24149329,indberetninger-20180424,2.5097508,33150318.0,,2018-03-29T05:35:02.784Z,2017-06-08T12:37:07.750Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-84-UF,2017-06-08T12:37:07.883Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33150318,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2ExL2VlL2RlLzE5ZmYtNDdkYy05YmY3LTVlNzIxN2EzZGY2YQ.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzZhLzI0L2I1L2RkNjQtNGE2MC04OTZmLWYxNGUxMzNmYTZmMw.xml,true,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-08,2017-06-08,2010-09-06,2017-06-08,33750889.0,33150318.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Bell Ottosen,Regnskabsfabrikanten,Openflow ApS,"Regnskabsfabrikanten, Godkendt Revisionsaktieselskab",Risskov,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,true,2017-06-08,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24149329,indberetninger-20180424,2.5097508,33150318.0,,2018-03-29T05:35:02.784Z,2017-06-08T12:37:07.750Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-84-UF,2017-06-08T12:37:07.883Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Bell Ottosen
33150318,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2ExL2VlL2RlLzE5ZmYtNDdkYy05YmY3LTVlNzIxN2EzZGY2YQ.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzZhLzI0L2I1L2RkNjQtNGE2MC04OTZmLWYxNGUxMzNmYTZmMw.xml,true,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-08,2017-06-08,2010-09-06,2017-06-08,33750889.0,33150318.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Bell Ottosen,Regnskabsfabrikanten,Openflow ApS,"Regnskabsfabrikanten, Godkendt Revisionsaktieselskab",Risskov,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,true,2017-06-08,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24149329,indberetninger-20180424,2.5097508,33150318.0,,2018-03-29T05:35:02.784Z,2017-06-08T12:37:07.750Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-84-UF,2017-06-08T12:37:07.883Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33150318,2016-01-01,2016-12-31,ID_4,,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2ExL2VlL2RlLzE5ZmYtNDdkYy05YmY3LTVlNzIxN2EzZGY2YQ.pdf,http://regnskaber.virk.dk/81305133/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzZhLzI0L2I1L2RkNjQtNGE2MC04OTZmLWYxNGUxMzNmYTZmMw.xml,true,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Openflow ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-08,2017-06-08,2010-09-06,2017-06-08,33750889.0,33150318.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Openflow ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Bernhard,Thomas Bell Ottosen,Regnskabsfabrikanten,Openflow ApS,"Regnskabsfabrikanten, Godkendt Revisionsaktieselskab",Risskov,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,true,2017-06-08,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24149329,indberetninger-20180424,2.5097508,33150318.0,,2018-03-29T05:35:02.784Z,2017-06-08T12:37:07.750Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-84-UF,2017-06-08T12:37:07.883Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karina Bell Ottosen
